id,source,translation,n2m
1,"Patrzy na rodzinę, same dziewczynki, matka z dzieckiem przy piersi zsiada właśnie niezgrabnie z fury i furman pogania ją, bo fura zaraz musi wracać po innych na przedmieścia.","She looks at the family, all girls, a mother awkwardly getting off the cart with a baby at her breast and the driver hurrying her because the cart must return soon to pick up others on the outskirts.",1-1
2,"Spada tobołek, który miała na plecach, i wysypuje się stamtąd trochę zszarzałych szmat i pojedynczy sznurek korali, drobnych, pociemniałych.","The bundle she has on her back falls off and out spills some graying rags and a single string of beads, small, tarnished.",1-1
3,"Kobieta zbiera je zawstydzona, jakby właśnie oczom świata odsłoniła swoje najniedostępniejsze sekrety.",She gathers them as if she had just revealed her deepest secrets to the world.,1-1
4,"Deymowa mija ją i nagle podbiega do niej chłopczyk, może sześcio-, siedmioletni, i patrząc na nią uśmiechniętymi oczami, bardzo z siebie zadowolony, mówi: ""Niech będzie pochwalony Jezus Chrystus!"".","As Deymowa passes by her, suddenly a boy of around six or seven runs up to her with his eyes smiling and very pleased with himself says: ""Praised be Jesus Christ!"".",1-1
5,"Ona zaś odpowiada automatycznie, ale i uroczyście: ""Na wieki wieków, amen"".","She responds automatically but also solemnly: ""Forever and ever amen"".",1-1
6,I już chwyta się za serce i łzy nabiegają jej do oczu.,And now clutching at her heart tears well up in her eyes.,1-1
7,"Kuca przy chłopcu, chwyta go za nadgarstki, a ten patrzy jej prosto w oczy pełne łez, dalej uśmiechnięty, mały łobuziak.",She kneels down next to boy grabs his wrists while he meets here tear-filled gaze still smiling like a happy little rascal.,1-1
8,"Wyrastają przed nimi pierwsze zabudowania, nagle, bez ostrzeżenia.","The first buildings rise up before them suddenly, without warning.",1-1
9,"Widać mgła zmienia poczucie odległości, bo zaskoczona tym wydaje się sama Kaśka.","It seems that the fog alters the sense of distance, because even Kaśka appears surprised by this.",1-1
10,"Nagle skacze, szarpiąc dyszlem, i gdyby nie stanowcza reakcja Roszka i jego bat, wywróciłaby kolaskę.","Suddenly she jumps, jerking the shafts, and were it not for Roshek's decisive response and his whip, she would have overturned the carriage.",1-1
11,"Może Kaśkę wystraszyły iskry, które sypią się z paleniska, albo niepokój koni czekających na swoją kolej do podkuwania...",Perhaps Kaśka was frightened by sparks flying from a hearth or by the anxiety of horses waiting their turn to be shoed.,1-2
12,"Wszędzie czuć mdły zapach słodu, przenika każdy towar wystawiony do sprzedaży.","Everywhere, there's a sickly smell of malt that permeates every single item for sale.",1-1
13,Można się nim najeść jak chlebem.,One can become full from this smell as if it were bread.,1-1
14,"Na przedmieściach Rohatyna, w Babińcach, jest kilka małych browarów, to stamtąd roznosi się na całą okolicę ten sycący zapach.","In the suburbs of Rohatyn, in Babintsy, there are several small breweries; it is from here that this saturating fragrance spreads across the area.",1-1
15,"Wiele kramików sprzedaje tu piwo, a lepsze sklepy mają na składzie i gorzałkę, i miód pitny, głównie trójniak.",Many stalls sell beer here and better stores stock both spirits and mead mainly trójniak.,1-1
16,"Skład żydowskiego kupca Wakszula oferuje wino, prawdziwego węgrzyna i prawdziwe reńskie, i takie trochę kwaskowate, które przywożą tu aż z Wołoszczyzny.",The store of Jewish merchant Wakszul offers wine true Hungarian wine and real Rhine wine as well as a slightly sour one brought all the way from Wallachia.,1-1
17,"Najwięcej do powiedzenia byłoby o rodzinie Wołowskich, jako że rozrosła się do ogromnych rozmiarów.","The Wollowski family would have the most to say, as it had grown to immense proportions.",1-1
18,"Niemal wszystkie gałęzie tego rodu zostały nobilitowane, jedne były herbu Bawół, drugie herbu Na Kaskach.","Almost all branches of this family were ennobled, some wore the Bawół coat of arms and others the Na Kaskach.",1-1
19,"Niewątpliwie wielką karierę zrobił Franciszek, syn Izaaka Wołowskiego, tego samego, którego ksiądz Chmielowski nazwał Jeremiaszem.","Undoubtedly, Franciszek, son of Isaac Wollowski the same Isaac whom priest Chmielowski called Jeremiah had a great career.",1-1
20,"Urodził się w 1786 roku w Brünn i wychowany w Offenbachu, stał się jednym z najlepszych prawników i znawcą prawa tamtego czasu.","Born in 1786 in Brünn and raised in Offenbach, he became one of the best lawyers and legal experts of his time.",1-1
21,"Co ciekawe gdy w sejmie pojawił się wniosek o nadanie polskiego obywatelstwa Żydom, Franciszek jako poseł w swojej porywającej przemowie przekonywał, że jeszcze nie czas na taki krok.","Interestingly, when a proposal to grant Polish citizenship to Jews appeared in parliament, Franciszek as an MP argued passionately that it was not yet time for such a step.",1-1
22,"Najpierw naród polski musi wywalczyć sobie niepodległość, a potem będzie pora na reformy społeczne.","First, the Polish nation must fight for independence; only then will be the time for social reforms.",1-1
23,"Wszyscy offenbachscy neofici zostali pochowani na miejskim cmentarzu, który po latach zaczął jednak przeszkadzać planom rozbudowy miasta i został w 1866 roku zlikwidowany.","All the Offenbach neophytes were buried in the city cemetery, which after years began to interfere with the city's expansion plans and was abolished in 1866.",1-1
24,Kości pogrzebanych tam ludzi zebrano i z szacunkiem pochowano w innym miejscu.,The bones of those buried there were gathered and respectfully reinterred in another place.,1-1
25,"Przy tej okazji została wyjęta z grobu czaszka Jakuba Franka i, opisana starannie jako ""czaszka żydowskiego patryarchy"", znalazła się w rękach historiografa miasta Offenbach.","On this occasion, Jakub Frank's skull was removed from the grave and carefully described as ""the skull of a Jewish patriarch"" fell into hands of Offenbach's city chronicler.",1-1
26,"Wiele lat potem, w nieznanych okolicznościach, trafiła do Berlina, gdzie poddana została szczegółowym pomiarom i badaniom i uznana za przykład żydowskiej niższości rasowej.","Many years later, under unknown circumstances, it ended up in Berlin where it underwent detailed measurements and studies and was recognised as an example of Jewish racial inferiority.",1-1
27,"Po wojnie przepadła bez wieści może zniszczona wojenną zawieruchą, rozsypała się w pył, albo leży jeszcze w podziemnych magazynach jakiegoś muzeum.","After the war, it disappeared without a trace perhaps destroyed when confusion reigned during wartime, disintegrated into dust or still lies in underground storage vaults at some museum.",1-1
28,Po śmierci Jakuba nastał dla mnie czas wielkiego spokoju.,"After Jakub's death, a time of great calm came for me.",1-1
29,"Głównym moim zajęciem stało się studiowanie merkawy, do tego doszły jeszcze nasze rozmowy z Jeruchimem Dembowskim, jako że zamieszkaliśmy w jednym pokoju, przez co zbliżyliśmy się do siebie.","My main occupation became the study of the Merkavah, to which were added our conversations with Jeruchim Dembowski, as we lived in the same room and thus grew closer.",1-1
30,"Jemu, Jeruchimowi, powiedziałem też o Chai Szor że była jedyną kobietą, którą mogłem pokochać i kochałem od tego pięknego momentu, kiedym ją dostał na jedną noc, wtedy gdym przyjechał z wieściami o Jakubie do Rohatyna.","To him, Jeruchim, I also talked about Chai Szor being the only woman I could love and whom I had loved since that beautiful moment when I was given one night with her upon arriving in Rohatyn with news about Jakub.",1-1
31,Lecz przede wszystkim kochałem Jakuba.,"But above all else, I loved Jakub.",1-1
32,Byli w Iwaniu od kwietnia.,They had been in Iwanie since April.,1-1
33,"Gdyby nie dobrzy iwańscy ludzie, chyba pomarliby z głodu.","If it hadn't been for the good people of Iwanie, they might have starved to death.",1-1
34,"Iwanie uratowało im życie i zdrowie, Bejla czuje się teraz lepiej i już nie kaszle tak bardzo.","Iwanie saved their lives and health, Bejla now feels better and doesn't cough as much.",1-1
35,"Srol wierzy, że kiedy już się ochrzczą, będzie im tak samo dobrze jak chrześcijanom.","Srol believes that once they are baptized, they will be just as well off as Christians.",1-1
