id,source,translation,n2m
1,"Ils embrayaient par comparaison sur la guerre d'avant, la Grande, celle de 14, gagnée, elle, dans le sang et la gloire, une guerre d'hommes que les femmes de la table écoutaient avec respect.","Porównywali do poprzedniej wojny, Wielkiej, tej z 1914 roku, wygranej w krwi i chwale, męskiej wojnie, której kobiety przy stole słuchały z szacunkiem.",1-1
2,"Ils parlaient du Chemin des Dames et de Verdun, des gazés, des cloches du 11 novembre 1918.","Mówili o Drodze Dam i Verdunie, o ofiarach gazu, o dzwonach 11 listopada 1918 roku.",1-1
3,Ils nommaient des villages dont pas un enfant parti au front n'était revenu.,Wymieniali nazwy wsięcy ze chłopców poszłych na front nie wróciło.,1-1
4,"Ils opposaient les soldats dans la boue des tranchées aux prisonniers de 40, au chaud et à l'abri pendant cinq ans, qui n'avaient même pas reçu de bombes sur la tête.",Porównywali żołnierzy tonących w błocie okopów do jeńców z roku '40-ciego: ciepło siedzących bezpiecznie przez pięć lat Czego nawet nie ominą bomby spadające na głowę.,1-1
5,Ils se disputaient l'héroïsme et le malheur.,Spierali się o kwestię heroizmu i nieszczęścia.,1-1
6,"Mais ils ne parlaient que de ce qu'ils avaient vu, qui pouvait se revivre en mangeant et buvant.","Ale mówili tylko o tym, co widzieli, czego można doświadczyć jedząc i pijąc.",1-1
7,Ils n'avaient pas assez de talent ou de conviction pour parler de ce qu'ils savaient mais qu'ils n'avaient pas vu.,"Nie mieli wystarczająco dużo talentu lub przekonania, aby mówić o tym, co wiedzieli, ale czego nie widzieli.",1-1
8,"Donc ni des enfants juifs montant dans des trains pour Auschwitz, ni des morts de faim ramassés au matin dans le ghetto de Varsovie, ni des 10 000 degrés à Hiroshima.","Więc ani o żydowskich dzieciach wsiadających do pociągów do Auschwitz, ani o umierających z głodu znalezionych rano w getcie warszawskim, ani o 10 000 stopniach w Hiroszimie.",1-1
9,"D'où cette impression que les cours d'histoire, les documentaires et les films, plus tard, ne dissiperaient pas : ni les fours crématoires ni la bombe atomique ne se situaient dans la même époque que le beurre au marché noir, les alertes et les descentes à la cave.","Stąd to wrażenie, że lekcje historii, dokumenty i filmy nie rozwiałałyby tego później: ani krematoria ani bomba atomowa nie znajdowały się w tym samym czasie co masło na czarnym rynku, alarmy i schodzenie do piwnicy.",1-1
10,"Sous l'immuabilité, les affiches du cirque de l'année dernière avec la photo de Roger Lanzac, les images de première communion distribuées aux camarades, le Club des Chansonniers sur Radio Luxembourg, les jours se remplissaient de désirs nouveaux.","Pomimo niezmienności, plakaty z zeszłorocznego cyrku z fotografią Rogera Lanzaca, obrazki pierwszej komunii rozdawane kolegom, Klub Piosenkarzy w Radio Luxembourg, dni napełniały się nowymi pragnieniami.",1-1
11,"Le dimanche après-midi, on s'agglutinait à la vitrine du magasin d'électricité générale devant la télévision.",W niedzielę po południu tłoczyliśmy się przed witryną sklepu elektrycznego patrząc na telewizor.,1-1
12,Des cafés investissaient dans l'achat d'un poste pour attirer la clientèle.,"Kawiarnie inwestowały w zakup telewizora, aby przyciągnąć klientów.",1-1
13,Au flanc des collines serpentaient des pistes de motocross et l'on regardait monter et descendre les engins assourdissants la journée entière.,Na zboczach wzgórz wiją się motocrossowe trasy i przez cały dzień obserwowaliśmy wjeżdżające i zjeżdżające hałaśliwe maszyny.,1-1
14,"L'impatience grandissante du commerce avec ses nouveaux mots d'ordre, « initiative », « dynamisme », secouait le train-train des villes.","Rosnąca niecierpliwość handlu ze swoimi nowymi hasłami ""inicjatywa"", ""dynamika"" potrząsała codziennością miast.",1-1
15,"Entre la fête foraine et la kermesse, la Quinzaine commerciale s'installait comme rite de printemps.",Między jarmarkiem a kermesem co kwart roku odbywały się handlowe uroczystości jako rytuał wiosenny.,1-1
16,"Dans les rues du centre, les haut-parleurs beuglaient des incitations à acheter, entrecoupées de chansons d'Annie Cordy et d'Eddie Constantine, pour gagner la Simca ou la salle à manger.",Na ulicach centrum głośniki wykrzykiwały zachęty do zakupów poprzerywane piosenkami Annie Cordy i Eddiego Constantine'a jako nagrodę za wygranie Simcy lub jadalni.,1-1
17,"Sur le podium, place de la Mairie, un animateur local faisait rire avec les blagues de Roger Nicolas et de Jean Richard, rameutait des candidats pour le Crochet ou Quitte ou double, comme à la radio.","Na scenie przy ratuszu miejscowy animator rozbawiał żartami Rodgera Nicolasa i Jeana Richarda oraz angażował kandydatów do gry ""Crochet"", czy ""Quitte ou double"", tak jak w radiu.",1-1
18,Assise dans un coin du podium trônait sous sa couronne la Reine du Commerce.,Siedząca w kącie na scenie pod koroną Królowa Handlu.,1-1
19,La marchandise avançait sous les couleurs de la fête.,Towar posuwał się naprzód w barwach święta.,1-1
20,"Les gens disaient « ça change » ou « il ne faut pas s'encroûter, on s'abrutit à rester chez soi ».","Ludzie mówili ""to się zmienia"" lub ""nie wolno nam stiffować, ogłupiamy siedząc w domu"".",1-1
21,"De main en main passaient des photos brunies au dos taché par tous les doigts qui les avaient tenues dans d'autres repas, mélange de café et de graisse fondu en une couleur indéfinissable.","Z ręki do ręki przechodziły zdjecia wyblakłe na tyłach, poplamione przez wszystkie palce, które je trzymały podczas innych posiłków, mieszanka kawy i tłuszczu zmieszała się w nieokreślonym kolorze.",1-1
22,"Dans les mariés raides et graves, les invités de la noce s'étageant sur plusieurs rangs le long d'un mur, on ne reconnaissait ni ses parents ni personne.","W sztywnych i poważnych nowożeńcach, gościach weselnych rozmieszczonych na kilku rzędach wzdłuż ściany, nie rozpoznawano ani swoich rodziców, ani nikogo innego.",1-1
23,"Ce n'était pas soi non plus qu'on voyait dans le bébé de sexe indistinct à demi nu sur un coussin mais quelqu'un d'autre, une créature appartenant à un temps muet et inaccessible.","Nie był to również sam widziany w niemowlęciu o nieokreślonej płci półnago leżącym na poduszce, ale ktoś inny, istota należąca do niemej i niedostępnej przeszłości.",1-1
24,Récit familial et récit social c'est tout un.,Historia rodzinna i społeczna jest jednym całością.,1-1
25,"Les voix des convives délimitaient les espaces de la jeunesse : la campagne et les fermes où, de mémoire perdue, les hommes avaient été commis et les filles servantes, l'usine où tous s'étaient rencontrés, fréquentés et mariés, les petits commerces où avaient accédé les plus ambitieux.","Głosy biesiadników wyznaczały przestrzenie młodości: wieś i gospodarstwa, gdzie od zapomnianej pamięci mężczyźni byli pracownikami, a dziewczęta służącymi; fabryka, w której wszyscy spotkali się, zaprzyjaźnili i poślubili; małe sklepy, w których najbardziej ambitni zaczynali swoją karierę.",1-1
26,"Elles dessinaient des histoires sans événements personnels autres que les naissances, les mariages et les deuils, sans voyages en dehors du régiment dans une lointaine ville de garnison, des existences occupées par le travail, sa dureté et son usure, les menaces de la boisson.","Opowiadały historie bez osobistych wydarzeń innych niż narodziny, śluby i żałoby; bez podróży poza garnizon w odległym mieście, istnień zajętych pracą jej trudnością i zużyciem oraz zagrożeń związanych z alkoholem.",1-1
27,"L'école était un arrière-fond mythique, un bref âge d'or dont l'Instituteur avait été le dieu rude avec sa règle en fer pour taper sur les doigts.",Szkoła była mitologicznym tłem krótkim złotym wiekiem którego nauczyciel był surowym bogiem za pomocą linijki do uderzania po palcach.,1-1
28,La frénésie qui avait suivi la Libération s'estompait.,"Szał, który nastąpił po Wyzwoleniu, zaczął maleć.",1-1
29,Alors les gens ne pensaient qu'à sortir et le monde était plein de désirs à satisfaire sur-le-champ.,"Ludzie myśleli już tylko o tym, aby wyjść na zewnątrz, a świat pełen był pragnień do natychmiastowego zaspokojenia.",1-1
30,"Tout ce qui constituait la première fois depuis la guerre provoquait la ruée, les bananes, les billets de la Loterie nationale, le feu d'artifice.","Wszystko co było pierwsze od czasu wojny powodowało tłumy: banany, bilety Loterii Narodowej, fajerwerki.",1-1
31,"Par quartiers entiers, de la grand-mère soutenue par ses filles au nourrisson en landau, les gens se précipitaient à la fête foraine, à la retraite aux flambeaux, au cirque Bouglione où ils manquaient être piétinés dans la bousculade.","Całe dzielnice tętniły życiem od babci wspieranej przez córki do niemowlęcia w wózku, ludzie rzucając się na festyny, pogody ducha czy do cyrku Bouglione; ryzykowali bycie stratowanym podczas szarży tłumu.",1-1
32,Ils se portaient en foule priante et chantante sur la route pour accueillir la statue de Notre-Dame de Boulogne et la reconduire le lendemain sur des kilomètres.,Tysiące ludzi szły drogami śpiewając i modląc się spotkać statuę Naszej Pani z Boulogne i towarzyszyć jej nazajutrz wiele kilometrów dalej.,1-1
33,"Profane ou religieuse, toute occasion leur était bonne d'être au-dehors ensemble, comme s'ils voulaient continuer de vivre collectivement.",Bez względu na to czy okazja była religijna czy nie każda możliwość zebrania się razem na dworze była dla nich dobra; jakby chcieli kontynuować kolektywne życie.,1-1
34,"Le dimanche soir, les cars revenaient de la mer avec de grands jeunes gens en short qui chantaient à tue-tête, grimpés sur le toit à bagages. Les chiens se promenaient en liberté et s'accouplaient au milieu de la rue.",W niedzielne wieczory autobusy wracały od morza pełne wielkich młodych chłopaków w krótkich spodenkach sjpiewających głośno swoje piosenki siedzących na dachu bagażowym oraz psiaki biegające swobodnie sprzęgające się na środku ulicy.,2-1
35,"Les enfants n'écoutaient pas et se dépêchaient de quitter la table dès qu'ils en avaient reçu la permission, profitant de la bienveillance générale des jours de fête pour se livrer aux jeux interdits, sauter sur les lits et faire de la balançoire la tête en bas.","Dzieci nie słuchały i spieszyły się opuścić stół, jak tylko otrzymały na to pozwolenie, korzystając z ogólnej dobroduszności świątecznych dni, aby oddać się zakazanym grom, skakać na łóżkach i huśtać się do góry nogami.",1-1
36,Mais ils retenaient tout.,Ale wszystko zapamiętywali.,1-1
37,"À côté du temps fabuleux dont ils n'ordonneraient pas avant longtemps les épisodes, la Débâcle, l'Exode, l'Occupation, le Débarquement, la Victoire ils trouvaient terne celui, sans nom, où ils grandissaient.","Obok bajkowego czasu, którego odcinki nie ustalą jeszcze długo Klęska, Egzodus, Okupacja, Wybarczenie Wioślarskiej Łodzi , Zwycięstwo znajdowali nudny ten bezimienny czas w którym dorastali.",1-1
38,"Ils regrettaient de ne pas avoir été nés, ou à peine, quand il fallait partir en cohorte sur les routes et dormir sur la paille comme des bohémiens.",Żegnali tego nie urodzonego jeszcze dziecka lub ledwo urodzonego kiedy trzeba było wyjechać rójem na drogi i spać w trochach siemienej jak cyganie.,1-1
39,De ce temps non vécu ils garderaient le regret tenace.,Z tego nieprzeżytego czasu mieli uporczywe żałoby.,1-1
40,La mémoire des autres leur refilait une nostalgie secrète pour cette époque qu'ils avaient manquée de si peu et l'espérance de la vivre un jour.,Wspomnienia innych przekazywały im tajemną nostalgii dla tej epoki którą opuścili tak niewiele a nadziei przeżytia pewnego dnia.,1-1
41,Les garçons étaient fiers de partir au régiment et on les trouvait beaux en soldats.,"Chłopcy byli dumni, że mogą wstąpić do regimentu i uważano ich za pięknych w mundurach.",1-1
42,"Le soir du conseil de révision, ils faisaient la tournée des cafés pour célébrer la gloire d'être reconnus comme de vrais hommes.","W wieczór dorady wojskowej odwiedzali bary, by uczcić chwałę bycia uznawanym za prawdziwych mężczyzn.",1-1
43,"Avant le régiment, ils étaient encore des gamins et ne valaient rien sur le marché du travail et du mariage.",Przed dołączeniem do regimentu byli jeszcze dziećmi i nie mieli wartości na rynku pracy czy małżeństwa.,1-1
44,"Après, ils pourraient avoir une femme et des enfants.",Po służbie mogliby mieć żonę i dzieci.,1-1
45,L'uniforme qu'ils promenaient dans le quartier lors des permissions les enveloppait de beauté patriotique et de sacrifice virtuel.,"Mundur, którym się przechwalali w okolicy podczas urlopów, otulał ich patriotycznym pięknem i potencjalną ofiarą.",1-1
46,"L'ombre des combattants vainqueurs, des GI, flottait autour d'eux.","Wokół nich unosił się cień zwycięskich żołnierzy, GI.",1-1
47,"Le drap rêche de la vareuse, effleurée quand on se hissait sur la pointe des pieds pour les embrasser, matérialisait la coupure absolue entre l'univers des hommes et celui des femmes.","Szorstka tkanina munduru, dotykana przy podnoszeniu na palce, aby ich pocałować, materializowała absolutny podział między światem mężczyzn a kobietami.",1-1
48,À les voir on éprouvait un sentiment d'héroïsme.,Patrząc na nich czuło się poczucie heroizmu.,1-1
49,"Une autre photo, signée du même photographe mais le papier du livret est plus ordinaire et le liseré d'or a disparu —, sans doute vouée à la même distribution familiale, montre une petite fille d'environ quatre ans, sérieuse, presque triste malgré une bonne bouille rebondie sous des cheveux courts, séparés par une raie au milieu et tirés en arrière par des barrettes auxquelles sont attachés des rubans, comme des papillons.","Inne zdjęcie, podpisane przez tego samego fotografa, ale na zwykłym papierze broszury i bez złotej obwódki najprawdopodobniej przeznaczone również do dystrybucji rodzinnej, przedstawia czteroletnią dziewczynkę, poważną, niemal smutną pomimo buzi pełnej okrągłości pod krótkimi włosami, rozdzielonymi środkowym przedziałkiem i przyciąganymi do tyłu spinkami ozdobionymi wstążkami jak motylki.",1-1
50,"La main gauche repose sur la même table sculptée, entièrement visible, de style Louis XVI.",Lewa ręka jest oparta na tym samym rzeźbionym stole teraz całkowicie widocznym w stylu Ludwika XVI.,1-1
51,"Elle apparaît boudinée dans son corsage, sa jupe à bretelles remonte par-devant à cause d'un ventre proéminent, peut-être signe de rachitisme (1944, environ).","Jej sylwetka wydaje się zaokrąglona w swoim gorsecie; jej spódnica z zawieszkami unosi się od frontu z powodu wyniosłego brzucha, być może jest to oznaka krzywicy (około 1944 roku).",1-1
52,"Deux autres petites photos à bords dentelés, datant vraisemblablement de la même année, montrent la même enfant, mais plus menue, dans une robe à volants et manches ballon.","Dwie inne małe fotografie o ozdobnych krawędziach, najprawdopodobniej pochodzące z tego samego roku, przedstawiają tę samą dziewczynkę, ale drobniejszą, w sukience z falbanami i balonowymi rękawami.",1-1
53,"Sur la première, elle se blottit de façon espiègle contre une femme au corps massif, d'un seul tenant dans une robe à larges rayures, les cheveux relevés en gros rouleaux.","Na pierwszej, figlarnie przylega do masywnej kobiety w sukience w szerokie paski, której włosy są podniesione w grube wałeczki.",1-1
54,"Sur l'autre, elle lève le poing gauche, le droit est retenu par la main d'un homme, grand, en veste claire et pantalon à pinces, à la posture nonchalante.","Na drugim unosi lewą dłoń do góry, prawą trzyma dłoń mężczyzny wysokiego, ubranego w jasną marynarkę i eleganckie spodnie o nonszalanckiej posturze.",1-1
55,"Les deux photos ont été prises le même jour devant un muret surmonté d'une bordure de fleurs, dans une cour pavée.",Obie zdjęcia zostały zrobione tego samego dnia przed murkiem zwieńczonym obrzeżem kwiatów na wybrukowanym dziedzińcu.,1-1
56,Au-dessus des têtes passe une corde à linge sur laquelle une épingle est restée accrochée.,Nad głowami przechodzi sznur do prania na którym została zawieszona klamra.,1-1
