id,source,translation,n2m
1,"""Tak co, líbí se ti něco?"" zeptal se Frodo, když viděl, jak na obrázky koukám.","I co, podoba Ci się coś? zapytał Frodo, widząc, jak na obrazki patrzę.",1-1
2,"""Všechno,"" přikývla jsem.",Wszystko pokręciłam głową.,1-1
3,Moje obrázky vedle těch jeho vypadaly jako úplný mazanice.,Moje prace wyglądały obok jego jak bzdury.,1-1
4,Až jsem se před ním styděla.,Nawet trochę go skrytykowałem.,1-1
5,"""Tenhle nejvíc,"" ukázala jsem na zasněženou krajinu.","""Ten najbardziej"" wskazałam na zasnieżony krajobraz.",1-1
6,"""Tak si ho vezmi, jestli chceš,"" mrkl na mě Frodo, ""teda pokud mi taky jeden svůj dáš.""","""Weź to, jeśli chcesz. Frodo na mnie mrugnął: ""Tak, jeżeli dasz mi też jeden swoj.",1-2
7,"""Když moje nejsou tak pěkný,"" zavrtěla jsem hlavou a nemohla jsem spustit oči z Frodovy krajiny.","""Kiedy moje nie są takie piękne,"" potrząsnęłam głową i nie mogłam oderwać oczu od krajobrazu Frodo.",1-1
8,"Do tý doby mě nenapadlo, že by učitel mohl taky malovat.","Do tej pory nie przyszło mi do głowy, że nauczyciel mógłby też malować.",1-1
9,"Teda nikdy žádná učitelka na výtvarku nám neukázala žádnej obrázek, kterej dělala.","Przecież żadna nauczycielka od plastyki nigdy nie pokazała nam żadnego obrazu, który by stworzyła.",1-1
10,"Jen jsem přikývla a Frodo sáhl na skříň, kde měl takovou roli a v ní několik výkresů.","Tylko skinęłam głową, a Frodo sięgnął po rolkę na szafce, w której miał kilka rysunków.",1-1
11,"Když je vytáhl, zavoněly z toho nějaký barvy, myslím, že to byly opravdový malířský.","Kiedy je wyjął, poczułam zapach farb, myślę, że to były prawdziwe artystyczne.",1-1
12,"Na několika obrázcích byly různý postavy, nebo třeba jen člověk jako by si obtiskl páteř na papír, potom takový krásný domečky a několik takovejch neurčitejch krajin.","Na kilku obrazkach były różne postacie, czy nawet tylko ludzki odcisk kręgosłupa na papierze, piękne domki i kilka takich niewyraźnych krajobrazów.",1-1
13,"Ty se mi líbily nejvíc, protože na nich vlastně skoro nic nebylo, třeba jen jako zasněžená krajina, kde trošičku vylízala ze sněhu hlína a kousek hráze u rybníka, ale přitom to bylo úplně nejlepší.","Te podobały mi się najbardziej, bo właściwie prawie niczego tam nie było; jak zapadnięty w śniegu pejzaż z trochę wystającą ziemią i kawałkiem grobli nad stawem ale równocześnie to było absolutnie najlepsze.",1-1
14,"Sedl si ke stolku vedle mě a otevřel desky, který jsem mu dala, a začal si prohlížet obrázky jeden po druhým.","Usiadł przy stoliku obok mnie i otworzył składki, które mu dałam. Zaczęła przeglądać obrazki jeden po drugim.",1-2
15,"Na některý se díval docela dlouho, úplně je zkoumal, takže mi bylo jasný, že musí vidět všechny chyby, co na nich jsou.","Na niektóre patrzyła dość długo, dokładnie je badała, więc było jasne, że musi dostrzegać wszystkie błędy na nich.",1-1
16,"A taky že poznal, kdy už se mi na tom obrázku nechtělo dělat a jen jsem to tak doplácala barvama.","I także zdawała sobie sprawę z tego, kiedy nie chciało mi się już pracować nad tym obrazkiem i tylko dekorowałem kolory.",1-1
17,"Potom vzal ten výkres s vránama a řekl, že ten se mu líbí nejvíc.","Potem wziąłem ten narysowany obrazek z krukami i powiedziałem, że najbardziej mi się podoba.",1-1
18,A usmíval se a vypadal ještě víc jako Frodo.,Uśmiechałem się i wyglądałem jeszcze bardziej jak Frodo.,1-1
19,"Všimla jsem si, že má takový krásně dlouhý prsty s kulatejma nehtama.","Zauważyłam,że ma piękne długie palce z okrągłyimi paznokciami.",1-1
20,"Po čtvrtý hodině jsem počkala, až všichni odejdou na oběd, protože holky by mohlo napadnout, že půjdou za Frodem se mnou, a já jsem s ním chtěla být sama.","Po czwartej godzinie zaczekałam, aż wszyscy pójdą na obiad, bo mogło dziewczyny napadnąć, że pójdą ze mną do Froda i ja chciałam być z nim sama.",1-1
21,"Jenže když jsem došla ke kabinetu a chtěla zaťukat na dveře, příšerně mi tlouklo srdce a měla jsem hroznej strach, i když nevím z čeho.","Ale kiedy doszłam do gabinetu i chciałabym zapukać do drzwi, serce mi biło jak szalone i bałam się okropnie, choć nie wiem czego.",1-1
22,"Trochu jsem si vytáhla tričko pod pažema a čichla si, jestli nejsem cejtit potem, protože jsem se v matice úplně zpotila strachem.","Trochę podciągnęłam koszulkę pod pachami i powąchałabym się czy nie śmierdzę potem, bo w matematyce cała się spociłabym ze strachu.",1-1
23,Tak jsem nakonec desky otevřela a začala výkresy vyrovnávat na lavici.,W końcu otworzyłam deski i zaczęłam układać rysunki na ławce.,1-1
24,"Na hodně z nich byly různý zátiší a potom obrázky toho, co vidím z okna pokoje, protože to mě hodně baví.","Na wielu były różne martwe natury, a potem obrazy tego, co widzę z okna swojego pokoju, bo to mnie bardzo bawi.",1-1
25,"A taky ty vrány, který jsem zkoušela dělat temperou a pak jsem do toho ještě rozmazala suchej pastel.","I te kruki, które próbowałam malować temperą, a potem jeszcze rozsmarowałam na nich suchy pastel.",1-1
26,"Děcka úplně koukaly, protože vlastně si mejch obrázků ve škole nikdy moc nevšímaly, až teď.","Dzieci zupełnie się zdziwiły, bo w szkole nigdy nie zwracały dużo uwagi na moje obrazki.",1-1
27,"Jasně že jsem vybrala ty nejhezčí, a nepovedený matlanice jsem nechala doma.",Do teraz oczywiście. Wybrałem najlepsze i zostawiłem nieudane w domu.,1-2
28,"Dokonce Marek Roseckej pořád žadonil, ať mu jeden dám, ale já řekla, že nemůžu.",Nawet Marek Roseckej ciągle prosił o jeden rysunek dla siebie ale powiedziałam mu że nie mogę.,1-1
29,"I když ve skutečnosti jsem spíš nechtěla, protože jsem je měla všechny pro Froda.","W rzeczywistości raczej nie chciałem ,bo wszystkie miałem dla Froda.",1-1
30,"Hned jak zazvonilo, běžela jsem do šatny, ale naštěstí tam obrázky byly.","Gdy tylko dzwonek zadzwonił, pędziłam do szatni, ale na szczęście obrazki były tam.",1-1
31,"Rychle jsem desky vzala a odnesla je do třídy, i když teda holky na mě čuměly, co jako táhnu, jestli jsou to fakt ty výkresy pro Froda.","Szybko wzięłam te deski i zanieśli je do klasy, chociaż dziewczyny patrzały na mnie dziwnie, zastanawiając się co to jest co przynoszę czy to naprawdę rysunki dla Froda.",1-1
32,"Sice mně vadilo, že minulej tejden slyšely, jak mně Frodo říkal, abych mu je přinesla, ale na druhou stranu se mi líbilo, že se před nima můžu trochu pochlubit.","Trochę mi przeszkadzało, że usłyszały tydzień temu jak Frodo mówił mi żeby mu je przynieść, ale z drugiej strony podobało mi się to że mogę trocić się troche przed nimi pochwalić.",1-1
33,"Dneska jsem šla do školy o dost dřív, protože jsem nechtěla, aby děcka ve škole viděly, že nesu desky s výkresama.","Dziś poszłam do szkoły wcześniej, bo nie chciałam, aby dzieci w szkole zobaczyły, że noszę deski z rysunkami.",1-1
34,"Strčila jsem si je v šatně za skříňky a říkala si, že nepůjdu na oběd a vyndám je, až budu v šatně sama.","Schowałam je za szafką i mówiła sobie, że nie wyjdę na lunch i zajrzę tam tylko kiedy będę sama.",1-1
35,"Jenže potom mě v matice napadlo, že třeba bude uklízečka umývat podlahy a všimne si, že tam jsou za skříňkou nějaký desky, a někam to odnese nebo vyhodí.","Tylko potem przyszło mi na myśl podczas matematyki, że być może sprzątaczka będzie myć podłogę i zauważy te deski za szafą i może to gdzieś przenieść lub wyrzucić.",1-1
36,"Celou matiku mě polívalo strašný horko, jak jsem se bála, že se to stane.","Całe lekcje matematyki spędziłam we strachu, że to się stanie.",1-1
37,"A nadávala jsem si, že jsem pitomá.",I obarczałam siebie tym wszystkim jako głupia.,1-1
