id,source,translation,n2m
1,"""Was ist denn?"", fragte ich.","""Co się dzieje?"" spytałem.",1-1
2,"""Nichts"", flötete Selma, öffnete den Kühlschrank, holte ein Paket Schnittkäse und eine Leberwurst heraus und schwenkte beides durch die Luft.","""Nic"" zaśpiewała Selma, otworzyła lodówkę, wyjęła paczkę sera do kanapek i parówkę wątrobową, machając nimi w powietrzu.",1-1
3,"""Was darf’s denn heute aufs Schulbrot sein?"", flötete sie.","""Co dzisiaj na kanapki do szkoły?"" dopytywała wesoło.",1-1
4,"""Mäuselchen"", flötete sie noch hinterher, und Flöten und Mäuselchen waren nun wirklich alarmierend.","""Myszko"" dodała jeszcze z tym samym tonem, a te dźwięki i określenie myszko były naprawdę niepokojące.",1-1
5,"""Käse, bitte"", sagte ich, ""was hast du denn""?","""Ser, proszę"", odpowiedziałem, ""coś ci jest""?",1-1
6,"""Nichts"", flötete Selma, ""hab ich doch gesagt"".","""Nic""odpowiadala z uśmiechem Selma""Przecież mówię"".",1-1
7,"Sie strich Butter auf eine Scheibe Brot, und weil sie immer noch herumschlackerte, schubste sie dabei den Käse mit dem Handgelenk von der Anrichte.","Smarowała masłem kromkę chleba i przez to jej bezładne gesty spowodowały, że ser zsunął się ze stołu na podłogę jadłego kolana.",1-1
8,"Selma hielt jetzt still und schaute hinab auf die Käsepackung, als sei sie etwas Kostbares, das in tausend Teile zersprungen war.",Selma teraz stała spokojnie i patrzyła na opakowanie sera jakby był czym cennym co właśnie rozbilo się na tysiac kawalkow.,1-1
9,"Selma hatte in ihrem Leben dreimal von einem Okapi geträumt, und jedes Mal war danach jemand gestorben, deshalb waren wir überzeugt, dass der Traum von einem Okapi und der Tod unbedingt miteinander verbunden waren.","Selma trzy razy w swoim życiu śniło się okapi i za każdym razem potem ktoś umierał, dlatego byliśmy przekonani, że sen o okapi i śmierć są niewątpliwie ze sobą związane.",1-1
10,Unser Verstand funktioniert so.,Nasz umysł działa w ten sposób.,1-1
11,"Er kann innerhalb kürzester Zeit dafür sorgen, dass die einander abwegigsten Dinge fest zusammengehören.","W krótkim czasie może sprawić, że najbardziej odległe od siebie rzeczy będą ściśle powiązane.",1-1
12,"Kaffeekannen und Schnürsenkel beispielsweise, oder Pfandflaschen und Tannenbäume.","Na przykład dzbanki do kawy i sznurowadła, czy butelki zwrotne i choinki.",1-1
13,"""Was soll es denn sonst gewesen sein"", sagte Selma, und dass man ein Okapi ja nur schwerlich mit einem anderen Tier verwechseln könne.","Czymże miało to jeszcze być"" powiedziała Selma, twierdząc, że okapi trudno pomylić z jakimkolwiek innym zwierzęciem.",1-1
14,"""Doch"", sagte ich, es könne ja auch ein verwachsenes Rind gewesen sein, eine falsch zusammengesetzte Giraffe, eine Laune der Natur, und die Streifen und das Rostrote, das könne man doch alles nicht so genau erkennen in der Nacht, da sei schließlich alles sehr verschwommen.","""Nie"", odpowiedziałem, mogło to być także zniekształcone bydlę, źle poskładana żyrafa, kaprys natury, a co do prążków i rudawego odcienia przecież w nocy wszystkiego nie da się tak dokładnie rozpoznać, w końcu wszystko jest nieco rozmazane.",1-1
15,"""Das ist doch Quatsch"", sagte Selma und rieb sich die Stirn, ""das ist doch leider Quatsch, Luise"".","""To jest bzdura"" powiedziała Selma i pocierała czoło. ""Niestety to jest bzdura Luizo"".",1-2
16,"Sie legte eine Scheibe Käse auf das Brot, klappte es zusammen und legte es in meine Butterbrotdose.","Położyła plaster sera na chleb, zawiązała go na pół i włożyła do mojego pojemnika na kanapki.",1-1
17,"""Weißt du, wann genau du das geträumt hast""?","""Czy wiesz kiedy dokładnie o tym marzyłeś?""",1-1
18,"""Gegen drei Uhr"", sagte Selma.","""Koło trzeciej nad ranem"" odpowiedziała Selma.",1-1
19,"Sie war hochgeschreckt, nachdem das Bild vom Okapi sich zurückgezogen hatte, aufrecht im Bett sitzend war sie aufgewacht und hatte auf ihr Nachthemd gestarrt, in dem sie eben noch im Traum auf der Uhlheck gestanden hatte, und dann auf den Wecker.",Zbudził ją obraz okapi znienacka odchodzący gdzieś daleko; przebudziwszy się ona usiadł prosto w łóżku patrząc zapłakana niżeli skonsternowana na swoją koszulę nocną jakby pewne wydarzenie dziejące się we śnie jeszcze przed chwilą było prawdziwe a potem patrzyć niby zagubiona później zajrzałyśmy wspólnie z Selmą pod śniadanie tak samo dopasowane monumentalne rykoszety imprez wiejskich rodem z okolicznościowe aholatra.,1-1
20,Drei Uhr.,Trzy w nocy.,1-1
21,"""Wir sollten das wahrscheinlich nicht so ernst nehmen"", sagte Selma, aber sie sagte es wie ein Fernsehkommissar, der ein anonymes Schreiben nicht so ernst nimmt.","""Prawdopodobnie nie powinniśmy tego tak na serio traktować"" powiedziała Selma, ale brzmiało to jak detektyw telewizyjny, który nie zwraca uwagi na anonimowy list.",1-1
22,"Die Zugfahrt dauerte fünfzehn Minuten, einen Zwischenhalt gab es nicht.","Podróż pociągiem trwała piętnaście minut, nie było pośrednich stacji.",1-1
23,"Seit unserer ersten Zugfahrt spielten wir immer dasselbe: Wir stellten uns mit dem Rücken zu den Fenstern an die gegenüberliegenden Zugtüren, Martin machte die Augen zu, ich sah aus dem Fenster der Zugtür, die Martin im Rücken hatte.","Od naszego pierwszego przejazdu zawsze graliśmy w to samo: stawaliśmy tyłem do okien przy przeciwnych drzwiach pociągu, Martin zamykał oczy, ja patrzyłem przez okno drzwi pociągu, które Martin miał za plecami.",1-1
24,"In der ersten Klasse hatte ich Martin aufgezählt, was ich während der Fahrt sah, und Martin versuchte, alles auswendig zu lernen.","W pierwszej klasie wyliczałem Martinowi to, co widziałem podczas jazdy i on próbował zapamiętać te wszystkie rzeczy na pamięć.",1-1
25,"Das gelang sehr gut, sodass ich im zweiten Schuljahr nichts mehr aufzählte und Martin, mit dem Rücken zum Fenster und geschlossenen Augen, fast alles aufsagen konnte, was ich durch das beschlagene Zugfenster gerade sah: ""Drahtfabrik"", sagte er, genau in dem Moment, als wir an der Drahtfabrik vorbeifuhren.","Szło mu bardzo dobrze i tak już w drugiej klasie nie musiałem mu nic wyliczać. Przy zamkniętych oczach oraz stojąc tyłem do okna mógł niemal dokładnie opowiedzieć to co właśnie widziałem przez zamglałe okno pociągu: ""Fabryka drutów"" powiedział akurat w momencie jak mijaliśmy fabrykę drutów.",1-2
26,"""Jetzt Feld. Weide.","""Teraz pole. Pastwisko.",1-1
27,Das Gehöft vom verrückten Hassel.,Majatek szalonego Hassela.,1-1
28,Wiese. Wald. Wald. Hochsitz eins.,Łąka. Las. Las. Okapy one.,3-1
29,"Feld. Wald. Wiese. Weide, Weide.","Pole. Las. Laka. Pastwisko,Pastwisko.",2-1
30,Reifenfabrik.,Fabryka opon. Wies.,1-1
31,Dorf. Weide. Feld. Hochsitz zwei.,Pastwisko . Pole. Okapy twoje.,2-3
32,Waldstück.,Kawałek lasu.,1-1
34,"Hof. Feld. Wald. Hochsitz drei. Dorf.""","Pole. Laskoja. Okapy trzy. Wioska. """,1-4
35,"Bauer Häubel war der festen Überzeugung, dass der Tod höflich sein würde, so wie Bauer Häubel selbst es sein Leben lang gewesen war.","Rolnik Häubel był przekonany, że Śmierć będzie grzeczna, tak jak sam Häubel był przez całe swoje życie.",1-1
36,"Er war sicher, dass der Tod ihm das Leben nicht entreißen, sondern behutsam aus der Hand nehmen würde.","Był pewien, że Śmierć nie wyrwie mu z ręki życia, ale delikatnie odejmie je.",1-1
37,"Er stellte sich vor, wie der Tod vorsichtig anklopfte, die Tür nur einen Spalt öffnete und ""Darf ich""? fragte, was Bauer Häubel natürlich bejahen würde. ""Selbstverständlich"", würde Bauer Häubel sagen, ""treten Sie doch ein"", und der Tod würde eintreten.","Wyobrażał sobie, jak Śmierć ostrożnie zapukała, otworzyła drzwi tylko na oścież i zapytała: ""Czy mogę?"", na co rzecz jasna rolkik Häubel odpowiedziałby twierdząco: ""Oczywiście"", powiedziałby rolkik Häubel ""Proszę wejść"". I śmierć wszedłaby.",2-2
38,"Er würde sich an Bauer Häubels Bett stellen und fragen: ""Passt es Ihnen jetzt?","Stanęłaby przy łóżku rolnika Häubela i poprosiła: ""Czy pasuje Panu teraz?",1-1
39,"Ich kann sonst auch zu einem späteren Zeitpunkt vorbeikommen"".","Mogę również później odwiedzić"".",1-1
40,"Bauer Häubel würde sich aufrichten und ""Nein, nein, es passt mir gerade sehr gut"" sagen, ""lassen Sie es uns besser nicht noch einmal verschieben, wer weiß, wann Sie es wieder einrichten können"", und der Tod würde sich auf den schon bereitgestellten Stuhl am Kopfende setzen.","Rolnik Häbel podniósłby się i powiedział: ""Nie, nie, teraz jest mi to bardzo na rękę"", niechśmy to lepiej nie odkładamy ponownie w nieskończoność bo kto wie kiedy następna okazja się nadarzy"" , a śmierć usiadłaby na już przygotowanym krześle u głowy łóżka.",1-1
41,"Er würde sich im Vorhinein für die Kälte seiner Hände entschuldigen, die, das wusste Bauer Häubel, ihm überhaupt nichts ausmachen würde, und dann eine Hand auf Bauer Häubels Augen legen.",Przepraszałaby wcześniej za chód swoich dłońmi który jako coś naturalnego dla rolnika Heubelea wcale by mu nic nie szkodziło a potem położyła by jedną seką na rolkiku\xa0Heubele.,1-1
42,Das stimmte.,To było prawda.,1-1
