id,source,translation,n2m
1,"Nie wyjdzie stamtąd, mówię wam powiedział pryszczaty, z przekonaniem kiwając głową.",「あの中から二度と出てこないぞ、それが言いたいんだ」とにきび顔が頷きながら断定的に言った。,1-1
2,"Już godzina i ćwierć, jak tam wlazł.",「もう一時間15分もそこに入ってるんだから。,1-1
3,Już po nim.,彼はもう見込みがないさ。,1-1
4,"Mieszczanie, stłoczeni wśród ruin, milczeli wpatrzeni w ziejący w rumowisku czarny otwór, w zagruzowane wejście do podziemi.",市民達は、作り出された廃墟の中でしゃべらず立ちつくし、がれきの山で開かれた暗黒色の口をじっと見つめていた。 地下室へ続く塊りつく道筋に向けてじっと眺めている。,1-2
5,"Grubas w żółtym kubraku przestąpił z nogi na nogę, chrząknął, zdjął z głowy wymięty beret.",太っちょの黄色のコート男は足踏みしながら咳払いうえで、形を整え損なったベレー帽を紡錘体から剥ぎ取って にそれから一層身構えました」,1-2
6,"Poczekajmy jeszcze powiedział, ocierając pot z rzadkich brwi.",「もう少し待とう」彼が、細い眉間から滴る汗を拭きながら言った。,1-1
7,Na co? prychnął pryszczaty.,「何を待ってるんだ？」とニキビ面が鼻で笑った。,1-1
8,"Tam, w lochach, siedzi bazyliszek, zapomnieliście, wójcie?",「地下牢にはバジリスクがいる、それを忘れたのか？,1-1
9,"Kto tam wchodzi, ten już przepadł.",誰でもそこに入れば二度と出てこれなやつだ。,1-1
10,Mało to ludzi tam poginęło?,どれだけの人間がそこで死んだことか。,1-1
11,Na co tedy czekać?,待ち続けるには何の意味がある？,1-1
12,Umawialiśmy się przecie mruknął niepewnie grubas.,我々はまさしく…」太っちょは不確かにつぶやいた。,1-1
13,"Jakże tak? Z żywym się umawialiście, wójcie rzekł towarzysz pryszczatego, olbrzym w skórzanym, rzeźnickim fartuchu.",「どういうことですか？私達、生きている者同士で話し合ってましたよ、、」ニキビ面の仲間である巨大な革エプロン姿リーマンスタイル男性。,2-1
14,"A nynie on martwy, pewne to jak słońce na niebie.",「しかし今彼は亡くなりました、これぞまさしく唯一絶対的真実です。,1-1
15,"Z góry było wiadomo, że na zgubę idzie, jako i inni przed nim. Przecie on nawet bez zwierciadła polazł, z mieczem tylko. A bez zwierciadła bazyliszka nie da się zabić, każdy to wie.",終わりよければ全て梅雨前景立すみません生き返らせますかその彼って人向け初めから罠に落ち込みます 生前上下週産業中心皆無不成就駄目貸与失敗免職」「じゃあ、反省会どうするんだ？」毎日飲み禁止命令突破口説ご飯代別途支払いお許しくださいパーチャック芸人さん愛してる割烹着持って行く予定残して何でもいい特別なこと。,3-2
16,"Zaoszczędziliście grosza, wójcie dodał pryszczaty.",「節約しましたね、州知事、面皰男が言った。,1-1
17,Bo i płacić za bazyliszka nie ma komu.,だってバジリスクを買う人がいないのだから。,1-1
18,Idźcie tedy spokojnie do dom.,あなた達は平穏に家に帰れます。,1-1
19,"A konia i dobytek czarownika my weźmiemy, żal dać przepadać dobru.",僕たちが魔女の馬と牛を引き取るから、良いものを放り出すことは惜しいですよね。,1-1
20,Ano powiedział rzeźnik.,そうですね、と屠殺人が言った。健全な雌馬だ。,1-1
21,"Sielna klacz, a i juki nieźle wypchane.",そしてユキもしっかり詰められていますよね。,1-1
22,"Zajrzyjmy, co w środku.",中身が何か見てみましょうか？,1-1
23,Jakże tak? Coście?,これはどうしたんですか？,2-1
24,"Milczcie, wójcie, i nie mieszajcie się, bo guza złapiecie ostrzegł pryszczaty.",何事？静かにしてください、州知事さん。 邪魔しなければ頤（あご）を打つことはありませんよ」と面皰男が警告した。,1-2
25,Sielna klacz powtórzył rzeźnik.,「健全な雌馬」屠殺人が繰り返した。,1-1
