id,source,translation,n2m
1,一九九三年的那个冬天，对我来说最重要的事，是我爸爸回来了，就在我妈结婚前的那个星期。,"The most important event for me in the winter of 1993 was my father returning, only a week before my mother's wedding.",1-1
2,十二月的一个下午，他到学校来找我。,"One afternoon in December, he came to find me at school.",1-1
3,我一路飞奔向大门口，隔着铁栏杆远远地看到他站在外面抽烟。,"I ran all the way to the main gate, and from afar through a metal railings, saw him outside smoking.",1-1
4,身上穿着一件黑色长风衣，竖起的领子遮住了半张脸。,"He was wearing a long black coat, its collar turned up and covering half his face.",1-1
5,不知道为什么，连他的样子也没有看清，就觉得他过得似乎很不好。,"I couldn't make out his appearance clearly for some reason, but had an instinctive feeling that he wasn't doing too well.",1-1
6,我的心一酸，眼泪掉了出来。,My heart ached at this thought and tears welled up in my eyes.,1-1
7,我没想过我妈妈会有再婚的念头。,I never imagined that my mother would contemplate remarrying.,1-1
8,或许潜意识里，我觉得她应该因为我爸爸的离开而一直痛苦下去，就像我一样。,"Perhaps subconsciously, I felt she should continue to grieve over my father's departure, just like I did.",1-1
9,况且，我觉得她缺少那种找到幸福的能力。,"Besides, I thought she lacked the ability to find happiness again.",1-1
10,事实也许的确如此，可是幸福有能力找到她。,"While there might be some truth to this, happiness seemed capable of finding her.",1-1
11,不是吗，作为一个美人，根本不必那么辛苦，她什么都不用做，只要站在原地就好了。,"After all, as a beautiful woman, she didn't need to strive too much; she didn't have anything to do but just stand still.",1-1
12,我还记得，那一年的冬天特别长，四月过了一半，迎春花还没有开。,"I still remember, the winter that year was especially long, halfway through April and the spring blossoms had yet to bloom.",1-1
13,父母离婚的事，令你的情绪很消沉。,The news of our parent's divorce took a heavy toll on your spirits.,1-1
14,我们好久都没有什么新游戏了，一到傍晚就百无脚赖地坐在死人塔的房顶上。,"We hadn't had any new games to play in a while, so come dusk we would sit listlessly atop the death tower.",1-1
15,院子里散落的那些身体部件中，又多了几只胳膊。,Among the body parts scattered about in our yard were several more arms added.,1-1
16,我们用钩子把它们拨到一起，摆成了一个千手观音。,"We used hooks to gather them all together, arranging them into the shape of a thousand-armed Bodhisattva.",1-1
17,我爸爸其实对做生意一窍不通，只是去投奔一个并不相熟的表哥。,"In fact, my father didn't know anything about conducting business. He just went to seek refuge with a cousin whom he didn't know very well.",1-2
18,我奶奶有个妹妹，早年去了北京，后来在那里结婚生子。,"My grandmother had a younger sister who moved to Beijing many years ago, later got married and gave birth there.",1-1
19,这个表哥是她家的长子，在整个家族里，一直作为一个异类存在。,This cousin was her firstborn son who had always been considered an outcast in the entire family.,1-1
20,刚才你说每个人都有一个起运的时间，人生好像忽然套上了缰绳。,"Just now, you said that everyone has a time when their fate is decided, as if life had suddenly been reined in.",1-1
21,我的应该是在八岁。,Mine was probably at the age of eight.,1-1
22,那年秋天，爸爸离开济南，一个人去了北京。,"That autumn, my father left Jinan and went to Beijing alone.",1-1
23,从那以后，我就再也没有家了。,"After that, I never had a home again.",1-1
24,我并不打算赴约。,I had no plans to keep the appointment.,1-1
25,不管是因为什么，我想我们都没有再见面的必要了。,"Whatever the reasons, I believed there was no longer any necessity for us to meet again.",1-1
26,我坐在沙发上一支一支地抽烟，天色越来越暗，门突然笃笃地敲响了。,"I sat on the couch, smoking one cigarette after another as it grew darker and darker outside, when suddenly there was a knock at the door.",1-1
27,送 水的男孩扛着水桶站在门囗，说是给西郊的一户人家送水去了。,"The water delivery boy stood in the doorway holding a bucket, saying he'd just delivered water to a family in the western suburbs.",2-1
28,他戴着一顶脏兮兮的灰色毛线帽子，神情恍惚。,He wore a dirty grey woolen cap and his expression was blank.,1-1
29,我们的谈话进行得很艰难。,Our conversation was difficult.,1-1
30,每次陷入沉默，我都觉得心脏受到压迫，只想快点结束这次见面。,"Each time it fell into silence, I felt a pressure on my heart and just wanted to end the meeting as soon as possible.",1-1
31,你似乎有所察觉，但还在努力寻找话题。,It seemed like you noticed this but continued to strive in finding a topic to discuss.,1-1
32,茶冷下去，屋子里的白雾已经散尽，你终于起身告辞。,"When the tea cooled down and the white fog inside the room had dispersed, you finally stood up and said goodbye.",1-1
33,我刚关上门，感觉松了一囗气，门铃又响了。,"When I closed the door, feeling relieved at last—that same instant—the doorbell rang again.",1-1
34,你站在门囗，请我晚些到小白楼来。,"You were standing at the doorstep, asking me to come by Xiaobai Mansion later in the evening.",1-1
35,我还没有来得及推辞，你已经走出了楼洞。,"Before I could even decline your invitation, you had already walked through the apartment block's doors.",1-1
36,我走到厨房关掉炉子。,I walked into the kitchen and turned off the stove.,1-1
37,水已经蒸发了半壶，整个房间弥漫在白雾里。,"Half of the water in the kettle had already evaporated, filling the entire room with a white fog.",1-1
38,你局促地坐下来，看着我倒茶。,You sat down restlessly and watched me pour tea.,1-1
39,"""你还跟奶奶和姑姑一起住吗？"" 你问。","""Are you still living with your grandma and aunt?"" you asked me.",2-1
40,我告诉你，奶奶已经去世了，现在我和姑姑一起生活。,"I told you that my grandma had passed away, now it is just me living with my aunt.",1-1
41,"""她一直没成家"" 你问。","""She never got married,"" you asked.",1-1
42,"""嗯。""","""Yes,"" I replied.",1-1
43,你嘴巴里呼出的白色哈气，被风撩起的卷曲头发，大衣下摆底下微微颤动的膝盖，这些让我相信眼前的你是真实的存在，并非是先前那个梦的延续。,"The white breath you exhale, the curly hair whipped up by the wind, the slight trembling of your knees under your coat these all convince me that you are a real presence before me rather than a continuation of an earlier dream.",1-1
44,十八年没见了，认不出来也不奇怪。,It's been 18 years; it's not surprising that I couldn't recognize you.,1-1
