id,source,translation,n2m
1,"Ils embrayaient par comparaison sur la guerre d'avant, la Grande, celle de 14, gagnée, elle, dans le sang et la gloire, une guerre d'hommes que les femmes de la table écoutaient avec respect.","Porównywalnie przeplatali swoje opowieści o poprzedniej wojnie, Wielkiej, tej z 1914 roku, wygranej w krwi i chwale. To była wojna mężczyzn, której kobiety z szacunkiem słuchały przy stole.",1-2
2,"Ils parlaient du Chemin des Dames et de Verdun, des gazés, des cloches du 11 novembre 1918.","Mówili o ""Chemin des Dames"" i Verdun, o zgazowanych żołnierzach, dzwonach 11 listopada 1918 roku.",1-1
3,Ils nommaient des villages dont pas un enfant parti au front n'était revenu.,Wspominali wsie skąd żaden ze szedł do frontu nie powrócił.,1-1
4,"Ils opposaient les soldats dans la boue des tranchées aux prisonniers de 40, au chaud et à l'abri pendant cinq ans, qui n'avaient même pas reçu de bombes sur la tête.","Przeciwstawiali żołnierzom brnącym przez błoto okopów więźniom z roku '40 ciepło schronionym przez pięć lat, na których nawet nie spadły bomby.",1-1
5,Ils se disputaient l'héroïsme et le malheur.,Spierali się między sobą na temat bohaterstwa i nieszczęścia.,1-1
6,"Mais ils ne parlaient que de ce qu'ils avaient vu, qui pouvait se revivre en mangeant et buvant.","Ale mówili tylko o tym, co widzieli, czego można było doświadczyć jedząc i pijąc.",1-1
7,Ils n'avaient pas assez de talent ou de conviction pour parler de ce qu'ils savaient mais qu'ils n'avaient pas vu.,"Nie mieli wystarczającej wyobraźni lub przekonania, aby opowiadać o tym, co wiedzieli, ale nie widzieli.",1-1
8,"Donc ni des enfants juifs montant dans des trains pour Auschwitz, ni des morts de faim ramassés au matin dans le ghetto de Varsovie, ni des 10 000 degrés à Hiroshima.","Stąd ani o żydowskich dzieciach wsadzanych do pociągów do Auschwitz, ani o umierających z głodu zbieranych rankiem w warszawskim getcie, ani o 10 000 stopniach w Hiroszimie nie było mowy.",1-1
9,"D'où cette impression que les cours d'histoire, les documentaires et les films, plus tard, ne dissiperaient pas : ni les fours crématoires ni la bombe atomique ne se situaient dans la même époque que le beurre au marché noir, les alertes et les descentes à la cave.","Stąd to wrażenie, które późniejsze lekcje historii murków filmowe nie rozproszyły: zarówno krematoria jak i bomba atomowa były innej epoki niż czarnorynkowe masło czy schodzenie do piwnicy podczas nalotów.",1-1
10,"Sous l'immuabilité, les affiches du cirque de l'année dernière avec la photo de Roger Lanzac, les images de première communion distribuées aux camarades, le Club des Chansonniers sur Radio Luxembourg, les jours se remplissaient de désirs nouveaux.","Pod maską niezmienności, plakaty z ubiegłorocznego cyrku z fotografią Rogera Lanzaca, obrazki komunijne rozdane kolegom, klub piosenkarzy na Radio Luxembourg, dni napełniały się nowymi pragnieniami.",1-1
11,"Le dimanche après-midi, on s'agglutinait à la vitrine du magasin d'électricité générale devant la télévision.",W niedzielne popołudnia tłoczyliśmy się przy wystawie sklepu z elektrycznością przed telewizorem.,1-1
12,Des cafés investissaient dans l'achat d'un poste pour attirer la clientèle.,"Kawiarnie inwestowały w zakup telewizora, aby przyciągnąć klientów.",1-1
13,Au flanc des collines serpentaient des pistes de motocross et l'on regardait monter et descendre les engins assourdissants la journée entière.,Na zboczach wzgórz serpentynami snuły się trasy motokrosu i cały dzień oglądaliśmy jak maszyny w górę i w dół przechodzą hałaśliwe trasy.,1-1
14,"L'impatience grandissante du commerce avec ses nouveaux mots d'ordre, « initiative », « dynamisme », secouait le train-train des villes.","Rosnąca niecierpliwość handlu ze swoimi nowymi hasłami ""inicjatywa"", ""dynamizm"" potrząsała codziennym życiem miast.",1-1
15,"Entre la fête foraine et la kermesse, la Quinzaine commerciale s'installait comme rite de printemps.",Pomiędzy festiwalem a kiermaszem handlowy kwartał ustanawiał się jako rituału wiosny.,1-1
16,"Dans les rues du centre, les haut-parleurs beuglaient des incitations à acheter, entrecoupées de chansons d'Annie Cordy et d'Eddie Constantine, pour gagner la Simca ou la salle à manger.",Na ulicach centrum głośniki wrzeszczały zachęty do kupowania przeplatane piosenkami Annie Cordy i Eddiego Constantine'a: wygrać Simke lub jadalnię!,1-1
17,"Sur le podium, place de la Mairie, un animateur local faisait rire avec les blagues de Roger Nicolas et de Jean Richard, rameutait des candidats pour le Crochet ou Quitte ou double, comme à la radio. Assise dans un coin du podium trônait sous sa couronne la Reine du Commerce.","Na podium na płacu Ratusza lokalny prezentator rozbawiał publiczność dowcipami Rogera Nicolasa oraz Jean Richarda zgromadzając kandydatów do Crochet czy Double or Nothing. , tak jak to było powiedziane w radiu siedząc w jednym z rogu podium pod koroną handlowej królowej.",2-1
18,La marchandise avançait sous les couleurs de la fête.,Towary przemieszczały się pod barwami festiwalu.,1-1
19,"Les gens disaient « ça change » ou « il ne faut pas s'encroûter, on s'abrutit à rester chez soi ».","Ludzie mówili: ""to się zmienia"" czy ""nie wolno zastygnąć, stajemy się głupi siedząc w domu"".",1-1
20,"De main en main passaient des photos brunies au dos taché par tous les doigts qui les avaient tenues dans d'autres repas, mélange de café et de graisse fondu en une couleur indéfinissable.","Z rąk do rąk przechodziły zdjęcia, brunatne, ze z tyłu poplamione od palców wszystkich, którzy je trzymali i przy innych posiłkach kawy i tłuszczu połączone w nieokreślony kolor. Wszystko to przesuwało się dalej.",1-2
21,"Dans les mariés raides et graves, les invités de la noce s'étageant sur plusieurs rangs le long d'un mur, on ne reconnaissait ni ses parents ni personne.","Na surowych i poważnych nowożeńcach oraz gościach wesela, ustawionych na parę rzędów wzdłuż ściany, nikt nie rozpoznawał swoich rodziców ani nikogo innego.",1-1
22,"Ce n'était pas soi non plus qu'on voyait dans le bébé de sexe indistinct à demi nu sur un coussin mais quelqu'un d'autre, une créature appartenant à un temps muet et inaccessible.","Nie było też widoczne w półnagim niemowlaku o niezidentyfikowanej płci na poduszce, ale ktoś inny stworzenie należące do czasu milczącego i niedostępnego.",1-1
23,Récit familial et récit social c'est tout un.,Opowieści rodzinne i społeczne tworzą jedną całość.,1-1
