id,source,translation
1,"Deux autres petites photos à bords dentelés, datant vraisemblablement de la même année, montrent la même enfant, mais plus menue, dans une robe à volants et manches ballon. Sur la première, elle se blottit de façon espiègle contre une femme au corps massif, d'un seul tenant dans une robe à larges rayures, les cheveux relevés en gros rouleaux. Sur l'autre, elle lève le poing gauche, le droit est retenu par la main d'un homme, grand, en veste claire et pantalon à pinces, à la posture nonchalante. Les deux photos ont été prises le même jour devant un muret surmonté d'une bordure de fleurs, dans une cour pavée. Au-dessus des têtes passe une corde à linge sur laquelle une épingle est restée accrochée.","Two other small, scalloped-edged photos, likely from the same year, show the same child, but smaller in size, wearing a dress with ruffled sleeves. In the first one she playfully snuggles up to a solidly built woman in a wide-striped dress, her hair rolled up in large swirls. In the other, she raises her left fist while her right hand is held by a tall man wearing light-colored jacket and pleated pants, striking a nonchalant pose. Both photos were taken on the same day in front of a low wall adorned with flower borders, in a paved courtyard. Above their heads hangs a clothesline on which one clothespin is still attached."
2,"Une autre photo, signée du même photographe mais le papier du livret est plus ordinaire et le liseré d'or a disparu —, sans doute vouée à la même distribution familiale, montre une petite fille d'environ quatre ans, sérieuse, presque triste malgré une bonne bouille rebondie sous des cheveux courts, séparés par une raie au milieu et tirés en arrière par des barrettes auxquelles sont attachés des rubans, comme des papillons. La main gauche repose sur la même table sculptée, entièrement visible, de style Louis XVI. Elle apparaît boudinée dans son corsage, sa jupe à bretelles remonte par-devant à cause d'un ventre proéminent, peut-être signe de rachitisme (1944, environ).","Another photo, signed by the same photographer but with a more ordinary booklet paper and the gold trim disappeared - undoubtedly destined for the same family distribution - shows a little girl of about four years old, serious, almost sad despite a good chubby face under short hair parted in the middle and pulled back with clips to which ribbons are attached, like butterflies. Her left hand rests on the same fully visible carved table in Louis XVI style. It appears bulging in her bodice, her pinafore straps rise up at the front due to a prominent belly, perhaps a sign of rickets (1944, approximately)."
3,"Les garçons étaient fiers de partir au régiment et on les trouvait beaux en soldats. Le soir du conseil de révision, ils faisaient la tournée des cafés pour célébrer la gloire d'être reconnus comme de vrais hommes. Avant le régiment, ils étaient encore des gamins et ne valaient rien sur le marché du travail et du mariage. Après, ils pourraient avoir une femme et des enfants. L'uniforme qu'ils promenaient dans le quartier lors des permissions les enveloppait de beauté patriotique et de sacrifice virtuel. L'ombre des combattants vainqueurs, des GI, flottait autour d'eux. Le drap rêche de la vareuse, effleurée quand on se hissait sur la pointe des pieds pour les embrasser, matérialisait la coupure absolue entre l'univers des hommes et celui des femmes. À les voir on éprouvait un sentiment d'héroïsme.","The boys were proud to leave for the regiment, and they were considered handsome as soldiers. On the evening of the conscription board, they made rounds in the cafes to celebrate the glory of being recognized as real men. Before joining, they were still young boys and worth nothing in terms of work and marriage prospects. Afterward, they could have a wife and children. The uniform they proudly wore in the neighborhood during their leaves enveloped them in patriotic beauty and virtual sacrifice. The shadow of victorious fighters, of GIs, floated around them. The rough fabric of their jackets was touched when people stood on tiptoes to kiss them; it materialized the absolute divide between the world of men and women. Looking at them evoked a feeling of heroism."
4,"Sous l'immuabilité, les affiches du cirque de l'année dernière avec la photo de Roger Lanzac, les images de première communion distribuées aux camarades, le Club des Chansonniers sur Radio Luxembourg, les jours se remplissaient de désirs nouveaux. Le dimanche après-midi, on s'agglutinait à la vitrine du magasin d'électricité générale devant la télévision. Des cafés investissaient dans l'achat d'un poste pour attirer la clientèle. Au flanc des collines serpentaient des pistes de motocross et l'on regardait monter et descendre les engins assourdissants la journée entière. L'impatience grandissante du commerce avec ses nouveaux mots d'ordre, « initiative », « dynamisme », secouait le train-train des villes. Entre la fête foraine et la kermesse, la Quinzaine commerciale s'installait comme rite de printemps. Dans les rues du centre, les haut-parleurs beuglaient des incitations à acheter, entrecoupées de chansons d'Annie Cordy et d'Eddie Constantine, pour gagner la Simca ou la salle à manger. Sur le podium, place de la Mairie, un animateur local faisait rire avec les blagues de Roger Nicolas et de Jean Richard, rameutait des candidats pour le Crochet ou Quitte ou double, comme à la radio. Assise dans un coin du podium trônait sous sa couronne la Reine du Commerce. La marchandise avançait sous les couleurs de la fête. Les gens disaient « ça change » ou « il ne faut pas s'encroûter, on s'abrutit à rester chez soi ».","Under the unchanging sky, last year's circus posters with a picture of Roger Lanzac, images from first communions handed out to friends, the Club des Chansonniers on Radio Luxembourg, filled the days with new desires. On Sunday afternoons, people crowded around the display window of the general electric store to watch television. Cafés invested in buying a set to attract customers. Motocross tracks snaked along the hillsides and people watched all day as loud motorcycles went up and down. The growing impatience of business with its new slogans - ""initiative,"" ""dynamism"" - shook up the routine of city life. Between the fair and carnival, Commercial Fortnight established itself as a spring ritual. In downtown streets, loudspeakers blared out encouragement to buy things interspersed with songs by Annie Cordy and Eddie Constantine for a chance to win a Simca or dining room set. On a stage in front of City Hall, a local entertainer made people laugh with jokes by Roger Nicolas and Jean Richard, recruited contestants for The Hook or Double or Nothing game show like on radio. Sitting in one corner of the stage was Queen of Commerce wearing her crown. Merchandise advanced under festive banners."
5,"Mais ils ne parlaient que de ce qu'ils avaient vu, qui pouvait se revivre en mangeant et buvant. Ils n'avaient pas assez de talent ou de conviction pour parler de ce qu'ils savaient mais qu'ils n'avaient pas vu. Donc ni des enfants juifs montant dans des trains pour Auschwitz, ni des morts de faim ramassés au matin dans le ghetto de Varsovie, ni des 10 000 degrés à Hiroshima. D'où cette impression que les cours d'histoire, les documentaires et les films, plus tard, ne dissiperaient pas : ni les fours crématoires ni la bombe atomique ne se situaient dans la même époque que le beurre au marché noir, les alertes et les descentes à la cave.","But they only talked about what they had seen, which could be relived by eating and drinking. They did not have enough talent or conviction to speak about what they knew but had not seen. So neither Jewish children boarding trains for Auschwitz, nor starved bodies collected in the morning in the Warsaw Ghetto, nor the 10,000 degrees in Hiroshima were spoken of. Hence the impression that history lessons, documentaries, and films later would not dispel: neither the crematorium ovens nor the atomic bomb belonged to the same era as black market butter, air raid warnings, and hiding in cellars."
6,"Ils embrayaient par comparaison sur la guerre d'avant, la Grande, celle de 14, gagnée, elle, dans le sang et la gloire, une guerre d'hommes que les femmes de la table écoutaient avec respect. Ils parlaient du Chemin des Dames et de Verdun, des gazés, des cloches du 11 novembre 1918. Ils nommaient des villages dont pas un enfant parti au front n'était revenu. Ils opposaient les soldats dans la boue des tranchées aux prisonniers de 40, au chaud et à l'abri pendant cinq ans, qui n'avaient même pas reçu de bombes sur la tête. Ils se disputaient l'héroïsme et le malheur.","They shifted gears to talk about the war before, the Great War of 1914, won with blood and glory, a war of men that the women at the table listened to with respect. They spoke of the Chemin des Dames and Verdun, of those who were gassed and the bells on November 11th. They named villages where not a single child who had gone off to fight returned. They contrasted soldiers in the mud-filled trenches with prisoners from 1940, warm and sheltered for five years without even receiving bombs on their heads. They argued about heroism and tragedy."
7,"Les enfants n'écoutaient pas et se dépêchaient de quitter la table dès qu'ils en avaient reçu la permission, profitant de la bienveillance générale des jours de fête pour se livrer aux jeux interdits, sauter sur les lits et faire de la balançoire la tête en bas. Mais ils retenaient tout. À côté du temps fabuleux dont ils n'ordonneraient pas avant longtemps les épisodes, la Débâcle, l'Exode, l'Occupation, le Débarquement, la Victoire ils trouvaient terne celui, sans nom, où ils grandissaient. Ils regrettaient de ne pas avoir été nés, ou à peine, quand il fallait partir en cohorte sur les routes et dormir sur la paille comme des bohémiens. De ce temps non vécu ils garderaient le regret tenace. La mémoire des autres leur refilait une nostalgie secrète pour cette époque qu'ils avaient manquée de si peu et l'espérance de la vivre un jour.","The children didn't listen and quickly left the table as soon as they were given permission, taking advantage of the general leniency on holidays to engage in forbidden games, jumping on the beds and swinging upside down. But they absorbed everything. Next to the fabulous events whose chapters they wouldn't be able to dictate for a long time - The Debacle, The Exodus, The Occupation, The D-Day Landings, Victory - they found their own nameless era dull. They wished they had not been born or were still infants when there was a need to travel en masse along roads and sleep on straw like bohemians. They would forever retain a persistent regret for that unexperienced time. Other people's memories passed them a secret nostalgia for that era which they had missed by so little and hope of one day living through it themselves."
8,"La frénésie qui avait suivi la Libération s'estompait. Alors les gens ne pensaient qu'à sortir et le monde était plein de désirs à satisfaire sur-le-champ. Tout ce qui constituait la première fois depuis la guerre provoquait la ruée, les bananes, les billets de la Loterie nationale, le feu d'artifice. Par quartiers entiers, de la grand-mère soutenue par ses filles au nourrisson en landau, les gens se précipitaient à la fête foraine, à la retraite aux flambeaux, au cirque Bouglione où ils manquaient être piétinés dans la bousculade. Ils se portaient en foule priante et chantante sur la route pour accueillir la statue de Notre-Dame de Boulogne et la reconduire le lendemain sur des kilomètres. Profane ou religieuse, toute occasion leur était bonne d'être au-dehors ensemble, comme s'ils voulaient continuer de vivre collectivement. Le dimanche soir, les cars revenaient de la mer avec de grands jeunes gens en short qui chantaient à tue-tête, grimpés sur le toit à bagages. Les chiens se promenaient en liberté et s'accouplaient au milieu de la rue.","The frenzy that had followed the Liberation was fading. People only thought about going out, and the world was full of immediate desires to satisfy. Anything that represented a first time since the war sparked a rush: bananas, tickets from the national lottery, fireworks. Entire neighborhoods, from grandmothers supported by their daughters to infants in strollers, rushed to the fairground, to torchlight parades, to Bouglione Circus where they risked being trampled in the crush. They gathered in crowds praying and singing on the road to welcome the statue of Our Lady of Boulogne and escort her for kilometers on end the next day. Whether profane or religious, any occasion gave them an excuse to be outside together as if they wanted to continue living collectively. On Sunday evenings, buses returned from the sea with tall young men wearing shorts who sang at top volume while perched on top of luggage racks. Dogs roamed freely and mated in the middle of streets."
9,"Récit familial et récit social c'est tout un. Les voix des convives délimitaient les espaces de la jeunesse : la campagne et les fermes où, de mémoire perdue, les hommes avaient été commis et les filles servantes, l'usine où tous s'étaient rencontrés, fréquentés et mariés, les petits commerces où avaient accédé les plus ambitieux. Elles dessinaient des histoires sans événements personnels autres que les naissances, les mariages et les deuils, sans voyages en dehors du régiment dans une lointaine ville de garnison, des existences occupées par le travail, sa dureté et son usure, les menaces de la boisson. L'école était un arrière-fond mythique, un bref âge d'or dont l'Instituteur avait été le dieu rude avec sa règle en fer pour taper sur les doigts.","Family narrative and social narrative are intertwined. The voices of the guests defined the spaces of youth: the countryside and farms where, for as long as memory served, men had worked and women had served as maids; the factory where they all met, mingled and married; the small businesses that ambitious individuals had opened. They traced stories without personal events other than births, marriages, and deaths; no travels beyond regimental service in a distant garrison town. Lives occupied by work, its harshness and exhaustion, threats of alcoholism. School was a mythical backdrop, a brief golden age with the schoolmaster as the stern god wielding his iron ruler to rap knuckles on desks."
10,"De main en main passaient des photos brunies au dos taché par tous les doigts qui les avaient tenues dans d'autres repas, mélange de café et de graisse fondu en une couleur indéfinissable. Dans les mariés raides et graves, les invités de la noce s'étageant sur plusieurs rangs le long d'un mur, on ne reconnaissait ni ses parents ni personne. Ce n'était pas soi non plus qu'on voyait dans le bébé de sexe indistinct à demi nu sur un coussin mais quelqu'un d'autre, une créature appartenant à un temps muet et inaccessible.","Browned photos with backs stained by the touch of countless fingers that had held them at other meals, a mixture of coffee and grease melted into an indefinable color, were passed from hand to hand. In the stiff and solemn newlyweds, the wedding guests arranged in rows alongside a wall, no one recognized their own parents or anyone else. It wasn't even oneself that you saw in the half-naked, gender-indeterminate baby on a cushion but someone else entirely—a creature belonging to a silent and inaccessible time."
