id,source,translation
1,"很久很久以后的某天，她的丈夫从医院回来。他表情严肃，说""文化大革命""了，医院天天开会，也有人写了他的大字报，说他的历史有问题。她很紧张，不知道丈夫向她讲述这些意味着什么。但她的丈夫却突然说，你不会有事的，我会保护你。你过去的事，一辈子都不要想起来。你最大的敌人，不是外面的人，恐怕是那些你不记得的东西。如果有人问你，你就说你什么都不知道，这样就行了。",かなり長い後のある日、彼女の夫が病院から帰ってきた。表情は厳粛で、「文化大革命」だと言った。病院では毎日会議が開かれ、彼の大字報も出された。彼の歴史に問題があるという内容だった。彼女は心配で、夫からこれらを話されて何を意味しているのか分からなかった。しかし、夫は突然「君に何も起こらないように守ってやる」と言った。「過去のことは一生忘れてしまえ。君の最大の敵は外部ではなく、記憶に残らないものだろう」と続けて言った。「誰かが尋ねてきたら、何も知らないと答えれば良いんだ」
2,你是哪里人？住在哪个村？你多大年龄？你家里还有什么人？你怎么掉进了河里？是翻船了，还是坏人把你扔下去的？就你一个落水的吗。人们交替着询问，即令声音温和也如一根根利刺扎过来，她的心瞬间剧痛无比。她在床上蜷缩成一团。她想，是呀，我是哪里人呢？我住哪里呢？我叫什么呢？我怎么会掉进河里了？她完全没有了印象。我怎么会记不得呢？我怎么连自己都记不得了呢？于是她哭了起来。她说，我不记得。,あなたはどこの人ですか？どの村に住んでいますか？何歳ですか？家族には他に誰がいますか？なぜ川に落ちたのですか？船が転覆したのですか、それとも悪い人に投げ込まれたのですか？あなただけが水中にいたのですか。人々は交互に尋ねました。声が穏やかでも、それは一本一本鋭い刺として彼女の心を突き刺しました。彼女はベッドで身を丸めました。彼女は考えました、「そうだ、私はどこから来たんだろう。私はどこで暮らしているんだろう。私の名前って何だっけ？」急に川に落ちることを思い出せませんでした。「どうして覚えていないんだろう？」自分さえ覚えていなくて、自分さえ思い出せなくて、そんな風に自問しました。「だから泣き始めました」「私、思い出せません」
3,她是真的不记得了。 于是人们说，你想想，仔细地想想。你是被人从河里捞出来的。你从河水开始想，也许能想起来。 她依着人们的要求，果然认真去回想。但她的思路一到河边，哗哗的水声便像炸雷一样轰响，莫名的恐惧随着水声汹涌而来。波涛中如同藏着魔鬼，虽然看不见摸不着，却狠狠地袭击她的身心。她顿时失控，放声地痛哭以及尖叫，声音歇斯底里。 一位吴姓医生严厉制止了那些好奇的人。他说，她可能受了刺激。不要让她再想了，让她养病吧。 于是，人们不再追问，只是明里暗里都用怜惜的口吻谈着她。 那是一个很美丽的春天。,"彼女は本当に思い出せなかった。そこで、人々は言った。「考えてみて、じっくりと考えてごらんなさい。あなたは川から引き上げられたのです。川の水辺から考え始めれば、もしかしたら思い出せるかもしれません。」彼女は人々の要求に従って真剣に思い出そうとしました。しかし、彼女の思考が川辺に至ると、「ゴーゴー」という水の音が雷鳴のように轟きます。意味不明な恐怖が水音と共に押し寄せます。波打ち際に悪魔が潜んでいるかのようです-見えなくて触れられませんが、彼女の心身を容赦なく襲います。彼女は一気に制御を失い、大声で泣き叫び、声も途切れ途切れですごすぎました。「吴さん姓医師」-誰好奇心旺盛だけど厳正だ曲線禁止. 刺激を受けてる可能性あり. もうそれ以上思わさせないよ intersection 元気つけと入院しなさい」 そして, 人達何追向かってないけど、全体的に彼女を同情の口ぶりで話します。 それは美しい春だった。"
4,"这个女人一直在跟自己做斗争。 她已经很老了。所有皮肤都松软地趴着，连一条像样的皱纹都撑不起来。她的脸和脖子细痕密布。因肤色白皙，这些痕迹不像是时光之刀随意划下，而更像是一支细笔，一下一下描绘而出。她的眼睛也已浑浊不堪，但在蓦然睁大时，仍然能看到有光芒从中射出。 她经常盯着一处发呆，似乎若有所思，又似百般无聊。为此偶尔会有路人好奇，说：""太婆，你在想什么？""",この女性はずっと自分と闘っている。彼女はすでに年を取り過ぎている。肌はすべてゆるんで垂れ下がっており、一つまともなしわさえも支えられていない。顔と首には細かいしわが散らばっている。肌の色白さから考えると、これらの跡はただ時の流れによって刻まれたものではなく、むしろ細い筆で一筆一筆描き出されたようだ。彼女の目もかすんで見えなくなってきたが、突然開いた際にまだ光が射していることが分かる。彼女は絶えずある箇所をじっと見つめて呆然としており、何を考えているのかやや不思議そうな通行人から「ばあさん、何考えてるの？」とうわごみされたこともある。
5,这个时候，她会露出一脸茫然，望着路人，喃喃说几句没人听得见的话。她不知道自己说了什么。其实，她也不知道自己有没有在想。她只是觉得有很多奇怪的东西拼命朝外跳，似乎在撩拨她的记忆。而那些，正是她一生都不愿意触碰的东西她拼命抵抗。她的抵抗，有如一张大网，密不透风，仿佛笼罩和绑缚着一群随时奔突而出的魔鬼。她这一生，始终都拎着这张网，与它们搏斗。,この時、彼女は茫然とした表情を浮かべ、通行人を見つめながら誰も聞こえない言葉をつぶやく。彼女自身は何を言ったのか分からない。実際、自分が考えてるのかどうかもわからない。ただ奇妙な何かが彼女の思い出に触れようとして頑張って外に飛び出そうとしてるように感じた。そしてそれは、彼女が一生触れることを望まないものであり、彼女は必死に反撃した。その抵抗は厚くて透けて見えず、常に魔物達が突如現れそうな集団に覆われ縛り付けられたようだった。彼女の一生はこれらのネットをしょってきであり、、それと戦ってきたんだ。
6,"丈夫活着时，曾经提议她不妨想一想，或许想出了什么，人就心安了。她愿意听从他的话，当真迫使自己静下心来，用劲回想。但几乎瞬间，浑身的烦躁如同无数钢针，迸射般地扎来，劲道凶猛，令她有五脏俱裂之感。此一时刻，她的痛，以及累，让她几乎无法喘息。 她绝望地对她的丈夫说：""你不要逼我。我不能想。我一想就觉得我该去死。""她的丈夫吓着了。沉默片刻，对她说：""那就不用再想了。尽量给自己找件事做，忙碌可以干扰思路。""",夫が生きている間、彼女は考えを思いつくかもしれないと提案したことがありました。すると人々は心を安らげるでしょう。彼女は彼の言葉に従おうとしました。本気で自分を落ち着かせようと努力し、激しく思い出そうとしました。しかし、ほんの数瞬間で、全身に広がった不安感は無数の針のように突き刺さり、強烈な刺激で五臓六腑が引き裂かれる感覚を与えました。この一瞬、彼女は苦しみに耐えられず息もつけないほどでした。 彼女は絶望的に夫に言った：“あなた私を追い詰めないでください。考えることができません。一度考え始めると自分が死ぬしか道がないようです。” 彼女の夫は驚愕して沈黙し、しばらくしてから彼女に言った：“じゃあもう考える必要はありませんね。自分自身に何かやり甲斐のあることを見つけて忙しく過ごすことです思考を邪魔することができます。”
7,她依了丈夫的话去做，每天都忙忙碌碌。其实她也并没有什么事业，她的事业就是做家务。她每天都忙着擦洗打扫，把家里整理得一尘不染。每一个去过她家的人，都会说，你家真是太干净了。她的丈夫是医生，也以此为傲。 如此，她的生活渐渐正常。 多少年了，她一直这样。每一年的时间，都如一张细密严实的膜，将她记忆背后的东西层层覆盖。一年一张，岁岁年年，由薄而厚，凝结成板，那些深藏在她意识里的魔鬼统统被封压了下去。 但那是些什么东西呢？她完全不知道。 她失忆是在一九五二年的春天。,彼女は夫の言葉に従って働き始め、毎日忙しくしている。実際、彼女には何の仕事もなく、家事をすることが彼女の仕事である。彼女は毎日掃除をし、家をピカピカに整える。彼女の家に行った人はみんな、「あなたの家は本当にきれいだね」と言うだろう。彼女の夫は医者であり、それを誇りに思っている。こうして彼女の生活は徐々に正常化していった。何年経ったか、彼女はずっとこのような生活を送っていた。一年ごとに時間が過ぎ去り、細かくて堅固な膜が記憶の奥底を覆い尽くすようだった。一年ごとに厚みを増し、板状に凝結し、意識深く隠されていた悪魔たちは完全に抑えられてしまった。しかし、それらが一体何であるか？ 彼女自身全く知らなかっただろう。「失忆した」ということが起きたのは1952年春だった。
8,她没有体会到这是丈夫的安慰和提醒，心里反倒是狠狠的一阵悸动。仿佛那些隐匿得几近消失的死敌，已然被她的丈夫所掌控。那到底是些什么呢？难道我都不知道的东西，他会知道？她想着时，甚至感觉到恐惧的气息扑面而来。这份恐惧就在她的身边。日日夜夜，分分秒秒。 于是她明白，多年以来，这个她深爱的人也是她深怕的人。 为什么呢？她为什么会产生这样的感觉？她很惶惑，也不明白。但这种感觉就是在。,彼女はこれが夫の慰めや忠告であることを理解していなかった。その代わりに、心の中では激しくドキドキしていた。まるでそれらがほぼ姿を消した死敵が、彼女の夫に支配されてしまったかのようだった。それは果たして何だろう？私が知らないものを、彼が知っているというのだろうか？そんなことを考えている時、恐怖の息吹さえも感じ取れるくらいだった。この恐怖は彼女に寄り添っている。日々夜々、分秒毎に。そして彼女はわかった。長年愛してきた相手こそ、同時に最も恐れてきた人物でもあるということを。なぜだろう？どうしてこんな感覚が生まれるのだろう？彼女は戸惑っており、理解できなかった。しかし、この感覚は存在する。
9,窗外的桃树满头缀着粉色花朵。院墙边的杏花也白成了一排，与白色的墙壁衬在一起，远了竟看不出花色。更远处，几株老银杏摇着碧绿的叶子，粗壮的树干已经猜不出它栽植于何年。更远更远，山的影子柔软地起伏着，轮廓像花瓣。院子角落的迎春花开得快要败了，那明亮的黄花却依然闪烁着明亮。五彩缤纷突然都进入她的眼里。回春中的鸟儿此刻似乎抖擞出精神，尽管风还有寒意，它们却在这轻微的寒意里兀自地唱。在这样的景致和这样的声音中，她慢慢地安静下来。,窓の外の桃の木は粉色の花でいっぱいです。庭壁に沿って並んでいるアンズの花も白くなりましたが、白い壁と一緒になって遠くからだと花色はわかりません。さらに遠くには、数本の老木蓮が青々とした葉を揺らしていますが、太い幹からは何年前に植えられたか分かりません。それよりもっと遠くでは、山の影がやわらかく起伏し、その輪郭が花びらのようです。庭角に咲いている黄楊花はもうすぐ散ってしまいますが、明るい黄色をまだ光らせています。五彩鮮やかな景色が彼女の目に飛び込んできます。復活祭中の小鳥たちは今では元気を取り戻しており、風が寒さを感じさせる中でも元気よく歌っています。このような風景や音声から彼女はゆっくりと落ち着きました。
10,人们把她从湍急的河流里捞出时，她一丝不挂。从头到脚，浑身是伤。那是石头和激流相撞的结果。救她的人说水把她泡得浑身发白，只剩头发是黑的，一下子都看不到伤在哪里。得幸有几个军医正在附近村庄出诊，他们直接把她送到了那里。急救之后，那几个医生迅速地把她带回了医院。 她在医院里住了半个多月才苏醒。当她清醒过来，试图回答人们的询问时，突然傻了眼。,人々が激しい川から彼女を引き上げると、彼女は一枚の服も身に着けていなかった。頭から足まで全身が傷だらけだった。それは岩と激流がぶつかり合った結果である。救助した人々は水の中で白く膨れ上がっている彼女を見て、傷がどこにあるのかわからないくらいだと言った。幸運なことに近くの村で数人の軍医が診療中だったので、直接彼女を連れて行ってもらえました。応急処置を受けた後、その医師たちは迅速に彼女を病院に戻しました。彼女は半月以上病院に入院して意識を取り戻しました。目覚めて人々の質問に答えようと試みると、突然困惑してしまいました。
