id,source,translation
1,"Patrzy na rodzinę, same dziewczynki, matka z dzieckiem przy piersi zsiada właśnie niezgrabnie z fury i furman pogania ją, bo fura zaraz musi wracać po innych na przedmieścia. Spada tobołek, który miała na plecach, i wysypuje się stamtąd trochę zszarzałych szmat i pojedynczy sznurek korali, drobnych, pociemniałych. Kobieta zbiera je zawstydzona, jakby właśnie oczom świata odsłoniła swoje najniedostępniejsze sekrety. Deymowa mija ją i nagle podbiega do niej chłopczyk, może sześcio-, siedmioletni, i patrząc na nią uśmiechniętymi oczami, bardzo z siebie zadowolony, mówi: ""Niech będzie pochwalony Jezus Chrystus!"". Ona zaś odpowiada automatycznie, ale i uroczyście: ""Na wieki wieków, amen"". I już chwyta się za serce i łzy nabiegają jej do oczu. Kuca przy chłopcu, chwyta go za nadgarstki, a ten patrzy jej prosto w oczy pełne łez, dalej uśmiechnięty, mały łobuziak.","He looks at the family, all girls, a mother with a breastfeeding baby awkwardly getting off the cart, and the cartman is urging her on because he has to go back to the suburbs for more people. A bundle of rags, already somewhat grayed, and a single string of darkened beads spill out from her pack. The woman gathers them up looking embarrassed as if she had just exposed her innermost secrets to the world. Deymow walks past her and suddenly a little boy about six or seven runs up to her, beaming with pleasure he says “Praised be Jesus Christ!” She immediately responds automatically but solemnly: “For ever and ever. Amen.” And suddenly she clutches at her heart as tears fill in her eyes. She crouches down next to the boy holding his wrists while he gazes into her teary eyes still smiling mischievously"
2,"Wyrastają przed nimi pierwsze zabudowania, nagle, bez ostrzeżenia. Widać mgła zmienia poczucie odległości, bo zaskoczona tym wydaje się sama Kaśka. Nagle skacze, szarpiąc dyszlem, i gdyby nie stanowcza reakcja Roszka i jego bat, wywróciłaby kolaskę. Może Kaśkę wystraszyły iskry, które sypią się z paleniska, albo niepokój koni czekających na swoją kolej do podkuwania...","The first buildings rise up in front of them, suddenly and without warning. The fog distorts the sense of distance, because even Kaśka seems surprised by it. She jumps suddenly, tugging on the reins, and if it weren't for Roszek's firm reaction and his whip, she would have overturned the cart. Perhaps sparks from the furnace scared Kaśka, or maybe it was the restlessness of the horses waiting their turn to be shod..."
3,"Wszędzie czuć mdły zapach słodu, przenika każdy towar wystawiony do sprzedaży. Można się nim najeść jak chlebem. Na przedmieściach Rohatyna, w Babińcach, jest kilka małych browarów, to stamtąd roznosi się na całą okolicę ten sycący zapach. Wiele kramików sprzedaje tu piwo, a lepsze sklepy mają na składzie i gorzałkę, i miód pitny, głównie trójniak. Skład żydowskiego kupca Wakszula oferuje wino, prawdziwego węgrzyna i prawdziwe reńskie, i takie trochę kwaskowate, które przywożą tu aż z Wołoszczyzny.","Everywhere you can smell the faint scent of malt, permeating every item for sale. You can eat it as if it were bread. In the suburbs of Rohatyn, in Babince, there are a few small breweries from where this nourishing odor spreads throughout the area. Many stalls sell beer here, and better shops have both spirits and mead in stock, mainly trójniak. The storehouse of the Jewish merchant Wakszul offers wine, true Hungarian and Rhine wines , as well as some slightly tart ones that are imported all the way from Wallachia."
4,"Najwięcej do powiedzenia byłoby o rodzinie Wołowskich, jako że rozrosła się do ogromnych rozmiarów. Niemal wszystkie gałęzie tego rodu zostały nobilitowane, jedne były herbu Bawół, drugie herbu Na Kaskach. Niewątpliwie wielką karierę zrobił Franciszek, syn Izaaka Wołowskiego, tego samego, którego ksiądz Chmielowski nazwał Jeremiaszem. Urodził się w 1786 roku w Brünn i wychowany w Offenbachu, stał się jednym z najlepszych prawników i znawcą prawa tamtego czasu. Co ciekawe gdy w sejmie pojawił się wniosek o nadanie polskiego obywatelstwa Żydom, Franciszek jako poseł w swojej porywającej przemowie przekonywał, że jeszcze nie czas na taki krok. Najpierw naród polski musi wywalczyć sobie niepodległość, a potem będzie pora na reformy społeczne.","There would be the most to say about the Wołowski family, as it grew to enormous proportions. Almost all branches of this lineage were ennobled, some bearing the Wy-Staff and others the On-Helm crest. Undoubtedly, Franciszek, son of Izaak Wołowski, who had been referred to as Jeremi by Father Chmielowski, achieved great success. He was born in Brünn in 1786 and raised in Offenbach; he became one of the best lawyers and legal scholars of that time period. Interestingly, when a proposal for granting Polish citizenship to Jews was brought to Parliament,"
5,"Wszyscy offenbachscy neofici zostali pochowani na miejskim cmentarzu, który po latach zaczął jednak przeszkadzać planom rozbudowy miasta i został w 1866 roku zlikwidowany. Kości pogrzebanych tam ludzi zebrano i z szacunkiem pochowano w innym miejscu. Przy tej okazji została wyjęta z grobu czaszka Jakuba Franka i, opisana starannie jako ""czaszka żydowskiego patryarchy"", znalazła się w rękach historiografa miasta Offenbach. Wiele lat potem, w nieznanych okolicznościach, trafiła do Berlina, gdzie poddana została szczegółowym pomiarom i badaniom i uznana za przykład żydowskiej niższości rasowej. Po wojnie przepadła bez wieści może zniszczona wojenną zawieruchą, rozsypała się w pył, albo leży jeszcze w podziemnych magazynach jakiegoś muzeum.","All the neophytes of Offenbach were buried in the city cemetery, which after years began to obstruct the plans for expanding the city and was closed down in 1866. The bones of those buried there were gathered and respectfully reburied in another place. On this occasion, Jacob Frank's skull was exhumed and carefully described as ""the skull of a Jewish patriarch"" before ending up in the hands of the city's historian. Many years later, under unknown circumstances, it made its way to Berlin where it underwent detailed measurements and examinations and was regarded as an example of Jewish racial inferiority. After the war, it disappeared without a trace - perhaps destroyed during wartime chaos or crumbled into dust - or it may still lie hidden in some museum's underground storage facilities."
6,"Po śmierci Jakuba nastał dla mnie czas wielkiego spokoju. Głównym moim zajęciem stało się studiowanie merkawy, do tego doszły jeszcze nasze rozmowy z Jeruchimem Dembowskim, jako że zamieszkaliśmy w jednym pokoju, przez co zbliżyliśmy się do siebie. Jemu, Jeruchimowi, powiedziałem też o Chai Szor że była jedyną kobietą, którą mogłem pokochać i kochałem od tego pięknego momentu, kiedym ją dostał na jedną noc, wtedy gdym przyjechał z wieściami o Jakubie do Rohatyna. Lecz przede wszystkim kochałem Jakuba.","After Jakub's death, a time of great peace came for me. My main occupation became studying merkaba, and in addition to that, our conversations with Jeruchim Dembowski since we lived in the same room and grew closer to each other. I also told him, Jeruchim, about Chai Szor that she was the only woman I could love and loved from that beautiful moment when I had her for one night when I came with news about Jakub to Rohatyn. But above all, I loved Jakub."
7,"Byli w Iwaniu od kwietnia. Gdyby nie dobrzy iwańscy ludzie, chyba pomarliby z głodu. Iwanie uratowało im życie i zdrowie, Bejla czuje się teraz lepiej i już nie kaszle tak bardzo. Srol wierzy, że kiedy już się ochrzczą, będzie im tak samo dobrze jak chrześcijanom. Dostaną kawałek ziemi, Bejla będzie miała w ogrodzie warzywa, a on, Srol, będzie tkał kilimy, bo to umie robić dobrze. Na starość, gdy powydaje dziewczynki za mąż, one wezmą ich do siebie. To wszystkie jego marzenia.","They were in Ivan since April. If it weren't for the good people of Ivan, they would probably have starved to death. Ivan saved their lives and health, Bejla feels better now and doesn't cough as much. Srol believes that once they are baptized, they will feel just as good as Christians do. They will get a piece of land, Bejla will have vegetables in her garden, and Srol will weave rugs because he is good at it. In old age, when they marry off their daughters, they will take them in. These are all his dreams."
8,"Patrzcież, dobrodzieju, Kaśka nie chce iść mówi ponuro Roszko, gdy kolaska się zatrzymuje. Roszko schodzi z kozła i żegna się kilka razy zamaszyście. Potem nachyla się i zagląda w mgłę, jakby patrzył do wody. Spod jego odświętnego czerwonego, acz trochę już wypłowiałego kubraka wychodzi koszula. Nie wiem, gdzie jechać mówi. Jak to nie wiesz? Przecież już jesteśmy na rohatyńskim gościńcu mówi zdziwiony ksiądz. A jednak! Wysiada z kolaski i podąża za sługą, obchodzą bezradnie powóz, wytężając oczy w biel. Wydaje im się, że coś widzą, ale oczy, które nie mogą zaczepić się na niczym, zaczynają stroić sobie żarty. Że też im się coś podobnego przydarzyło! Przecież to tak, jakby zgubić się we własnej kieszeni. Cicho! mówi nagle ksiądz i podnosi palec do góry, nadsłuchując. I rzeczywiście, gdzieś z lewej strony, z kłębów mgły, dochodzi słaby szum wody. Jedźmy za tym szumem. To woda płynie decyduje ksiądz.","Look, good sir, Kaśka doesn't want to go, says Roszko gloomily when the carriage stops. Roszko gets off the horse and waves his farewell several times flamboyantly. Then he bends down and peers into the fog as if looking into water. A shirt emerges from under his fancy red, but somewhat faded coat. ""I don't know where to go"", he says. ""What do you mean you don't know? We're already on the road to Rohatyn"", says the surprised priest. And yet! He gets off the carriage and follows his servant, helplessly circling around the wagon, straining his eyes in whiteness. They think they see something, but their eyes that can’t catch on anything start playing tricks on them. How could something like this happen to them! It's like getting lost in their own pocket. Quiet! Suddenly the priest says and raises a finger upwards to listen carefully.And indeed, from somewhere on the left side, from within clouds of fog comes a faint sound of water flowing.Let's follow that sound of water.The priest decides so"
9,"Wkrótce ksiądz rozluźnia się w kolasce, wyciąga przed siebie nogi i pozwala oczom wędrować po morzu mgły. Natychmiast popada w podróżne zamyślenie, bo człowiekowi najlepiej myśli się w ruchu. Wolno, z ociąganiem ożywa mechanizm jego umysłu, zaskakują tryby i przekładki, wprawiając w ruch koła napędowe, zupełnie jak w zegarze, który stoi u niego na plebanii w sieni, zakupiony we Lwowie; słono za niego zapłacił. Za chwilę odezwie się bim-bom. Czy aby świat nie wziął się z takiej mgły, zaczyna się zastanawiać. Przecież historyk żydowski Józef Flawiusz utrzymuje, że świat został stworzony jesienią, podczas aequinoctium jesiennego. Można tak sądzić, bo przecież w raju były owoce; skoro jabłko wisiało na drzewie, musiała to być jesień... Jest w tym jakaś racja. Ale zaraz przychodzi mu do głowy myśl inna: Cóż to za argument? Czyż wszechmocny Bóg takich marnych fruktów nie mógłby stworzyć ekstra, w jakiejkolwiek porze roku?","Soon the priest relaxes in his armchair, extends his legs and allows his eyes to wander over the sea of ​​fog. Immediately, he falls into a state of contemplation because a person thinks best when in motion. Slowly and hesitantly, the gears of his mind come to life, surprising him with their mechanisms and cogs, setting in motion the driving wheels just like in the clock that stands on a table in his rectory hallway, purchased for dearly. In a moment, it will chime bim-bom. He wonders whether the world could have emerged from such fog. After all, according to Jewish historian Josephus Flavius, the world was created in autumn during the autumnal equinox. It is plausible because there were fruits in paradise; if an apple was hanging on a tree, it must have been autumn... There is some truth to this argument. But then another thought comes to mind: What kind of argument is that? Couldn't Almighty God create such mundane fruits at any time of year?"
10,"Gdy dojeżdżają do głównej drogi prowadzącej do Rohatyna, włączają się w strumień pieszych, konnych i wozów wszelakiego rodzaju, które wyłaniają się z mgły, niby figurki z chleba lepione na Boże Narodzenie. Jest środa, targ w Rohatynie, jadą chłopskie wozy obładowane workami z ziarnem, klatkami z drobiem, wszelakimi płodami rolnymi. Między nimi żwawym krokiem maszerują handlarze z każdym możliwym towarem ich kramiki, sprytnie teraz złożone, dają się nieść na plecach niczym koromysła, a za chwilę staną się stołami pełnymi barwnych materiałów, drewnianych zabawek, jajek skupowanych po wsiach za jedną czwartą ceny... Chłopi prowadzą też kozy i krowy na sprzedaż zwierzęta, przerażone zgiełkiem, zapierają się w kałużach. Mija ich rozpędzona fura przykryta dziurawą plandeką, pełna hałaśliwych Żydów, którzy ściągają na jarmark do Rohatyna z całej okolicy, a za nimi przedziera się bogata kareta, której we mgle i tłoku na drodze trudno zachować dostojeństwo jasne lakierowane drzwiczki są czarne od błota, a mina stangreta w niebieskiej pelerynie wydaje się nietęga, nie spodziewał się widać takiego zamieszania i teraz rozpaczliwie szuka wzrokiem okazji, żeby zjechać z tej diabelskiej drogi.","When they reach the main road leading to Rohatyn, they merge into a stream of pedestrians, horses, and all sorts of wagons that emerge from the fog like bread figurines made for Christmas. It's Wednesday, market day in Rohatyn. Peasant carts laden with sacks of grain, crates filled with poultry, and various agricultural products pass by. Among them march merchants briskly carrying their goods on their backs like mules, which will soon become tables full of colorful fabrics, wooden toys, and eggs bought from villages at a quarter of the price... The peasants also lead goats and cows for sale—frightened by the bustle and resisting in puddles. They are passed by a speeding cart covered with a tattered tarpaulin that is full of noisy Jews who have come to the market in Rohatyn from all around. Behind them pushes through a luxurious carriage that struggles to maintain its dignity in the fog and congestion on the road—the bright lacquered doors are black with mud and the face of its owner in a blue cloak seems vexed—he clearly did not expect such chaos and now desperately seeks an opportunity to get off this devilish road."
