id,source,target,n2m
1,一九九三年的那个冬天，对我来说最重要的事，是我爸爸回来了，就在我妈结婚前的那个星期。,"The most important event for me in that winter of 1993 was my father's return, the week before my mother's wedding.",1-1
2,十二月的一个下午，他到学校来找我。,"One afternoon in December, he came to see me at school.",1-1
3,我一路飞奔向大门口，隔着铁栏杆远远地看到他站在外面抽烟。,"I ran all the way to the gate, and saw him standing outside smoking a cigarette from a distance through the iron railing.",1-1
4,身上穿着一件黑色长风衣，竖起的领子遮住了半张脸。,"He was wearing a long black windbreaker, with the raised collar covering half of his face.",1-1
5,不知道为什么，连他的样子也没有看清，就觉得他过得似乎很不好。,"I don't know why, I didn't even see his appearance clearly, but I felt that he seemed to be having a bad time.",1-1
6,我的心一酸，眼泪掉了出来。,"My heart was sour, and tears fell out.",1-1
7,我没想过我妈妈会有再婚的念头。,I never thought that my mother would have the idea of remarrying.,1-1
8,或许潜意识里，我觉得她应该因为我爸爸的离开而一直痛苦下去，就像我一样。,"Perhaps subconsciously, I felt that she should suffer because of my dad's departure, just like me.",1-1
9,况且，我觉得她缺少那种找到幸福的能力。,"Besides, I think she lacks that ability to find happiness.",1-1
10,事实也许的确如此，可是幸福有能力找到她。,"That may be true, but happiness has the power to find her.",1-1
11,不是吗，作为一个美人，根本不必那么辛苦，她什么都不用做，只要站在原地就好了。,"Isn't it, as a beauty, it doesn't have to be so hard at all, she doesn't have to do anything, she just needs to stand where she is.",1-1
12,我还记得，那一年的冬天特别长，四月过了一半，迎春花还没有开。,"I still remember that the winter of that year was very long, halfway through April, and the winter jasmine hadn't bloomed yet.",1-1
13,父母离婚的事，令你的情绪很消沉。,The divorce of your parents has made you very depressed.,1-1
14,我们好久都没有什么新游戏了，一到傍晚就百无脚赖地坐在死人塔的房顶上。,"We haven't had any new games for a long time, and we just sit helplessly on the roof of the Tower of the Dead in the evening.",1-1
15,院子里散落的那些身体部件中，又多了几只胳膊。,"Among the body parts scattered in the yard, there were a few more arms.",1-1
16,我们用钩子把它们拨到一起，摆成了一个千手观音。,We used hooks to pull them together to form a thousand-armed Avalokitesvara.,1-1
17,我爸爸其实对做生意一窍不通，只是去投奔一个并不相熟的表哥。,"My father actually knew nothing about business, he just went to join a cousin he didn't know well.",1-1
18,我奶奶有个妹妹，早年去了北京，后来在那里结婚生子。,My grandma has a younger sister who went to Beijing in her early years and later got married and had children there.,1-1
19,这个表哥是她家的长子，在整个家族里，一直作为一个异类存在。,"This cousin is the eldest son of her family, and has always existed as a different kind in the whole family.",1-1
