id,source,translation,n2m
1,"Nie wyjdzie stamtąd, mówię wam powiedział pryszczaty, z przekonaniem kiwając głową.",そこから出てこない、私が言う通りだ、と吹き出物の少年は頭をうなずきながら確信を持って言った。,1-1
2,"Już godzina i ćwierć, jak tam wlazł.",彼がそこに入ってからもう1時間15分になりました。,1-1
3,Już po nim.,もう彼の後です。,1-1
4,"Mieszczanie, stłoczeni wśród ruin, milczeli wpatrzeni w ziejący w rumowisku czarny otwór, w zagruzowane wejście do podziemi.",市民たちは、瓦礫の中に押し込まれ、地下への入り口が残骸で覆われた黒い穴を見つめて沈黙していました。,1-1
5,"Grubas w żółtym kubraku przestąpił z nogi na nogę, chrząknął, zdjął z głowy wymięty beret.",黄色いコートを着た太った男が足を交互に移動させ、咳払いした後、くしゃくしゃになったベレー帽を頭から取りました。,1-1
6,"Poczekajmy jeszcze powiedział, ocierając pot z rzadkich brwi.",まだ待ちましょう、彼は言いました。 珍しい眉毛から汗を拭き取りながら。,1-2
7,Na co? prychnął pryszczaty.,何のために？にきび顔が吹き出した。,1-1
8,"Tam, w lochach, siedzi bazyliszek, zapomnieliście, wójcie?",そこ、洞窟の中に、バジリスクが座っていて、どれだけ忘れてしまったのでしょうか、村長さん？,1-1
9,"Kto tam wchodzi, ten już przepadł.",そこに入る者は、もう終わりだ。,1-1
10,Mało to ludzi tam poginęło?,そこで何人の人々が亡くなったのですか？,1-1
11,Na co tedy czekać?,それでは、何を待っているのですか？,1-1
12,Umawialiśmy się przecie mruknął niepewnie grubas.,私たちはやっぱりデートをする約束をしたじゃないか、と太っちょが不確かにつぶやいた。,1-1
13,"Jakże tak? Z żywym się umawialiście, wójcie rzekł towarzysz pryszczatego, olbrzym w skórzanym, rzeźnickim fartuchu.",どうしてそうなの？ あなたが生きている人と約束した、そう町長は頬にほくろのある仲間に言った、皮のエプロンを身につけた巨人。,2-1
14,"A nynie on martwy, pewne to jak słońce na niebie.",そして今彼は死んだ、それは空の太陽が確かなように確かだ。,1-1
15,"Z góry było wiadomo, że na zgubę idzie, jako i inni przed nim.",彼の前にいた他の人々と同じように、彼が破滅へ向かっていることは最初から明らかでした。,1-1
16,"Przecie on nawet bez zwierciadła polazł, z mieczem tylko.",彼は鏡さえなく、ただ剣だけを携えて行ったのです。,1-1
17,"A bez zwierciadła bazyliszka nie da się zabić, każdy to wie.",鏡なしではバジリスクを倒すことはできません、それは誰もが知っていることです。,1-1
19,"Zaoszczędziliście grosza, wójcie dodał pryszczaty.",あなたがたはペニーを節約しました、そこににきび顔の村長が加えました。,1-1
20,Bo i płacić za bazyliszka nie ma komu.,誰もバジリスクに住んで支払う人がいません。,1-1
21,Idźcie tedy spokojnie do dom.,だから安心して家に帰ってください。,1-1
22,"A konia i dobytek czarownika my weźmiemy, żal dać przepadać dobru.",私たちは魔術師の馬と家畜を奪い、財産を無駄にするのは残念だからね。,1-1
23,Ano powiedział rzeźnik.,あの肉屋が言った。,1-1
24,"Sielna klacz, a i juki nieźle wypchane.",強健な雌馬、そしてよく詰められたユッカも。,1-1
25,"Zajrzyjmy, co w środku.",中を見てみましょう。,1-1
26,Jakże tak? Coście?,何ですか？,2-1
27,"Milczcie, wójcie, i nie mieszajcie się, bo guza złapiecie ostrzegł pryszczaty.",黙って、長老たち、そして干渉しないでください。 そうでなければあなたはしこりをつかむでしょうとニキビの男が警告しました。,1-2
28,Sielna klacz powtórzył rzeźnik.,肉屋が繰り返した、美しい雌馬。,1-1
29,"Zostaw tego konia w spokoju, kochasiu.",その馬を放っておいて、ダーリン。,1-1
30,"Rzeźnik odwrócił się wolno w stronę obcego przybysza, który wyszedł zza załomu muru, zza pleców ludzi, zgromadzonych dookoła wejścia do lochu.",肉屋はゆっくりと壁の隅から人々の背後から現れた見知らぬ来訪者に向き直りました。 その皆が牢獄の入口まわりに集まっていました。,1-2
31,"Obcy miał kędzierzawe, gęste, kasztanowate włosy, brunatną tunikę na watowanym kaftanie, wysokie, jeździeckie buty.",その異邦人はカールがついた、濃い栗色の髪と、ふくらんだカフタンの上に着た茶色のチュニック、そして高くて乗馬用のブーツを持っていました。,1-1
32,I żadnej broni.,そして、何の武器もなし。,1-1
33,"Odejdź od konia powtórzył, uśmiechając się zjadliwie.",馬から離れて、と彼は残酷な笑みを浮かべて繰り返しました。,1-1
34,Jakże to?,それはどういうことですか？,1-1
35,"Cudzy koń, cudze juki, cudza własność, a ty podnosisz na nie swoje kaprawe oczka, wyciągasz ku nim parszywą łapę?",他人の馬、他人の草、他人の財産、それへあなたはそのねじれた目を上げ、その卑しい手を伸ばすのですか？,1-1
36,Godzi się tak?,それでいいですか？,1-1
37,"Pryszczaty, powoli wsuwając rękę za pazuchę kurty, spojrzał na rzeźnika.",にきび面の男が、ゆっくりとコートの脇へ手を滑り込ませながら、肉屋を見つめた。,1-1
38,"Rzeźnik kiwnął głową, skinął w stronę grupy, z której wyszło jeszcze dwu, krępych, krótko ostrzyżonych.",肉屋は頷き、2人の短く刈り込まれた太っちょの男がいるグループを指で示した。,1-1
39,"Obaj mieli pałki, takie, jakimi w rzeźni głuszy się zwierzęta.",彼ら二人とも、屠殺場で動物を窒息させるための棒を持っていました。,1-1
40,"Ktoście to niby spytał pryszczaty, nie wyjmując ręki zza pazuchy żeby nam prawic, co się godzi, a co nie?",あなたが誰だとどや顔で尋ねるにきび面の人は、脇から手を出さずに私たちに何が適切で何がそうでないかを教えてくれますか？,1-1
