id,source,target,n2m
1,"Patrzy na rodzinę, same dziewczynki, matka z dzieckiem przy piersi zsiada właśnie niezgrabnie z fury i furman pogania ją, bo fura zaraz musi wracać po innych na przedmieścia.","He looks at the family, only the girls, the mother with the child at her breast is getting off the cart awkwardly and the carter is rushing her, because the cart has to go back to the suburbs for others.",1-1
2,"Spada tobołek, który miała na plecach, i wysypuje się stamtąd trochę zszarzałych szmat i pojedynczy sznurek korali, drobnych, pociemniałych.","The bundle she had on her back falls down and spills out some gray rags and a single string of beads, tiny, darkened.",1-1
3,"Kobieta zbiera je zawstydzona, jakby właśnie oczom świata odsłoniła swoje najniedostępniejsze sekrety.","The woman collects them ashamed, as if she had just revealed her most inaccessible secrets to the eyes of the world.",1-1
4,"Deymowa mija ją i nagle podbiega do niej chłopczyk, może sześcio-, siedmioletni, i patrząc na nią uśmiechniętymi oczami, bardzo z siebie zadowolony, mówi: ""Niech będzie pochwalony Jezus Chrystus!"".","Deymowa passes her and suddenly a little boy, maybe six or seven years old, runs up to her and, looking at her with smiling eyes, very pleased with himself, says: ""Jesus Christ be praised!""",1-1
5,"Ona zaś odpowiada automatycznie, ale i uroczyście: ""Na wieki wieków, amen"".","And she answers automatically but solemnly: ""For ever and ever, amen.",1-1
6,I już chwyta się za serce i łzy nabiegają jej do oczu.,And already she clutches at her heart and tears come to her eyes.,1-1
7,"Kuca przy chłopcu, chwyta go za nadgarstki, a ten patrzy jej prosto w oczy pełne łez, dalej uśmiechnięty, mały łobuziak.","She crouches next to the boy, grabs his wrists, and he looks her straight in the eyes full of tears, still smiling, a little rascal.",1-1
8,"Wyrastają przed nimi pierwsze zabudowania, nagle, bez ostrzeżenia.","The first buildings sprout up in front of them, suddenly, without warning.",1-1
9,"Widać mgła zmienia poczucie odległości, bo zaskoczona tym wydaje się sama Kaśka.","Apparently the fog changes the sense of distance, because Kaśka herself seems surprised.",1-1
10,"Nagle skacze, szarpiąc dyszlem, i gdyby nie stanowcza reakcja Roszka i jego bat, wywróciłaby kolaskę.","Suddenly, he jumps, jerking the drawbar, and if not for Roszek's firm reaction and his whip, he would have overturned the cart.",1-1
11,"Może Kaśkę wystraszyły iskry, które sypią się z paleniska, albo niepokój koni czekających na swoją kolej do podkuwania...","Maybe Kaśka was scared by the sparks that fall from the hearth, or the anxiety of the horses waiting for their turn to shoe.",1-1
12,"Wszędzie czuć mdły zapach słodu, przenika każdy towar wystawiony do sprzedaży.","Everywhere you can smell the sickly smell of malt, permeates every product put up for sale.",1-1
13,Można się nim najeść jak chlebem.,You can eat it like bread.,1-1
14,"Na przedmieściach Rohatyna, w Babińcach, jest kilka małych browarów, to stamtąd roznosi się na całą okolicę ten sycący zapach.","In the suburbs of Rohatyn, in Babince, there are several small breweries, from there the filling smell spreads to the whole area.",1-1
