id,source,target,n2m
1,«Лжешь»! подумал я.,「嘘をついている」と私は思った。,1-1
2,"Брелоки и перстень на мизинце плохо вязались с письмом ради куска хлеба, да и по лицу Камышева пробежала чуть заметная, уловимая опытным глазом тучка, которую можно видеть на лицах только редко лгущих людей.",キーホルダーと小指の指輪は、パンの一切れのために手紙で結びつくことが難しかったし、なおかつカムシェフの顔には、経験豊富な目で捉えられるわずかな雲が流れ、それは滅多に嘘をつく人々の顔にしか見られません。,1-1
3,Какой сюжет вашей повести? спросил я.,あなたの小説の筋書きは何ですか？と私は尋ねました。,1-1
4,Сюжет.,ストーリー。,1-1
5,Как бы вам сказать? Сюжет не новый.,どう言っていいかな？ ストーリーは新しくありません。,2-1
6,"Любовь, убийство.",愛、殺人。,1-1
7,"Да вы прочтете, увидите.",はい、あなたが読んで、見るでしょう。,1-1
8,«Из записок судебного следователя».,「法廷捜査官のメモから」,1-1
9,Камышев вскинул на меня своими добрыми глазами и тихо засмеялся.,カミシェフは私にその優しい目で見上げ、静かに笑った。,1-1
10,Надоедная служба.,うんざりするような仕事。,1-1
11,"Служил-служил, махнул рукой и бросил.",仕えていた、手を振ったそしてやめた。,1-1
12,"Занятий у меня теперь нет, есть почти нечего.",私にはもう授業はなく、ほとんど何も食べるものがありません。,1-1
13,"И если вы, минуя достоинства, напечатаете мою повесть, то сделаете мне больше, чем одолжение.",そして、私の物語の価値を無視して印刷するなら、それは私にとって単なる好意以上のことになります。,1-1
14,Вы поможете мне.,あなたは私を助けてくれます。,1-1
15,"Газета не богадельня, не странно-приимный дом.",新聞は慈善院でも、異国人のための受け入れハウスでもありません。,1-1
16,"Я это знаю, но.",私はそれを知っていますが、しかし。,1-1
17,уж вы будьте так добры.,あなたが親切であってください。,1-1
18,Очень рад.,とても嬉しいです。,1-1
19,Чем могу быть полезен?,何かお手伝いできることはありますか？,1-1
20,"Желающий попасть в начинающие сел и продолжал, глядя на пол своими умоляющими глазами:",始めることを望んでいる者が座り、彼の訴えるような目で床を見つめ続けました。,1-1
21,"Я притащил к вам маленькую повесть, которую мне хотелось бы напечатать в вашей газете.",私はあなたの新聞に掲載したい小さな小説を持ってきました。,1-1
