id,source,target,n2m
1,很久很久以后的某天，她的丈夫从医院回来。,ずっとずっと後のある日、彼女の夫が病院から戻ってきた。,1-1
2,"他表情严肃，说""文化大革命""了，医院天天开会，也有人写了他的大字报，说他的历史有问题。",彼の表情は厳粛で、「文化大革命」について語り、病院では毎日会議が開かれ、彼についての大文字報道も書かれました。 彼の歴史に問題があると言われました。,1-2
3,她很紧张，不知道丈夫向她讲述这些意味着什么。,彼女はとても緊張していて、夫が自分にこれらのことを話す意味が何なのかわからない。,1-1
4,但她的丈夫却突然说，你不会有事的，我会保护你。,でも、彼女の夫は突然、「あなたには何も起こらないよ、僕が守るから」って言った。,1-1
5,你过去的事，一辈子都不要想起来。,あなたの過去のことは、一生思い出さないでください。,1-1
6,你最大的敌人，不是外面的人，恐怕是那些你不记得的东西。,あなたの最大の敵は、外部の人々ではなく、おそらく忘れてしまったものでしょう。,1-1
7,如果有人问你，你就说你什么都不知道，这样就行了。,誰かがあなたに尋ねたら、あなたは何も知らないと言ってください、それで大丈夫です。,1-1
8,你是哪里人？ 住在哪个村？ 你多大年龄？ 你家里还有什么人？,あなたはどこ出身ですか？ どの村に住んでいますか？ あなたは何歳ですか？ あなたの家には他に誰がいますか？ あなたはどうやって川に落ちたのですか？,4-1
9,你怎么掉进了河里？是翻船了，还是坏人把你扔下去的？ 就你一个落水的吗。,船が転覆したのですか、それとも悪人に投げられたのですか？ あなただけが水に落ちたのですか。,2-1
10,人们交替着询问，即令声音温和也如一根根利刺扎过来，她的心瞬间剧痛无比。,人々が交互に問いかける、声が優しくてもそれはまるで一本一本の鋭利な棘が突き刺さるようで、彼女の心は瞬間的に激しい痛みを感じた。,1-1
11,她在床上蜷缩成一团。,彼女はベッドの上で丸くなっている。,1-1
12,她想，是呀，我是哪里人呢？ 我住哪里呢？ 我叫什么呢？ 我怎么会掉进河里了？,彼女は考えた、そうだ、私はどこの出身なんだろう？ 私はどこに住んでいますか？ 私の名前は何ですか？ どうして川に落ちてしまったんだろう？ 彼女は完全に印象を失ってしまった。,4-1
