id,source,target,n2m
1,"""Was ist denn?"", fragte ich.","""Co się dzieje?"", zapytałem.",1-1
2,"""Nichts"", flötete Selma, öffnete den Kühlschrank, holte ein Paket Schnittkäse und eine Leberwurst heraus und schwenkte beides durch die Luft. ""Was darf’s denn heute aufs Schulbrot sein?"", flötete sie.","""Nic"", zaśpiewała Selma, otworzyła lodówkę, wyjęła paczkę sera do krojenia i pasztet z wątróbki, a potem pomachała oboma przez powietrze.",2-1
3,"""Mäuselchen"", flötete sie noch hinterher, und Flöten und Mäuselchen waren nun wirklich alarmierend.","""Myszką"", fletniała za nim, a flety i myszki były naprawdę alarmujące.",1-1
4,"""Käse, bitte"", sagte ich, ""was hast du denn""?","""Ser, proszę"", powiedziałem, ""co tam masz""?",1-1
5,"""Nichts"", flötete Selma, ""hab ich doch gesagt"".","""Nic"", zaśpiewała Selma, ""przecież mówiłam"".",1-1
6,"Sie strich Butter auf eine Scheibe Brot, und weil sie immer noch herumschlackerte, schubste sie dabei den Käse mit dem Handgelenk von der Anrichte.","Rozsmarowywała masło na kromce chleba, a ponieważ ciągle się wierciła, strąciła ser z blatu za pomocą nadgarstka.",1-1
7,"Selma hielt jetzt still und schaute hinab auf die Käsepackung, als sei sie etwas Kostbares, das in tausend Teile zersprungen war.","Selma teraz stała nieruchomo, patrząc na opakowanie sera, jakby była to cenna rzecz, która rozpadła się na tysiąc kawałków.",1-1
8,"Selma hatte in ihrem Leben dreimal von einem Okapi geträumt, und jedes Mal war danach jemand gestorben, deshalb waren wir überzeugt, dass der Traum von einem Okapi und der Tod unbedingt miteinander verbunden waren.","Selma trzy razy w swoim życiu śniła o okapi, a za każdym razem ktoś potem umierał, dlatego byliśmy przekonani, że sen o okapi i śmierć są nierozerwalnie ze sobą powiązane.",1-1
9,Unser Verstand funktioniert so.,Nasz umysł działa w ten sposób.,1-1
10,"Er kann innerhalb kürzester Zeit dafür sorgen, dass die einander abwegigsten Dinge fest zusammengehören.","Może w bardzo krótkim czasie sprawić, że najbardziej niepasujące do siebie rzeczy będą ze sobą ściśle powiązane.",1-1
11,"Kaffeekannen und Schnürsenkel beispielsweise, oder Pfandflaschen und Tannenbäume.","Dzbanki do kawy i sznurówki na przykład, lub butelki zwrotne i choinki.",1-1
12,"""Was soll es denn sonst gewesen sein"", sagte Selma, und dass man ein Okapi ja nur schwerlich mit einem anderen Tier verwechseln könne.","""Co to miałoby być, jeśli nie to?"" powiedziała Selma, dodała także, że trudno by było pomylić okapi z jakimś innym zwierzęciem.",1-1
13,"""Doch"", sagte ich, es könne ja auch ein verwachsenes Rind gewesen sein, eine falsch zusammengesetzte Giraffe, eine Laune der Natur, und die Streifen und das Rostrote, das könne man doch alles nicht so genau erkennen in der Nacht, da sei schließlich alles sehr verschwommen.","""Tak"", powiedziałem, mogło to przecież być zdeformowane bydle, źle poskładana żyrafa, kaprys natury, a paski i ta rdzawa czerwień, przecież tego wszystkiego nie można dostrzec tak dokładnie w nocy, kiedy w końcu wszystko jest bardzo nieostry.",1-1
14,"""Das ist doch Quatsch"", sagte Selma und rieb sich die Stirn, ""das ist doch leider Quatsch, Luise"".",""" ""To przecież bzdura"", powiedziała Selma, pocierając czoło, ""to jest niestety bzdura, Luise"".",1-1
15,"Sie legte eine Scheibe Käse auf das Brot, klappte es zusammen und legte es in meine Butterbrotdose.","Położyła plaster sera na chleb, złożyła go na pół i włożyła do mojego pojemnika na kanapki.",1-1
16,"""Weißt du, wann genau du das geträumt hast""?","Czy wiesz, kiedy dokładnie to śniłeś?",1-1
17,"""Gegen drei Uhr"", sagte Selma.","""Około trzeciej"", powiedziała Selma.",1-1
18,"Sie war hochgeschreckt, nachdem das Bild vom Okapi sich zurückgezogen hatte, aufrecht im Bett sitzend war sie aufgewacht und hatte auf ihr Nachthemd gestarrt, in dem sie eben noch im Traum auf der Uhlheck gestanden hatte, und dann auf den Wecker.","Przestraszyła się, po tym jak obraz okapi zniknął, siedząc prosto w łóżku obudziła się i wpatrywała się w swoją koszulę nocną, w której właśnie stała na Uhlheck we śnie, a potem na budzik.",1-1
19,Drei Uhr.,Trzy godziny.,1-1
20,"""Wir sollten das wahrscheinlich nicht so ernst nehmen"", sagte Selma, aber sie sagte es wie ein Fernsehkommissar, der ein anonymes Schreiben nicht so ernst nimmt.","""Prawdopodobnie nie powinniśmy tego traktować tak poważnie"" powiedziała Selma, ale mówiła to jak komisarz telewizyjny, który nie traktuje anonimowego listu zbyt poważnie.",1-1
21,"Die Zugfahrt dauerte fünfzehn Minuten, einen Zwischenhalt gab es nicht.","Podróż pociągiem trwała piętnaście minut, bez żadnego postoju.",1-1
22,"Seit unserer ersten Zugfahrt spielten wir immer dasselbe: Wir stellten uns mit dem Rücken zu den Fenstern an die gegenüberliegenden Zugtüren, Martin machte die Augen zu, ich sah aus dem Fenster der Zugtür, die Martin im Rücken hatte.","Od naszej pierwszej podróży pociągiem zawsze graliśmy w to samo: stawaliśmy plecami do okien przy przeciwległych drzwiach pociągu, Martin zamykał oczy, a ja patrzyłem przez okno drzwi pociągu, które Martin miał za plecami.",1-1
23,"In der ersten Klasse hatte ich Martin aufgezählt, was ich während der Fahrt sah, und Martin versuchte, alles auswendig zu lernen.","W pierwszej klasie opowiadałem Martinowi, co widziałem podczas podróży, a Martin próbował zapamiętać wszystko.",1-1
24,"Das gelang sehr gut, sodass ich im zweiten Schuljahr nichts mehr aufzählte und Martin, mit dem Rücken zum Fenster und geschlossenen Augen, fast alles aufsagen konnte, was ich durch das beschlagene Zugfenster gerade sah: ""Drahtfabrik"", sagte er, genau in dem Moment, als wir an der Drahtfabrik vorbeifuhren.","To poszło bardzo dobrze, do tego stopnia, że w drugim roku szkolnym już nic nie wyliczałem, a Martin, z tyłem do okna i zamkniętymi oczami, mógł prawie wszystko powiedzieć, co właśnie widziałem przez zaparowane okno pociągu: ""Fabryka drutu"", powiedział, dokładnie w momencie, kiedy minęliśmy fabrykę drutu.",1-1
25,"""Jetzt Feld. Weide.",Teraz pole. Pastwisko.,1-1
26,Das Gehöft vom verrückten Hassel.,Gospodarstwo szalonego Hassela.,1-1
27,Wiese.,Łąka.,1-1
28,Wald. Wald. Hochsitz eins.,Las. Las. Ambona pierwsza.,2-1
29,Feld. Wald. Wiese.,Pole. Las. Łąka.,1-1
30,"Weide, Weide.","Pastwisko, pastwisko.",1-1
31,Reifenfabrik.,Fabryka opon.,1-1
32,Dorf. Weide. Feld. Hochsitz zwei.,Wieś. Pastwisko. Pole. Ambona dwa.,2-3
33,Waldstück.,Kawałek lasu.,1-1
34,"Hof. Feld. Wald. Hochsitz drei. Dorf.""",Dwór. Pole. Las. Podwyższone stanowisko trzy.,1-2
35,"Bauer Häubel war der festen Überzeugung, dass der Tod höflich sein würde, so wie Bauer Häubel selbst es sein Leben lang gewesen war.","Wioska. Rolnik Häubel był przekonany, że śmierć będzie uprzejma, tak jak sam rolhik Häubel był przez całe swoje życie.",1-2
36,"Er war sicher, dass der Tod ihm das Leben nicht entreißen, sondern behutsam aus der Hand nehmen würde.","Był pewien, że śmierć nie wyrwie mu życia, lecz delikatnie weźmie je z jego ręki.",1-1
37,"Er stellte sich vor, wie der Tod vorsichtig anklopfte, die Tür nur einen Spalt öffnete und ""Darf ich""? fragte, was Bauer Häubel natürlich bejahen würde.","Wyobrażał sobie, jak śmierć ostrożnie puka, otwiera drzwi tylko na szparę i pyta ""Czy mogę?"", na co Bauer Häubel oczywiście odpowiedziałby twierdząco.",1-1
38,"""Selbstverständlich"", würde Bauer Häubel sagen, ""treten Sie doch ein"", und der Tod würde eintreten.","""Oczywiście"", powiedziałby rolnik Häubel, ""proszę wejść"", a śmierć by weszła.",1-1
39,"Er würde sich an Bauer Häubels Bett stellen und fragen: ""Passt es Ihnen jetzt?","Stanąłby przy łóżku farmera Häubla i zapytał: ""Czy pasuje Panu teraz?""",1-1
40,"Ich kann sonst auch zu einem späteren Zeitpunkt vorbeikommen"".",Mogę też przyjść w późniejszym terminie.,1-1
41,"Bauer Häubel würde sich aufrichten und ""Nein, nein, es passt mir gerade sehr gut"" sagen, ""lassen Sie es uns besser nicht noch einmal verschieben, wer weiß, wann Sie es wieder einrichten können"", und der Tod würde sich auf den schon bereitgestellten Stuhl am Kopfende setzen.","Rolnik Häubel podniósłby się i powiedział: ""Nie, nie, pasuje mi to bardzo"", ""lepiej nie przekładajmy tego znowu, kto wie kiedy będziesz mógł to znowu zrobić"", a śmierć usiadłaby na już przygotowanym krześle u główki stołu.",1-1
42,"Er würde sich im Vorhinein für die Kälte seiner Hände entschuldigen, die, das wusste Bauer Häubel, ihm überhaupt nichts ausmachen würde, und dann eine Hand auf Bauer Häubels Augen legen.","Przepraszaliby z góry za zimno swoich rąk, co, jak wiedział Bauer Häubel, wcale by mu nie przeszkadzało, a potem położyłby rękę na oczach Bauera Häubela.",1-1
43,Das stimmte.,To prawda.,1-1
44,"Der Hund war schneematschfarben, er war verwaschen grau und zottelig wie ein ausschließlicher Irischer Wolfhund ohne etwas anderes drin.","Pies był koloru brudnego śniegu, wyblakły na szaro i kudłaty jak czystej krwi irlandzki wilczarz, bez domieszki innej rasy.",1-1
45,"Sein Körper war noch klein, aber seine Pfoten waren groß wie Bärentatzen, und wir wussten alle, was das bedeutete.","Jego ciało było jeszcze małe, ale jego łapy były wielkie jak łapy niedźwiedzia, a wszyscy wiedzieliśmy, co to oznacza.",1-1
46,Selma stand immer noch erhoben vor der Küchenbank.,Selma wciąż stała wyprostowana przed kuchenną ławką.,1-1
47,Sie schaute lange auf den Hund.,Długo patrzyła na psa.,1-1
48,"Dann sah sie meinen Vater an, als sei er ein Geschenkideengeschäft.","Potem spojrzała na mojego ojca, jakby był sklepem z pomysłami na prezenty.",1-1
49,"""Klappe halten"", sagte der Optiker noch einmal lauter und ging schneller, ""Selma findet nur sehr selten etwas bedrohlich oder unansehnlich"".","""Zamknij się"", powiedział optyk jeszcze głośniej i przyspieszył, ""Selma rzadko kiedy uznaje coś za groźne lub nieprzyjemne"".",1-1
50,"Damit hatte er völlig recht, und damit hatte er leider mehr gesagt, als er den Stimmen eigentlich hätte antworten sollen.","Miał całkowitą rację, a niestety powiedział więcej, niż powinien odpowiedzieć na te głosy.",1-1
51,"Aber die Liebe fände sie womöglich ausgerechnet doch unansehnlich, zischelten die Stimmen, es habe ja einen Grund, sagten sie, dass die Wahrheit so lange verborgen wurde.","Ale miłość mogłaby ją jednak uznać za brzydką, szeptały głosy, musiał być jakiś powód, mówiły, że prawda była tak długo ukrywana.",1-1
52,"""Feigheit war das"", sagte der Optiker und schob die Ledertasche auf die andere Hüfte, weil das Rempeln der Tasche und das Rempeln der Stimmen langsam begannen wehzutun.","""To była tchórzostwo"", powiedział optyk, przesuwając skórzaną torbę na drugi bok, ponieważ pchanie torby i dźwięki głosów zaczęły go boleć.",1-1
53,"""Besonnenheit war das"", sagten die Stimmen, ""Angst ist ja manchmal doch ein guter Ratgeber"", sagten sie und summten die Titelmelodie der Vorabendserie.","""Rozsądek to było"", mówiły głosy, ""strach jest czasami dobrym doradcą"", mówili i nucili motyw przewodni serialu emitowanego wieczorem.",1-1
54,Der Optiker wurde jetzt langsamer.,Optyk teraz zwolnił.,1-1
55,"Der Weg zu Selmas Haus, der eigentlich zehn Minuten dauerte, kam ihm plötzlich vor wie eine Tagesreise, eine Tagesreise mit sehr, sehr viel Gepäck.","Droga do domu Selmy, która zazwyczaj trwała dziesięć minut, nagle wydała mu się jak podróż całodzienna, podróż z bardzo, bardzo dużym bagażem.",1-1
