id,source,target,n2m
1,"Deux autres petites photos à bords dentelés, datant vraisemblablement de la même année, montrent la même enfant, mais plus menue, dans une robe à volants et manches ballon.","Two other small jagged-edged photos, presumably from the same year, show the same child, but smaller, in a ruffled dress with balloon sleeves.",1-1
2,"Sur la première, elle se blottit de façon espiègle contre une femme au corps massif, d'un seul tenant dans une robe à larges rayures, les cheveux relevés en gros rouleaux.","In the first, she playfully snuggles up to a massively bodied, one-piece woman in a wide-striped dress, her hair up in big rolls.",1-1
3,"Sur l'autre, elle lève le poing gauche, le droit est retenu par la main d'un homme, grand, en veste claire et pantalon à pinces, à la posture nonchalante.","On the other, she raises her left fist, the right is held by the hand of a man, tall, in a light jacket and pleated trousers, with a nonchalant posture.",1-1
4,"Les deux photos ont été prises le même jour devant un muret surmonté d'une bordure de fleurs, dans une cour pavée.","The two photos were taken the same day in front of a low wall surmounted by a border of flowers, in a paved courtyard.",1-1
5,Au-dessus des têtes passe une corde à linge sur laquelle une épingle est restée accrochée.,Above the heads passes a clothesline on which a pin has remained hung.,1-1
6,"Une autre photo, signée du même photographe mais le papier du livret est plus ordinaire et le liseré d'or a disparu —, sans doute vouée à la même distribution familiale, montre une petite fille d'environ quatre ans, sérieuse, presque triste malgré une bonne bouille rebondie sous des cheveux courts, séparés par une raie au milieu et tirés en arrière par des barrettes auxquelles sont attachés des rubans, comme des papillons.","Another photo, signed by the same photographer but the paper of the booklet is more ordinary and the gold border has disappeared -, undoubtedly dedicated to the same family distribution, shows a little girl of about four years old, serious, almost sad despite a nice plump face under short hair, separated by a parting in the middle and pulled back by bars to which are attached ribbons, like butterflies.",1-1
7,"La main gauche repose sur la même table sculptée, entièrement visible, de style Louis XVI.","The left hand rests on the same sculpted table, entirely visible, in the Louis XVI style.",1-1
8,"Elle apparaît boudinée dans son corsage, sa jupe à bretelles remonte par-devant à cause d'un ventre proéminent, peut-être signe de rachitisme (1944, environ).","She appears pudgy in her bodice, her suspender skirt goes up in front because of a protruding belly, perhaps a sign of rickets (1944, circa).",1-1
9,Les garçons étaient fiers de partir au régiment et on les trouvait beaux en soldats.,The boys were proud to go to the regiment and they were thought to be handsome as soldiers.,1-1
10,"Le soir du conseil de révision, ils faisaient la tournée des cafés pour célébrer la gloire d'être reconnus comme de vrais hommes.","On the night of the review board, they made the rounds of cafes to celebrate the glory of being recognized as real men.",1-1
11,"Avant le régiment, ils étaient encore des gamins et ne valaient rien sur le marché du travail et du mariage.","Before the regiment, they were still kids and were worthless on the job and marriage market.",1-1
12,"Après, ils pourraient avoir une femme et des enfants.","Afterwards, they could have a wife and children.",1-1
13,L'uniforme qu'ils promenaient dans le quartier lors des permissions les enveloppait de beauté patriotique et de sacrifice virtuel.,The uniform they paraded around the neighborhood on leave enveloped them in patriotic beauty and virtual sacrifice.,1-1
14,"L'ombre des combattants vainqueurs, des GI, flottait autour d'eux.","The shadow of the victorious fighters, of the GIs, floated around them.",1-1
15,"Le drap rêche de la vareuse, effleurée quand on se hissait sur la pointe des pieds pour les embrasser, matérialisait la coupure absolue entre l'univers des hommes et celui des femmes.","The rough sheet of the smock, brushed when you stood on tiptoe to kiss them, materialized the absolute cut between the world of men and that of women.",1-1
16,À les voir on éprouvait un sentiment d'héroïsme.,Seeing them one felt a sense of heroism.,1-1
