id,source,translation,n2m
1,"The mother was speaking from the breakfast room, out of my field of view.","Matka mówiła z jadalni, poza moim zasięgiem widzenia.",1-1
2,"I liked that room a lot, with its long, oaken table and glass walls on three sides.","Bardzo mi się podobał ten pokój, z jego długim, dębowym stołem i szklanymi ścianami z trzech stron.",1-1
3,"You could see the bright sparkle of the lake through the glass walls, and sunlight shifted through the moving branches of an ancient willow that shaded the house.","Widzieliśmy jasny blask jeziora przez szklane ściany, a słoneczne światło przesuwało się przez ruchome gałęzie starego wiśni, która zacieniała dom.",1-1
4,"We had a system of accounting, a chart on a wall.","Mieliśmy system rachunkowy, diagram na ścianie.",1-1
5,There were merits and demerits.,"""Byli zasługi i wady.",1-1
6,"A merit was for an outrage success­fully committed, a demerit for an act that should bring on humiliation.","Zasługa za skutecznie przeprowadzoną awanturę, wina za czyn, który powinien przynieść hańbę.",1-1
7,"Juicy got merits for drooling into cocktails undetected, while Low got demerits for kissing up to a father.","Juicy otrzymał punkty za wkradanie się do drinków bez detection, a Low otrzymał kary za pocałunek ojca.",1-1
8,Probably not his own—Low's parentage was a well-kept secret.,Prawdopodobnie nie jego własne pochodzenie Lowa było dobrze strzeżoną tajemnicą.,1-1
9,But he'd been spotted asking a guy with male-pattern baldness for wardrobe advice.,"Ale został zauważony, jak pyta się mężczyznę z łysiną męską o poradę w sprawie garderoby.",1-1
10,"We had to hide the running, though, in case our haste betrayed us, so truer to say we slipped out quietly.","Musieliśmy ukryć bieg, ponieważ nasza pośpieszność mogła nas zdradzić, więc bardziej odpowiednio mówić, że wyszliśmy cicho.",1-1
11,"When one of my parents appeared, my technique was: pretend to catch sight of someone in the next room.","Kiedy jedno z moich rodziców pojawiało się, moja technika była: udawać, że widzę kogoś w następnej izbie.",1-1
12,"Move in a natural manner toward this figment of my imagination, making a purposeful face.","Poruszyć się naturalnie w kierunku tego wytwora mojej wyobraźni, robiając celowe minię.",1-1
13,Go through the door.,Przejdź przez drzwi.,1-1
14,And fade away.,I zanikam.,1-1
15,"As the evenings wore on, some parents got it into their heads to dance.","Jak wieczory przesuwały się, niektórzy rodzice zaczęli tańczyć.",1-1
16,A flash of life would move their lumpen bodies.,Błysk życia przesunąłby ich ciężkie ciała.,1-1
17,Sad spectacle.,Smutny widok.,1-1
18,"They flopped, blasting their old-time music.","Złamali się, granie swoją starą muzykę.",1-1
19,"""Beat on the brat, beat on the brat, beat on the brat with a baseball bat, oh yeah.""","""Bij na synek, bij na synek, bij na synek z kijem baseballowym, o tak.",1-1
20,Later the talk grew louder.,Później rozmowa została głośniejsza.,1-1
