id,source,translation,n2m
1,Diego Cocca wird neuer Nationaltrainer von Mexiko,Diego Cocca will be the new national coach of Mexico.,1-1
2,Im Sommer 2026 richtet Mexiko gemeinsam mit den USA und Kanada die WM mit dann erstmals 48 Mannschaften aus.,"In summer 2026, Mexico will host the World Cup together with the United States and Canada, featuring 48 teams for the first time.",1-1
3,"Cocca tritt die Nachfolge von Gerardo Martino an, dessen Vertrag nach dem frühen WM-Aus in Katar nicht verlängert wurde.","Cocca succeeds Gerardo Martino, whose contract was not renewed after the early World Cup exit in Qatar.",1-1
4,Der 50-Jährige zählte bis vor wenigen Tagen nicht zu den Favoriten für den Posten.,The 50-year-old was not among the favorites for the position until a few days ago.,1-1
5,Er hatte erst im November als Coach des mexikanischen Clubs Tigres übernommen.,He had only taken over as coach of the Mexican club Tigres in November.,1-1
6,Seine überraschende Berufung zum Nationaltrainer löste Ärger im Verein aus.,His surprising appointment as national coach caused trouble within the club.,1-1
7,Geesthacht: Neue Beetschilder sollen zum Nachpflanzen animieren,Geesthacht: New garden signs to encourage replanting.,1-1
8,"Franko Stein (FD Umwelt, links) und Friedhelm Ringe (Nabu) stellen die Pflanzenschilder in den Beeten der Fußgängerzone auf.","Franko Stein (FD Environment, left) and Friedhelm Ringe (Nabu) are putting up the plant signs in the flower beds of the pedestrian zone.",1-1
10,Geesthacht.,Geesthacht.,1-1
11,"""Geesthacht blüht auf"" lautet eine Aktion des Nabu in Kooperation mit der Stadtverwaltung.","""Geesthacht is blossoming"" is the name of an initiative by Nabu in cooperation with the municipal administration.",1-1
12,"Unter Mitwirkung von vielen Freiwilligen von Vereinen, Schulen, Kindertagesstätten, Unternehmen und Institutionen wurden seit 2015 Tausende von Blumenzwiebeln und Pflanzen in die Erde gebracht.","With the participation of many volunteers from clubs, schools, kindergartens, companies, and institutions, thousands of flower bulbs and plants have been planted in the ground since 2015.",1-1
13,"Ziel: Im Geesthachter Stadtgebiet sollen weitflächig Blühinseln entstehen, auf denen Insekten zu jeder Zeit Nahrung finden.","Goal: In the Geesthacht area, extensive flower islands should be created where insects can find food at any time.",1-1
14,"""Bei günstiger Wetterlage fliegen die Bienen schon im Januar aus, um Nahrung zu suchen"", sagt Friedhelm Ringe vom Geesthachter Nabu.","""In favorable weather conditions, bees start flying out in January to search for food,"" says Friedhelm Ringe from the Geesthachter Nabu.",1-1
15,Er hat selbst Bienenstöcke auf dem Grundstück.,He has beehives on the property himself.,1-1
16,"Damit das Unterfangen nicht nur eine Aktion von Naturschützern und dem Fachdienst Umwelt der Stadt bleibt, sondern bis in die privaten Gärten hinein weite Kreise zieht, werden immer wieder erklärende Tafeln zu den Pflanzen gestellt.","So that the endeavor doesn't remain just an action of nature conservationists and the Environmental Department of the city, but spreads into private gardens as well, explanatory signs about the plants are repeatedly put up.",1-1
17,Etwa 50 Schilder sind es bis jetzt.,About 50 signs so far.,1-1
18,"Passanten sollen sich auf diese Weise informieren können, was hier gerade so schön blüht.",Passersby should be able to inform themselves in this way about what is currently blooming so beautifully here.,1-1
19,"Die Hoffnung ist, dass Hobbygärtner zu Hause gezielt nachpflanzen.",The hope is that hobby gardeners will replant at home selectively.,1-1
20,In der ersten Januarwoche war bereits Saisonstart bei der Wildhasel,The season already started for the wild hazel in the first week of January.,1-1
21,Jüngeren Datums sind Sträucher wie Winterduftheckenkirsche und Winterschneeball in den Beeten der Fußgängerzone.,Of more recent date are shrubs like winter fragrance honeysuckle and winter snowball in the flowerbeds of the pedestrian zone.,1-1
22,"Sie stecken jetzt seit einem Jahr in der Erde der Kübel an der Bergedorer Straße, zeigen blätterlos gerade die ersten zarten Blüten in Weiß und Rosa und sind jüngst mit weiteren Schildern bedacht worden.","They have been stuck in the earth of the pots on Bergedorer Street for a year now, just showing their first delicate leafless flowers in white and pink, and have recently been adorned with more signs.",1-1
23,"""Die Winterduftheckenkirsche ist ein sehr breitbuschiger Strauch und kann zwischen zwei Meter hoch und drei Meter breit werden"", ist dort unter weiteren Angaben etwa zum geeigneten Standort zu lesen.","""The winter-scented honeysuckle is a very wide-spreading shrub and can grow between two meters high and three meters wide,"" it says there, among other information about the suitable location.",1-1
24,"Friedhelm Ringe betont, dass aber nicht nur die Beetpflanzen nun Blüten zeigen. In der ersten Januarwoche war bereits Saisonstart bei der Wildhasel.",The season already started for the wild hazel in the first week of January. Friedhelm Ringe emphasizes that not only the bedding plants are now blooming.,2-3
25,"Sie blüht besonders üppig am Richtweg bei der Steigung, in der Gutenbergstraße, Wilhelm-Holert-Straße, Fahrendofer Weg und vielen Knicks.","It blooms particularly lushly on Richtweg near the incline, on Gutenbergstraße, Wilhelm-Holert-Straße, Fahrendofer Weg, and many ditches.",1-1
26,"Ernestine ist 102 Jahre: ""Steppen hält mich jung""","Ernestine is 102 years old: ""Dancing keeps me young.",1-2
27,"München - Tanz-Gott Fred Astaire wäre sicher stolz auf sie, wenn er vom Himmel runter zum Münchner Ostbahnhof schaut! Immer montags treffen sich nämlich dort in der ""Mandolin Motion Show Academy"" um Punkt 15 Uhr drei Damen zum flotten Stepptanz - zusammen sind sie unglaubliche 277 Jahre alt, pardon jung!",God,2-1
28,"Die Älteste von ihnen ist Ernestine Stauchner, sie feierte kürzlich ihren 102.","The oldest of them is Ernestine Stauchner, she recently celebrated her 102nd.",1-1
29,Geburtstag.,Birthday.,1-1
30,"Für die gebürtige Münchnerin (15. Januar 1921) von der Schwanthaler Höh"" ist der Montag DER Höhepunkt der Woche.","For the native Munich resident (January 15, 1921) from Schwanthaler Höh"", Monday is THE highlight of the week.",1-1
31,"""Tanzen und Steppen ist mein Leben, ohne kann ich mir nicht vorstellen"".","""Dancing and tap dancing is my life, I can't imagine myself without them.",1-1
32,Mit Ernestine schwingen auch Eva-Maria Stolze (fast 97) und Elfriede Widmann (79) die Tanzbeine.,"With Ernestine, Eva-Maria Stolze (almost 97) and Elfriede Widmann (79) also swing their dancing legs.",1-1
33,Die 97-Jährige ist 1926 in Jena (Thüringen geborgen).,The 97-year-old was born in Jena (Thuringia) in 1926.,1-1
34,"Sie war eine Soubrette, heute würde man Musical-Darstellerin sagen, arbeitete mit der legendären Marika Rökk zusammen.","She was a soubrette, today one would say musical performer, worked with the legendary Marika Rökk.",1-1
35,"""Mit Tanzen, Schauspielern und Singen hab ich mein Leben verbracht"".","""With dancing, acting, and singing I have spent my life.",1-1
36,Mit ihren 79 Jahren ist Elfriede Widmann so etwas wie das Küken in der Runde der Stepptänzerinnen.,"At 79 years old, Elfriede Widmann is something like the chick in the group of tap dancers.",1-1
37,"Sie sagt: ""Wir haben hier einfach Spaß mit unserer Tanzlehrerin Sissy Engl"".","She says: ""We simply have fun here with our dance teacher Sissy Engl"".",1-1
41,Wikipedia: Der Stepptanz wurde im 19.,Heute ist der Stepptanz weltweit bekannt und beliebt. Translation: Wikipedia: Tap dance was developed in the 19th century in the USA and is a form of dance where the dancers create rhythmic patterns with their feet.,1-4
45,Jahrhundert in den USA entwickelt und ist heute überall auf der Welt bekannt.,Developed in the United States in the century and is now known worldwide.,1-1
46,"Mit je zwei Metallplatten, die haltbarer sind als die zunächst benutzten Holzsohlen, vorne und hinten an den Schuhen angebracht, werden beim Tanzen rhythmische Klänge erzeugt, die zum optischen Eindruck und zur Musik passen.","With two metal plates attached to the front and back of the shoes, which are more durable than the initially used wooden soles, rhythmic sounds are produced while dancing that match the visual impression and music.",1-1
47,Der Tänzer wird somit auch zum Perkussions-Musiker.,The dancer thus also becomes a percussion musician.,1-1
48,Der englische Ausdruck dafür ist lautmalerisch Tap dance und der französische Claquettes.,"The English expression for this is onomatopoeic ""Tap dance"" and the French ""Claquettes"".",1-1
49,Der spanische Flamenco könnte den Stepptanz beeinflusst haben.,The Spanish flamenco could have influenced tap dancing.,1-1
50,"Dabei werden die Spitzen der Schuhe genagelt, damit sie beim Tanzen einen gut hörbaren Ton erzeugen.",The shoe tips are nailed so they produce a loud audible sound while dancing.,1-1
51,Die 77-jährige Sissi Engl ist die gute Seele des Tanzstudios am Ostbahnhof.,The 77-year-old Sissi Engl is the good soul of the dance studio at Ostbahnhof.,1-1
52,"Sie ist Schauspielerin, Tänzerin und Choreografin.","She is an actress, dancer, and choreographer.",1-1
53,"""Wir sind eine große Familie, bei uns sind groß und klein, Alt und Jung willkommen"".","""We are a large family, where big and small, old and young are welcome.",1-1
54,Und was ist das Rezept für ein so langes Leben?,And what is the recipe for such a long life?,1-1
55,"""Mich hält die Bewegung jung"", sagt die 102-Jährige zu BILD.","""The movement keeps me young,"" says the 102-year-old to BILD.",1-1
56,"Ihr Rat an alle: ""Sport, gesundes Essen und keinen Alkohol"". Analog im Dialog - Die Grenzen des Digitalen","Her advice to everyone: ""Exercise, healthy eating, and no alcohol.",2-1
57,Mit fortschreitender Digitalisierung wächst bei so manchen wieder die Lust auf analog,"With the progress of digitization, many people are once again yearning for analog.",1-1
59,Dresden.,Dresden.,1-1
60,"Wenn man im Jahr 1985 in Bautzen ein Telefongespräch führen wollte, gab es drei Möglichkeiten.","If you wanted to make a phone call in Bautzen in the year 1985, there were three options.",1-1
61,"Entweder gehörte man zu den sechs Prozent der Glücklichen, die über einen privaten Anschluss verfügten.",Either one belonged to the six percent of lucky ones who had a private connection.,1-1
62,"Oder man gehörte zu denen, die Jemanden aus dieser exklusiven Gruppe in der Nachbarschaft hatten und dort für eine Flasche Radeberger mit der Verwandtschaft telefonieren konnten.",Or you belonged to those who had someone from this exclusive group in the neighborhood and could make a phone call with the relatives there for a bottle of Radeberger.,1-1
63,Oder man suchte eine Telefonzelle auf.,Or one could look for a telephone booth.,1-1
64,Unvergessen der Geruch des Plastehörers und das Klicken der Kleingeldmünzen im Automaten.,Unforgettable the smell of the plastic receiver and the clicking of small coins in the vending machine.,1-1
66,Wie weiter in Moldau?,What now in Moldova?,1-1
67,14 Tage für eine neue Regierung,14 days for a new government,1-1
68,In Moldau (auch: Moldawien) hat die Präsidentin Maia Sandu den ehemaligen Innenminister Dorin Recean mit der Regierungsbildung beauftragt.,"In Moldova (also: Moldavia), President Maia Sandu has tasked former Interior Minister Dorin Recean with forming the government.",1-1
69,Dafür hat der 48-Jährige Wirtschaftsexperte jetzt 14 Tage Zeit.,The 48-year-old economic expert now has 14 days to do so.,1-1
70,Bisher war Recean einer der Berater der Präsidentin.,"So far, Recean was one of the advisors to the President.",1-1
71,Nach nur anderthalb Jahren im Amt war Ministerpräsidentin Natalia Gavrilita überraschend zurückgetreten.,"After just a year and a half in office, Prime Minister Natalia Gavrilita unexpectedly resigned.",1-1
73,"Die Präsidentin dankte Gavrilita für deren ""enorme Opfer"".","The president thanked Gavrilita for her ""enormous sacrifices"".",1-2
74,Moldau ist Nachbarland der Ukraine und leidet unter den wirtschaftlichen Folgen des Krieges.,Moldova is a neighboring country of Ukraine and is suffering from the economic consequences of the war.,1-1
75,Die Inflation liegt bei über 40 Prozent und die kleine Republik hat Zehntausende Geflüchtete aus der Ukraine aufgenommen.,The inflation is over 40 percent and the small republic has taken in tens of thousands of refugees from Ukraine.,1-1
76,"Im Parlament in Chisinau hat die von Präsidentin Sandu gegründete pro-europäische Partei PAS (Partei der Aktion und Solidarität) eine komfortable Mehrheit, denn sie besetzt 63 von 101 Sitzen.","In the parliament in Chisinau, the pro-European party PAS (Party of Action and Solidarity) founded by President Sandu has a comfortable majority, as it holds 63 out of 101 seats.",1-1
77,Die Bestätigung des neuen Regierungschefs und seines Kabinetts dürfte von daher kein Problem darstellen.,The confirmation of the new prime minister and his cabinet should not be a problem.,1-1
79,Das waren die Kostüme der Promis,Those were the costumes of the celebrities.,1-1
80,2023 wird wieder ordentlich gefeiert in Veitshöchheim.,"In 2023, Veitshöchheim will be celebrated with great enthusiasm again.",1-2
81,Die 5. Jahreszeit ist in vollem Gange und die Prominenz ließ sich nicht lange bitten.,The 5th season is in full swing and the celebrities didn't wait long.,1-1
82,"Landesvater Markus Söder ging nicht etwa als Moses, was sein Kostüm vermuten lässt.","State father Markus Söder did not go as Moses, as his costume may suggest.",1-1
83,Er sieht sich eher als Stammesältester der Bayern.,He sees himself more as the tribal elder of the Bavarians.,1-1
84,An seiner Seite Ehefrau Karin Baumüller-Söder.,"By his side, wife Karin Baumüller-Söder.",1-1
86,Aus den Tiefen des Meeres nach Franken kam Justizminister Georg Eisenreich samt Frau Anja.,"From the depths of the sea to Franconia came Minister of Justice Georg Eisenreich, along with his wife Anja.",1-1
87,"Völlig abgehoben: Minister für Wissenschaft und Kunst, Markus Blume, zieht es in den Weltraum.","Completely lifted off: Minister for Science and Art, Markus Blume, is drawn to outer space.",1-1
88,Landtagspräsidentin,President of the regional parliament.,1-1
89,"Ilse Aigner suchte sich niemand geringeres als ""Mama Bavaria"" als Vorbild für ihr Kostüm.","Ilse Aigner chose none other than ""Mama Bavaria"" as her role model for her costume.",1-1
90,Im Peace-and-Love-Modus: Bayerns Gesundheitsminister Klaus Holetschek nebst Gattin Birgit.,In peace and love mode: Bavaria's Minister of Health Klaus Holetschek with his wife Birgit.,1-1
91,Bob der Baumeister alias Bauminister Christian Bernreiter mit seiner Frau Ann-Kathrin Jandt-Bernreiter als Wendy.,Bob the Builder alias Building Minister Christian Bernreiter with his wife Ann-Kathrin Jandt-Bernreiter as Wendy.,1-1
92,Bayerns Goldjunge: Finanzminister Albert Füracker mit seiner Frau Evelyne.,Bavaria's golden boy: Finance Minister Albert Füracker with his wife Evelyne.,1-3
93,Sie trug Silber.,She wore silver.,1-1
94,Er spielt sogar im Fasching den Sheriff: Bayerns Innenminister Joachim Herrmann.,He even plays the sheriff at the carnival: Bavaria's Minister of the Interior Joachim Herrmann.,1-1
95,An seiner Seite Ehefrau Gerswid.,"At his side, wife Gerswid.",1-1
96,Auf der Walz: Wirtschaftsminister Hubert Aiwanger huldigt mit seinem Kostüm dem Handwerk.,On the road: Minister of Economics Hubert Aiwanger pays tribute to craftsmanship with his costume.,1-1
97,"Seine Partnerin Tanja Schweiger, Landrätin des Kreises Regensburg, tut es ihm gleich.","His partner Tanja Schweiger, district administrator of the Regensburg district, does the same.",1-1
98,Die politische Opposition durfte natürlich auch nicht fehlen.,"The political opposition, of course, could not be missing.",1-1
