id,source,translation,n2m
1,"Tufts of cloud burned black before the sunrise, the horizon littered with the flotsam of old and rusted silhouettes.",日の出前に黒く焼けた雲のかけらが、古く錆びたシルエットの漂着物でいっぱいの見渡す限りに広がっていた。,1-1
2,They were alone.,彼らは一人ぼっちだった。,1-1
3,"Chemtrails, the farmer had said to Alec, early on their walk.",「ケムトレイル」と農夫はアレックに、歩き始めた初めに言った。,1-1
4,"Other than this, he had been silent.",これ以外には彼は黙っていた。,1-1
5,"Fifty feet away, the field gave way to freshly tilled brown soil, forming mounds everywhere on the uneven earth.",50フィート先には、新鮮な褐色の土が起伏した地面に山のように並ぶようになっていた。,1-1
6,Chalky rocks littered the plot in every direction.,白色の岩があらゆる方向に散らばっていた。,1-1
7,Each step in this place was as muddy and wet as the last.,この場所の各所は前と同様に泥だらけで濡れていた。,1-1
8,"Further still, a thin metal fence marked the edge of the land, clots of wool decorating the wire like fairy lights where the sheep had once tried to break through.",さらに先には、薄い金属製の柵が土地の端を示し、羊が一度抜け出そうとしたところで、ワイヤーに妖精のような光を放つような羊毛が飾られていた。,1-1
9,He swatted another fly away from his face.,彼は顔から別の雀を叩き飛ばした。,1-1
10,"No, the farmer said.",「いいえ」農夫は言った。,1-1
11,I'm a vegetarian.,「私はベジタリアンです」,1-1
12,"Really? My wife tried doing that a few years back, and.",「本当に？私の妻も数年前にそれを試したんだが―」,2-1
13,"No, the farmer said, and the conversation died.",「いや」と農夫は言った。 そして会話は終わった。,1-2
14,"The world was still dark, even if only for a little while.",世界はまだ暗闇のままだった、少しの間でも。,1-1
15,The sun was almost free.,太陽はほぼ自由になった。,1-1
16,The day had almost begun.,その日はほぼ始まった。,1-1
17,"They're selling up to live with family, so she says.",「彼らは家族と一緒に暮らすために売却している、と彼女が言っている」,1-1
18,"I think I saw them in town a few times, Alec said.",「私は何度か街で彼らを見たと思う」とアレックは言った。,1-1
19,"They were almost at the water tank, at the smile.",彼らはほとんど水タンクの前に、微笑みの中にいた。,1-1
20,Were they the ones who made those wagon wheels?,「彼らがその車輪を作ったのは彼らなの？,1-1
21,"They'd mix sausage meat into a kind of well, kind of cinnamon swirl, I suppose.",彼らはソーセージミートを、まあ、シナモンスワールのようなものに混ぜていたと思う。,1-1
22,It's delicious.,おいしいです。,1-1
23,Did you ever try one?,あなたはいつか試したことはありますか？」,1-1
24,"Jean's moving out, the farmer said.",「ジャンが引っ越していくよ」と農夫が言った。,1-1
25,Did you know?,「ご存知でしたか？」,1-1
26,Who?,「誰？」,1-1
27,"Jean. The lady who lives down the lane, the farmer said, frowning.",「ジャン・・・。」農夫は皺を寄せながら、「レーンを下るあの女性」と言った。,2-1
28,"She's moving out, selling up her farm.",「彼女は農場を売却して引っ越していくわよ」,1-1
29,"Oh yes, Jean. His voice drifted.",「ああ、ジャンはね…」彼の声は漂っていった。,2-1
30,"I saw the sign. Alec had driven past it on the way here, a farm twice the size of this one, its animals and land and people in far better condition.",「サインを見たよ」アレックはここに来る途中、この農場の2倍の大きさの畑を通り過ぎた。 そこの動物や土地、人々ははるかに良い状態だった。,2-2
31,He had not known the name.,彼はその名前を知らなかった。,1-1
32,He knew few out here.,彼はここではほとんど知り合いがいなかった。,1-1
33,"One more reminder that he did not belong, he supposed.",彼が属していないことを再度思い出させるものだと彼は思った。,1-1
34,"He gestured past a large, half-empty water tank around two hundred feet away, its translucent plastic grown stained with time, the smear of a smile where fluid had lapped within.",彼は手を振り、２００フィート先にある大きな半分空いた水タンクを指した。 その透明なプラスチックは時間の経過で汚れていた。 その中で液体が波打ったところには微笑みのような汚れがあった。,1-3
35,We found them near there.,「その近くで見つけたんだ」,1-1
36,His face fell.,彼の顔が落ちた。,1-1
37,Alec checked his watch.,アレックは時計を確認した。,1-1
38,7.06 a.m. The sun would soon rise.,7時06分 太陽はもうすぐ昇るだろう。,2-1
39,"They kept on, the silence drowned out by the buzzing of the flies and the distant hellos of scraggly sheep out there in the semi-darkness.",彼らは続けた、蝿の鳴き声と遠くに聞こえる草刈りの羊の声で沈黙が消されていた。,1-1
40,Alec grimaced.,アレックは顔をしかめた。,1-1
41,"He stepped back, tensing before rushing over the ditch.",彼は後ろに下がり、溝を飛び越える前に体を硬直させた。,1-1
42,"He came down with a thud, right into the thick and gelatinous mud.",彼はドンと落ちて、厚くてゼラチンのような泥の中に落ちた。,1-1
43,He splattered his black trouser legs and the farmer's jeans.,彼は黒いズボンと農夫のジーンズに激しくべちゃべちゃと飛び散らせた。,1-1
44,"The other man tutted, smiling.",もう一人の男はうなずきながら微笑んだ。,1-1
45,"What have we come to, eh?",「どうなってしまったんだい？」,1-1
46,"Alec brushed at the muck around his ankles, but this only spread it further.",アレックは足元のごみを払ったが、それはむしろ広がってしまった。,1-1
47,His palms grew filthy.,彼の手のひらは汚くなった。,1-1
48,The farmer walked on.,農夫は歩き続けた。,1-1
49,"Alec stared at the mud, and the farmer grinned, his cheeks ruddy beneath his dirty white beard.",アレックは泥を見つめた。 農夫は邪悪な微笑を浮かべ、汚れた白い髭の下で彼の頬が赤く輝いていた。,1-2
50,"With that thick wax coat and that gut and that voice, he could have been a lunatic Santa Claus.",その厚いワックスのコートとその腹とその声で、彼は気違いのサンタクロースになり得た。,1-1
51,"You won't fall, he said.",「落ちないよ」彼は言った。,1-1
52,"Not afraid of a little dirt, are you, Sergeant Nichols?",「少しの汚れなんて怖がらないでしょう、ニコルズ軍曹？」,1-1
53,No. Yes.,「いいえ」はい。,2-1
54,I just hope you aren't wasting my time.,「私はただあなたが私の時間を無駄にしていないことを願っている。,1-1
55,And these flies.,そしてこれらのハエ…」,1-1
56,"Alec swatted one away from his rolled-up sleeve, a great bulbous thing that had nestled on the hairs of his forearm.",アレックは袖を巻いた腕の毛から、大きな膨らんだものを払って叩き飛ばした。 それは彼の腕の毛に棲んでいたものだった。,1-2
57,He was food for this whole place.,彼はこの場所全体の食料だった。,1-1
58,"Try covering up next time, the farmer said.",「次回は覆いをかけてみてください」と農夫は言った。,1-1
59,"Where are they? Alec asked, shivering.",「どこにいるの？」アレックは震えながら尋ねた。,2-1
60,It was 6.55 a.m.,6時55分だった。,1-1
61,He'd left his jacket in his patrol car.,彼はパトロールカーにジャケットを残していた。,1-1
62,"There weren't any sheep over here, the farmer said, ignoring the question.",「ここには羊はいなかったよ」 農夫は質問を無視して言った。,1-2
63,"He leapt over the bank, his boots slipping slightly on the incline.",彼は坂を跳び越え、靴が少し傾斜した地面で滑りそうになった。,1-1
64,They normally love coming over here.,「彼らは通常ここに来るのが大好きなんだよ」,1-1
65,"And now their torches revealed the edge of a bank, right before the crest of a shallow stream that cut through the farmer's reclaimed marshland.",そして彼らの火炎棒が堤防の端を明らかにした。 それは農民が湿地を取り戻した浅い河川の山頂の直前にあった。,1-2
66,"Along its muddy edge and all around, the reeds sang with flies and crickets and buntings.",泥だらけの岸辺と周りで、蘆葦はハエやカマキリ、ミスジュウカラと共に歌っていた。,1-1
