id,source,target,n2m
1,"Все последующее было предсказуемо: возгласы и стоны, нервные шутки и похвалы мне, стоящему в белом у жаровни:","Wszystko późniejsze było przedeświadczalne: okrzyki i szumy, nerwowe dowcipki i pochwały dla mnie, stojącego w białym ubraniu przy kominku.",1-1
2,"Маэстро, вы превзошли себя!","""Mistrzowie, przekroczyliście swoje możliwości!""",1-1
3,"Сюзанна, ты чувствуешь запах ста тысяч, брошенных Настасьей Филипповной в огонь?","Czesu, czujesz zapach stu tysięcy, porzuconych przez Nastasję Filipówną w ogień?.",1-1
4,"Милый, сколько же сегодня сжег ты для меня?","Drogi, ileż tam trafiło dzisiaj na mnie od ciebie?",1-1
5,"Барбара, мы с тобой преступницы!","Barbara, my z tobą przestępcy!",1-1
6,"Ах, в этой рыбе привкус безумия!","Ach, w tej rybie smak szaleństwa!",1-1
7,"Томас, стыдно признаться, но я впервые ем и осетрину!","Tomasz, zawsze się śmiało, ale po raz pierwszy jedzę jesiotrynę!",1-1
8,"Попыхивая сигарой, достаю пачку красивых полупрозрачных английских банкнот с самодовольной физиономией короля, вынимаю одну, складываю из нее тельца.","Pochylony sygařem, dostaję paczkę pięknych, półprzezroczystych angielskich banknotów z samodzielną fizjonomią króla, wyjmu jedną, składając z niej telce.",1-1
9,Кладу в пепельницу и поджигаю.,Wkładaję do piecy i podpala.,1-1
10,"Это жертва благодарения цифровому миру, обеспечившему нас работой.","To jest ofiara wdzięczności cyfrowemu światu, którego dostarczyło nam pracę.",1-1
11,Я совершаю этот ритуал каждый раз после удачного вечера.,Czytuję ten rytuał każdego razu po udanym wieczorze.,1-1
12,"Современные купюры горят отвратительно, приходиться поджигать и поджигать.","Nowoczesne pieniadze palą się odrażająco, muszę podpalać i podpalać.",1-1
13,"Мда, англичане в ту пору оказались ""впереди планеты всей"".","Nie, Anglicy w tamtej chwili okazali się ""najpierwszymi na całej planecie"".",1-1
14,"Четверку джентльменов, подаривших миру новую моду, тогда окрестили ""новыми битлами"": трое из них совпадали именами с ливерпульской четверкой: Джон, Джордж и Пол.","Czterej dżentelmeni, którzy podarli światu nową modę, zostali nazwani ""nowymi Beatlesami"": trzech z nich współgrało imionami z liverpoolską czwórką John, George i Paul.",1-1
15,Контрфаготиста звали Грегор.,Kontrafagotystę zwać Grehor.,1-1
16,"И те, и нынешние стремительно ворвались в послевоенный европейский мир.","I oni, i obecni szybko wkroczyli do powojennego świata europejskiego.",1-1
17,"Да, после войны всем, всем вдруг отчаянно захотелось почитать.","Tak, po wojnie wszystkim, wszystkim nagle bardzo chciało się nauczyć.",1-1
18,"Руки взломщиков потянулись к книгохранилищам, а гурманы и золотая молодежь в первые подпольные читальни.","Ręce złodziei rozciągnęły się ku bibliotekom, a gurmanki i złota młodzież w pierwsze podziemne czytelnie.",1-1
19,Потом туда хлынули и обыватели.,Potem tam przypłynęli i mieszkańcy.,1-1
20,Это были золотые времена.,Był to złoty okres.,1-1
21,"Те, кто оказались тогда в нужном месте, срубили бабла по полной: второсортный повар, взятый из уличной забегаловки, за пару месяцев делал себе состояние.","Ci, którzy znaleźli się wówczas w odpowiednim miejscu, obcięli babla na pełnym: drugorzędny kucharz, zatrudniony z ulicznego biega, za parę miesięcy zrobił sobie majątek.",1-1
22,"Мда, родись я лет на пять пораньше.","Nie, urodziłem się pięć lat za wcześnie.",1-1
23,В те сумасшедшие годы завороженный процессом народ не обращал внимание на качество.,W tych szalonych latach zafascynowany procesem lud nie zwracał uwagi na jakość.,1-1
24,"Читали тогда, что называется, ""по диагонали"": дым, копоть, воспарения.","Czytali wtedy, że llamado ""po diagonali"": dym, kopanie, woskreszenia.",1-1
25,"О качестве еды и говорить нечего: богатые дурачки, в одночасье ставшие гурманами, глотали сухой стейк из солнечника на ""Старике и море"", спаленную аррачеру на Дос-Пассосе и недожаренную свинину на ""Швейке"".","O jakości jedzenia i mówić nieczego: bogate duraczki, w jednym momencie stali się gurmynami, gloтали suchy stek z pomidora na ""Starej i morze"", spaloną arracanę na Dos-Pasosie i nieprzyrządzoną świninę na ""Szwajku"".",1-1
26,За эти девять лет именно русская литература принесла мне весьма приличный доход.,W ciągu tych dziewięciu lat to właśnie rosyjska literatura przyniosła mi spory dochód.,1-1
27,"Благодаря ее пылающим страницам я прошел суровый путь от рядового повара в подпольных забегаловках Гонконга до шефа-по-вызову с тремя звездами и могу позволить теперь себе жить гастролями, кочуя по миру.","Dzięki jej płomiennym stronkam przeszedłem surowy szlak od prostego kucharza w podziemnych zakładach Hongkongu do szefa-po-wzywaniu z trzema gwiazdami i teraz mogę sobie pozwolić na wędrówki, kończąc się światłem.",1-1
28,"Ну и конечно Опыт, Опыт, ""сын ошибок трудных"".","No i oczywiście Doświadczenie, Doświadczenie, ""syn błędów trudnych"".",1-1
29,Да и мать его Случайность.,Its mother is Randomness.,1-1
30,И отец Интуиция.,I ojciec Intuicja.,1-1
31,"Книги как лошади дикие и своенравные, если не найти к ним подхода.","Książki jak konie dzikie i swawolne, jeśli nie znaleźć do nich podejścia.",1-1
32,Я обхожусь без стека и шпор.,Ja chodzę bez kciuków i szpor.,1-1
33,"Ласка, только ласка.","Laska, tylko laska.",1-1
34,"Книги для меня не просто дрова, как их называют в нашем поварском подпольном сообществе.","Książki dla mnie nie są prostą drewno, jak je nazywa się w naszym kuchennym podziemnym środowisku.",1-1
35,"Все-таки книга это целый мир, хоть и ушедший навсегда.","Wszystko-taки książka to cały świat, choć i odeszły na zawsze.",1-1
36,В этом смысле я романтик.,W tym sensie jestem romantykiem.,1-1
37,"Я сын гуманитария, внук стоматолога, правнук адвоката, праправнук раввина.","Syn humanisty, wnuk stomatologa, prawnuk adwokata, pra-prawnuk rabina.",1-1
38,"И я знаю точно если ты любишь книгу по-настоящему, она отдаст тебе все свое тепло.","Wiem, że jeśli naprawdę kochasz książkę, ona da Ci wszystko swoje ciepło.",1-1
39,"А я люблю русскую классику, хотя не прочел и до середины ни одного русского романа.","Lubię rosyjską klasykę, choć nie przeczytałem i do połowy żadnego rosyjskiego romansu.",1-1
40,"И я не буду жарить стейк на писателе второго сорта, вроде Горького.","I nie będę gotować steka na pisarzu drugiego sortu, jakimś Gorkiem.",1-1
