id,source,translation,n2m
1,一九九三年的那个冬天，对我来说最重要的事，是我爸爸回来了，就在我妈结婚前的那个星期。,"In the winter of 1993, the most important thing for me was that my dad came back, just one week before my mom was to be married.",1-1
2,十二月的一个下午，他到学校来找我。,"One afternoon in December, he came to school to look for me.",1-1
3,我一路飞奔向大门口，隔着铁栏杆远远地看到他站在外面抽烟。,"I dashed towards the main gate and saw him standing outside smoking, from a distance through the iron bars.",1-1
4,身上穿着一件黑色长风衣，竖起的领子遮住了半张脸。,"Wearing a black overcoat, the raised collar concealed half of the face.",1-1
5,不知道为什么，连他的样子也没有看清，就觉得他过得似乎很不好。,"I don't know why, even though I didn't get a clear look at him, I feel like he's not doing well.",1-1
6,我的心一酸，眼泪掉了出来。,"My heart ached, and tears fell from my eyes.",1-1
7,我没想过我妈妈会有再婚的念头。,I never thought that my mother would consider remarrying.,1-1
8,或许潜意识里，我觉得她应该因为我爸爸的离开而一直痛苦下去，就像我一样。,"Perhaps subconsciously, I feel that she should continue to suffer because of my dad's departure, just like me.",1-1
9,况且，我觉得她缺少那种找到幸福的能力。,"Moreover, I feel that she lacks the ability to find happiness.",1-1
10,事实也许的确如此，可是幸福有能力找到她。,"Perhaps this is indeed the case, but happiness has the ability to find her.",1-1
11,不是吗，作为一个美人，根本不必那么辛苦，她什么都不用做，只要站在原地就好了。,"Isn't it true? As a beautiful person, she doesn't have to work so hard. She doesn't have to do anything, just standing there is enough.",1-3
12,我还记得，那一年的冬天特别长，四月过了一半，迎春花还没有开。,"I still remember, the winter that year was especially long. Halfway through April, the spring flowers had not yet bloomed.",1-2
13,父母离婚的事，令你的情绪很消沉。,The matter of your parents' divorce is making you feel very depressed.,1-1
14,我们好久都没有什么新游戏了，一到傍晚就百无脚赖地坐在死人塔的房顶上。,"We haven't had any new games for a long time, so we just aimlessly sit on the roof of the Dead Man's Tower every evening.",1-1
15,院子里散落的那些身体部件中，又多了几只胳膊。,"In the yard, several more arms have been added to the scattered body parts.",1-1
16,我们用钩子把它们拨到一起，摆成了一个千手观音。,"We used hooks to bring them together, arranging them into a Thousand-Hand Guanyin.",1-1
