id,source,translation,n2m
1,"The mother was speaking from the breakfast room, out of my field of view.","Matka mówiła z sali śniadaniowej, poza moim polem widzenia.",1-1
2,"I liked that room a lot, with its long, oaken table and glass walls on three sides.","Bardzo podobał mi się ten pokój, z długim dębowym stołem i przeszklonymi ścianami z trzech stron.",1-1
3,"You could see the bright sparkle of the lake through the glass walls, and sunlight shifted through the moving branches of an ancient willow that shaded the house.","Przez szklane ściany można było zobaczyć jasny blask jeziora, a światło słoneczne przebijało się przez poruszające się gałęzie starożytnej wierzby, która ocieniała dom.",1-1
4,"We had a system of accounting, a chart on a wall.","Mieliśmy system księgowości, wykres na ścianie.",1-1
5,There were merits and demerits.,Były zalety i wady.,1-1
6,"A merit was for an outrage success­fully committed, a demerit for an act that should bring on humiliation.","Zasługą było dokonanie skutecznie zniewagi, przewinieniem za czyn, który powinien przynieść upokorzenie.",1-1
7,"Juicy got merits for drooling into cocktails undetected, while Low got demerits for kissing up to a father.","Juicy dostała zasługi za niezauważone ślinienie się do koktajli, a Low za to, że całowała się z ojcem.",1-1
8,Probably not his own—Low's parentage was a well-kept secret.,Prawdopodobnie nie jego pochodzenie Lowa było dobrze strzeżoną tajemnicą.,1-1
9,But he'd been spotted asking a guy with male-pattern baldness for wardrobe advice.,"Ale został zauważony, jak pytał faceta z łysieniem typu męskiego o poradę dotyczącą garderoby.",1-1
10,"We had to hide the running, though, in case our haste betrayed us, so truer to say we slipped out quietly.","Musieliśmy jednak ukryć ucieczkę, na wypadek gdyby nasz pośpiech nas zdradził, więc prawdziwsze było stwierdzenie, że wymknęliśmy się po cichu.",1-1
11,"When one of my parents appeared, my technique was: pretend to catch sight of someone in the next room.","Kiedy pojawił się jeden z moich rodziców, moją techniką było: udawać, że dostrzegam kogoś w sąsiednim pokoju.",1-1
12,"Move in a natural manner toward this figment of my imagination, making a purposeful face.","Poruszaj się w naturalny sposób w kierunku tego wytworu mojej wyobraźni, robiąc zamyśloną minę.",1-1
13,Go through the door.,Przejdź przez drzwi.,1-1
14,And fade away.,I zniknąć.,1-1
15,"As the evenings wore on, some parents got it into their heads to dance.","W miarę upływu wieczorów niektórym rodzicom wpadło do głowy, żeby tańczyć.",1-1
16,A flash of life would move their lumpen bodies.,Błysk życia poruszyłby ich grudkowate ciała.,1-1
17,Sad spectacle.,Smutny spektakl.,1-1
18,"They flopped, blasting their old-time music.","Klapali, grając swoją dawną muzykę.",1-1
19,"""Beat on the brat, beat on the brat, beat on the brat with a baseball bat, oh yeah.""","""Bij bachora, bij bachora, bij bachora kijem bejsbolowym, o tak. """,1-1
20,Later the talk grew louder.,Później rozmowy stały się głośniejsze.,1-1
21,"Freed of our influence, some of them emitted sudden, harsh barks.","Uwolnione od naszego wpływu, niektóre z nich wydawały nagłe, ostre szczekanie.",1-1
22,"Apparently, laughing.",Najwyraźniej śmiejąc się.,1-1
