id,source,translation,n2m
1,"Nie wyjdzie stamtąd, mówię wam powiedział pryszczaty, z przekonaniem kiwając głową.",「彼はそこから出てこないでしょう、私はあなたに言います」 にきびは自信を持ってうなずきながら言った。,1-2
2,"Już godzina i ćwierć, jak tam wlazł.",「彼がそこに入ってから1時間15分が経ちました。,1-1
3,Już po nim.,彼の後に。,1-1
4,"Mieszczanie, stłoczeni wśród ruin, milczeli wpatrzeni w ziejący w rumowisku czarny otwór, w zagruzowane wejście do podziemi.",廃墟に群がる町人たちは黙って、瓦礫の中にぽっかりと空いたブラックホールを見つめていた。,1-1
5,"Grubas w żółtym kubraku przestąpił z nogi na nogę, chrząknął, zdjął z głowy wymięty beret.",黄色のダブレットを着た太った男は足から足へと移動し、うめき声を上げ、くしゃくしゃのベレー帽を脱いだ。,1-1
6,"Poczekajmy jeszcze powiedział, ocierając pot z rzadkich brwi.",「もう少し待ってみましょう」 彼はそう言って、まばらな額の汗を拭った。,1-2
7,Na co? prychnął pryszczaty.,- 何のために？ にきびが鼻を鳴らした。,1-2
8,"Tam, w lochach, siedzi bazyliszek, zapomnieliście, wójcie?",– そこのダンジョンには、バジリスクがいます、コミューンの長を忘れていませんか?,1-1
9,"Kto tam wchodzi, ten już przepadł.",そこに入った人は、すでに迷子になっています。,1-1
10,Mało to ludzi tam poginęło?,そこで何人死んだ？,1-1
11,Na co tedy czekać?,何を求めている？,1-1
12,Umawialiśmy się przecie mruknął niepewnie grubas.,「私たちは合意に達しました」 太った男は不確かにつぶやいた。,1-2
13,Jakże tak?,- どうして？,1-1
14,"Z żywym się umawialiście, wójcie rzekł towarzysz pryszczatego, olbrzym w skórzanym, rzeźnickim fartuchu.",「あなたは生きている男と付き合っていた、コミューンの首長」 皮の肉屋のエプロンを着た巨人で、にきびの男の仲間が言った。,1-2
15,"A nynie on martwy, pewne to jak słońce na niebie.",「そして、空に浮かぶ太陽のように、彼は死んでいない」,1-1
16,"Z góry było wiadomo, że na zgubę idzie, jako i inni przed nim.",彼の前に他の人たちと同じように、彼が運命に向かっていることは前もってわかっていました。,1-1
17,"Przecie on nawet bez zwierciadła polazł, z mieczem tylko.",結局のところ、彼は剣だけで、鏡なしでさえ行きました。,1-1
18,"A bez zwierciadła bazyliszka nie da się zabić, każdy to wie.",そして鏡がなければバジリスクを殺すことはできない、ということは誰もが知っている。,1-1
19,"Zaoszczędziliście grosza, wójcie dodał pryszczaty.","– あなたはペニーを節約しました, 市長 – にきびを追加。",1-1
20,Bo i płacić za bazyliszka nie ma komu.,– バジリスクの代金を支払う人がいないため。,1-1
21,Idźcie tedy spokojnie do dom.,では、安心してお帰りください。,1-1
22,"A konia i dobytek czarownika my weźmiemy, żal dać przepadać dobru.",そして、魔術師の馬と所有物を受け取ります。 良いものを無駄にするのは残念です。,1-2
23,Ano powiedział rzeźnik.,「はい」と肉屋は言いました。,1-1
24,"Sielna klacz, a i juki nieźle wypchane.",「力強い牝馬、そしてサドルバッグはしっかりと詰め込まれています。,1-1
25,"Zajrzyjmy, co w środku.",中身を見てみましょう。,1-1
26,Jakże tak?,- どうして？,1-1
27,Coście?,なにか？,1-1
28,"Milczcie, wójcie, i nie mieszajcie się, bo guza złapiecie ostrzegł pryszczaty.",-黙って、市長、干渉しないでください。 そうしないと、腫瘍が発生します -にきびで警告されます。,1-3
29,Sielna klacz powtórzył rzeźnik.,「強い牝馬だ」と肉屋は繰り返した。,1-1
30,"Zostaw tego konia w spokoju, kochasiu.",「あの馬は放っておけよ、恋人よ。,1-1
31,"Rzeźnik odwrócił się wolno w stronę obcego przybysza, który wyszedł zza załomu muru, zza pleców ludzi, zgromadzonych dookoła wejścia do lochu.",肉屋は、ダンジョンの入り口に集まった人々の後ろから、壁の曲がり角の後ろから現れた見知らぬ人にゆっくりと振り向いた。,1-1
32,"Obcy miał kędzierzawe, gęste, kasztanowate włosy, brunatną tunikę na watowanym kaftanie, wysokie, jeździeckie buty.",見知らぬ人は巻き毛の太い栗色の髪、パッド入りのジャケットの上に茶色のチュニック、ハイ ライディング ブーツを履いていました。,1-1
33,I żadnej broni.,そして武器なし。,1-1
34,"Odejdź od konia powtórzył, uśmiechając się zjadliwie.",「馬から離れろ」彼は繰り返し、痛烈な笑みを浮かべた。,1-1
35,Jakże to?,- どうですか？,1-1
36,"Cudzy koń, cudze juki, cudza własność, a ty podnosisz na nie swoje kaprawe oczka, wyciągasz ku nim parszywą łapę? Godzi się tak?",他人の馬、他人のサドルバッグ、他人の財産、そしてあなたはそれらにリウマチな目を上げ、彼らに向かってあなたの厄介な足を伸ばしますか？,2-1
37,"Pryszczaty, powoli wsuwając rękę za pazuchę kurty, spojrzał na rzeźnika.",大丈夫ですか？ ピンピーはゆっくりとジャケットの中に手を入れ、肉屋を見た。,1-1
38,"Rzeźnik kiwnął głową, skinął w stronę grupy, z której wyszło jeszcze dwu, krępych, krótko ostrzyżonych.",肉屋がうなずき、グループに身振りで示すと、グループからさらに 2 人のずんぐりした、刈り込まれた男が出てきました。,1-1
39,"Obaj mieli pałki, takie, jakimi w rzeźni głuszy się zwierzęta.",どちらも、食肉処理場で動物を気絶させるために使用される種類の警棒を持っていました。,1-1
40,"Ktoście to niby spytał pryszczaty, nie wyjmując ręki zza pazuchy żeby nam prawic, co się godzi, a co nie?",「あなたは誰ですか？」と、にきびの男は胸から手を離さずに尋ねました。,1-1
41,"Nic ci do tego, kochasiu.",「あなたには関係ないわよ、愛。,1-1
42,Broni nie nosicie.,- あなたは銃を持っていません。,1-1
43,Prawda obcy uśmiechnął się jeszcze zjadliwiej.,「本当だ」 見知らぬ人はさらに辛辣に微笑んだ。,1-2
44,Nie nosze.,- 着ていません。,1-1
45,"To niedobrze pryszczaty wyjął rękę zza pazuchy, razem z długim nożem.",「それは良くない」 吹き出物の男は長いナイフと一緒に胸から手を抜いた。,1-1
46,"To bardzo niedobrze, że nie nosicie.",「あなたがそれを着ていないのは残念です。」,1-1
47,"Rzeźnik też wyciągnął nóż, długi jak kordelas.",肉屋はまた、カットラスと同じくらいナイフを引きました。,1-1
48,"Tamci dwaj postąpili do przodu, unosząc pałki.",残りの 2 人が前に出て、棍棒を上げた。,1-1
49,"Nie muszę nosić rzekł obcy, nie ruszając się z miejsca.",「私はそれを着る必要はありません」と見知らぬ人は動かずに言った。,1-1
50,Moja broń chodzi za mną.,「私の銃は私についてきます。,1-1
51,"Zza ruin wyszły, stąpając miękkim, pewnym krokiem, dwie młode dziewczyny.",二人の少女が廃墟の後ろから出てきて、柔らかく確かな足取りで歩いていた。,1-1
52,"Tłumek natychmiast rozstąpił się, cofnął, przerzedził.",群衆はすぐに別れ、後退し、間引いた。,1-1
53,"Obie dziewczyny uśmiechały się, błyskając zębami, mrużąc oczy, od kącików których biegły ku uszom szerokie, sine pasy tatuażu.",二人とも笑顔で、歯が光り、目を細め、隅から耳にかけて幅広の青いストライプのタトゥーが走っていた。,1-1
54,"Mięśnie grały na mocnych udach widocznych spod rysich skór otaczających biodra, na nagich, krągłych ramionach powyżej rękawic z kolczej siatki.",腰を縁取るオオヤマネコの皮の下から見える強い太もも、鎖帷子のガントレットの上にあるむき出しの丸い腕で、筋肉が遊んでいました。,1-1
55,"Sponad barków, też osłoniętych kolczugą, sterczały rękojeści szabel.",サーベルの柄は肩越しに突き出ており、鎖帷子にも覆われていました。,1-1
56,"Pryszczaty wolno, wolniutko zgiął kolana, upuścił nóż na ziemie.",ゆっくり、ゆっくりとにきび、彼は膝を曲げ、ナイフを地面に落としました。,1-1
57,"Z dziury w rumowisku rozległ się grzechot kamieni, chrobot, po czym z ciemności wynurzyły się dłonie wczepione w poszczerbiony skraj muru.",がれきの穴から石がガタガタと引っ掻く音が聞こえ、暗闇の中から壁のギザギザの端にしがみつく手が現れました。,1-1
58,"Za dłońmi pojawiły się kolejno głowa o białych, przyprószonych ceglanym miałem włosach, blada twarz, rękojeść miecza, wystająca znad ramienia.",手の後ろには、レンガをまぶした白い髪の頭、青白い顔、肩越しに突き出た剣の柄が次々と現れました。,1-1
59,Tłum zaszemrał.,群衆はつぶやいた。,1-1
60,"Białowłosy, garbiąc się, wytaszczył z dziury dziwaczny kształt, cudaczne cielsko, utytłane w pyle przesiąkniętym krwią.",白髪の男が前かがみになって穴から出てきたのは、血まみれのほこりで覆われた奇妙な形、奇妙な体でした。,1-1
61,"Dzierżąc stwora za długi, jaszczurczy ogon, rzucił go bez słowa pod nogi grubego wójta.",長いトカゲの尻尾をつかんで、太った市会議員の足元に無言で投げつけた。,1-1
62,"Wójt odskoczył, potknął się o zwalony fragment muru, patrząc na zakrzywiony, ptasi dziób, błoniaste skrzydła i sierpowate szpony na pokrytych łuskami łapach.",市会議員は飛び退き、崩れ落ちた壁につまずき、曲がった鳥のくちばし、水かきのある翼、うろこ状の足についた鎌状の爪を見つめた。,1-1
63,"Na wydęte podgardle, kiedyś karminowe, obecnie brudnorude.",膨張した喉に、かつてはカーマイン、今は汚れた生姜。,1-1
64,"Na szkliste, wpadnięte oczy.",ガラスのような、くぼんだ目。,1-1
65,"Oto bazyliszek rzekł białowłosy, otrzepując spodnie z kurzu.",「ここにバジリスクがいる」 白髪の男はズボンのほこりを払いながら言った。,1-2
66,Zgodnie z umową.,– 契約による。,1-1
67,"Moje dwieście lintarów, jeśli łaska.",よろしければ、私の 200 リンターを。,1-1
68,"Uczciwych lintarów, mało oberżniętych.",正直なリンター、あまり強化されていません。,1-1
69,"Sprawdzę, uprzedzam.",私はチェックします、私はあなたに警告します。,1-1
70,Wójt drżącymi dłońmi wysupłał sakiewkę.,市長は震える手でポーチを取り出した。,1-1
71,"Białowłosy rozejrzał się, na moment zatrzymał wzrok na pryszczatym, na leżącym koło jego stopy nożu.",白髪の男は辺りを見回し、足元に落ちていたにきびのついたナイフを見て一瞬立ち止まった。,1-1
72,"Popatrzył na mężczyznę w brunatnej tunice, na dziewczyny w rysich skórach.",彼は茶色のチュニックを着た男と、オオヤマネコの皮を着た少女たちを見た。,1-1
73,"Jak zwykle powiedział, wyjmując trzos z rozdygotanych rąk wójta.",「いつものように」と彼は言い、市長の震える手から財布を受け取った。,1-1
74,"Nadstawiam dla was karku za marny pieniądz, a wy tymczasem dobieracie się do moich rzeczy.",「わずかな金のために首を危険にさらしているのに、あなたは私のものをいじっている。,1-1
75,"Nigdy się, zaraza z wami, nie zmienicie.",」あなたは決して変わらないでしょう、あなたと一緒に疫病。,1-1
76,"Nie ruszone zamamrotał rzeźnik, cofając się.",「触れてない」と肉屋はつぶやき、後ずさりした。,1-1
77,Tamci z pałkami już dawno wtopili się w tłum.,棍棒を持っている人は、ずっと前に群衆に溶け込んでいました。,1-1
78,"Nie ruszone wasze rzeczy, panie.",「あなたのものは触れられていません。」,1-1
79,Wielcem rad białowłosy uśmiechnął się.,「ぜひ」 白髪の男は微笑んだ。,1-2
80,"Na widok tego uśmiechu, kwitnącego na bladej twarzy jak pękająca rana, tłumek zaczął się szybko rozpraszać.",青ざめた彼の顔に、破裂した傷のように咲いたその笑顔を見て、群衆は急速に散り散りになった。,1-1
81,"I dlatego, bratku, ty też nie będziesz ruszony.",「だから兄貴も動かないんだ」,1-1
82,Odejdź w pokoju.,安心して出発してください。,1-1
83,Ale odejdź prędko.,でもすぐに出発。,1-1
