id,source,target,n2m
1,ミホとサツキは地元で頻繁に会っているせいか、そっくりな表情と喋り方をしている。,"Miho and Satsuki have similar expressions and ways of speaking, probably because they meet frequently in their hometown.",1-1
2,特にお菓子の食べ方が似ていて、二人ともネイルを施した手でクッキーを小さく割りながら口に運んでいる。,"In particular, the way they ate the sweets was similar; both of them broke the cookies into small pieces with their manicured hands and brought them to their mouths.",1-1
3,前からそうだったろうか、と思いだそうとするが、記憶が曖昧だ。,"I tried to think if it had been like that before, but my memory was vague.",1-1
4,前に会ったときの二人の小さな癖や仕草は、もうどこかへ流れ出て行ってしまったのかもしれないとも思う。,I sometimes wonder if the little habits and gestures we had when we last met have already gone somewhere else.,1-1
5,ミホは、今では結婚して地元に中古の一戸建てを買っていて、そこに友達がよく集まっている。,"Miho is now married and has bought a used single-family house in her hometown, where her friends often gather.",1-1
6,明日もアルバイトなので億劫に思う時もあるが、コンビニ以外の世界との唯一の接点であり、同い年の「普通の三十代女性」と交流する貴重な機会なので、ミホの誘いにはなるべく応じるようにしている。,"I sometimes feel overwhelmed since I have to work part-time tomorrow as well, but it is the only contact I have with the world outside of the convenience store, and a valuable opportunity to interact with ""ordinary thirty-something women"" of my age, so I try to accept Miho's invitations as much as possible.",1-1
7,今日も、ミホと、まだ小さい子供を連れたユカリ、結婚しているが子供はまだのサツキと私、というメンバーで、ミホの家にケーキを持ち寄ってお茶をしていた。,"Today, the members of our group were Miho, Yukari who had brought her still small child, Satsuki who was married but had no children yet, and me. We brought a cake to Miho's house and had tea.",1-2
8,そのとき、私は、初めて、世界の部品になることができたのだった。,"At that moment, I realized for the first time that I could be part of the world.",1-1
9,私は、今、自分が生まれたと思った。,"At that moment, I felt as if I had been born.",1-1
10,世界の正常な部品としての私が、この日、確かに誕生したのだった。,On this day I was born as a normal part of the world.,1-1
11,オープンまでの二週間、二人組になったり、社員を相手にしながら、架空の客に向かって、ひたすら練習が続いた。,"For two weeks leading up to the opening, we practiced relentlessly with each other and with the staff, as if we were facing imaginary customers.",1-1
12,「お客様」の目を見て微笑んで一礼すること、生理用品は紙袋に入れること、温かい物は冷たい物と分けて入れること、ファーストフードを頼まれたら手をアルコールで消毒すること。,"Smiling and bowing when making eye contact with customers, putting sanitary products in paper bags, separating hot items from cold items, and disinfecting hands with alcohol when ordering fast food.",1-1
13,お金に慣れるためにとレジの中には本物のお金が入っていたが、レシートには「トレーニング」と大きく印字されていたし、相手は同じ制服を着たアルバイト仲間だし、なんとなくお買いものごっこをしているようだった。,"Though there were real money inside the register for us to get used to, the receipt was printed with the word ""training"" in large letters, and the person on the other side was wearing the same uniform as us and was our part-timer colleague, so it felt like we were playing pretend shopping.",1-1
14,二つ年下の妹は、私と違って、「普通」の子どもだった、かといって私を敬遠するわけでもなく、むしろ慕ってくれていた。,"My younger sister, who was two years younger than me, was a ""normal"" child, not to mention avoiding me, but rather admiring me.",1-1
15,妹が私と異なり普通のことで母に叱られているとき、母に私は近づいて「どうして怒っているの？」と理由を尋ねた。,"When my sister was scolded by my mother for something ordinary, I approached my mother and asked her ""Why are you angry?"" to find out the reason.",1-1
16,私が母に質問したせいでお説教が終わると、庇かばわれたと思うのか、妹はいつも私に「ありがとう」と言った。,My sister always thanked me as if I had been protected when the lecture ended because I asked my mother a question.,1-1
17,お菓子や玩具にあまり興味がなかった私は、それらを妹にあげることも多かった。,"I, who had little interest in sweets and toys, often gave them to my younger sister.",1-1
18,そのため、妹はいつも私についてまわっていた。,"So, my sister always followed me around.",1-1
19,「お父さん、焼き鳥好きだから、今日、これを焼いて食べよう」 良く聞こえなかったのだろうかと、はっきりとした発音で繰り返すと、母はぎょっとし、隣にいた他の子のお母さんも驚いたのか、目と鼻の穴と口が一斉にがばりと開いた。,"""Dad, I like yakitori, so let's make and eat this today. "" I repeated it in a clear voice, wondering if she hadn't heard it well. My mother gave a start, and the other mothers around us seemed surprised as their eyes, noses, and mouths opened wide all at once.",1-3
20,変な顔だったので笑いそうになったが、その人が私の手元を凝視しているのを見て、そうか、一羽じゃ足りないなと思った。,"I was about to laugh at the strange face, but when I saw that person staring at my hands, I thought, ""It's not enough with just one bird.",1-1
21,「もっととってきたほうがいい？」 近くで二、三羽並んで歩いている雀にちらりと視線をやると、やっと我に返った母が、「恵子！」ととがめるような声で、必死に叫んだ。 「小鳥さんはね、お墓をつくって埋めてあげよう。,"""Should I bring more?"" Glancing at the sparrows walking side by side nearby, my mother, who had finally come to her senses, shouted desperately in a voice as if scolding me, ""Keiko!"" ""Let's make a grave and bury the little bird,"" said my wife.",2-2
22,ほら、皆も泣いてるよ。,"""Look, everyone is crying too.",1-1
23,お友達が死んじゃって寂しいね。,It's sad that your friend has passed away.,1-1
24,ね、かわいそうでしょう？」,"Isn't it sad?""",1-1
25,「なんで？ せっかく死んでるのに」 私の疑問に、母は絶句した。,"""Why? What a waste of death. My mother was speechless to my question.",1-2
26,缶コーヒーと煙草とアメリカンドックを手早くＳサイズの袋に入れる。,"Quickly put the canned coffee, cigarettes, and Americano into an S-size bag.",1-1
27,その間、ポケットの中の小銭を鳴らしていた男性が、ふと思いついたように胸ポケットに手を入れる。,"Meanwhile, the man who had been jingling coins in his pocket suddenly reached into his breast pocket as if he had remembered something.",1-1
28,その仕草から、電子マネーで支払をするのだなと咄嗟に判断する。,"From his gesture, I instantly judged that he was going to pay with electronic money.",1-1
29,「いらっしゃいませ、おはようございます！」 軽い会釈をして、男性客が差し出した缶コーヒーを受け取る。,"""Welcome! Good morning!"" I exchanged a slight bow and accepted the can of coffee offered by the male customer.",1-2
30,「あー、あと煙草の５番を一つ」 「かしこまりました」 すばやくマルボロライトメンソールを抜き取り、レジでスキャンする。,"""Ah, and one pack of cigarettes, number five. ""Understood. Quickly remove the Marlboro Light Menthol and scan it at the register.",1-3
31,「年齢確認のタッチをお願いします」,"""Please confirm your age with a touch.",1-1
32,画面をタッチしながら、男性の目線がファーストフードが並んだショーケースにすっと移ったのを見て、指の動きを止める。,"The man's gaze shifted quickly to the show case where the fast food was lined up while he was touching the screen, and he stopped his finger movement.",1-1
33,「何かおとりしますか？」と声をかけてもいいが、客が買うかどうか悩んでいるように見えるときは、一歩引いて待つことにしている。,"I usually ask if they would like to buy something, but when they seem to be hesitating, I take a step back and wait.",1-1
34,チャリ、という微かな小銭の音に反応して振り向き、レジのほうへと視線をやる。,"I turned in response to the faint sound of coins, and looked towards the cash register.",1-1
35,掌やポケットの中で小銭を鳴らしている人は、煙草か新聞をさっと買って帰ろうとしている人が多いので、お金の音には敏感だ。,"People who jingle coins in their hands or pockets are usually those who are about to buy cigarettes or a newspaper quickly and go home, so they are sensitive to the sound of money.",1-1
36,案の定、缶コーヒーを片手に持ち、もう片方の手をポケットに突っ込んだままレジに近付いている男性がいた。,"Sure enough, there was a man approaching the register with a can of coffee in one hand and his other hand stuck in his pocket.",1-1
37,素早く店内を移動してレジカウンターの中に身体をすべりこませ、客を待たせないように中に立って待機する。,"I quickly moved inside the store and slid into the checkout counter, standing inside to wait so as not to keep the customers waiting.",1-1
38,コンビニエンスストアは、音で満ちている。,The convenience store was filled with noise.,1-1
39,客が入ってくるチャイムの音に、店内を流れる有線放送で新商品を宣伝するアイドルの声。,"The sound of the chime when customers come in, and the voice of the idol promoting new products on the radio in the store.",1-1
40,店員の掛け声に、バーコードをスキャンする音。,The sound of the barcode being scanned by the shop clerk's call.,1-1
41,かごに物を入れる音、パンの袋が握られる音に、店内を歩き回るヒールの音。,"The sound of things being put into a basket, the sound of a bag of bread being held, and the sound of heels walking around the store.",1-1
