id,source,translation,n2m
1,"Nie wyjdzie stamtąd, mówię wam powiedział pryszczaty, z przekonaniem kiwając głową.",そこから出ない、私たちに言ったように、確かに首を振って。,1-1
2,"Już godzina i ćwierć, jak tam wlazł. Już po nim. Mieszczanie, stłoczeni wśród ruin, milczeli wpatrzeni w ziejący w rumowisku czarny otwór, w zagruzowane wejście do podziemi.",「じつはございます、あそこに入りました」 「既に彼の後で」 市民たち、 руїнахの中で混み合って、黒い穴を見つめていた。 彼らは、崩れ落ちた建物の中にある、地下の入り口に注意していた。,3-2
3,"Grubas w żółtym kubraku przestąpił z nogi na nogę, chrząknął, zdjął z głowy wymięty beret.",黄色の帽子をかぶったグルバスは、片足からもう片足に移り、グローンという音をたて、首にあった汚れたベレーを取り外した。,1-1
4,"Poczekajmy jeszcze powiedział, ocierając pot z rzadkich brwi. Na co? prychnął pryszczaty. Tam, w lochach, siedzi bazyliszek, zapomnieliście, wójcie? Kto tam wchodzi, ten już przepadł.","「もう少し待って、珍しい眉毛に汗をぬぐいましょう」 ""なにですか？プリシャッターが触れたのですか？"" そこ、茂みの中で、バジリスクが座っています、あなたたちは忘れてしまったかい？ 誰がそこに入っているのか、その人は既に失われています。 そこでは、あまり人々が亡くなりましたか？ なにを待つのですか？ 私たちは不安に話していました。",4-1
5,Mało to ludzi tam poginęło? Na co tedy czekać?,「 Jakże tak?」 生き物と話をしていたのですか？,2-1
6,"Umawialiśmy się przecie mruknął niepewnie grubas. Jakże tak? Z żywym się umawialiście, wójcie rzekł towarzysz pryszczatego, olbrzym w skórzanym, rzeźnickim fartuchu. A nynie on martwy, pewne to jak słońce na niebie.",偉い存在が、大きな皮のアプロンを着用していましたか？ 「あの人は死んでいる、確かに天にあるように」 上からは、失敗することがわかっていた。,4-1
7,"Z góry było wiadomo, że na zgubę idzie, jako i inni przed nim.",彼以外の者たちと同じように。,1-1
8,"Przecie on nawet bez zwierciadła polazł, z mieczem tylko.",彼は鏡もなく、剣だけで出発した。,1-1
9,"A bez zwierciadła bazyliszka nie da się zabić, każdy to wie.",«鏡なしでバジルISHKAを殺すことはできません、誰もが知っています。» 「 Jakże tak?」,1-2
10,"Zaoszczędziliście grosza, wójcie dodał pryszczaty.",節約した Grosza、副官がプリシャッと追加しました,1-1
11,Bo i płacić za bazyliszka nie ma komu.,「バジリスクを買うのに誰にも負担がない」,1-1
12,Idźcie tedy spokojnie do dom.,一緒に安心して家に帰りなさい。,1-1
13,"A konia i dobytek czarownika my weźmiemy, żal dać przepadać dobru.",「魔法使いの馬と財産は我々が取り戻す。 善良なものを腐らせるのは惜しい」,1-2
14,Ano powiedział rzeźnik.,あの人は肉屋さんに言った。,1-1
15,"Sielna klacz, a i juki nieźle wypchane.",精液な牝馬、そして受け入れがよく詰まっている。,1-1
16,"Zajrzyjmy, co w środku.",「中に見に行こう」,1-1
17,Jakże tak? Coście?,あなたたちは何ですか？,2-1
18,"Milczcie, wójcie, i nie mieszajcie się, bo guza złapiecie ostrzegł pryszczaty.",«黙れ、味方、そして紛らわしくないでください。 危うい予告が私たちに警告しています。 »,1-3
19,Sielna klacz powtórzył rzeźnik.,寿司の職人が繰り返しました。,1-1
20,"Zostaw tego konia w spokoju, kochasiu.",この馬を安らかにしておくれ、愛してる。,1-1
21,"Rzeźnik odwrócił się wolno w stronę obcego przybysza, który wyszedł zza załomu muru, zza pleców ludzi, zgromadzonych dookoła wejścia do lochu.",屠殺者は、壁の背後から現れた外国人にゆっくりと目を向けた。 人々が集まっている洞窟の入り口の周りにいた。,1-2
22,"Obcy miał kędzierzawe, gęste, kasztanowate włosy, brunatną tunikę na watowanym kaftanie, wysokie, jeździeckie buty.",異国人は、けんじゃらわえ、ゲンスト、カシュタノワティブスの髪、ブラウナチュニックを着た、高い、乗馬用のブーツをしていました。,1-1
23,I żadnej broni.,私は武器を持っていません。,1-1
24,"Odejdź od konia powtórzył, uśmiechając się zjadliwie. Jakże to? Cudzy koń, cudze juki, cudza własność, a ty podnosisz na nie swoje kaprawe oczka, wyciągasz ku nim parszywą łapę?",", 「笑顔で馬に離れた」 「 Jakże to?」 異なる馬、異なる獣、異なる所有、そしてあなたはその上に自分の疲れた目を持ち上げ、彼に寄生するように伸びる爪を引き出すのか？",3-1
25,Godzi się tak?,ございますか？,1-1
26,"Pryszczaty, powoli wsuwając rękę za pazuchę kurty, spojrzał na rzeźnika.",私は肉屋に向かって、手を袋の中に入れて、肉屋に見据えました。,1-1
27,"Rzeźnik kiwnął głową, skinął w stronę grupy, z której wyszło jeszcze dwu, krępych, krótko ostrzyżonych.",肉屋は頭を振り、グループの方に向かって、もう二人、筋肉質で短髪の男たちが出てきた。,1-1
28,"Obaj mieli pałki, takie, jakimi w rzeźni głuszy się zwierzęta.",両方が棍棒を持っていた、屠畜場で動物を殴るのと同じようなものです。,1-1
29,"Ktoście to niby spytał pryszczaty, nie wyjmując ręki zza pazuchy żeby nam prawic, co się godzi, a co nie? Nic ci do tego, kochasiu. Broni nie nosicie. Prawda obcy uśmiechnął się jeszcze zjadliwiej.",誰があなたたちに質問して、手を出さないで、どうすればいいか、どうでないかを教えてくれますか？ 「好きです、愛してる」 銃器を携帯しないでください。 真実、外国人はますます厳しい笑みを浮かべた。,4-1
31,"To niedobrze pryszczaty wyjął rękę zza pazuchy, razem z długim nożem. To bardzo niedobrze, że nie nosicie. Rzeźnik też wyciągnął nóż, długi jak kordelas. Tamci dwaj postąpili do przodu, unosząc pałki.","""私たちは鼻を着けない"" その不良な状態で手を肩から出し、長いナイフと一緒にしました。 それは非常に悪いですね、私たちは持っていません。 肉屋も長いナイフを引き抜いた。 その二人は前進し、棍棒を掲げていました。",4-1
32,"Nie muszę nosić rzekł obcy, nie ruszając się z miejsca.",私は外国人の言葉を着て、その場所に留まることができます。,1-1
33,Moja broń chodzi za mną.,私の銃は私の後にあります。,1-1
34,"Zza ruin wyszły, stąpając miękkim, pewnym krokiem, dwie młode dziewczyny.",古代の руїниから、二人の若い女性が、輕い足取りで、自信を持って出て行った。,1-1
35,"Tłumek natychmiast rozstąpił się, cofnął, przerzedził.",Tłumekはすぐに分解し、後退し、散開した。,1-1
36,"Obie dziewczyny uśmiechały się, błyskając zębami, mrużąc oczy, od kącików których biegły ku uszom szerokie, sine pasy tatuażu.",笑顔で、歯を見せて、眼を閉じて、唇を捻じる二人の女の子。 彼女たちの耳の後ろには、広い、sinuous tattooのラインが伸びていた。,1-2
37,"Mięśnie grały na mocnych udach widocznych spod rysich skór otaczających biodra, na nagich, krągłych ramionach powyżej rękawic z kolczej siatki.",筋肉が強くVisibleな肘の下の皮膚の上で揺れていた。 上半身は裸で、円陣のある袖です。,1-2
38,"Sponad barków, też osłoniętych kolczugą, sterczały rękojeści szabel.",皮の上、それもとげの枝に覆われていたが、サーベルの柄が突き出ていた。,1-1
39,"Pryszczaty wolno, wolniutko zgiął kolana, upuścił nóż na ziemie.",踏み込んで自由に、膝を折り畳み、ナイフを地面に落といだ。,1-1
40,"Z dziury w rumowisku rozległ się grzechot kamieni, chrobot, po czym z ciemności wynurzyły się dłonie wczepione w poszczerbiony skraj muru.",穴の中から崩れた石の音が聞こえ、クロップ、その後、暗闇から手が現れ、壁の破損した端にしっかりと握りつけられました。,1-1
41,"Za dłońmi pojawiły się kolejno głowa o białych, przyprószonych ceglanym miałem włosach, blada twarz, rękojeść miecza, wystająca znad ramienia.",肘に現れた手は、白くて粉っぽい髪の頭、浅黒い肌、剣の柄、肩越して見えた。,1-1
42,Tłum zaszemrał.,群集が震えた。,1-1
43,"Białowłosy, garbiąc się, wytaszczył z dziury dziwaczny kształt, cudaczne cielsko, utytłane w pyle przesiąkniętym krwią.",白髪の人、痙攣し、不思議な形を創り出した。 奇怪な空、血で濡れた灰色の粉に染まっていた。,1-2
44,"Dzierżąc stwora za długi, jaszczurczy ogon, rzucił go bez słowa pod nogi grubego wójta.",長い tail を持つ 蜥蜴、禿げた mayor の下に投げた。,1-1
45,"Wójt odskoczył, potknął się o zwalony fragment muru, patrząc na zakrzywiony, ptasi dziób, błoniaste skrzydła i sierpowate szpony na pokrytych łuskami łapach.",村長が跳んで、崩れた壁の破片につまづいて、湾曲した鳥の嘴、羽毛に覆われた翼、そして鱗状の爪を持つ脚を見ていた。,1-1
46,"Na wydęte podgardle, kiedyś karminowe, obecnie brudnorude. Na szkliste, wpadnięte oczy.","WRONG STATEMENT, TRANSLATION FOUND: 「浮かれた背中、昔は紅色、現在は濁色」 玻璃の如く、垂れ込んだ眼",2-1
47,"Oto bazyliszek rzekł białowłosy, otrzepując spodnie z kurzu.",bazyliszekとは、細い髪の白髪の人で、股引きをすると背中に落ちていた。,1-1
48,Zgodnie z umową.,合意に従って。,1-1
49,"Moje dwieście lintarów, jeśli łaska.",私の200個のリンター、お願いします。,1-1
50,"Uczciwych lintarów, mało oberżniętych. Sprawdzę, uprzedzam.",正直な為政、あまり堅苦しい 確認します、予めお知らせします。,2-1
51,Wójt drżącymi dłońmi wysupłał sakiewkę.,村長は震える手で袋を持ち上げた。,1-1
52,"Białowłosy rozejrzał się, na moment zatrzymał wzrok na pryszczatym, na leżącym koło jego stopy nożu.",白髪の老人は、瞬間的に目を止め、その足の近くに臥せるナイフに注意した。,1-1
53,"Popatrzył na mężczyznę w brunatnej tunice, na dziewczyny w rysich skórach.",男性に焦げた Tunica を着用して、女性に猫の毛皮を着用して。,1-1
54,"Jak zwykle powiedział, wyjmując trzos z rozdygotanych rąk wójta.",「普通に言った、大袋の手に取り出された統治官の手。,1-1
55,"Nadstawiam dla was karku za marny pieniądz, a wy tymczasem dobieracie się do moich rzeczy.",私はあなたたちに対して怒っているが、あなたたちは私のものを取りに来ている。,1-1
56,"Nigdy się, zaraza z wami, nie zmienicie. Nie ruszone zamamrotał rzeźnik, cofając się. Tamci z pałkami już dawno wtopili się w tłum.",「私たちは、あなたたちと一緒にいることはありません。」 緊張した肉屋が後退しました その人々は既に群集にmergeしていた。,3-1
57,"Nie ruszone wasze rzeczy, panie.",「あなたの物は動かないです」,1-1
58,"Wielcem rad białowłosy uśmiechnął się. Na widok tego uśmiechu, kwitnącego na bladej twarzy jak pękająca rana, tłumek zaczął się szybko rozpraszać.",偉い人、白髪の人が微笑んだ その笑顔、蒼白な顔に咲き誇るように破裂した傷のように、人々は速やかに散り散りとなった。,2-1
59,"I dlatego, bratku, ty też nie będziesz ruszony.",そのため、兄貴、あなたも動かないでしょう。,1-1
60,Odejdź w pokoju.,お茶を飲みに行きましょう。,1-1
61,Ale odejdź prędko.,行ってしまえ！,1-1
