id,source,target,n2m
1,ミホとサツキは地元で頻繁に会っているせいか、そっくりな表情と喋り方をしている。,"Miho and Satsuki have a similar facial expression and way of speaking, probably because they meet frequently in their hometowns.",1-1
2,特にお菓子の食べ方が似ていて、二人ともネイルを施した手でクッキーを小さく割りながら口に運んでいる。,"The way they eat sweets is particularly similar, and both of them are carrying cookies to their mouths while breaking them into small pieces with their manicured hands.",1-1
3,前からそうだったろうか、と思いだそうとするが、記憶が曖昧だ。,"I try to remember if it was like that before, but my memory is vague.",1-1
4,前に会ったときの二人の小さな癖や仕草は、もうどこかへ流れ出て行ってしまったのかもしれないとも思う。,I think that the small habits and gestures of the two of them when they met before may have already flowed out somewhere.,1-1
5,ミホは、今では結婚して地元に中古の一戸建てを買っていて、そこに友達がよく集まっている。,"Miho is now married and has bought a second-hand detached house in her hometown, where her friends often gather.",1-1
6,明日もアルバイトなので億劫に思う時もあるが、コンビニ以外の世界との唯一の接点であり、同い年の「普通の三十代女性」と交流する貴重な機会なので、ミホの誘いにはなるべく応じるようにしている。,"Tomorrow is also a part-time job, so there are times when I think it's a hassle, but it's the only point of contact with the world other than convenience stores, and it's a valuable opportunity to interact with ""normal women in their thirties"" of the same age, so I try to accept Miho's invitation as much as possible. I have to.",1-2
7,今日も、ミホと、まだ小さい子供を連れたユカリ、結婚しているが子供はまだのサツキと私、というメンバーで、ミホの家にケーキを持ち寄ってお茶をしていた。,"Today, Miho, Yukari who still has a small child, Satsuki and I, who are married but have no children, brought a cake to Miho's house for tea.",1-1
8,そのとき、私は、初めて、世界の部品になることができたのだった。,"Then, for the first time, I could become a part of the world.",1-1
9,私は、今、自分が生まれたと思った。,I thought I was born now.,1-1
10,世界の正常な部品としての私が、この日、確かに誕生したのだった。,I was certainly born on this day as a normal part of the world.,1-1
11,オープンまでの二週間、二人組になったり、社員を相手にしながら、架空の客に向かって、ひたすら練習が続いた。,"For the two weeks leading up to the opening, we practiced in duo, working with employees, and facing imaginary customers.",1-1
12,「お客様」の目を見て微笑んで一礼すること、生理用品は紙袋に入れること、温かい物は冷たい物と分けて入れること、ファーストフードを頼まれたら手をアルコールで消毒すること。,"Look the customer in the eye, smile and bow, put sanitary napkins in a paper bag, keep warm items separate from cold items, and disinfect your hands with alcohol when asked for fast food.",1-1
13,お金に慣れるためにとレジの中には本物のお金が入っていたが、レシートには「トレーニング」と大きく印字されていたし、相手は同じ制服を着たアルバイト仲間だし、なんとなくお買いものごっこをしているようだった。,"There was real money in the cash register to help me get used to money, but the receipt had ""Training"" printed in large letters, and the person I was working with was a part-time worker wearing the same uniform, so I somehow pretended to be shopping. Seemed to be",1-2
14,二つ年下の妹は、私と違って、「普通」の子どもだった、かといって私を敬遠するわけでもなく、むしろ慕ってくれていた。,"Unlike me, my sister, who is two years younger than me, was a ""normal"" child, but she didn't shy away from me.",1-1
15,妹が私と異なり普通のことで母に叱られているとき、母に私は近づいて「どうして怒っているの？」と理由を尋ねた。,"When my sister was being scolded by my mother for normal things, I approached her and asked her why she was angry.",1-1
16,私が母に質問したせいでお説教が終わると、庇かばわれたと思うのか、妹はいつも私に「ありがとう」と言った。,"After the sermon ended because I asked my mother a question, my sister always said ""thank you"" to me, probably because she thought she was being protected.",1-1
17,お菓子や玩具にあまり興味がなかった私は、それらを妹にあげることも多かった。,"I was not very interested in sweets and toys, so I often gave them to my sister.",1-1
18,そのため、妹はいつも私についてまわっていた。,"Therefore, my sister was always following me around.",1-1
19,「お父さん、焼き鳥好きだから、今日、これを焼いて食べよう」 良く聞こえなかったのだろうかと、はっきりとした発音で繰り返すと、母はぎょっとし、隣にいた他の子のお母さんも驚いたのか、目と鼻の穴と口が一斉にがばりと開いた。,"""Dad, I love yakitori, so let's grill and eat this today. I wondered if I hadn't heard it well, so I repeated it with a clear pronunciation, and my mother was startled.",1-2
20,変な顔だったので笑いそうになったが、その人が私の手元を凝視しているのを見て、そうか、一羽じゃ足りないなと思った。,"I almost laughed because of his funny face, but when I saw him staring at my hands, I thought, well, one bird isn't enough.",1-1
21,「もっととってきたほうがいい？」 近くで二、三羽並んで歩いている雀にちらりと視線をやると、やっと我に返った母が、「恵子！」ととがめるような声で、必死に叫んだ。,"""Should I get more?"" When I glanced at two or three sparrows walking side-by-side nearby, my mother finally came to her senses and screamed desperately in a reproachful voice, ""Keiko!""",1-2
22,「小鳥さんはね、お墓をつくって埋めてあげよう。,"""Mr. Kotori, let's make a grave and bury it.",1-1
23,ほら、皆も泣いてるよ。,"Look, everyone is crying.",1-1
24,お友達が死んじゃって寂しいね。,It's sad that your friend died.,1-1
25,ね、かわいそうでしょう？」,"Hey, don't you feel sorry for me?""",1-1
26,「なんで？ せっかく死んでるのに」 私の疑問に、母は絶句した。,"""Why?"" My mother was at a loss for words at my question.",1-2
27,缶コーヒーと煙草とアメリカンドックを手早くＳサイズの袋に入れる。,"I quickly put the canned coffee, cigarettes, and American dog into an S size bag.",1-1
28,その間、ポケットの中の小銭を鳴らしていた男性が、ふと思いついたように胸ポケットに手を入れる。,"In the meantime, the man who was ringing the coins in his pocket suddenly put his hand in his breast pocket.",1-1
29,その仕草から、電子マネーで支払をするのだなと咄嗟に判断する。,"From that gesture, I immediately decided that the payment was made with electronic money.",1-1
30,「いらっしゃいませ、おはようございます！」 軽い会釈をして、男性客が差し出した缶コーヒーを受け取る。,"""Welcome, good morning!"" I gave a light nod and received the canned coffee that the male customer offered me.",1-2
31,「あー、あと煙草の５番を一つ」 「かしこまりました」 すばやくマルボロライトメンソールを抜き取り、レジでスキャンする。,"""Ah, and one cigarette No. 5"" ""Understood"" Quickly pull out the Marlboro Light Menthol and scan it at the cash register.",1-3
32,「年齢確認のタッチをお願いします」,"""Please touch to confirm your age.",1-1
