id,source,target,n2m
1,Беспредельный морской шум не прекращался ни на минуту.,The endless sound of the sea never ceased for a moment.,1-1
2,"Он набегал длинными волнами, то усиливаясь, то затихая.","It came in long waves, sometimes intensifying and sometimes subsiding.",1-1
3,"И ветер то начинал шуметь в голых деревьях, то замолкал, так же как и я прислушиваясь к течению ночи.","The wind would start to rustle in the bare trees and then fall silent, just as I listened to the flow of the night.",1-1
4,"Но он не уходил, он был здесь.","But he didn't leave, he was here.",1-1
5,Я это знал по запаху мокрой гальки и по едва внятному трепету одинокого платанового листа.,I knew this from the smell of wet pebbles and the barely audible rustle of a solitary maple leaf.,1-1
6,"Я заметил еще днем этот упрямый сизый лист, но сейчас, ночью, он казался мне маленьким живым существом, моим единственным бодрствующим другом.","I had noticed this stubborn grey leaf during the day, but now, at night, it seemed to me like a small living creature, my only lively companion.",1-1
7,"Изредка из тьмы, из города, доносились ружейные выстрелы.","Occasionally, shots from a rifle could be heard coming from the darkness of the city.",1-1
8,После каждого выстрела долго лаяли собаки.,"After each shot, the dogs barked for a long time.",1-1
9,Потом далеко в море мелькнул тусклый огонь и погас.,Then far out at sea a dim light flickered and went out.,1-1
10,"Он заставлял смотреть на эти вещи пристальнее и дольше, чем мы это делаем обычно, и открывать в них много не замеченных ранее качеств.","He would make us look at these things more closely and for longer than we usually do, and discover many qualities in them that had not been noticed before.",1-1
11,"Так, в ноздреватом желтом камне было много накрепко впаянных в него маленьких морских ракушек, на кустах дрока оставалось еще несколько цветов, они сидели на прямых твердых стеблях, как промокшие и сморщенные золотые бабочки, и терпеливо дожидались солнца.","Thus, in the yellowish-brown stone there were many small sea shells firmly embedded in it, on the bushes of broom there were still a few flowers, they sat on straight, firm stems, like wet and crumpled golden butterflies, and patiently waited for the sun.",1-1
12,"Но оно очень редко проступало в тумане размытым белым пятном и не давало ни теплоты, ни тени.","But it rarely emerged in the mist as a blurry white patch, giving neither warmth nor shade.",1-1
13,"Под единственным старым платаном с лимонными пятнами на стволе валялись листья, как бы вырезанные из тусклого зеленого бархата.","Under the single old plane tree with lemon-coloured spots on its trunk, leaves were lying about as if cut out of a dull green velvet.",1-1
14,"По чугунной калитке вереницей бежали муравьи, сносили в свои подземные житницы последние запасы на зиму, а под якорной цепью жила маленькая робкая жаба.","Ants were running in a line through the iron gate, carrying away the last supplies for winter to their underground granaries, and a small timid frog lived under the anchor chain.",1-1
15,Ночью на другом берегу реки кто-то начал махать фонарем и протяжно кричать.,At night on the other side of the river someone started waving a flashlight and shouting in a drawn-out voice.,1-1
16,Я вышел с дядей Илько на берег.,I went out to the shore with my uncle Ilko.,2-1
17,Река ревела.,The river was roaring.,1-1
18,Вода шла через греблю холодным водопадом.,The water flowed over the dam in a cold waterfall.,1-1
19,"Ночь стояла поздняя, глухая, ни единой звезды не было над головой.","It was a late, silent night, and not a single star was visible in the sky.",1-1
20,"В лицо дуло дикой свежестью разлива, оттаявшей земли.","A wild freshness blew in his face, melted from the earth.",1-1
21,"И все время кто-то махал на том берегу фонарем и кричал, но слов за шумом реки нельзя было разобрать.","And all the time someone was waving a flashlight on the other bank and shouting, but the words were lost in the noise of the river.",1-1
