id,source,target,n2m
1,Diego Cocca wird neuer Nationaltrainer von Mexiko,Diego Cocca will be the new national coach of Mexico.,1-1
2,Im Sommer 2026 richtet Mexiko gemeinsam mit den USA und Kanada die WM mit dann erstmals 48 Mannschaften aus.,"In summer 2026, Mexico will host the World Cup together with the USA and Canada, featuring 48 teams for the first time.",1-1
3,"Cocca tritt die Nachfolge von Gerardo Martino an, dessen Vertrag nach dem frühen WM-Aus in Katar nicht verlängert wurde.","Cocca takes over as successor to Gerardo Martino, whose contract was not extended after the early World Cup exit in Qatar.",1-1
4,Der 50-Jährige zählte bis vor wenigen Tagen nicht zu den Favoriten für den Posten.,The 50-year-old did not count among the favorites for the position until a few days ago.,1-1
5,Er hatte erst im November als Coach des mexikanischen Clubs Tigres übernommen.,He had only taken over as coach of the Mexican club Tigres in November.,1-1
6,Seine überraschende Berufung zum Nationaltrainer löste Ärger im Verein aus.,His surprising appointment as national coach caused controversy in the club.,1-1
7,Geesthacht: Neue Beetschilder sollen zum Nachpflanzen animieren,Geesthacht: New signs should encourage reforestation.,1-1
8,"Franko Stein (FD Umwelt, links) und Friedhelm Ringe (Nabu) stellen die Pflanzenschilder in den Beeten der Fußgängerzone auf. Zur Aktion ""Geesthacht blüht auf"" gehört auch die Information darüber, was dort gerade blüht - aktuell in den Farben Weiß und Rosa.","Franko Stein (Environmental Department, left) and Friedhelm Ringe (Nature Conservation Association) are setting up plant signs in the pedestrian zone.",2-1
9,Geesthacht.,Geesthacht = Ingenuity.,1-1
10,"""Geesthacht blüht auf"" lautet eine Aktion des Nabu in Kooperation mit der Stadtverwaltung.","""Geesthacht blüht auf"" is an initiative of Nabu in cooperation with the city administration.",1-1
11,"Unter Mitwirkung von vielen Freiwilligen von Vereinen, Schulen, Kindertagesstätten, Unternehmen und Institutionen wurden seit 2015 Tausende von Blumenzwiebeln und Pflanzen in die Erde gebracht.","With the help of many volunteers from clubs, schools, kindergartens, businesses, and institutions, thousands of flower bulbs and plants have been planted in the ground since 2015.",1-1
12,"Ziel: Im Geesthachter Stadtgebiet sollen weitflächig Blühinseln entstehen, auf denen Insekten zu jeder Zeit Nahrung finden.","Goal: In the urban area of Geesthacht, extensive flower islands are to be created where insects can find food at all times.",1-1
13,"""Bei günstiger Wetterlage fliegen die Bienen schon im Januar aus, um Nahrung zu suchen"", sagt Friedhelm Ringe vom Geesthachter Nabu.","""With favorable weather conditions, bees fly out as early as January to forage for food,"" says Friedhelm Ringe from the Geesthacht Nabu.",1-1
14,Er hat selbst Bienenstöcke auf dem Grundstück.,He has beehives on the property.,1-1
15,"Damit das Unterfangen nicht nur eine Aktion von Naturschützern und dem Fachdienst Umwelt der Stadt bleibt, sondern bis in die privaten Gärten hinein weite Kreise zieht, werden immer wieder erklärende Tafeln zu den Pflanzen gestellt.","To ensure that the initiative is not limited to environmental activists and the city's environmental department, but reaches a wider audience, informative signs about the plants will be placed in private gardens.",1-1
16,Etwa 50 Schilder sind es bis jetzt.,There are about 50 signs so far.,1-1
17,"Passanten sollen sich auf diese Weise informieren können, was hier gerade so schön blüht.",Pedestrians should be able to inform themselves in this way about what is blooming beautifully here.,1-1
18,"Die Hoffnung ist, dass Hobbygärtner zu Hause gezielt nachpflanzen.",The hope is that hobby gardeners will deliberately plant at home.,1-1
19,In der ersten Januarwoche war bereits Saisonstart bei der Wildhasel,"""The wild hare season started during the first week of January.",1-1
20,Jüngeren Datums sind Sträucher wie Winterduftheckenkirsche und Winterschneeball in den Beeten der Fußgängerzone.,"""Younger dates include shrubs such as winter skunk cabbage and winter snowball in the pedestrian zone.",1-1
21,"Sie stecken jetzt seit einem Jahr in der Erde der Kübel an der Bergedorer Straße, zeigen blätterlos gerade die ersten zarten Blüten in Weiß und Rosa und sind jüngst mit weiteren Schildern bedacht worden.","They have been stuck in the earth at the bottom of Bergedorer Street for a year now, showing their first delicate white and pink blossoms and have recently been adorned with additional signs.",1-1
22,"""Die Winterduftheckenkirsche ist ein sehr breitbuschiger Strauch und kann zwischen zwei Meter hoch und drei Meter breit werden"", ist dort unter weiteren Angaben etwa zum geeigneten Standort zu lesen.","The winter daphne shrub is quite broad-leafed and can grow up to two meters tall and three meters wide. ""The wild hare season started during the first week of January.",1-2
23,"Friedhelm Ringe betont, dass aber nicht nur die Beetpflanzen nun Blüten zeigen.",Friedhelm Ringe emphasizes that the beet plants are not the only ones showing flowers now.,1-1
