id,source,target,n2m
1,«Лжешь»! подумал я.,"""横たわる""！と思いました。",1-1
2,"Брелоки и перстень на мизинце плохо вязались с письмом ради куска хлеба, да и по лицу Камышева пробежала чуть заметная, уловимая опытным глазом тучка, которую можно видеть на лицах только редко лгущих людей.",キーリングと小指の指輪は、パンのために文字にうまくフィットしませんでした。 Kamyshevの顔にはほとんど目立たない雲が走っていました。 めったに嘘をつかない人。,1-3
3,Какой сюжет вашей повести? спросил я.,あなたの物語の筋書きは何ですか？ 私は尋ねた。,1-2
4,Сюжет.,-プロット。。。,1-1
5,Как бы вам сказать?,どうですか？,1-1
6,Сюжет не новый.,陰謀は新しいものではありません。。。,1-1
7,"Любовь, убийство.",愛、殺人。。。,1-1
8,"Да вы прочтете, увидите.",はい、あなたは読むでしょう、あなたは見るでしょう。。。,1-1
9,«Из записок судебного следователя».,「法医学捜査官のメモから」。。。,1-1
10,Камышев вскинул на меня своими добрыми глазами и тихо засмеялся.,カミシェフは優しい目で私を見上げ、にっこりと笑った。,1-1
11,Надоедная служба.,-迷惑なサービス。。。,1-1
12,"Служил-служил, махнул рукой и бросил.",彼はサービスを提供し、サービスを提供し、手を振って去りました。,1-1
13,"Занятий у меня теперь нет, есть почти нечего.",私は今仕事がありません、ほとんど何もありません。。。,1-1
14,"И если вы, минуя достоинства, напечатаете мою повесть, то сделаете мне больше, чем одолжение.",そして、あなたが尊厳を迂回して私の話を印刷するなら、あなたは私に好意以上のことをしてくれます。。。,1-1
15,Вы поможете мне.,あなたは私を助けます。。。,1-1
16,"Газета не богадельня, не странно-приимный дом.",新聞は救貧院ではありません変な里親…,1-1
17,"Я это знаю, но.",わかってるけど…,1-1
18,уж вы будьте так добры. Очень рад.,もう優しい… – とてもうれしいです…,2-2
19,Чем могу быть полезен?,どうすれば役に立ちますか？,1-1
20,"Желающий попасть в начинающие сел и продолжал, глядя на пол своими умоляющими глазами:",初級者に入りたくて、彼は腰を下ろして続け、懇願するような目で床を見つめた。,1-1
21,"Я притащил к вам маленькую повесть, которую мне хотелось бы напечатать в вашей газете.",「あなたの新聞に掲載したい小さな話を持ってきました。,1-1
22,"Я вам откровенно скажу, г. редактор: написал я свою повесть не для авторской славы и не для звуков сладких.",率直に言って、編集者さん：私は自分の話を書いたのは、作者の栄光のためでも、甘い音のためでもありません。。。,1-1
23,Для этих хороших вещей я уже постарел.,これらの良いことのために、私はすでに年をとっています。,1-1
24,Вступаю же на путь авторский просто из меркантильных побуждений.,私は単に商売の動機から著者の道を歩み始めています。。。,1-1
25,Заработать хочется.,私はお金を稼ぎたいです。。。,1-1
26,Я теперь решительно никаких не имею занятий.,今、私はまったく職業を持っていません。,1-1
27,"Был, знаете ли, судебным следователем в С-м уезде, прослужил пять с лишком лет, но ни капитала не нажил, ни невинности не сохранил.",彼はS地区の司法捜査官であり、5年以上勤務しましたが、資本を蓄積せず、無実を維持しませんでした。。。,1-1
28,"«Как, однако, он много говорит!» подумал я, протягивая руку к перу и тем давая знать, что мне некогда.",「しかし、なんと彼はよくしゃべるのだ！」 -ペンに手を伸ばして、時間がないことを知らせました。,1-2
29,(Уж больно надоели мне тогда посетители!),（痛々しいことに、その時は訪問者にうんざりしていました！）,1-1
30,Я отниму у вас одну только минуту! продолжал мой герой извиняющимся голосом.,「1分だけお時間いただきます！」 マイヒーローは申し訳なさそうな声で続けた。,1-2
31,Но прежде всего позвольте представиться.,-しかし、まず第一に、自己紹介させてください。。。,1-1
32,"Кандидат прав Иван Петрович Камышев, бывший судебный следователь.",候補者は正しいです、元司法捜査官のイヴァン・ペトロヴィッチ・カミシェフ。。。,1-1
33,"К пишущим людям не имею чести принадлежать, но, тем не менее, явился к вам с чисто писательскими целями.",私は書く人々に属することを光栄に思っていませんが、それにもかかわらず、私は純粋にあなたに来ました執筆目的。,1-1
34,"Перед вами стоит желающий попасть в начинающие, несмотря на свои под сорок.",あなたは、40歳未満なのに初心者を目指している人の前に立っています。,1-1
35,"Но лучше поздно, чем никогда.",しかし、遅いよりはましです。,1-1
36,"Войдя ко мне в кабинет, он сконфузился.",彼が私のオフィスに入ったとき、彼は当惑しました。,1-1
37,"Его нежную, чуткую натуру, вероятно, шокировал мой нахмуренный, недовольный вид.",彼の穏やかで敏感な性格は、私の眉をひそめ不機嫌な表情にショックを受けたのだろう。,1-1
38,"Извините, ради бога!",「すみません、神様のために！」,1-1
39,"начал он мягким, сочным баритоном.",彼は柔らかく豊かなバリトンで始めました。,1-1
40,Я врываюсь к вам не в урочное время и заставляю вас делать для меня исключение.,「私はあなたの間違ったタイミングで侵入し、あなたに私の例外を強制します。,1-1
41,Вы так заняты!,本当に忙しいね！,1-1
42,"Но видите ли, в чем дело, г. редактор: я завтра уезжаю в Одессу по одному очень важному делу.",しかし、どうしたのですか、編集者さん：明日、非常に重要な問題でオデッサに向けて出発します。。。,1-1
43,"Имей я возможность отложить эту поездку до субботы, то, верьте, я не просил бы вас делать для меня исключение.",この旅行を土曜日まで延期する機会があれば、信じてください。 私を例外にしてください。,1-2
44,"Я преклоняюсь перед правилами, потому что люблю порядок.",私は秩序が好きなので、規則に屈します。。。,1-1
45,"Каштановые волосы и борода густы и мягки, как шёлк.",茶色の髪とあごひげは、シルクのように太くて柔らかい。,1-1
46,"Говорят, что мягкие волосы служат признаком мягкой, нежной, «шёлковой» души.",彼らは、柔らかい髪は柔らかくて優しい「絹のような」魂のしるしであると言います。。。,1-1
48,Правда это или нет читатель опять-таки увидит далее.,これが真実であるかどうかにかかわらず、読者は再びさらに見るでしょう。。。,1-1
49,"Ни выражение лица, ни борода ничто так не мягко и не нежно в господине с кокардой, как движения его большого, тяжелого тела.",彼の顔の表情もあごひげもありません- 彼の大きくて重い体の動きほど、コケードを持った紳士で柔らかくて優しいものはありません。,1-2
50,"В этих движениях сквозят воспитанность, легкость, грация и даже простите за выражение некоторая женственность.",これらの動きでは、良い繁殖、軽さ、優雅さ、さらには - 表現を許してください - いくらかの女性らしさが伝わってきます。,1-1
51,"Не много нужно усилий моему герою, чтобы согнуть подкову или сплющить в кулаке коробку из-под сардинок, а между тем ни одно его движение не выдает в нем физически сильного.",私のヒーローは、蹄鉄を曲げたり、イワシの箱をこぶしで平らにしたりするのにそれほど労力を要しませんが、彼の動きはどれも彼の体力を裏切りません。,1-1
52,"За дверную ручку или за шляпу он берется, как за бабочку: нежно, осторожно, слегка касаясь пальцами.",彼は蝶のようにドアノブや帽子を取り、優しく、注意深く、指で軽く触れます。,1-1
