id,source,target,n2m
1,"Tufts of cloud burned black before the sunrise, the horizon littered with the flotsam of old and rusted silhouettes.",日の出前に雲の房が黒く燃え、地平線は古く錆びたシルエットの漂流物で散乱していた。,1-1
2,They were alone.,彼らは一人ぼっちだった。,1-1
3,"Chemtrails, the farmer had said to Alec, early on their walk.",ケムトレイル、農夫がアレックに言ったのは彼らの散歩が始まってからほどなくしてだ。,1-1
4,"Other than this, he had been silent.",これ以外では、彼は沈黙を守っていた。,1-1
5,"Fifty feet away, the field gave way to freshly tilled brown soil, forming mounds everywhere on the uneven earth.",五十フィート先、畑は新鮮に耕された茶色の土に変わり、でこぼこの地面の至る所に土塊を形成していました。,1-1
6,Chalky rocks littered the plot in every direction.,チョーキーな岩があらゆる方向に散乱していた土地。,1-1
7,Each step in this place was as muddy and wet as the last.,この場所の一歩一歩は、前のステップと同じくらい泥だらけで湿っていました。,1-1
8,"Further still, a thin metal fence marked the edge of the land, clots of wool decorating the wire like fairy lights where the sheep had once tried to break through.",さらにその先、細い金属のフェンスが土地の端を示しており、羊がかつて通り抜けようとした場所にはウールの塊がフェアリーライトのようにワイヤーを装飾しています。,1-1
9,He swatted another fly away from his face.,彼は顔からまた別のハエを払いのけました。,1-1
10,"No, the farmer said.",いいえ、農夫は言った。,1-1
11,I'm a vegetarian.,私はベジタリアンです。,1-1
12,Really?,本当に？,1-1
13,"My wife tried doing that a few years back, and.",数年前、妻がそれを試してみたけど、そして。,1-1
14,"No, the farmer said, and the conversation died.",いいえ、農夫は言った、そして会話は途切れた。,1-1
15,"The world was still dark, even if only for a little while.",世界はまだ暗かった、たとえそれがちょっとした間だけでも。,1-1
16,The sun was almost free.,太陽はほとんど自由だった。,1-1
17,The day had almost begun.,その日がほとんど始まっていた。,1-1
18,"They're selling up to live with family, so she says.",彼らは家族と一緒に暮らすために売り払っている、と彼女は言っています。,1-1
19,"I think I saw them in town a few times, Alec said.",「町で何度か彼らを見たと思う」とアレックが言った。,1-1
20,"They were almost at the water tank, at the smile.",彼らはほぼ給水タンクに到達し、笑顔でいました。,1-1
21,Were they the ones who made those wagon wheels?,彼らがその馬車の車輪を作ったのですか？,1-1
22,"They'd mix sausage meat into a kind of well, kind of cinnamon swirl, I suppose.",彼らはソーセージの肉をある種の、まあ、シナモンスワールとでも言うべきものに混ぜていました。,1-1
23,It's delicious.,それは美味しいです。,1-1
24,Did you ever try one?,それを試したことはありますか？,1-1
25,"Jean's moving out, the farmer said.",ジャンが出て行く、農夫が言った。,1-1
26,Did you know?,あなたは知っていますか？,1-1
27,Who?,誰？,1-1
28,Jean.,ジャン。,1-1
29,"The lady who lives down the lane, the farmer said, frowning.",農夫が眉をひそめて言いました、「通りの向こうに住んでいるその女性」と。,1-1
30,"She's moving out, selling up her farm.",彼女は出て行くつもりで、農場を売り払う予定です。,1-1
31,"Oh yes, Jean.",ああ、そうだよ、ジャン。,1-1
32,His voice drifted.,彼の声が漂った。,1-1
33,I saw the sign.,私はその看板を見ました。,1-1
34,"Alec had driven past it on the way here, a farm twice the size of this one, its animals and land and people in far better condition.",アレックはここに来る途中でそれを過ぎて行きました。 それはこの農場の2倍の大きさで、動物や土地、人々の状態がずっと良好でした。,1-2
35,He had not known the name.,彼はその名前を知らなかった。,1-1
36,He knew few out here.,彼はここで知っている人がほとんどいなかった。,1-1
37,"One more reminder that he did not belong, he supposed.",彼が属していないということを、もう一度思い出させるものだと、彼は考えた。,1-1
38,"He gestured past a large, half-empty water tank around two hundred feet away, its translucent plastic grown stained with time, the smear of a smile where fluid had lapped within.",彼は大きな、半分空の水タンクを指し示した。 そのタンクは約200フィート先にあり、経時的に染みがついた半透明のプラスチックでできていた。 液体が内部で波打っていた場所には微笑みを連想させるような跡が残っていた。,1-3
39,We found them near there.,私たちはそこの近くで彼らを見つけました。,1-1
40,His face fell.,彼の顔色が変わった。,1-1
41,Alec checked his watch.,アレックは彼の時計を確認した。,1-1
42,7.06 a.m. The sun would soon rise.,午前7時06分 すぐに太陽が昇るでしょう。,2-1
43,"They kept on, the silence drowned out by the buzzing of the flies and the distant hellos of scraggly sheep out there in the semi-darkness.",彼らは続けた、沈黙はハエのブンブンという音や遠くでフッと鳴くぼろぼろの羊の挨拶に掻き消されてしまった。 そこは半ば暗闇だった。,1-2
44,Alec grimaced.,アレックはしかめっ面をした。,1-1
45,"He stepped back, tensing before rushing over the ditch.",彼は後退し、溝を飛び越える前に身体を張った。,1-1
46,"He came down with a thud, right into the thick and gelatinous mud.",彼はドシンと落ちてきて、ねっとりとした濃厚な泥の中にまっすぐに突っ込んだ。,1-1
47,He splattered his black trouser legs and the farmer's jeans.,彼は自分の黒いズボンと農夫のジーンズを飛び散らせた。,1-1
48,"The other man tutted, smiling.",その他の男性はトゥットとした音を立てながら笑っていました。,1-1
49,"What have we come to, eh?",私たちは何になってしまったのか、ね？,1-1
50,"Alec brushed at the muck around his ankles, but this only spread it further.",アレックは足首周りの汚れを払いのけようとしたが、それによって更に広がってしまった。,1-1
51,His palms grew filthy.,彼の手のひらは汚れてきた。,1-1
52,The farmer walked on.,農夫は歩き続けた。,1-1
53,"Alec stared at the mud, and the farmer grinned, his cheeks ruddy beneath his dirty white beard.",アレックは泥を見つめ、農夫はにっこりと笑い、汚れた白髭の下の頬は赤く染まっていました。,1-1
54,"With that thick wax coat and that gut and that voice, he could have been a lunatic Santa Claus.",その分厚いワックスコートとその腹とその声、彼は狂ったサンタクロースになり得たのかもしれませんね。,1-1
55,"You won't fall, he said.",君は落ちないよ、彼は言った。,1-1
56,"Not afraid of a little dirt, are you, Sergeant Nichols?",ちょっとした汚れに怖がってないですよね、ニコルズ軍曹？,1-1
57,No.,いいえ。,1-1
58,Yes.,はい。,1-1
59,I just hope you aren't wasting my time.,あなたが私の時間を無駄にしていないことをただ願っています。,1-1
60,And these flies.,そして、これらのハエたち。,1-1
61,"Alec swatted one away from his rolled-up sleeve, a great bulbous thing that had nestled on the hairs of his forearm.",アレックは彼の巻き上げた袖から一つを払いのけました、それは彼の前腕の毛に巣くっていた大きなふくらんだ物体でした。,1-1
62,He was food for this whole place.,彼はこの場所全体の食事でした。,1-1
63,"Try covering up next time, the farmer said.",次回はカバーをしてみて、農夫が言った。,1-1
64,Where are they?,彼らはどこにいますか？,1-1
65,"Alec asked, shivering.",アレックが寒さに震えながら尋ねました。,1-1
66,It was 6.55 a.m.,それは午前6時55分でした。,1-1
67,He'd left his jacket in his patrol car.,彼はパトロールカーの中に自分のジャケットを置き忘れていた。,1-1
68,"There weren't any sheep over here, the farmer said, ignoring the question.",ここには羊が一頭もいなかった、と農夫は言い、質問を無視した。,1-1
69,"He leapt over the bank, his boots slipping slightly on the incline.",彼は銀行を飛び越えた、彼のブーツは斜面で少し滑った。,1-1
70,They normally love coming over here.,彼らは普通、ここに来るのが大好きです。,1-1
71,"And now their torches revealed the edge of a bank, right before the crest of a shallow stream that cut through the farmer's reclaimed marshland.",そして今、彼らのたいまつが銀行の端を明らかにしました。 それは農夫が再生した湿地を切り通す浅い小川の頂上の直前です。,1-2
72,"Along its muddy edge and all around, the reeds sang with flies and crickets and buntings.",その泥だらけの端とその周辺全体で、葦はハエやコオロギ、シトドリたちの歌で鳴り響いていました。,1-1
