id,source,translation,n2m
1,"Tufts of cloud burned black before the sunrise, the horizon littered with the flotsam of old and rusted silhouettes.",雲の塊は日の出前に黒く燃え、地平線には古くて錆びたシルエットの漂流物が散らばっていました。,1-1
2,They were alone.,彼らは一人でした。,1-1
3,"Chemtrails, the farmer had said to Alec, early on their walk.",「ケムトレイル」 農夫は散歩の早い段階でアレックに言った。,1-2
4,"Other than this, he had been silent.",それ以外は黙っていた。,1-1
5,"Fifty feet away, the field gave way to freshly tilled brown soil, forming mounds everywhere on the uneven earth.",50フィート離れた畑は、耕されたばかりの茶色の土に変わり、でこぼこした地面のいたるところに塚を形成していました。,1-1
6,Chalky rocks littered the plot in every direction.,白亜質の岩がプロットのあらゆる方向に散らばっていました。,1-1
7,Each step in this place was as muddy and wet as the last.,この場所の各ステップは、最後のステップと同じように泥だらけで濡れていました。,1-1
8,"Further still, a thin metal fence marked the edge of the land, clots of wool decorating the wire like fairy lights where the sheep had once tried to break through.",さらに、細い金属製のフェンスが土地の端を示し、羊がかつて突破しようとしたフェアリーライトのようにワイヤーを装飾する羊毛の塊がありました。,1-1
9,He swatted another fly away from his face.,彼は別のハエを顔から叩きのめした。,1-1
10,"No, the farmer said.",「いいえ」農夫は言った。,1-1
11,I'm a vegetarian.,「私は菜食主義者です。,1-1
12,"Really? My wife tried doing that a few years back, and.",'本当？私の妻は数年前にそれをやろうとしました、そして—,2-1
13,"No, the farmer said, and the conversation died.",「いいえ」と農夫は言い、会話は途絶えました。,1-1
14,"The world was still dark, even if only for a little while.",ほんの少しの間でも、世界はまだ暗いままでした。,1-1
15,The sun was almost free.,太陽はほとんど自由だった。,1-1
16,The day had almost begun.,その日はほとんど始まっていた。,1-1
17,"They're selling up to live with family, so she says.",「彼らは家族と一緒に暮らすために売り払っているので、彼女は言います。」,1-1
18,"I think I saw them in town a few times, Alec said.",「町で何回か見かけたと思います」とアレックは言いました。,1-1
19,"They were almost at the water tank, at the smile.",彼らは笑顔で、ほとんど水槽にいました。,1-1
20,Were they the ones who made those wagon wheels?,「あの馬車の車輪を作ったのは彼らでしたか。,1-1
21,"They'd mix sausage meat into a kind of well, kind of cinnamon swirl, I suppose.",彼らはソーセージの肉を一種のシナモンの渦巻きのようなものに混ぜていました。,1-1
22,It's delicious.,それはおいしいです。,1-1
23,Did you ever try one?,試したことはありますか？,1-1
24,"Jean's moving out, the farmer said.",「ジーンが引っ越す」 農夫は言った。,1-2
25,Did you know?,'知ってますか？,1-1
26,Who? Jean.,' '誰？' 『ジャン。 。 。,2-1
27,"The lady who lives down the lane, the farmer said, frowning.",路地裏に住んでいる女性です」と農夫は顔をしかめながら言いました。,1-1
28,"She's moving out, selling up her farm.",「彼女は引っ越して、自分の農場を売り払っています。」,1-1
29,"Oh yes, Jean.",『そうそう、ジャン。 。,1-1
30,His voice drifted.,彼の声は漂った。,1-1
31,I saw the sign.,「私は標識を見ました。,1-1
32,"Alec had driven past it on the way here, a farm twice the size of this one, its animals and land and people in far better condition.",」アレックは、ここの農場の 2 倍の広さで、動物も土地も人々もはるかに良い状態で、ここに来る途中で車を運転して通り過ぎました。,1-1
33,He had not known the name.,彼はその名前を知りませんでした。,1-1
34,He knew few out here.,彼はここでほとんど知りませんでした。,1-1
35,"One more reminder that he did not belong, he supposed.",彼が所属していないことをもう一度思い出させてください、と彼は思いました。,1-1
36,"He gestured past a large, half-empty water tank around two hundred feet away, its translucent plastic grown stained with time, the smear of a smile where fluid had lapped within.",彼は、約 200 フィート離れた、半分空になった大きな水タンクのそばを身振りで通り過ぎた。 その半透明のプラスチックは時間の経過とともに汚れ、液体が浸み込んだ笑顔のしみができていた。,1-2
37,We found them near there.,「あそこの近くで見つけました」,1-1
38,His face fell.,彼は顔を伏せた。,1-1
39,Alec checked his watch.,アレックは時計をチェックした。,1-1
40,7.06 a.m. The sun would soon rise.,午前7時6分 太陽はすぐに昇るでしょう。,2-1
41,"They kept on, the silence drowned out by the buzzing of the flies and the distant hellos of scraggly sheep out there in the semi-darkness.",ハエの鳴き声と、半暗闇の中でぼろぼろの羊の遠くの挨拶によって沈黙がかき消されました。,1-1
42,Alec grimaced.,アレックは顔をしかめた。,1-1
43,"He stepped back, tensing before rushing over the ditch.",彼は後ずさりし、緊張をほぐして溝を駆け抜けた。,1-1
44,"He came down with a thud, right into the thick and gelatinous mud.",彼は、厚いゼリー状の泥の中に、ドスンと降りてきました。,1-1
45,He splattered his black trouser legs and the farmer's jeans.,彼は黒いズボンの脚と農夫のジーンズをはねかけました。,1-1
46,"The other man tutted, smiling.",もう一人の男は、にっこりと笑った。,1-1
47,"What have we come to, eh? Alec brushed at the muck around his ankles, but this only spread it further.",「どうしたんだい？」 アレックは足首の周りの泥をブラッシングしましたが、これはそれをさらに広げただけでした。,2-1
48,His palms grew filthy.,彼の手のひらは汚れた。,1-1
49,The farmer walked on.,農夫は歩き続けた。,1-1
50,"Alec stared at the mud, and the farmer grinned, his cheeks ruddy beneath his dirty white beard.",アレックが泥を見つめると、農夫はにやにや笑い、汚れた白いあごひげの下で頬を赤らめた。,1-1
51,"With that thick wax coat and that gut and that voice, he could have been a lunatic Santa Claus.",あの分厚いワックスコートとその腸とあの声で、彼は狂ったサンタクロースだったかもしれません。,1-1
52,"You won't fall, he said.",「あなたは落ちません」と彼は言いました。,1-1
53,"Not afraid of a little dirt, are you, Sergeant Nichols?",「ちょっとした汚れも怖くないですか、ニコルズ軍曹？」,1-1
54,No. Yes.,'いいえはい。,2-1
55,I just hope you aren't wasting my time.,「あなたが私の時間を無駄にしないことを願っています。,1-1
56,And these flies.,そして、これらのハエ。,1-1
57,"Alec swatted one away from his rolled-up sleeve, a great bulbous thing that had nestled on the hairs of his forearm.",」 アレックは、前腕の毛に寄り添っていた大きな球根状の物である、丸めた袖から 1 つを叩きました。,1-1
58,He was food for this whole place.,彼はこの場所全体の食べ物でした。,1-1
59,"Try covering up next time, the farmer said.",「次は隠蔽してみよう」と農夫は言った。,1-1
60,"Where are they? Alec asked, shivering.",「どこにいるの？」アレックは震えながら尋ねた。,2-1
61,It was 6.55 a.m. He'd left his jacket in his patrol car.,午前6時55分、パトカーに上着を置き忘れた。,2-1
62,"There weren't any sheep over here, the farmer said, ignoring the question.",「ここには羊はいませんでした」 農夫は質問を無視して言った。,1-2
63,"He leapt over the bank, his boots slipping slightly on the incline.",彼は岸を飛び越えたが、坂道でブーツが少し滑った。,1-1
64,They normally love coming over here.,「彼らは通常、ここに来るのが大好きです。」,1-1
65,"And now their torches revealed the edge of a bank, right before the crest of a shallow stream that cut through the farmer's reclaimed marshland.",そして今、彼らの松明は、農夫の開拓された湿地帯を切り開いている浅い小川の頂上の直前に、銀行の端を明らかにしました。,1-1
66,"Along its muddy edge and all around, the reeds sang with flies and crickets and buntings.",その泥だらけの縁に沿って、葦はハエやコオロギやホオジロと一緒に歌いました。,1-1
