id,source,translation,n2m
1,ミホは、今では結婚して地元に中古の一戸建てを買っていて、そこに友達がよく集まっている。,"Miho jest teraz mężatką i kupiła używany dom wolnostojący w swoim rodzinnym mieście, gdzie często spotykają się jej przyjaciele.",1-1
2,明日もアルバイトなので億劫に思う時もあるが、コンビニ以外の世界との唯一の接点であり、同い年の「普通の三十代女性」と交流する貴重な機会なので、ミホの誘いにはなるべく応じるようにしている。,"Jutro to także praca na pół etatu, więc czasami myślę, że to kłopotliwe, ale to jedyny punkt kontaktu ze światem poza sklepami ogólnospożywczymi i jest to cenna okazja do interakcji z ""normalnymi kobietami po trzydziestce"" w tym samym wieku, więc staram się w miarę możliwości przyjąć zaproszenie Miho.",1-1
3,今日も、ミホと、まだ小さい子供を連れたユカリ、結婚しているが子供はまだのサツキと私、というメンバーで、ミホの家にケーキを持ち寄ってお茶をしていた。,"Dzisiaj Miho, Yukari, która wciąż ma małe dziecko, Satsuki i ja, jesteśmy małżeństwem, ale nie mamy dzieci, przynieśliśmy ciasto do domu Miho na herbatę.",1-1
4,そのとき、私は、初めて、世界の部品になることができたのだった。,Wtedy po raz pierwszy mogłem stać się częścią świata.,1-1
5,私は、今、自分が生まれたと思った。,"Myślałem, że urodziłem się teraz.",1-1
6,世界の正常な部品としての私が、この日、確かに誕生したのだった。,Z pewnością urodziłem się tego dnia jako normalna część świata.,1-1
7,オープンまでの二週間、二人組になったり、社員を相手にしながら、架空の客に向かって、ひたすら練習が続いた。,"Przez dwa tygodnie poprzedzające otwarcie ćwiczyliśmy w duecie, pracując z pracownikami i mierząc się z wyimaginowanymi klientami.",1-1
8,「お客様」の目を見て微笑んで一礼すること、生理用品は紙袋に入れること、温かい物は冷たい物と分けて入れること、ファーストフードを頼まれたら手をアルコールで消毒すること。,"Spójrz klientowi w oczy, uśmiechnij się i ukłoń, włóż podpaski higieniczne do papierowej torby, oddziel ciepłe przedmioty od zimnych i zdezynfekuj ręce alkoholem, gdy zostaniesz poproszony o fast food.",1-1
9,お金に慣れるためにとレジの中には本物のお金が入っていたが、レシートには「トレーニング」と大きく印字されていたし、相手は同じ制服を着たアルバイト仲間だし、なんとなくお買いものごっこをしているようだった。,"W kasie były prawdziwe pieniądze, które miały mi pomóc przyzwyczaić się do pieniędzy, ale na paragonie było napisane dużymi literami ""Szkolenie"", a osoba, z którą pracowałem, była pracownikiem na pół etatu w takim samym mundurze, więc jakoś udawałem być na zakupach",1-1
10,二つ年下の妹は、私と違って、「普通」の子どもだった、かといって私を敬遠するわけでもなく、むしろ慕ってくれていた。,"W przeciwieństwie do mnie, moja siostra, która jest ode mnie dwa lata młodsza, była ""normalnym"" dzieckiem, ale nie stroniła ode mnie.",1-1
11,妹が私と異なり普通のことで母に叱られているとき、母に私は近づいて「どうして怒っているの？」と理由を尋ねた。,"Kiedy mama skarciła moją siostrę za normalne rzeczy, podeszłam do niej i zapytałam, dlaczego jest zła.",1-1
12,私が母に質問したせいでお説教が終わると、庇かばわれたと思うのか、妹はいつも私に「ありがとう」と言った。,"Kiedy skończyło się kazanie, ponieważ zadałem pytanie mamie, siostra zawsze mówiła mi ""dziękuję"", prawdopodobnie dlatego, że myślała, że jest chroniona.",1-1
13,お菓子や玩具にあまり興味がなかった私は、それらを妹にあげることも多かった。,"Nie interesowały mnie zbytnio słodycze i zabawki, więc często dawałam je siostrze.",1-1
14,そのため、妹はいつも私についてまわっていた。,Dlatego moja siostra zawsze za mną chodziła.,1-1
15,「お父さん、焼き鳥好きだから、今日、これを焼いて食べよう」 良く聞こえなかったのだろうかと、はっきりとした発音で繰り返すと、母はぎょっとし、隣にいた他の子のお母さんも驚いたのか、目と鼻の穴と口が一斉にがばりと開いた。,"""Tato, kocham yakitori, więc grillujmy i jemy dzisiaj"". Zastanawiałem się, czy nie usłyszałem tego dobrze, więc powtórzyłem to z wyraźną wymową.",1-2
16,変な顔だったので笑いそうになったが、その人が私の手元を凝視しているのを見て、そうか、一羽じゃ足りないなと思った。,"Prawie się roześmiałem z powodu jego śmiesznej twarzy, ale kiedy zobaczyłem, jak wpatruje się w moją rękę, pomyślałem, cóż, jeden ptak to za mało.",1-1
17,「もっととってきたほうがいい？」 近くで二、三羽並んで歩いている雀にちらりと視線をやると、やっと我に返った母が、「恵子！」ととがめるような声で、必死に叫んだ。,"""Czy powinienem dostać więcej?"" Kiedy spojrzałem na dwa lub trzy wróble idące obok siebie, moja mama w końcu opamiętała się i rozpaczliwie krzyknęła z wyrzutem: ""Keiko!""",1-2
18,「小鳥さんはね、お墓をつくって埋めてあげよう。,"""Panie Kotori, zróbmy grób i zakopmy go.",1-1
19,ほら、皆も泣いてるよ。,"Słuchaj, wszyscy płaczą.",1-1
20,お友達が死んじゃって寂しいね。,"To smutne, że twój przyjaciel umarł.",1-1
21,ね、かわいそうでしょう？」,"Hej, nie żal ci mnie?""",1-1
22,「なんで？ せっかく死んでるのに」 私の疑問に、母は絶句した。,"""Dlaczego?"" Mojej matce zabrakło słów na moje pytanie.",1-2
23,缶コーヒーと煙草とアメリカンドックを手早くＳサイズの袋に入れる。,"Szybko włożyłam kawę w puszce, papierosy i amerykańskiego psa do torby w rozmiarze S.",1-1
24,その間、ポケットの中の小銭を鳴らしていた男性が、ふと思いついたように胸ポケットに手を入れる。,"W międzyczasie mężczyzna, który dzwonił monetami w kieszeni, nagle włożył rękę do kieszeni na piersi.",1-1
25,その仕草から、電子マネーで支払をするのだなと咄嗟に判断する。,"Po tym geście od razu zdecydowałem, że płatność została dokonana pieniędzmi elektronicznymi.",1-1
26,「いらっしゃいませ、おはようございます！」 軽い会釈をして、男性客が差し出した缶コーヒーを受け取る。,"""Witam, dzień dobry!"" Lekko skinąłem głową i otrzymałem kawę w puszce, którą zaoferował mi klient płci męskiej.",1-2
27,「あー、あと煙草の５番を一つ」 「かしこまりました」 すばやくマルボロライトメンソールを抜き取り、レジでスキャンする。,"""Ach, i jeden papieros nr 5"" ""Zrozumiany"" Szybko wyciągnij Marlboro Light Menthol i zeskanuj go przy kasie.",1-2
28,「年齢確認のタッチをお願いします」,"""Dotknij, aby potwierdzić swój wiek"".",1-1
29,画面をタッチしながら、男性の目線がファーストフードが並んだショーケースにすっと移ったのを見て、指の動きを止める。,"Dotykając ekranu, wzrok mężczyzny nagle przeniósł się na gablotę wyłożoną fast foodami, a ja przestałem ruszać palcem.",1-1
30,「何かおとりしますか？」と声をかけてもいいが、客が買うかどうか悩んでいるように見えるときは、一歩引いて待つことにしている。,"Mógłbym powiedzieć: ""Chcesz coś?""",1-1
31,チャリ、という微かな小銭の音に反応して振り向き、レジのほうへと視線をやる。,"W odpowiedzi na cichy dźwięk monet, odwracam się i patrzę na kasę.",1-1
32,掌やポケットの中で小銭を鳴らしている人は、煙草か新聞をさっと買って帰ろうとしている人が多いので、お金の音には敏感だ。,"Wiele osób, które chrupią monety w dłoniach lub kieszeniach, próbuje szybko kupić papierosy lub gazety i wrócić do domu, dlatego są wrażliwe na dźwięk pieniędzy.",1-1
33,案の定、缶コーヒーを片手に持ち、もう片方の手をポケットに突っ込んだままレジに近付いている男性がいた。,"Rzeczywiście, do kasy zbliżał się mężczyzna z puszką kawy w jednej ręce, a drugą w kieszeni.",1-1
34,素早く店内を移動してレジカウンターの中に身体をすべりこませ、客を待たせないように中に立って待機する。,"Szybko poruszam się po sklepie, wsuwam ciało do lady kasjerskiej i stoję w środku, żeby czekać, żeby klient nie musiał czekać.",1-1
35,コンビニエンスストアは、音で満ちている。,Sklepy wielobranżowe są pełne dźwięków.,1-1
36,客が入ってくるチャイムの音に、店内を流れる有線放送で新商品を宣伝するアイドルの声。,"Przy dźwiękach dzwonków klientów wchodzących do sklepu, głosach idoli reklamujących swoje nowości w przekazach kablowych przepływających przez sklep.",1-1
37,店員の掛け声に、バーコードをスキャンする音。,Krzyk ekspedientki i odgłos skanowania kodu kreskowego.,1-1
38,かごに物を入れる音、パンの袋が握られる音に、店内を歩き回るヒールの音。,"Odgłos wkładania rzeczy do koszyka, dźwięk ściskanej torby z chlebem i dźwięk obcasów chodzących po sklepie.",1-1
39,全てが混ざり合い、「コンビニの音」になって、私の鼓膜にずっと触れている。,"Wszystko miesza się i staje się ""dźwiękiem sklepu spożywczego"", który cały czas dotyka moich bębenków.",1-1
40,ミホとサツキは地元で頻繁に会っているせいか、そっくりな表情と喋り方をしている。,"Miho i Satsuki mają podobny wyraz twarzy i sposób mówienia, prawdopodobnie dlatego, że często spotykają się w swoich rodzinnych miastach.",1-1
41,特にお菓子の食べ方が似ていて、二人ともネイルを施した手でクッキーを小さく割りながら口に運んでいる。,"Sposób, w jaki jedzą słodycze, jest szczególnie podobny, oboje niosą ciastka do ust, łamiąc je na małe kawałki wypielęgnowanymi dłońmi.",1-1
42,前からそうだったろうか、と思いだそうとするが、記憶が曖昧だ。,"Próbuję sobie przypomnieć, czy kiedyś tak było, ale pamięć jest mglista.",1-1
43,前に会ったときの二人の小さな癖や仕草は、もうどこかへ流れ出て行ってしまったのかもしれないとも思う。,"Myślę, że drobne przyzwyczajenia i gesty ich dwojga, kiedy spotkali się wcześniej, mogły już gdzieś wypłynąć.",1-1
