id,source,target,n2m
1,"""Was ist denn?"", fragte ich.","""Co to jest?"", zapytałem.",1-1
2,"""Nichts"", flötete Selma, öffnete den Kühlschrank, holte ein Paket Schnittkäse und eine Leberwurst heraus und schwenkte beides durch die Luft.","""Nic"", zaćwierkała Selma, otwierając lodówkę, wyjmując paczkę pokrojonego sera i wątrobianki i machając obydwoma w powietrzu.",1-1
3,"""Was darf’s denn heute aufs Schulbrot sein?"", flötete sie.",Co chciałbyś dzisiaj na lunch w szkole? gwizdnęła.,1-1
4,"""Mäuselchen"", flötete sie noch hinterher, und Flöten und Mäuselchen waren nun wirklich alarmierend.","""Mała mysz"" zagwizdała później, a flety i małe myszy były teraz naprawdę niepokojące.",1-1
5,"""Käse, bitte"", sagte ich, ""was hast du denn""? ""Nichts"", flötete Selma, ""hab ich doch gesagt"".","""Poproszę ser"", powiedziałem, ""co masz?"" ""Nic"", zaćwierkała Selma, ""Mówiłam ci. """,2-1
6,"Sie strich Butter auf eine Scheibe Brot, und weil sie immer noch herumschlackerte, schubste sie dabei den Käse mit dem Handgelenk von der Anrichte.","Posmarowała masłem kromkę chleba, a ponieważ wciąż się trzepotała, nadgarstkiem strząsnęła ser z kredensu.",1-1
7,"Selma hielt jetzt still und schaute hinab auf die Käsepackung, als sei sie etwas Kostbares, das in tausend Teile zersprungen war.","Selma zatrzymała się i spojrzała na paczkę sera, jakby to było coś cennego, co roztrzaskało się na tysiące kawałków.",1-1
8,"Selma hatte in ihrem Leben dreimal von einem Okapi geträumt, und jedes Mal war danach jemand gestorben, deshalb waren wir überzeugt, dass der Traum von einem Okapi und der Tod unbedingt miteinander verbunden waren.","Selma trzy razy w życiu śniła o okapi i za każdym razem ktoś umierał, więc byliśmy przekonani, że sen o okapi i śmierć są ze sobą nierozerwalnie związane.",1-1
9,Unser Verstand funktioniert so.,Nasz umysł działa w ten sposób.,1-1
10,"Er kann innerhalb kürzester Zeit dafür sorgen, dass die einander abwegigsten Dinge fest zusammengehören.","W bardzo krótkim czasie potrafi sprawić, że najbardziej absurdalne rzeczy będą do siebie pasować.",1-1
11,"Kaffeekannen und Schnürsenkel beispielsweise, oder Pfandflaschen und Tannenbäume.","Na przykład dzbanki do kawy i sznurowadła, butelki zwrotne i choinki.",1-1
12,"""Was soll es denn sonst gewesen sein"", sagte Selma, und dass man ein Okapi ja nur schwerlich mit einem anderen Tier verwechseln könne.","""Co innego mogło to być"", powiedziała Selma i trudno było pomylić okapi z jakimkolwiek innym zwierzęciem.",1-1
13,"""Doch"", sagte ich, es könne ja auch ein verwachsenes Rind gewesen sein, eine falsch zusammengesetzte Giraffe, eine Laune der Natur, und die Streifen und das Rostrote, das könne man doch alles nicht so genau erkennen in der Nacht, da sei schließlich alles sehr verschwommen.","""Tak"" powiedziałem, to mogła być też przerośnięta krowa, źle ułożona żyrafa, kaprys natury, a te pręgi i rdzawy kolor, naprawdę tego wszystkiego dokładnie nie widać w nocy tam jest przecież wszystko bardzo rozmyte.",1-1
14,"""Das ist doch Quatsch"", sagte Selma und rieb sich die Stirn, ""das ist doch leider Quatsch, Luise"".","To nonsens powiedziała Selma, pocierając czoło. Niestety to nonsens, Luise.",1-2
15,"Sie legte eine Scheibe Käse auf das Brot, klappte es zusammen und legte es in meine Butterbrotdose.","Położyła plasterek sera na chlebie, złożyła go i włożyła do mojego pudełka na drugie śniadanie.",1-1
16,"""Weißt du, wann genau du das geträumt hast""?","Czy wiesz, kiedy dokładnie ci się to śniło?",1-1
17,"""Gegen drei Uhr"", sagte Selma.",Około trzeciej powiedziała Selma.,1-1
18,"Sie war hochgeschreckt, nachdem das Bild vom Okapi sich zurückgezogen hatte, aufrecht im Bett sitzend war sie aufgewacht und hatte auf ihr Nachthemd gestarrt, in dem sie eben noch im Traum auf der Uhlheck gestanden hatte, und dann auf den Wecker.","Była zaskoczona, gdy obraz okapi zniknął, obudziła się siedząc na łóżku i wpatrując się w swoją koszulę nocną, w której właśnie marzyła o staniu na Uhlhecku, a potem w budzik.",1-1
19,Drei Uhr.,Trzecia.,1-1
20,"""Wir sollten das wahrscheinlich nicht so ernst nehmen"", sagte Selma, aber sie sagte es wie ein Fernsehkommissar, der ein anonymes Schreiben nicht so ernst nimmt.","""Prawdopodobnie nie powinniśmy brać tego tak poważnie"", powiedziała Selma, ale powiedziała to jak detektyw telewizyjny, który nie traktuje anonimowego listu zbyt poważnie.",1-1
21,"Die Zugfahrt dauerte fünfzehn Minuten, einen Zwischenhalt gab es nicht.","Jazda pociągiem trwała piętnaście minut, bez przystanków pośrednich.",1-1
22,"Seit unserer ersten Zugfahrt spielten wir immer dasselbe: Wir stellten uns mit dem Rücken zu den Fenstern an die gegenüberliegenden Zugtüren, Martin machte die Augen zu, ich sah aus dem Fenster der Zugtür, die Martin im Rücken hatte.","Od naszej pierwszej jazdy pociągiem zawsze graliśmy w to samo: staliśmy plecami do okien naprzeciwko drzwi pociągu, Martin zamknął oczy, wyjrzałem przez okno drzwi pociągu, za którymi siedział Martin .",1-1
23,"In der ersten Klasse hatte ich Martin aufgezählt, was ich während der Fahrt sah, und Martin versuchte, alles auswendig zu lernen.","W pierwszej klasie opowiedziałem Martinowi, co zobaczyłem na przejażdżce, a Martin próbował to wszystko zapamiętać.",1-1
24,"Das gelang sehr gut, sodass ich im zweiten Schuljahr nichts mehr aufzählte und Martin, mit dem Rücken zum Fenster und geschlossenen Augen, fast alles aufsagen konnte, was ich durch das beschlagene Zugfenster gerade sah: ""Drahtfabrik"", sagte er, genau in dem Moment, als wir an der Drahtfabrik vorbeifuhren.","To zadziałało tak dobrze, że na drugim roku już nic nie notowałem, a Martin, odwrócony plecami do okna i z zamkniętymi oczami, był w stanie wyrecytować prawie wszystko, co widziałem przez zaparowaną szybę pociągu: ""Fabryka drutu, powiedział dokładnie w tym momencie, kiedy przejeżdżaliśmy obok fabryki drutu.",1-1
25,"""Jetzt Feld. Weide. Das Gehöft vom verrückten Hassel.","""Teraz pole. Pastwisko. Gospodarstwo Szalonego Hassela.",2-1
26,Wiese. Wald. Wald. Hochsitz eins.,Łąka. Las. Las. Okoń jeden.,3-1
27,"Feld. Wald. Wiese. Weide, Weide.","Pole. Las. Łąka. Pastwisko, pastwisko.",2-1
28,Reifenfabrik. Dorf. Weide.,Fabryka opon. Wioska. Pastwisko.,2-2
29,Feld. Hochsitz zwei. Waldstück.,Pole. Okoń dwa. Kawałek lasu.,2-2
30,"Hof. Feld. Wald. Hochsitz drei. Dorf.""","Sąd. Pole. Las. Okoń trzy. Wioska. """,1-3
31,"Bauer Häubel war der festen Überzeugung, dass der Tod höflich sein würde, so wie Bauer Häubel selbst es sein Leben lang gewesen war.","Farmer Häubel mocno wierzył, że śmierć będzie grzeczna, tak jak sam farmer Häubel był przez całe życie.",1-1
32,"Er war sicher, dass der Tod ihm das Leben nicht entreißen, sondern behutsam aus der Hand nehmen würde.","Był pewien, że śmierć nie wyrwie mu życia, ale delikatnie wyrwie je z jego rąk.",1-1
33,"Er stellte sich vor, wie der Tod vorsichtig anklopfte, die Tür nur einen Spalt öffnete und ""Darf ich""? fragte, was Bauer Häubel natürlich bejahen würde.","Wyobraził sobie śmierć ostrożnie pukającą, otwierającą drzwi i pytającą ""Czy mogę?"", na co farmer Häubel oczywiście odpowiedziałby twierdząco.",1-1
34,"""Selbstverständlich"", würde Bauer Häubel sagen, ""treten Sie doch ein"", und der Tod würde eintreten.","""Oczywiście"", mawiał farmer Häubel, ""wejdź"" i następowała śmierć.",1-1
