id,source,translation,n2m
1,很久很久以后的某天，她的丈夫从医院回来。,ある日、彼の妻の夫が長い間医療機関から帰ってきた。,1-1
2,"他表情严肃，说""文化大革命""了，医院天天开会，也有人写了他的大字报，说他的历史有问题。",彼の顔は厳しく、「文化大革命」と言った。 病院では毎日会議が開かれ、彼の大字報も書かれていて、彼の歴史に問題があると言われていた。,1-2
3,她很紧张，不知道丈夫向她讲述这些意味着什么。,彼女は緊張していて、夫が彼女にこれらの話をしたことが何を意味するのか分からなかった。,1-1
4,但她的丈夫却突然说，你不会有事的，我会保护你。,しかし、夫は突然、「あなたには何も起こらないよ、私が守ってあげるから」と言った。,1-1
5,你过去的事，一辈子都不要想起来。,「あなたの過去のことは、一生忘れてしまおう。,1-1
6,你最大的敌人，不是外面的人，恐怕是那些你不记得的东西。,最大の敵は外の人ではなく、自分でも覚えていないものだろう。,1-1
7,如果有人问你，你就说你什么都不知道，这样就行了。,もし誰かがあなたに聞いてきたら、何も知らないと言えばいいのよ」,1-1
8,你是哪里人？,あなたはどこの出身ですか？,1-1
9,住在哪个村？,どの村に住んでいますか？,1-1
10,你多大年龄？,あなたは何歳ですか？,1-1
11,你家里还有什么人？,あなたの家には他に誰がいますか？,1-1
12,你怎么掉进了河里？是翻船了，还是坏人把你扔下去的？,どうして川に落ちたの？船が沈んだのか、悪い人があなたを投げ落としたのか？,1-1
13,就你一个落水的吗。,あなただけが落水したのでしょうか……,1-1
14,人们交替着询问，即令声音温和也如一根根利刺扎过来，她的心瞬间剧痛无比。,人々は交互に質問して、その声は温かくもまるで刃物が刺さるようなものだった。 彼女の心は瞬間に痛みを感じた。,1-2
15,她在床上蜷缩成一团。,彼女はベッドの上で蜷けて一団になっていた。,1-1
16,她想，是呀，我是哪里人呢？ 我住哪里呢？ 我叫什么呢？ 我怎么会掉进河里了？,彼女は考えた、「そうだ、私はどこの出身なんだろう？私はどこに住んでいるの？私の名前は何ですか？なぜ私が川に落ちてしまったのか？」彼女は全く印象がなかった。,4-1
18,我怎么会记不得呢？,なぜ私は覚えられないのでしょうか？,1-1
19,我怎么连自己都记不得了呢？,自分自身を覚えることすらできなくなってしまったのだろうか？,1-1
20,于是她哭了起来。,それで彼女は泣き出した。,1-1
21,她说，我不记得。,彼女は言った、「私は覚えていない」。,1-1
22,她是真的不记得了。,彼女は本当に覚えていなかった。,1-1
23,于是人们说，你想想，仔细地想想。,そこで人々は言った、考えてみよう、よく考えてみよう。,1-1
24,你是被人从河里捞出来的。,あなたは川から人に引き上げられたのです。,1-1
25,你从河水开始想，也许能想起来。,川から考え始めれば、きっと思い出せるかもしれない。,1-1
26,她依着人们的要求，果然认真去回想。,彼女は人々の要求に応じて、確かに真剣に思い出を探した。,1-1
27,但她的思路一到河边，哗哗的水声便像炸雷一样轰响，莫名的恐惧随着水声汹涌而来。,しかし彼女の思考は河岸へと到達すると、水の音が爆発のように鳴り響き、不思議な恐怖が水の音と共に押し寄せてくる。,1-1
