id,source,translation,n2m
1,"""Was ist denn?"", fragte ich.","""Co się dzieje?"", zapytałem.",1-1
2,"""Nichts"", flötete Selma, öffnete den Kühlschrank, holte ein Paket Schnittkäse und eine Leberwurst heraus und schwenkte beides durch die Luft.","""Nic"" zaśpiewała Selma, otworzyła lodówkę, wyciągnęła pakiet sera żółtego i kiełbasę i obracała je w powietrzu.",1-1
3,"""Was darf’s denn heute aufs Schulbrot sein?"", flötete sie.","""Co dziś na kanapkę do szkoły?"", zapytała z uśmiechem.",1-1
4,"""Mäuselchen"", flötete sie noch hinterher, und Flöten und Mäuselchen waren nun wirklich alarmierend.","""Myszko"" zawołała za nim, a ""myszko"" i ""flet"" były już naprawdę alarmujące.",1-1
5,"""Käse, bitte"", sagte ich, ""was hast du denn""?","""Ser proszę"" powiedziałem ""co masz?""",1-1
6,"""Nichts"", flötete Selma, ""hab ich doch gesagt"".","""Nic"" zaśpiewała Selma ""przecież to powiedziałam"".",1-1
7,"Sie strich Butter auf eine Scheibe Brot, und weil sie immer noch herumschlackerte, schubste sie dabei den Käse mit dem Handgelenk von der Anrichte.","Posmarowała masłem kromkę chleba, a ponieważ wciąż się ruszała, przypadkowo odepchnęła ser łokciem od blatu.",1-1
8,"Selma hielt jetzt still und schaute hinab auf die Käsepackung, als sei sie etwas Kostbares, das in tausend Teile zersprungen war.","Selma teraz milczała i patrzyła na opakowanie sera, jakby to było coś cennego, co rozpadło się na tysiące kawałków.",1-1
9,"Selma hatte in ihrem Leben dreimal von einem Okapi geträumt, und jedes Mal war danach jemand gestorben, deshalb waren wir überzeugt, dass der Traum von einem Okapi und der Tod unbedingt miteinander verbunden waren.","Selma miała w swoim życiu trzy sny o okapi, a po każdym z nich ktoś umarł, więc byliśmy przekonani, że sen o okapi i śmierć są nierozerwalnie ze sobą związane.",1-1
10,Unser Verstand funktioniert so.,Nasz umysł działa w ten sposób.,1-1
11,"Er kann innerhalb kürzester Zeit dafür sorgen, dass die einander abwegigsten Dinge fest zusammengehören.","Potrafi w najkrótszym czasie sprawić, że najbardziej niezrozumiałe rzeczy staną się nierozerwalnie połączone.",1-1
12,"Kaffeekannen und Schnürsenkel beispielsweise, oder Pfandflaschen und Tannenbäume.","Na przykład dzbanki do kawy i sznurówki, albo butelki z depozytem i choinki.",1-1
13,"""Was soll es denn sonst gewesen sein"", sagte Selma, und dass man ein Okapi ja nur schwerlich mit einem anderen Tier verwechseln könne.","Co innego miałoby to być? zapytała Selma, i że trudno byłoby pomylić okapi z jakimkolwiek innym zwierzęciem.",1-1
14,"""Doch"", sagte ich, es könne ja auch ein verwachsenes Rind gewesen sein, eine falsch zusammengesetzte Giraffe, eine Laune der Natur, und die Streifen und das Rostrote, das könne man doch alles nicht so genau erkennen in der Nacht, da sei schließlich alles sehr verschwommen.","Ale powiedziałem to mogło być też zrośnięte bydło, fałszywie skomponowana girafa, dziwactwo natury, a te pasy i czerwonawy kolor, tego w nocy nie da się dokładnie zobaczyć, bo wszystko jest bardzo zamazane.",1-1
15,"""Das ist doch Quatsch"", sagte Selma und rieb sich die Stirn, ""das ist doch leider Quatsch, Luise"".","To jest głupstwo powiedziała Selma i potarła czoło To jest niestety głupstwo, Luise.",1-1
16,"Sie legte eine Scheibe Käse auf das Brot, klappte es zusammen und legte es in meine Butterbrotdose.","Położyła kromkę sera na chleb, złożyła go i włożyła do mojej kanapki.",1-1
17,"""Weißt du, wann genau du das geträumt hast""?","Czy wiesz, kiedy dokładnie to sobie śniłeś?",1-1
18,"""Gegen drei Uhr"", sagte Selma.",O trzeciej powiedziała Selma.,1-1
19,"Sie war hochgeschreckt, nachdem das Bild vom Okapi sich zurückgezogen hatte, aufrecht im Bett sitzend war sie aufgewacht und hatte auf ihr Nachthemd gestarrt, in dem sie eben noch im Traum auf der Uhlheck gestanden hatte, und dann auf den Wecker.","Przestraszyła się, gdy obraz okapi zniknął. Usiadła prosto w łóżku, ocknęła się i wpatrywała się w swoją piżamę, w której chwilę wcześniej stała na Uhlheck w swoim śnie, a potem w zegar.",1-2
20,Drei Uhr.,Trzecia godzina.,1-1
21,"""Wir sollten das wahrscheinlich nicht so ernst nehmen"", sagte Selma, aber sie sagte es wie ein Fernsehkommissar, der ein anonymes Schreiben nicht so ernst nimmt.","Prawdopodobnie nie powinniśmy tego tak poważnie traktować powiedziała Selma, ale mówiła to jak komisarz telewizyjny, który nie traktuje poważnie anonimowego listu.",1-1
22,"Die Zugfahrt dauerte fünfzehn Minuten, einen Zwischenhalt gab es nicht.","Podróż trwała piętnaście minut, bez postoju.",1-1
23,"Seit unserer ersten Zugfahrt spielten wir immer dasselbe: Wir stellten uns mit dem Rücken zu den Fenstern an die gegenüberliegenden Zugtüren, Martin machte die Augen zu, ich sah aus dem Fenster der Zugtür, die Martin im Rücken hatte.","Od naszej pierwszej podróży pociągiem zawsze gramy w to samo: Stanęliśmy plecami do okien, naprzeciwko drzwi wagonu. Martin zamknął oczy, ja patrzyłam przez okno drzwi, które miał Martin za plecami.",1-2
24,"In der ersten Klasse hatte ich Martin aufgezählt, was ich während der Fahrt sah, und Martin versuchte, alles auswendig zu lernen.","W pierwszej klasie wyliczyłem Martinowi, co widziałem podczas podróży, a Martin próbował wszystko zapamiętać.",1-1
25,"Das gelang sehr gut, sodass ich im zweiten Schuljahr nichts mehr aufzählte und Martin, mit dem Rücken zum Fenster und geschlossenen Augen, fast alles aufsagen konnte, was ich durch das beschlagene Zugfenster gerade sah: ""Drahtfabrik"", sagte er, genau in dem Moment, als wir an der Drahtfabrik vorbeifuhren.","Udało się to bardzo dobrze, więc w drugim roku szkolnym już niczego nie liczyłem, a Martin, z plecami do okna i zamkniętymi oczami, potrafił powtarzać prawie wszystko, co widziałem przez zaparowane okno pociągu: Fabryka drutu powiedział właśnie wtedy, gdy mijaliśmy fabrykę drutu.",1-1
26,"""Jetzt Feld. Weide.",Teraz pole. Pastwisko.,1-1
27,Das Gehöft vom verrückten Hassel.,Gospodarstwo szalonego Hassela.,1-1
28,Wiese. Wald. Wald. Hochsitz eins.,Łąka. Las. Las. Wieża obserwacyjna nr 1.,3-1
29,Feld. Wald. Wiese.,Pole. Las. Łąka.,1-1
30,"Weide, Weide.","Wiej, wiej.",1-1
31,Reifenfabrik. Dorf. Weide.,Fabryka opon. Wieś. Trawa. Pole.,2-1
32,Feld. Hochsitz zwei.,Wieża obserwacyjna nr 2.,1-1
33,"Waldstück. Hof. Feld. Wald. Hochsitz drei. Dorf.""",Las. Dwór. Pole. Las. Wieża obserwacyjna trzy. Wioska.,2-2
34,"Bauer Häubel war der festen Überzeugung, dass der Tod höflich sein würde, so wie Bauer Häubel selbst es sein Leben lang gewesen war.","Bauer Häubel był przekonany, że Śmierć będzie uprzejma, tak jak on sam był uprzejmy przez całe swoje życie.",1-1
35,"Er war sicher, dass der Tod ihm das Leben nicht entreißen, sondern behutsam aus der Hand nehmen würde.","Był pewny, że śmierć nie odbierze mu życia, lecz delikatnie wyjmie mu je z rąk.",1-1
36,"Er stellte sich vor, wie der Tod vorsichtig anklopfte, die Tür nur einen Spalt öffnete und ""Darf ich""? fragte, was Bauer Häubel natürlich bejahen würde.","Sobie wyobrażał, jak śmierć delikatnie zapuka, otworzy drzwi tylko na szparę i zapyta: ""Czy mogę wejść?"", na co Bauer Häubel oczywiście przytaknie.",1-1
37,"""Selbstverständlich"", würde Bauer Häubel sagen, ""treten Sie doch ein"", und der Tod würde eintreten.","""Oczywiście"" miałby powiedzieć gospodarz Häubel ""proszę wejść"", a Śmierć wszedłby do środka.",1-1
38,"Er würde sich an Bauer Häubels Bett stellen und fragen: ""Passt es Ihnen jetzt?","Stanąłby przy łóżku Bauer Häubela i zapytał: ""Czy teraz jest panu wygodnie?",1-1
39,"Ich kann sonst auch zu einem späteren Zeitpunkt vorbeikommen"".",Innym razem mogę też przyjść później.,1-1
40,"Bauer Häubel würde sich aufrichten und ""Nein, nein, es passt mir gerade sehr gut"" sagen, ""lassen Sie es uns besser nicht noch einmal verschieben, wer weiß, wann Sie es wieder einrichten können"", und der Tod würde sich auf den schon bereitgestellten Stuhl am Kopfende setzen.","Gospodarz Häubel wyprostowałby się i powiedział: ""Nie, nie, właśnie mi to bardzo odpowiada. Lepiej nie przekładać tego, bo kto wie, kiedy uda ci się to zorganizować"". A Śmierć usiadłaby na już przygotowanym krześle u głowy łóżka.",1-3
41,"Er würde sich im Vorhinein für die Kälte seiner Hände entschuldigen, die, das wusste Bauer Häubel, ihm überhaupt nichts ausmachen würde, und dann eine Hand auf Bauer Häubels Augen legen.","Wyprzedzając się, przeprosiłby za zimno swoich dłoni, które, jak wiedział Bauer Häubel, wcale mu nie przeszkadzało, po czym położyłby swoją dłoń na oczach Bauer Häubela.",1-1
42,Das stimmte.,To było prawdą.,1-1
43,"Der Hund war schneematschfarben, er war verwaschen grau und zottelig wie ein ausschließlicher Irischer Wolfhund ohne etwas anderes drin.","Pies był barwy śniegowego błota, szarawy i zarzucony jak wyłącznie irlandzki wilczak bez niczego innego.",1-1
44,"Sein Körper war noch klein, aber seine Pfoten waren groß wie Bärentatzen, und wir wussten alle, was das bedeutete.","Jego ciało było jeszcze małe, ale jego łapy były duże jak niedźwiedzie łapy, i wszyscy wiedzieliśmy, co to oznacza.",1-1
45,Selma stand immer noch erhoben vor der Küchenbank.,Selma wciąż stała przed kuchennym blatem.,1-1
46,Sie schaute lange auf den Hund.,Długo patrzyła na psa.,1-1
47,"Dann sah sie meinen Vater an, als sei er ein Geschenkideengeschäft.","Potem patrzyła na mojego ojca, jakby to był sklep z prezentami.",1-1
48,"""Klappe halten"", sagte der Optiker noch einmal lauter und ging schneller, ""Selma findet nur sehr selten etwas bedrohlich oder unansehnlich"".","Cisza! powtórzył optyk głośniej, zaczynając iść szybciej. Selma rzadko widzi coś groźnego albo brzydkiego.",1-2
49,"Damit hatte er völlig recht, und damit hatte er leider mehr gesagt, als er den Stimmen eigentlich hätte antworten sollen.","Miał w tym całkowitą rację, niestety, powiedział więcej, niż powinien odpowiedzieć głosom.",1-1
50,"Aber die Liebe fände sie womöglich ausgerechnet doch unansehnlich, zischelten die Stimmen, es habe ja einen Grund, sagten sie, dass die Wahrheit so lange verborgen wurde.",Ale może miłość okaże się właśnie nieatrakcyjna szepczały głosy. Istnieje powód mówiły dla którego prawda została tak długo ukryta.,1-2
51,"""Feigheit war das"", sagte der Optiker und schob die Ledertasche auf die andere Hüfte, weil das Rempeln der Tasche und das Rempeln der Stimmen langsam begannen wehzutun.","To była zwykła tchórzostwo powiedział optyk, przesuwając torbę skórzaną na drugie biodro, bo zaczynało już boleć go to szarpanie torby i szarpanie głosów.",1-1
52,"""Besonnenheit war das"", sagten die Stimmen, ""Angst ist ja manchmal doch ein guter Ratgeber"", sagten sie und summten die Titelmelodie der Vorabendserie.",To była rozwaga mówiły głosy. Czasem przecież strach jest dobrym doradcą mówiły i zaczęły nucić melodię tytułową z serialu z wieczornego programu.,1-2
53,Der Optiker wurde jetzt langsamer.,Optyk zwolnił teraz kroku.,1-1
54,"Der Weg zu Selmas Haus, der eigentlich zehn Minuten dauerte, kam ihm plötzlich vor wie eine Tagesreise, eine Tagesreise mit sehr, sehr viel Gepäck.","Droga do domu Selmy, która zazwyczaj zajmowała dziesięć minut, nagle wydała mu się jak podróż trwająca cały dzień, z bardzo, bardzo dużym bagażem.",1-1
