id,source,target,n2m
1,ミホは、今では結婚して地元に中古の一戸建てを買っていて、そこに友達がよく集まっている。,"Miho teraz jest poślubiona i kupiła stare, jednorodzinne dom w swojej miejscowości, do którego często zbierają się jej przyjaciele.",1-1
2,明日もアルバイトなので億劫に思う時もあるが、コンビニ以外の世界との唯一の接点であり、同い年の「普通の三十代女性」と交流する貴重な機会なので、ミホの誘いにはなるべく応じるようにしている。,"Mimo że jutro mam pracę w konbini, czasem mam wrażenie, że to męczące, ale to jedyny kontakt z innym światem poza pracą w konbini i cenne okazje do spotkań z kobietami w moim wieku, więc staram się jak najczęściej odpowiadać na zaproszenia od Miho.",1-1
3,今日も、ミホと、まだ小さい子供を連れたユカリ、結婚しているが子供はまだのサツキと私、というメンバーで、ミホの家にケーキを持ち寄ってお茶をしていた。,"Dzisiaj, ja, Miho, Yukari, która wzięła ze sobą małe dziecko, oraz Satsuki, która jest już po ślubie, ale nie ma jeszcze dzieci, spotkaliśmy się w domu Miho, przynosząc ciasto i robiąc herbatę.",1-1
4,そのとき、私は、初めて、世界の部品になることができたのだった。,"Wtedy, po raz pierwszy, stałem się częścią świata.",1-1
5,私は、今、自分が生まれたと思った。,"Poczułam, że właśnie się narodziłam.",1-1
6,世界の正常な部品としての私が、この日、確かに誕生したのだった。,"W ten dzień stałam się częścią świata, jako normalny element.",1-1
7,オープンまでの二週間、二人組になったり、社員を相手にしながら、架空の客に向かって、ひたすら練習が続いた。,"Przez dwa tygodnie do otwarcia, w parach lub z pracownikami, ćwiczyliśmy bez przerwy, przygotowując się do obsługi fikcyjnych klientów.",1-1
8,「お客様」の目を見て微笑んで一礼すること、生理用品は紙袋に入れること、温かい物は冷たい物と分けて入れること、ファーストフードを頼まれたら手をアルコールで消毒すること。,"Uśmiechanie się do klientów, wkładanie artykułów higienicznych do papierowych toreb, oddzielanie ciepłych produktów od zimnych, dezynfekowanie rąk alkoholem po zamówieniu fast foodu.",1-1
9,お金に慣れるためにとレジの中には本物のお金が入っていたが、レシートには「トレーニング」と大きく印字されていたし、相手は同じ制服を着たアルバイト仲間だし、なんとなくお買いものごっこをしているようだった。,"W kasie znajdowały się prawdziwe pieniądze, ale na paragonach widniało napisane wielkimi literami ""Trening"", a osoba, która je wydawała, była jednym z naszych kolegów w tej samej uniformie. Wszystko wskazywało na to, że właśnie bawiliśmy się w zabawę w sklep.",1-2
10,二つ年下の妹は、私と違って、「普通」の子どもだった、かといって私を敬遠するわけでもなく、むしろ慕ってくれていた。,"Moje młodsze o dwa lata siostra była zupełnie ""normalnym"" dzieckiem, ale nie traktowała mnie z dystansem, wręcz przeciwnie, miała do mnie szacunek.",1-1
11,妹が私と異なり普通のことで母に叱られているとき、母に私は近づいて「どうして怒っているの？」と理由を尋ねた。,"Kiedy moja siostra była karana przez mamę za coś, co dla niej było normalne, podszedłem do mamy i zapytałem, dlaczego jest taka zła.",1-1
12,私が母に質問したせいでお説教が終わると、庇かばわれたと思うのか、妹はいつも私に「ありがとう」と言った。,"Gdy mama skończyła swoje przemówienie, moja siostra zawsze dziękowała mi, jakbym ją ochronił, ponieważ zadałam pytanie.",1-1
13,お菓子や玩具にあまり興味がなかった私は、それらを妹にあげることも多かった。,"Ponieważ nie interesowały mnie słodycze ani zabawki, często dawałem je mojej siostrze.",1-1
14,そのため、妹はいつも私についてまわっていた。,Dlatego moja młodsza siostra zawsze chodziła ze mną.,1-1
