id,source,target,n2m
1,"Все последующее было предсказуемо: возгласы и стоны, нервные шутки и похвалы мне, стоящему в белом у жаровни:","Wszystko następne było przewidywalne: okrzyki i jęki, nerwowe żarty i pochwały dla mnie, stojącego przy grillu w białym.",1-1
2,"Маэстро, вы превзошли себя!","Maestro, przewyższyłeś samego siebie!",1-1
3,"Сюзанна, ты чувствуешь запах ста тысяч, брошенных Настасьей Филипповной в огонь?","Zuzanna, czy czujesz zapach stu tysięcy, które Nastasia Filipowna wrzuciła do ognia?",1-1
4,"Милый, сколько же сегодня сжег ты для меня?","Kochanie, ileż to dzisiaj dla mnie spaliłeś?",1-1
5,"Барбара, мы с тобой преступницы!","Barbara, jesteśmy z tobą przestępczyniami!",1-1
6,"Ах, в этой рыбе привкус безумия!","Ach, w tej rybie jest posmak szaleństwa!",1-1
7,"Томас, стыдно признаться, но я впервые ем и осетрину!","Tomasz, wstyd mi się przyznać, ale jem jesiotrę po raz pierwszy!",1-1
8,"Попыхивая сигарой, достаю пачку красивых полупрозрачных английских банкнот с самодовольной физиономией короля, вынимаю одну, складываю из нее тельца.","Puffając cygarem, wyjmuję paczkę pięknych półprzezroczystych angielskich banknotów z zadowoloną miną króla, wyciągam jeden, składam go na cielę.",1-1
9,Кладу в пепельницу и поджигаю.,Kładę w popielniczce i podpalam.,1-1
10,"Это жертва благодарения цифровому миру, обеспечившему нас работой.","To jest ofiara wdzięczności dla cyfrowego świata, który zapewnił nam pracę.",1-1
11,Я совершаю этот ритуал каждый раз после удачного вечера.,Dokonuję tego rytuału za każdym razem po udanym wieczorze.,1-1
12,"Современные купюры горят отвратительно, приходиться поджигать и поджигать.","Współczesne banknoty okropnie płoną, musisz podpalić je raz za razem.",1-1
13,"Мда, англичане в ту пору оказались ""впереди планеты всей"".","No cóż, Anglicy w tamtym czasie okazali się ""przed całą planetą"".",1-1
14,"Четверку джентльменов, подаривших миру новую моду, тогда окрестили ""новыми битлами"": трое из них совпадали именами с ливерпульской четверкой: Джон, Джордж и Пол.","Czwórkę dżentelmenów, którzy podarowali światu nową modę, wtedy nazwano ""nowymi Beatlesami"": trzech z nich miało takie same imiona jak czwórka z Liverpoolu: John, George i Paul.",1-1
15,Контрфаготиста звали Грегор.,Kontrafagocistę nazywano Grzegorz.,1-1
16,"И те, и нынешние стремительно ворвались в послевоенный европейский мир.","I ci, i obecni gwałtownie wtargnęli do powojennego świata europejskiego.",1-1
17,"Да, после войны всем, всем вдруг отчаянно захотелось почитать.","Tak, po wojnie wszyscy nagle zrozpaczenie chcieli czytać.",1-1
18,"Руки взломщиков потянулись к книгохранилищам, а гурманы и золотая молодежь в первые подпольные читальни.","Ręce włamywaczy sięgnęły po biblioteki, a smakosze i złota młodzież udali się po raz pierwszy do podziemnych czytelni.",1-1
19,Потом туда хлынули и обыватели.,Potem zaczęli tam napływać też zwykli ludzie.,1-1
20,Это были золотые времена.,To były złote czasy.,1-1
21,"Те, кто оказались тогда в нужном месте, срубили бабла по полной: второсортный повар, взятый из уличной забегаловки, за пару месяцев делал себе состояние.","Ci, którzy wtedy znaleźli się we właściwym miejscu, zgarnęli pełną kasę: drugorzędny kucharz z ulicznego bistro w ciągu kilku miesięcy zdołał zrobić fortunę.",1-1
22,"Мда, родись я лет на пять пораньше.","No cóż, gdybym urodził się o pięć lat wcześniej.",1-1
23,В те сумасшедшие годы завороженный процессом народ не обращал внимание на качество.,"W te szalone lata, oczarowany procesem ludzie nie zwracali uwagi na jakość.",1-1
24,"Читали тогда, что называется, ""по диагонали"": дым, копоть, воспарения.","Czytali wtedy, coś na kształt ""po przekątnej"": dym, sadza, parowania.",1-1
