id,source,translation,n2m
1,Celui qui est sous ma joue est un manuscrit d'amour : c'est l'histoire d'un mec qui rencontre une fille mais il est marié et elle a un copain.,私の頬の下にあるものは愛の手記です：それは、男が女性に出会うが彼は既婚者で彼女には彼氏がいるという話です。,1-1
2,J'en ai lu sept pages et je le connais déjà par cœur.,私は7ページを読みましたが、すでにその内容を心に刻み込んでいます。,1-1
3,Rien ne pourra me surprendre.,何も私を驚かせることはできません。,1-1
4,"Depuis des lunes, je ne lis plus, je relis.",数月間、私は新しく読むことはなく、再読しています。,1-1
5,"La même vieille bouillie dont on fait des « nouveautés », des saisons, des rentrées « littéraires », des succès, des bides, des bides.",「新製品」、「シーズン」、「文学の新刊」、「ヒット作」、「失敗作」、その全てに使われている同じ古いかゆみごと。,1-1
6,"Du papier qu'on recycle, des camions qui partent le matin et qui rentrent le soir, bourrés de nouveautés déjà hors d'âge.",リサイクルされる紙、朝出て夕方帰るトラック、すでに時代遅れの新商品でいっぱいです。,1-1
7,Depuis combien d'années ai-je arrêté de sauter de joie à l'idée que j'allais découvrir un chef-d'œuvre et rentrer au bureau le lundi en étant un homme neuf?,私が傑作を発見するという考えに喜びで飛び跳ねるのをやめて、月曜日に新たな人間としてオフィスに戻ることができるようになったのは何年前だっただろうか？,1-1
8,Vingt ans? Trente ans? Je n'aime pas tenir ce genre de compte qui sent la mort.,二十歳？ 30歳？ 私は死の匂いがするこの種のアカウントを持つのが好きではありません。,3-1
9,"Si je ferme les yeux je vois la lueur jaune uniforme de la lampe de Perzel à travers mes paupières et puis des formes noires l'envahissent, construisant des ruines mouvantes, des dessins de Victor Hugo.",私が目を閉じると、ぱっちりとしたまぶた越しにPerzelのランプの一様な黄色い光を見ます、そして次に黒い形がそれを侵食し、動く廃墟やVictor Hugoの絵画を構築します。,1-1
10,"Mon souffle ralentit, mon cœur se calme un peu, je pourrais m'endormir, mourir.",私の息は遅くなり、私の心は少し落ち着きます、私は眠ることができる、死ぬことができます。,1-1
11,Mourir à l'attache.,つながれたまま死ぬ。,1-1
12,"On dirait : « Il est mort comme il a vécu, parmi les livres, en lisant! » et, en vérité, je serais mort en rêvant à rien.",それは「彼は生きているように、本の中で、読みながら死んだ」と言われます。 そして、実際には、何も夢見ずに死んでしまったでしょう。,1-2
13,Il y a bien bien longtemps que je ne lis plus vraiment.,私が本を真剣に読むのは、もう長い時間が経っています。,1-1
14,Est-ce que je sais seulement encore lire ce qui s'appelle lire?,私はまだ「読む」と呼ばれることを読むことができるのかどうか、本当に知っているのでしょうか？,1-1
15,En suis-je seulement capable?,私にはそれができるのでしょうか？,1-1
16,"Si je tourne la tête sur le côté, mon cœur cogne davantage et fait trembler le bois.",私が頭を横に向けると、私の心臓の鼓動が強まり、木を震わせます。,1-1
17,La maison est plongée tout entière dans un silence de vieux papier.,その家はすっかり古い紙のような静寂に包まれている。,1-1
18,"Comme la neige, les livres mangent les bruits.",雪のように、本は音を飲み込む。,1-1
19,Mon métier a son odeur et ses étouffements.,私の仕事にはその特有の香りと息苦しさがあります。,1-1
20,Je le respire encore mieux dans ce silence.,その静寂の中で、私はそれを更に深く呼吸しています。,1-1
21,Retourner au bruit du monde est toujours une épreuve.,世界の騒音に戻ることは常に試練です。,1-1
22,Qui peut bien frapper?,誰がこんなに叩くのでしょうか？,1-1
23,"Je ne reconnais pas cette frappe légère, petite, discrète.",この軽く、小さく、控えめな打撃を認識していません。,1-1
24,Petite main.,小さな手。,1-1
25,Entrez.,入ってください。,1-1
26,Elle entre.,彼女が入る。,1-1
27,Je ne l'ai jamais vue.,私は彼女を見たことがありません。,1-1
28,"J'ai aussitôt une bouffée de nostalgie, la nostalgie du temps où la maison était encore si petite que je reconnaissais toutes les filles par leurs mollets dans les couloirs.",私はすぐに懐かしさに襲われました、家がまだ小さくて廊下で全ての女の子を彼女たちのふくらはぎから認識できた頃の懐かしさです。,1-1
29,Elle a une bonne tête.,彼女は良い頭を持っています。,1-1
30,"Vu son regard étonné, la mienne doit être un rien froissée.",彼の驚いた顔を見ると、私のは少ししわくちゃになっているに違いない。,1-1
31,"Des marques rouges de la manche de ma veste sur ma joue, sans doute.",おそらく、私のジャケットの袖から赤い跡が私の頬に付いているでしょう。,1-1
32,Je vous dérange?,私はあなたを邪魔していますか？,1-1
33,"Je survivrai à votre passage, Mademoiselle.",あなたが去った後も私は生き残ります、お嬢さん。,1-1
34,"Qui êtes-vous? Ben, je suis la stagiaire! Dans quel service? On ne me l'a pas dit.",あなたは誰ですか？ ベン、私はインターンです！ どの部署でしょうか？ それを私には教えてくれなかった。,4-1
35,"Vous savez, nous les stagiaires, on abat tellement de boulot qu'on a intérêt à être polyvalents.",あなたが知ってるように、私たちインターンは、多種多様なスキルを持つほど仕事が山ほどあります。,1-1
36,"Vous voulez une augmentation? Non, je ne gagne rien.",あなたは昇給が欲しいですか？ いいえ、私は何も得ていません。,2-1
37,"Elle est assez décoiffée, me semble-t-il, trouée au jean, colorée du reste.",彼女はかなり髪が乱れているように思われます、ジーンズには穴が開いており、他の部分はカラフルです。,1-1
38,"Elle est petite, elle a le regard noir, elle est sympathique, mais je serais bien en peine de dire si elle est jolie.",彼女は小柄で、目は黒く、親しみやすい性格ですが、彼女が美しいかどうかを言うのは難しいです。,1-1
39,Je ne sais plus lire ces filles-là non plus.,私はもう、あのような女の子たちを理解できない。,1-1
40,Elle est vive.,彼女は活発です。,1-1
41,Normale Sup? Métiers du livre la machine à fabriquer mille Gaston Gallimard par an pour mieux les broyer ensuite?,ノルマル・シュプリエウール？ 書籍の業界、ガストン・ギャリマールを毎年千冊作るマシーンは、その後よりよく粉砕するためのものなのか？,2-1
42,Alors qu'est-ce que vous faites ici?,それで、あなたはここで何をしているのですか？,1-1
43,J'aime bien les livres aussi!,私も本が大好きです！,1-1
44,Et puis il y avait une place.,そして、そこには広場がありました。,1-1
45,On doit faire un stage en entreprise.,私たちは企業でインターンシップをする必要があります。,1-1
46,Obligatoire.,必須。,1-1
47,"Et qu'est-ce que vous faites dans mon bureau, si ce n'est pas indiscret?",それが無礼でなければ、私のオフィスで何をしているのですか？,1-1
48,"C'est monsieur Meunier, le grand patron, qui m'a dit de.",それはミュニエ氏、大親分が私に言ったのです。,1-1
