id,source,target,n2m
1,Diego Cocca wird neuer Nationaltrainer von Mexiko,Diego Cocca becomes Mexico's new coach,1-2
2,Im Sommer 2026 richtet Mexiko gemeinsam mit den USA und Kanada die WM mit dann erstmals 48 Mannschaften aus.,"In the summer of 2026, Mexico will host the World Cup together with the USA and Canada with 48 teams for the first time.",1-1
3,"Cocca tritt die Nachfolge von Gerardo Martino an, dessen Vertrag nach dem frühen WM-Aus in Katar nicht verlängert wurde.","Cocca succeeds Gerardo Martino, whose contract was not renewed after the early World Cup exit in Qatar.",1-1
4,Der 50-Jährige zählte bis vor wenigen Tagen nicht zu den Favoriten für den Posten.,"Until a few days ago, the 50-year-old was not one of the favorites for the post.",1-1
5,Er hatte erst im November als Coach des mexikanischen Clubs Tigres übernommen.,He had only taken over as coach of the Mexican club Tigres in November.,1-1
6,Seine überraschende Berufung zum Nationaltrainer löste Ärger im Verein aus.,His surprising appointment as national coach caused trouble at the club.,1-1
7,Geesthacht: Neue Beetschilder sollen zum Nachpflanzen animieren,Geesthacht: New bedding signs to encourage replanting,1-1
8,"Franko Stein (FD Umwelt, links) und Friedhelm Ringe (Nabu) stellen die Pflanzenschilder in den Beeten der Fußgängerzone auf.","Franko Stein (FD Umwelt, left) and Friedhelm Ringe (Nabu) set up the plant signs in the beds of the pedestrian zone.",1-2
9,"Zur Aktion ""Geesthacht blüht auf"" gehört auch die Information darüber, was dort gerade blüht - aktuell in den Farben Weiß und Rosa.","The ""Geesthacht blooms"" campaign also includes information about what is currently blooming there currently in the colours white and pink.",1-1
10,Geesthacht.,Geesthacht.,1-1
11,"""Geesthacht blüht auf"" lautet eine Aktion des Nabu in Kooperation mit der Stadtverwaltung.","""Geesthacht blooms"" is the name of a campaign by Nabu in cooperation with the city administration.",1-1
12,"Unter Mitwirkung von vielen Freiwilligen von Vereinen, Schulen, Kindertagesstätten, Unternehmen und Institutionen wurden seit 2015 Tausende von Blumenzwiebeln und Pflanzen in die Erde gebracht.","With the participation of many volunteers from associations, schools, daycare centers, companies and institutions, thousands of flower bulbs and plants have been planted since 2015.",1-1
13,"Ziel: Im Geesthachter Stadtgebiet sollen weitflächig Blühinseln entstehen, auf denen Insekten zu jeder Zeit Nahrung finden.","Goal: In the Geesthacht urban area, flowering hins are to be created over a wide area, on which insects can find food at any time.",1-1
14,"""Bei günstiger Wetterlage fliegen die Bienen schon im Januar aus, um Nahrung zu suchen"", sagt Friedhelm Ringe vom Geesthachter Nabu.","""If the weather is favourable, the bees fly out as early as January to look for food,"" says Friedhelm Ringe from Geesthacht Nabu.",1-1
15,Er hat selbst Bienenstöcke auf dem Grundstück.,He himself has beehives on the property.,1-1
16,"Damit das Unterfangen nicht nur eine Aktion von Naturschützern und dem Fachdienst Umwelt der Stadt bleibt, sondern bis in die privaten Gärten hinein weite Kreise zieht, werden immer wieder erklärende Tafeln zu den Pflanzen gestellt.","To ensure that the undertaking does not only remain an action by conservationists and the city's environmental service, but also draws wide circles into the private gardens, explanatory boards are repeatedly placed on the plants.",1-1
17,Etwa 50 Schilder sind es bis jetzt.,There are about 50 signs so far.,1-1
18,"Passanten sollen sich auf diese Weise informieren können, was hier gerade so schön blüht.","In this way, passers-by should be able to find out what is blooming here so beautifully.",1-1
19,"Die Hoffnung ist, dass Hobbygärtner zu Hause gezielt nachpflanzen.",The hope is that amateur gardeners will replant at home in a targeted manner.,1-1
20,In der ersten Januarwoche war bereits Saisonstart bei der Wildhasel,"In the first week of January, the wild hazel season started",1-1
21,Jüngeren Datums sind Sträucher wie Winterduftheckenkirsche und Winterschneeball in den Beeten der Fußgängerzone.,"More recently, shrubs such as winter honeysuckle and winter viburnum are in the beds of the pedestrian zone.",1-1
22,"Sie stecken jetzt seit einem Jahr in der Erde der Kübel an der Bergedorer Straße, zeigen blätterlos gerade die ersten zarten Blüten in Weiß und Rosa und sind jüngst mit weiteren Schildern bedacht worden.","They have been stuck in the soil of the tubs on Bergedorer Straße for a year now, showing the first delicate flowers in white and pink without leaves and have recently been given further signs.",1-1
23,"""Die Winterduftheckenkirsche ist ein sehr breitbuschiger Strauch und kann zwischen zwei Meter hoch und drei Meter breit werden"", ist dort unter weiteren Angaben etwa zum geeigneten Standort zu lesen.","""The winter honeysuckle is a very broad-bushy shrub and can grow between two meters high and three meters wide,"" it reads under further information, for example on the suitable location.",1-1
24,"Friedhelm Ringe betont, dass aber nicht nur die Beetpflanzen nun Blüten zeigen.",Friedhelm Ringe emphasizes that it is not only the bedding plants that are now showing flowers.,1-1
25,In der ersten Januarwoche war bereits Saisonstart bei der Wildhasel.,"In the first week of January, the wild hazel season started.",1-1
26,"Sie blüht besonders üppig am Richtweg bei der Steigung, in der Gutenbergstraße, Wilhelm-Holert-Straße, Fahrendofer Weg und vielen Knicks.","It blooms particularly profusely on the Richtweg near the incline, in Gutenbergstraße, Wilhelm-Holert-Straße, Fahrendofer Weg and many bends.",1-1
27,"Ernestine ist 102 Jahre: ""Steppen hält mich jung""","Ernestine is 102 years old: ""Stepping keeps me young""",1-2
28,"München - Tanz-Gott Fred Astaire wäre sicher stolz auf sie, wenn er vom Himmel runter zum Münchner Ostbahnhof schaut!",Munich Dance god Fred Astaire would certainly be proud of them when he looks down from the sky at Munich's Ostbahnhof!,1-1
29,"Immer montags treffen sich nämlich dort in der ""Mandolin Motion Show Academy"" um Punkt 15 Uhr drei Damen zum flotten Stepptanz - zusammen sind sie unglaubliche 277 Jahre alt, pardon jung!","Every Monday, three ladies meet there in the ""Mandolin Motion Show Academy"" at 3 p. m. Sharp for a brisk tap dance together they are an incredible 277 years old, pardon young!",1-2
30,"Die Älteste von ihnen ist Ernestine Stauchner, sie feierte kürzlich ihren 102. Geburtstag.","The oldest of them is Ernestine Stauchner, who recently celebrated her 102nd birthday.",2-1
31,"Für die gebürtige Münchnerin (15. Januar 1921) von der Schwanthaler Höh"" ist der Montag DER Höhepunkt der Woche.","For the Munich native (January 15, 1921) from the Schwanthaler Höh"", Monday is THE highlight of the week.",1-1
32,"""Tanzen und Steppen ist mein Leben, ohne kann ich mir nicht vorstellen"".","""Dancing and tapping is my life, I can't imagine without it"".",1-1
