id,source,translation,n2m
1,"""Klappe halten"", sagte der Optiker noch einmal lauter und ging schneller, ""Selma findet nur sehr selten etwas bedrohlich oder unansehnlich"".","""Shut up,"" the optician said louder again and walked faster, ""Selma rarely finds anything threatening or unsightly.",1-1
2,"Damit hatte er völlig recht, und damit hatte er leider mehr gesagt, als er den Stimmen eigentlich hätte antworten sollen.","He was absolutely right about that, and unfortunately he said more than he should have answered the voices.",1-1
3,"Aber die Liebe fände sie womöglich ausgerechnet doch unansehnlich, zischelten die Stimmen, es habe ja einen Grund, sagten sie, dass die Wahrheit so lange verborgen wurde.","But they might find love unsightly after all, the voices hissed, there was a reason, they said, that the truth had been hidden for so long.",1-1
4,"""Feigheit war das"", sagte der Optiker und schob die Ledertasche auf die andere Hüfte, weil das Rempeln der Tasche und das Rempeln der Stimmen langsam begannen wehzutun.","""That was cowardice,"" said the optician, shifting the leather bag to his other hip because the bumping of the bag and the bumping of the voices were starting to hurt.",1-1
5,"""Besonnenheit war das"", sagten die Stimmen, ""Angst ist ja manchmal doch ein guter Ratgeber"", sagten sie und summten die Titelmelodie der Vorabendserie.","""That was prudence,"" said the voices, ""Fear is sometimes a good guide, after all,"" they said and hummed the title tune of the previous evening's series.",1-1
6,Der Optiker wurde jetzt langsamer.,The optometrist was now slowing down.,1-1
7,"Der Weg zu Selmas Haus, der eigentlich zehn Minuten dauerte, kam ihm plötzlich vor wie eine Tagesreise, eine Tagesreise mit sehr, sehr viel Gepäck.","The way to Selma's house, which actually took ten minutes, suddenly felt like a day's journey, a day's journey with a lot of luggage.",1-1
8,Das stimmte.,That was true.,1-1
9,"Der Hund war schneematschfarben, er war verwaschen grau und zottelig wie ein ausschließlicher Irischer Wolfhund ohne etwas anderes drin.","The dog was slush-colored, it was a faded gray and shaggy like an all-Irish Wolfhound with nothing else in it.",1-1
10,"Sein Körper war noch klein, aber seine Pfoten waren groß wie Bärentatzen, und wir wussten alle, was das bedeutete.","His body was small, but his paws were as big as bear paws, and we all knew what that meant.",1-1
11,Selma stand immer noch erhoben vor der Küchenbank.,Selma was still standing in front of the kitchen bench.,1-1
12,Sie schaute lange auf den Hund.,She looked at the dog for a long time.,1-1
13,"Dann sah sie meinen Vater an, als sei er ein Geschenkideengeschäft.",Then she looked at my father like he was a gift shop.,1-1
14,"Bauer Häubel war der festen Überzeugung, dass der Tod höflich sein würde, so wie Bauer Häubel selbst es sein Leben lang gewesen war.","Farmer Häubel firmly believed that death would be polite, just as Farmer Häubel himself had been all his life.",1-1
15,"Er war sicher, dass der Tod ihm das Leben nicht entreißen, sondern behutsam aus der Hand nehmen würde.","He was sure that death would not snatch his life away, but would take it gently from his hands.",1-1
16,"Er stellte sich vor, wie der Tod vorsichtig anklopfte, die Tür nur einen Spalt öffnete und ""Darf ich""? fragte, was Bauer Häubel natürlich bejahen würde.","He imagined death knocking cautiously, opening the door just a crack and asking ""May I?"", which Farmer Häubel would of course answer in the affirmative.",1-1
17,"""Selbstverständlich"", würde Bauer Häubel sagen, ""treten Sie doch ein"", und der Tod würde eintreten.","""Of course,"" Farmer Häubel would say, ""do come in,"" and death would follow.",1-1
18,"Er würde sich an Bauer Häubels Bett stellen und fragen: ""Passt es Ihnen jetzt?","He would stand by Bauer Häubel's bed and ask: ""Are you okay now?",1-1
19,"Ich kann sonst auch zu einem späteren Zeitpunkt vorbeikommen"".",Otherwise I can come by at a later time.,1-1
20,"Bauer Häubel würde sich aufrichten und ""Nein, nein, es passt mir gerade sehr gut"" sagen, ""lassen Sie es uns besser nicht noch einmal verschieben, wer weiß, wann Sie es wieder einrichten können"", und der Tod würde sich auf den schon bereitgestellten Stuhl am Kopfende setzen.","Farmer Häubel would sit up and say, ""No, no, it suits me just fine right now,"" ""let's not postpone it again, who knows when you'll set it up again can,"" and Death would sit in the chair already prepared at the head end.",1-1
21,"Er würde sich im Vorhinein für die Kälte seiner Hände entschuldigen, die, das wusste Bauer Häubel, ihm überhaupt nichts ausmachen würde, und dann eine Hand auf Bauer Häubels Augen legen.","He would apologize in advance for the coldness of his hands, which Farmer Häubel knew he wouldn't mind at all, and then put a hand over Farmer Häubel's eyes.",1-1
22,"Die Leute im Dorf waren beunruhigt, man sah es ihnen an, auch wenn sie größtenteils versuchten, sich nichts anmerken zu lassen.","The people in the village were worried, you could see it in them, even if they mostly tried not to show it.",1-1
23,"Heute Morgen, wenige Stunden nach Selmas Traum, bewegten sich die Leute im Dorf, als habe sich auf allen Wegen Blitzeis gebildet, nicht nur draußen, sondern auch in den Häusern, Blitzeis in den Küchen und Wohnzimmern.","This morning, a few hours after Selma's dream, the people in the village were moving as if black ice had formed on all paths, not only outside but also in the houses, black ice in the kitchens and living rooms.",1-1
24,"Sie bewegten sich, als seien ihnen die eigenen Körper ganz fremd, als seien all ihre Gelenke entzündet und auch die Gegenstände, mit denen sie hantierten, hochentzündlich.","They moved as if their own bodies were completely foreign to them, as if all their joints were inflamed and the objects they were handling were also highly flammable.",1-1
25,"Den ganzen Tag lang beargwöhnten sie ihr Leben und, soweit möglich, das aller anderen.","All day long they suspected their lives and, if possible, everyone else's.",1-1
26,"Immer wieder schauten sie hinter sich, um zu überprüfen, ob da jemand angesprungen käme mit Mordlust, jemand, der den Verstand verloren und deshalb nichts Nennenswertes mehr zu verlieren hatte, und sie schauten rasch wieder nach vorne, weil jemand ohne Verstand schließlich auch frontal angreifen konnte.","They kept looking behind them to see if there was someone lunging at them with a lust for murder, someone who had lost their minds and therefore had nothing significant to lose, and they quickly looked ahead again because someone without their minds would end up attacking head-on could.",1-1
27,"Sie schauten nach oben, um herabfallende Dachziegel, Äste oder schwere Lampenschirme auszuschließen.","They looked up to rule out falling tiles, branches, or heavy lampshades.",1-1
28,"Sie mieden alle Tiere, weil es aus denen, glaubten sie, schneller herausbrechen konnte als aus Menschen.",They avoided all animals because they believed it could break out of them faster than out of people.,1-1
29,"Sie machten einen Bogen um die gutartigen Kühe, die heute womöglich austreten würden, sie mieden die Hunde, auch die ganz alten, die kaum noch stehen konnten, ihnen aber heute vielleicht trotzdem an die Gurgel gehen würden.","They avoided the good-natured cows that might escape today, they avoided the dogs, even the very old ones that could barely stand but might still have a go at their throats today.",1-1
