id,source,target
1,"– Nie wyjdzie stamtąd, mówię wam – powiedział pryszczaty, z przekonaniem kiwając głową. – Już godzina i ćwierć, jak tam wlazł. Już po nim.Mieszczanie, stłoczeni wśród ruin, milczeli wpatrzeni w ziejący w rumowisku czarny otwór, w zagruzowane wejście do podziemi. Grubas w żółtym kubraku przestąpił z nogi na nogę, chrząknął, zdjął z głowy wymięty beret.",「そこから出てこないよ、私が言ってるんだ」と、その男は確信を持って頷いた。「入ってからもう一時間半くらい経ってるんだ。もう彼は終わりだ」市民たちは、廃墟の中で押し寄せていた。みんなが黒い穴を見つめている。その穴は、地下への階段を埋め尽くしてしまっていた。黄色い大衣を着た太った男は、足を踏み変えながらうなずいた。そして、頭から古びたベレー帽を取り外した。
2,"– Poczekajmy jeszcze – powiedział, ocierając pot z rzadkich brwi.– Na co? – prychnął pryszczaty. – Tam, w lochach, siedzi bazyliszek, zapomnieliście, wójcie? Kto tam wchodzi, ten już przepadł. Mało to ludzi tam poginęło? Na co tedy czekać?– Umawialiśmy się przecie – mruknął niepewnie grubas. – Jakże tak?– Z żywym się umawialiście, wójcie – rzekł towarzysz pryszczatego, olbrzym w skórzanym, rzeźnickim fartuchu. – A nynie on martwy, pewne to jak słońce na niebie. Z góry było wiadomo, że na zgubę idzie, jako i inni przed nim. Przecie on nawet bez zwierciadła polazł, z mieczem tylko. A bez zwierciadła bazyliszka nie da się zabić, każdy to wie.",「まだちょっと待ってくれ」と、彼は稀な眉毛を拭いながら言った。「何を待つんだ？」と、そのとき、そばにいたニキビの多い男が口を挟んだ。「そうだな、そこの地下牢にはバジリスクが閉じ込められてるんだろ？そこに入った奴はもう死んでるよな？そこで死んだ奴は少なくないだろ？なんでそんなところに入るんだよ？」「おれたちは約束してたんだよな」と、太った男が不安そうに言った。「どういうこと？」「あなたたちはまだ生きていたときに約束したんだよ、長官」と、ニキビの多い男の同伴者が言った。彼は鞣したレザーの職人用のエプロンを着ていた。「でも今はもう死んでしまったんだ。彼が死んでしまうのは明らかだったよな。今までにも同じようなことが何度もあったし。彼は鏡を持たずに行ってしまったんだ。鏡なしではバジリスクを殺すことはできないんだよ、みんな知ってるよね」
3,"– Zaoszczędziliście grosza, wójcie – dodał pryszczaty. – Bo i płacić za bazyliszka nie ma komu. Idźcie tedy spokojnie do dom. A konia i dobytek czarownika my weźmiemy, żal dać przepadać dobru.– Ano – powiedział rzeźnik. – Sielna klacz, a i juki nieźle wypchane. Zajrzyjmy, co w środku.– Jakże tak? Coście?– Milczcie, wójcie, i nie mieszajcie się, bo guza złapiecie – ostrzegł pryszczaty.– Sielna klacz – powtórzył rzeźnik.– Zostaw tego konia w spokoju, kochasiu.Rzeźnik odwrócił się wolno w stronę obcego przybysza, który wyszedł zza załomu muru, zza pleców ludzi, zgromadzonych dookoła wejścia do lochu.",「お前ら、お金を節約したよな、村長さん」と、その男はつぶやいた。「そもそも、バジリスクを払う者がいないんだからな」「そうだな」と村長が言った。「この馬はおいしいやつだし、荷物もなかなかいいものだな」「そんなのを？」「黙っていてくれ、村長さん。お前が怪我をしちゃうからな」と、その男は警告した。「なかなかいい馬だな」村長はそう言いながら、壁の角を曲がってきた外来者を見た。
4,"Obcy miał kędzierzawe, gęste, kasztanowate włosy, brunatną tunikę na watowanym kaftanie, wysokie, jeździeckie buty. I żadnej broni.– Odejdź od konia – powtórzył, uśmiechając się zjadliwie. – Jakże to? Cudzy koń, cudze juki, cudza własność, a ty podnosisz na nie swoje kaprawe oczka, wyciągasz ku nim parszywą łapę? Godzi się tak?Pryszczaty, powoli wsuwając rękę za pazuchę kurty, spojrzał na rzeźnika. Rzeźnik kiwnął głową, skinął w stronę grupy, z której wyszło jeszcze dwu, krępych, krótko ostrzyżonych. Obaj mieli pałki, takie, jakimi w rzeźni głuszy się zwierzęta.",異邦人は、鬆かかった、密な栗色の髪を持ち、毛布の上に茶色のチュニックを着て、高い馬術用の靴を履いていた。そして、武器は一つも持っていなかった。「馬から離れなさい」と、彼は憎悪を帯びた笑みを浮かべながら、繰り返した。「どういうことだ？他人の馬、他人のジュキ、他人の所有物を、あんたがその醜い手を伸ばしているのか？それがいいのか？」ニキビ跡のある少年は、慎重に腰帯のポケットから手を引き抜き、肉屋を見た。肉屋は頷いて、そのグループの方へ指差した。そこからまだ2人の、短く刈り込まれた、かたい体格の男が出てきた。両者とも、肉屋で動物を殴るのに使われるような棒を持っていた。
5,"– Ktoście to niby – spytał pryszczaty, nie wyjmując ręki zza pazuchy – żeby nam prawic, co się godzi, a co nie?– Nic ci do tego, kochasiu.– Broni nie nosicie.– Prawda – obcy uśmiechnął się jeszcze zjadliwiej. – Nie nosze.– To niedobrze – pryszczaty wyjął rękę zza pazuchy, razem z długim nożem. – To bardzo niedobrze, że nie nosicie.Rzeźnik też wyciągnął nóż, długi jak kordelas. Tamci dwaj postąpili do przodu, unosząc pałki.– Nie muszę nosić – rzekł obcy, nie ruszając się z miejsca. – Moja broń chodzi za mną.",「お前らは誰なんだ？」と、その男は腹巻きから手を出さずに言った。「お前には関係ないことだよ、おいちゃん」「武器を持ってないみたいだな」「そうだな」と、彼はさらに冷たく笑った。「持ってないよ」「それはまずいな」と、その男は腹巻きから手を出し、長いナイフを持ち出した。「とてもまずいな、武器を持ってないとは」そして、その他の二人もナイフを抜き出し、棒を持ち上げた。「持たなくてもいいんだ」と、彼は動かずに言った。「私の武器は私の後を追ってくるんだ」
6,"Zza ruin wyszły, stąpając miękkim, pewnym krokiem, dwie młode dziewczyny. Tłumek natychmiast rozstąpił się, cofnął, przerzedził.Obie dziewczyny uśmiechały się, błyskając zębami, mrużąc oczy, od kącików których biegły ku uszom szerokie, sine pasy tatuażu. Mięśnie grały na mocnych udach widocznych spod rysich skór otaczających biodra, na nagich, krągłych ramionach powyżej rękawic z kolczej siatki. Sponad barków, też osłoniętych kolczugą, sterczały rękojeści szabel.",廃墟の裏から、ゆったりとした足取りで2人の若い女の子が現れた。瞬く間に人群が開いて、その周りを空けていった。2人の女の子は笑顔を浮かべ、歯を見せながら、瞳を細めていた。その頬には、青いタトゥーが耳元まで広がっていた。強靭な太ももの上には、肉厚な皮膚が覆い、その腰を取り囲むようにしていた。肩からは、鎧を着けたまま、サーベルの柄が伸びていた。
7,"Pryszczaty wolno, wolniutko zgiął kolana, upuścił nóż na ziemie.Z dziury w rumowisku rozległ się grzechot kamieni, chrobot, po czym z ciemności wynurzyły się dłonie wczepione w poszczerbiony skraj muru. Za dłońmi pojawiły się kolejno – głowa o białych, przyprószonych ceglanym miałem włosach, blada twarz, rękojeść miecza, wystająca znad ramienia. Tłum zaszemrał.",そこで、そそりからした少年はゆっくりと膝を曲げ、ナイフを地面に落とした。廃墟の中から石が軋む音、そしてチョロチョロという音がした後、損なわれた壁の端に爪を立てた手が暗闇から現れた。その手の後に続いて、灰色の粉がかかった白い髪の毛を持つ頭、青白い顔、肩から出ている剣の柄が現れた。人群がざわめきだした。
8,"Białowłosy, garbiąc się, wytaszczył z dziury dziwaczny kształt, cudaczne cielsko, utytłane w pyle przesiąkniętym krwią. Dzierżąc stwora za długi, jaszczurczy ogon, rzucił go bez słowa pod nogi grubego wójta. Wójt odskoczył, potknął się o zwalony fragment muru, patrząc na zakrzywiony, ptasi dziób, błoniaste skrzydła i sierpowate szpony na pokrytych łuskami łapach. Na wydęte podgardle, kiedyś karminowe, obecnie brudnorude. Na szkliste, wpadnięte oczy.",白髪の男は、かがんで洞窟から奇妙な形を引きずり出した。血に染み込んだ埃で覆われた、不思議な体だった。長い蛇のような尾を掴んで、それを太った長官の足元に投げつけた。長官はびくりと跳ね、倒れた壁の断片につまずき、弓のような鳥の嘴、羽毛のような翼、茎刃のような爪がある、鱗で覆われた足を見ていた。以前はカーマイン色だったが、今は汚れた赤褐色の膨らんだ胸元。ガラスのような凹んだ目。
9,"– Oto bazyliszek – rzekł białowłosy, otrzepując spodnie z kurzu. – Zgodnie z umową. Moje dwieście lintarów, jeśli łaska. Uczciwych lintarów, mało oberżniętych. Sprawdzę, uprzedzam.Wójt drżącymi dłońmi wysupłał sakiewkę. Białowłosy rozejrzał się, na moment zatrzymał wzrok na pryszczatym, na leżącym koło jego stopy nożu. Popatrzył na mężczyznę w brunatnej tunice, na dziewczyny w rysich skórach.",「これがバジリスクだ」白髪の男が、ズボンをふくらませながら言った。「約束どおりだ。私の二百リンタールだ。もしよろしければな。正直なリンタールだ。お店でほとんど値引きされてない。確かめておくけど」長官は震える手で小判袋を取り出した。白髪の男は周りを見回した。一瞬、自分の足元に置いてあるナイフを見つめた。そして、茶色のチュニックを着た男、そして、獣皮の服を着た少女を見た。
10,"– Jak zwykle – powiedział, wyjmując trzos z rozdygotanych rąk wójta. – Nadstawiam dla was karku za marny pieniądz, a wy tymczasem dobieracie się do moich rzeczy. Nigdy się, zaraza z wami, nie zmienicie.– Nie ruszone – zamamrotał rzeźnik, cofając się. Tamci z pałkami już dawno wtopili się w tłum. – Nie ruszone wasze rzeczy, panie.– Wielcem rad – białowłosy uśmiechnął się. Na widok tego uśmiechu, kwitnącego na bladej twarzy jak pękająca rana, tłumek zaczął się szybko rozpraszać. – I dlatego, bratku, ty też nie będziesz ruszony. Odejdź w pokoju. Ale odejdź prędko.",「いつものようにね」と、彼は騒がしい振りをして長官の手からトランクを取り出した。「お前たちは私が少しの金で首を突っ込んでやってるのに、私の物をどうにかしようとしてるんだ。お前たちは、決して変わらないな」「お前の物は動かしてないよ」と、肉屋がうなずきながら後ずさりした。棒を持っていた男たちも、もう早く人群の中に消えてしまった。「お前の物は動かしてないよ、お嬢様」「それは本当にうれしいな」と、白髪の男は微笑んだ。その微笑みが、青白い顔に破裂しそうなほど花開いたのを見て、人群は急いで散っていった。「それじゃ、兄弟よ。お前は動かされないよ。でも、早く帰ってくれ。」
