id,source,target
1,"– Nie wyjdzie stamtąd, mówię wam – powiedział pryszczaty, z przekonaniem kiwając głową. – Już godzina i ćwierć, jak tam wlazł. Już po nim.Mieszczanie, stłoczeni wśród ruin, milczeli wpatrzeni w ziejący w rumowisku czarny otwór, w zagruzowane wejście do podziemi. Grubas w żółtym kubraku przestąpił z nogi na nogę, chrząknął, zdjął z głowy wymięty beret.",「そこから出て行くことはないよ、私が言ってるんだよ」ニキビの多い男が確信を持って頷いた。「もう一時十五分、彼はそこに入ってきたんだ。彼はもういない。」街の人々は、廃墟の中で押し寄せていて、黒い穴があくような廃墟の中の地下への入り口が埋め立てられているのを見つめて黙っていた。黄色い大衣を着た太った男が足を踏み変え、咳払いをし、頭から古びたベレー帽を脱いだ。
2,"– Poczekajmy jeszcze – powiedział, ocierając pot z rzadkich brwi.– Na co? – prychnął pryszczaty. – Tam, w lochach, siedzi bazyliszek, zapomnieliście, wójcie? Kto tam wchodzi, ten już przepadł. Mało to ludzi tam poginęło? Na co tedy czekać?– Umawialiśmy się przecie – mruknął niepewnie grubas. – Jakże tak?– Z żywym się umawialiście, wójcie – rzekł towarzysz pryszczatego, olbrzym w skórzanym, rzeźnickim fartuchu. – A nynie on martwy, pewne to jak słońce na niebie. Z góry było wiadomo, że na zgubę idzie, jako i inni przed nim. Przecie on nawet bez zwierciadła polazł, z mieczem tylko. A bez zwierciadła bazyliszka nie da się zabić, każdy to wie.",「まだ少し待ってみよう」彼は薄い眉毛を拭いながら言った。「何のために？」ニキビのある男は唸った。「そうそう、地下牢にはバジリスクがいるんだよな、長老たち？そこに入る者はすでに終わりだ。そこでは少ない人が死んだんでしょうか？それでは何を待つのか？」「そうだろ？ 約束したんだから」太った男が不安そうに呟いた。「どうしてそうなの？」「村長さん、あなたは生きている人と約束したんですよね」と、その仲間のニキビ肌の大男が、革のレザーの職人用のエプロンを着たまま言った。「そして今彼は死んでいる、それは空にある太陽のように確かなことだ。彼も他の人たちと同様、滅びへの道を歩んでいくことは、すでに明らかであった。彼は鏡なしでも、ただ剣だけを持って立ち去ることができたのだから。そして鏡なしではバジリスクを殺すことはできない、それは誰もが知っていることだ。」
3,"– Zaoszczędziliście grosza, wójcie – dodał pryszczaty. – Bo i płacić za bazyliszka nie ma komu. Idźcie tedy spokojnie do dom. A konia i dobytek czarownika my weźmiemy, żal dać przepadać dobru.– Ano – powiedział rzeźnik. – Sielna klacz, a i juki nieźle wypchane. Zajrzyjmy, co w środku.– Jakże tak? Coście?– Milczcie, wójcie, i nie mieszajcie się, bo guza złapiecie – ostrzegł pryszczaty.– Sielna klacz – powtórzył rzeźnik.– Zostaw tego konia w spokoju, kochasiu.Rzeźnik odwrócił się wolno w stronę obcego przybysza, który wyszedł zza załomu muru, zza pleców ludzi, zgromadzonych dookoła wejścia do lochu.",「お金を節約したね、長官」と、ニキビの少年が付け加えた。「なぜなら、バジリスクを払うお金が誰もないからだよ。それでは、安心して家に帰っていきなさい。そして魔法使いの馬と財宝を取り上げよう、この良いものを無駄にしてしまうのはもったいない。」「ええ」と、肉屋さんは言った。「健康な母馬だな、それに荷物もしっかり詰め込んであるな。中を覗いてみよう。」「どうしてそうなの？何だって？]「黙ってくれよ、お前ら。邪魔しないでくれ、なんてことをしたら病気を引くぞ」と、その男はニキビ跡のある顔で警告した。「繁殖馬だ」肉屋が繰り返した。「その馬を静かにしておいてよ、愛しい子よ」肉屋はゆっくりと外からやってきた見知らぬ客の方を向いた。その客は壁の角から出てきて、地下牢の入り口の周りに集まった人々の背後から出てきた。
4,"Obcy miał kędzierzawe, gęste, kasztanowate włosy, brunatną tunikę na watowanym kaftanie, wysokie, jeździeckie buty. I żadnej broni.– Odejdź od konia – powtórzył, uśmiechając się zjadliwie. – Jakże to? Cudzy koń, cudze juki, cudza własność, a ty podnosisz na nie swoje kaprawe oczka, wyciągasz ku nim parszywą łapę? Godzi się tak?Pryszczaty, powoli wsuwając rękę za pazuchę kurty, spojrzał na rzeźnika. Rzeźnik kiwnął głową, skinął w stronę grupy, z której wyszło jeszcze dwu, krępych, krótko ostrzyżonych. Obaj mieli pałki, takie, jakimi w rzeźni głuszy się zwierzęta.",彼はカスタネット色の茶髪が荒々しく、ウェットスーツの上にブラウンのチュニックを着ていて、高い馬術用の靴を履いていた。武器もなしで。「馬から離れてくれ」彼は冷たく笑いながら、繰り返した。「どういうことなの？他人の馬、他人の車、他人の物なのに、あなたはそれに対して自分の褐色の瞳をあげ、悪い手を伸ばしているのか？それでいいですか？」ニキビ跡のある男が、ゆっくりとカーディガンのポケットに手を突っ込み、肉屋を見つめた。肉屋は頷いた。彼はそのグループの方を指しながら、まだ2人、太った、短く刈り込まれた人が出てきたのを示した。2人とも棒を持っていた。それは、屠殺場で動物を麻痺させるのに使われるような棒だった。
5,"– Ktoście to niby – spytał pryszczaty, nie wyjmując ręki zza pazuchy – żeby nam prawic, co się godzi, a co nie?– Nic ci do tego, kochasiu.– Broni nie nosicie.– Prawda – obcy uśmiechnął się jeszcze zjadliwiej. – Nie nosze.– To niedobrze – pryszczaty wyjął rękę zza pazuchy, razem z długim nożem. – To bardzo niedobrze, że nie nosicie.Rzeźnik też wyciągnął nóż, długi jak kordelas. Tamci dwaj postąpili do przodu, unosząc pałki.– Nie muszę nosić – rzekł obcy, nie ruszając się z miejsca. – Moja broń chodzi za mną.",「どんな人間が――」と、おじさんはパーカーのポケットから手を出さずに聞いた。「何が許されるか、何が許されないかを教えてくれるっていうんだ？」「そんなことは関係ないわ、愛しい子よ」「武器は持ってないんだな」「そうだな」と、その人はさらに冷たく笑った。「私は持っていない」「よくないな」ニキビ跡のある男が、長いナイフを含め腰から手を出した。「あなたたちが防具を着けていないのはとても悪いことだよ」肉屋もナイフを取り出した、それはコーデラスのような長さだった。その2人は棒を掲げながら前に進み出た。「着なくてもいいよ」と、その男は動かずに言った。「私の武器は私の後を追っている」
6,"Zza ruin wyszły, stąpając miękkim, pewnym krokiem, dwie młode dziewczyny. Tłumek natychmiast rozstąpił się, cofnął, przerzedził.Obie dziewczyny uśmiechały się, błyskając zębami, mrużąc oczy, od kącików których biegły ku uszom szerokie, sine pasy tatuażu. Mięśnie grały na mocnych udach widocznych spod rysich skór otaczających biodra, na nagich, krągłych ramionach powyżej rękawic z kolczej siatki. Sponad barków, też osłoniętych kolczugą, sterczały rękojeści szabel.",廃墟の向こうから、柔らかく確かな歩きで、2人の若い女の子が出てきた。瞬時に人群が開いて、後ろに引き返し、空間が空いた。二人の女の子は笑顔を浮かべ、白い歯を照らしながら、目を細め、その両角から頬を伝うように、広く青いタトゥーの線が伸びていた。筋肉が強い太腿の上から見える、リースの皮膚が腰を囲み、そして鋭い網のグローブの上にある裸の丸い腕。鎧の肩から、サーベルの柄が立ち上がっていた。
7,"Pryszczaty wolno, wolniutko zgiął kolana, upuścił nóż na ziemie.Z dziury w rumowisku rozległ się grzechot kamieni, chrobot, po czym z ciemności wynurzyły się dłonie wczepione w poszczerbiony skraj muru. Za dłońmi pojawiły się kolejno – głowa o białych, przyprószonych ceglanym miałem włosach, blada twarz, rękojeść miecza, wystająca znad ramienia. Tłum zaszemrał.",ニキビのついた少年はゆっくりと膝を曲げ、ナイフを地面に落とした。廃墟の中の穴から石の音、そしてチョッキンという音が響き渡り、損なわれた壁の端から暗闇から手が出てきた。手の先には、灰色の髪を撒いた白い頭、青白い顔、肩から出ている剣の柄が順番に現れた。そのとき、群衆がざわめいた。
8,"Białowłosy, garbiąc się, wytaszczył z dziury dziwaczny kształt, cudaczne cielsko, utytłane w pyle przesiąkniętym krwią. Dzierżąc stwora za długi, jaszczurczy ogon, rzucił go bez słowa pod nogi grubego wójta. Wójt odskoczył, potknął się o zwalony fragment muru, patrząc na zakrzywiony, ptasi dziób, błoniaste skrzydła i sierpowate szpony na pokrytych łuskami łapach. Na wydęte podgardle, kiedyś karminowe, obecnie brudnorude. Na szkliste, wpadnięte oczy.",白髪の、かたむいた彼は、その穴から奇妙な形を引きずり出した。それは、血に染み込んだ埃で覆われた奇妙な体だった。そしてその生物の長い、蛇のような尻尾を掴んで、私はそれを言葉を発さずに太った長官の足元に投げつけた。ヴォイトは跳ね返り、倒れた壁の断片につまずき、弓状の、鳥のくちばしのような、羽毛のある翼と、鱗で覆われた足に、斧のような爪を見てしまった。かつてはカーマイン色だったが、今は汚い茶色になった、膨らんだ喉元を。そして、沈んだような目を。
9,"– Oto bazyliszek – rzekł białowłosy, otrzepując spodnie z kurzu. – Zgodnie z umową. Moje dwieście lintarów, jeśli łaska. Uczciwych lintarów, mało oberżniętych. Sprawdzę, uprzedzam.Wójt drżącymi dłońmi wysupłał sakiewkę. Białowłosy rozejrzał się, na moment zatrzymał wzrok na pryszczatym, na leżącym koło jego stopy nożu. Popatrzył na mężczyznę w brunatnej tunice, na dziewczyny w rysich skórach.",「そこにはバジリスクがいる」白髪の男は、ズボンから埃を払って言った。「契約に従って。お願いします、私の200リンターを。正直な屋台商人たち、そしてあまり高く値切られていない。先に確認しておきます。」ヴォイトは震える手で小袋を取り出した。白髪の男は周りを見回し、彼の足元にあるニードルに一瞬目を留めた。彼は茶色のタンクトップを着た男性、そしてライス皮の衣装を着た女性を見つめた。
10,"– Jak zwykle – powiedział, wyjmując trzos z rozdygotanych rąk wójta. – Nadstawiam dla was karku za marny pieniądz, a wy tymczasem dobieracie się do moich rzeczy. Nigdy się, zaraza z wami, nie zmienicie.– Nie ruszone – zamamrotał rzeźnik, cofając się. Tamci z pałkami już dawno wtopili się w tłum. – Nie ruszone wasze rzeczy, panie.– Wielcem rad – białowłosy uśmiechnął się. Na widok tego uśmiechu, kwitnącego na bladej twarzy jak pękająca rana, tłumek zaczął się szybko rozpraszać. – I dlatego, bratku, ty też nie będziesz ruszony. Odejdź w pokoju. Ale odejdź prędko.",「いつものように」彼は言った、長官の握りつぶされた手から籠を取り出した。「私はお金なんて少ないもので首を突っ込んでいるのに、あなたたちは私の物をどんどん盗んでいくんだ。あなたたちは、決して変わらないだろう。」「動かさないでくれよ」肉屋はうなずきながら後ずさりした。そうした棒を持った人たちはもう早くも人ごみの中に消えてしまっていた。「あなたのモノは動かしていませんよ、パン」「それは嬉しいことだ」白髪の男は微笑んだ。青ざめた顔に咲き誇るような笑みを見たとき、人群は急いで散らばっていった。「だから、兄弟よ、あなたも動かされないよ。安らかに去ってください。でも、早く立ち去ってください。」
