id,source,target
1,"Celui qui est sous ma joue est un manuscrit d’amour : c’est l’histoire d’un mec qui rencontre une fille mais il est marié et elle a un copain… J’en ai lu sept pages et je le connais déjà par cœur. Rien ne pourra me surprendre. Depuis des lunes, je ne lis plus, je relis. La même vieille bouillie dont on fait des « nouveautés », des saisons, des rentrées « littéraires », des succès, des bides, des bides. Du papier qu’on recycle, des camions qui partent le matin et qui rentrent le soir, bourrés de nouveautés déjà hors d’âge.",私の頬にあるのは、愛のための手稿だ。それは、男が女に出会う物語だが、彼は既婚者で、彼女は彼氏がいる……という物語である。7ページ読んだだけで、もう覚えてしまった。何も私を驚かせることはない。月日が経つにつれて、もう新しい本を読むことはなくなり、繰り返し読むことになった。それは、新しいものを作り出すために使われる古い粥のようなものであり、季節や新学期、文学的な成功や失敗、大失敗などを作り出すものだ。リサイクルした紙、朝出かけて夜帰ってくるトラックが、すでに古臭い新商品でいっぱいだ。
2,"Depuis combien d’années ai-je arrêté de sauter de joie à l’idée que j’allais découvrir un chef-d’œuvre et rentrer au bureau le lundi en étant un homme neuf ? Vingt ans ? Trente ans ? Je n’aime pas tenir ce genre de compte qui sent la mort. Si je ferme les yeux je vois la lueur jaune uniforme de la lampe de Perzel à travers mes paupières et puis des formes noires l’envahissent, construisant des ruines mouvantes, des dessins de Victor Hugo. Mon souffle ralentit, mon cœur se calme un peu, je pourrais m’endormir, mourir. Mourir à l’attache. On dirait : « Il est mort comme il a vécu, parmi les livres, en lisant ! » et, en vérité, je serais mort en rêvant à rien. Il y a bien bien longtemps que je ne lis plus vraiment. Est-ce que je sais seulement encore lire – ce qui s’appelle lire ? En suis-je seulement capable ? Si je tourne la tête sur le côté, mon cœur cogne davantage et fait trembler le bois…",どのぐらいの間、私は素晴らしい作品を発見し、月曜日には新しい人間としてオフィスに戻るという喜びを叫んでいただろうか？20年？三十歳？死のにおいがするようなこういう計算をするのは好きではない。目を閉じれば、私の瞼を透してペルツェルの灯が黄色い均一な光を放ち、それを黒い形が侵していくのが見える。それは動く廃墟を築き上げ、ヴィクトル・ユーゴーの絵を描いている。息が落ち着き、心臓が少しずつ静まる。眠りに落ちるか、死んでしまうか。縛られて死ぬ。「彼は本を読みながら、本の中で生きていたように、本の中で死んだのだ！」と言われている。本当に私は何も考えずに死んでいただろう。私は本当に本を読むのはもう長いこと前になってしまった。もう、私は読むことさえできるのだろうか――本当に読むということを。そんなことができるのかしら？頭を横に傾けると、心臓の鼓動がより強くなり、木を震わせるようになる……
3,"La maison est plongée tout entière dans un silence de vieux papier. Comme la neige, les livres mangent les bruits. Mon métier a son odeur et ses étouffements. Je le respire encore mieux dans ce silence. Retourner au bruit du monde est toujours une épreuve.",家は古い紙のような静けさに包まれていた。雪のように、本は音を食べてしまう。私の仕事には、独特の匂いと息苦しさがある。この静寂の中では、それをもっと深く感じる。世間の騒ぎに戻るのはいつも試練である。
4,"Qui peut bien frapper ? Je ne reconnais pas cette frappe légère, petite, discrète. Petite main.– Entrez.Elle entre. Je ne l’ai jamais vue. J’ai aussitôt une bouffée de nostalgie, la nostalgie du temps où la maison était encore si petite que je reconnaissais toutes les filles par leurs mollets dans les couloirs. Elle a une bonne tête. Vu son regard étonné, la mienne doit être un rien froissée. Des marques rouges de la manche de ma veste sur ma joue, sans doute.",誰がこんな時に打ち付けてくるのだろう？この軽くて小さくて控えめな叩き方は私には知らない。小さな手。「入ってください」彼女は入ってきた。私はそれを一度も見たことがない。すぐに懐かしい気持ちが湧いてきた。それは、まだ家が小さくて、廊下で足首だけで女の子を見分けられる時代の想い出だった。彼女は頭がいい。彼の目が驚いているのを見て、私の目も少し混乱しているのだろう。私のジャケットの袖が私の頬に残した赤い印跡だろう。
5,"– Je vous dérange ?– Je survivrai à votre passage, Mademoiselle. Qui êtes-vous ?– Ben, je suis la stagiaire !– Dans quel service ?– On ne me l’a pas dit. Vous savez, nous les stagiaires, on abat tellement de boulot qu’on a intérêt à être polyvalents.– Vous voulez une augmentation ?– Non, je ne gagne rien.",「お邪魔してもよろしいですか？」「私は、あなたが去っても生き残るでしょう、ミス。あなたは誰ですか？」「そうですね、私はインターンです！」「どの部署ですか？」「そう言われていません。私たちインターンは仕事量が多いので、多芸になるといいよね。」「賃金を増やしてほしいのですか？」「いいえ、私は何も得るものではありません。」
6,"Elle est assez décoiffée, me semble-t-il, trouée au jean, colorée du reste. Elle est petite, elle a le regard noir, elle est sympathique, mais je serais bien en peine de dire si elle est jolie. Je ne sais plus lire ces filles-là non plus. Elle est vive. Normale Sup ? Métiers du livre – la machine à fabriquer mille Gaston Gallimard par an pour mieux les broyer ensuite ?",彼女はかなり髪型が乱れているように思える。ジーンズに穴があき、他のところは色が褪せている。彼女は小柄で、黒い瞳をしていて、魅力的だが、美しいかどうかは断定できない。これらの女の子たちの文字ももう読めないんだ。彼女は鋭い。ノルマル・スープ？出版業界――一年間で1000冊のガストン・ガリマールを作り出して、それをその後破壊するためのマシン？
7,"– Alors qu’est-ce que vous faites ici ?– J’aime bien les livres aussi ! Et puis il y avait une place. On doit faire un stage en entreprise. Obligatoire.– Et qu’est-ce que vous faites dans mon bureau, si ce n’est pas indiscret ?– C’est monsieur Meunier, le grand patron, qui m’a dit de…– Le grand patron ? Meunier ?– Vous ne le connaissez pas ?– Trop bien.",「それなら、あなたはここで何をしているのですか？」「私も本が大好きです！そしてそこには広場があった。企業でインターンシップをする必要があります。必須です。」「それで、あなたは何を私の事務室でしているのですか？失礼な質問であれば申し訳ありませんが」「大きな上司のミュニエ氏が、私に……と言っていたのです」「最高の責任者？ミュニエ？」「あなたは彼を知らないのですか？」「すごくいいわよ。」
8,"– Non, gestion d’entreprises culturelles.– Vraiment ? Et vous voulez gérer l’édition ? Je vous souhaite bonne chance.– Je préférerais organiser des concerts.– Asseyez-vous.– Il faut que j’y aille, c’est vendredi. Il est tard.– Cinq minutes. Vous voulez organiser des concerts ?– Oui, c’est bien, la musique.",「いいえ、文化事業の管理です。」「そうなの？それであなたは出版を管理したいのですか？ご成功をお祈りします。」「私はコンサートを開催することを好みます」「お座りください」「行かなくてはならないんだ、今日は金曜日だからな。もう遅いです。」「5分です。コンサートを企画したいのですか？」「はい、音楽はいいですね。」
9,"Longtemps j’ai croisé les pieds dessus pour un peu de détente, d’élévation, pour un peu plus de sang au cerveau, maintenant, il m’arrive de plus en plus souvent d’y poser la tête, surtout le soir, surtout le vendredi soir. Je croise les bras sur le manuscrit ouvert et je pose ma tête dessus, le front sur l’avant-bras et la joue sur le texte frais. Le bois du bureau amplifie les battements de mon cœur. Le vieux mobilier Art déco conduit bien les émotions et les fatigues. Ruhlman ? Leleu ? Il en a tant vu. J’écoute mon cœur, mon vieux cœur du vendredi, mon vieux cœur dans le silence de la maison. À cette heure, tout le monde est parti, je reste seul à bord, rincé, parce que je n’ai pas le courage de dresser la tour des manuscrits que je dois emporter pour le week-end. Comme chaque vendredi.",長い間、少しの休息と高揚感を得るために、足を組んで座っていた。頭の中に血液が流れるようになるためだ。今では、夕方、特に金曜日の夜には、そこに頭をのせることがますます多くなってきた。私は開かれた原稿の上に腕を交差させ、頭をその上に乗せた。前腕の上に額を、新鮮なテキストの上に頬を押し付けた。私の心臓の鼓動が大きく響くような机の木材がある。古いアール・デコ家具は感情や疲労をよく誘導してくれる。ルールマン？レルー？彼はそれほど多くを見てきた。私は自分の心を聞いている。金曜日の古い心、家の静寂の中の古い心を。今はみんな出かけてしまった。私だけが残されている。週末に持っていく書類を整理しない勇気がないから、疲れ果てている。毎週金曜日のように。
10,"– Alors vous savez. C’est lui qui m’a dit de vous apporter ça.– Et qu’est-ce que c’est, ça ?– Ben, c’est une liseuse, un eBook, un iPad, je ne sais pas, moi. Il m’a dit qu’il avait mis tous vos manuscrits dedans pour le week-end et que ça vous ferait moins lourd. Vous voulez que je vous explique ? Regardez, c’est comme un écran avec tous vos manuscrits dessus. Ils sont sur l’étagère virtuelle en faux-vrai bois. Vous les touchez et ils s’ouvrent. Il y en a un paquet. Vous n’allez jamais lire tout ça en deux jours ! Regardez, le texte s’ouvre.",「それじゃあ、あなたは知っているのね。それをあなたに持っていくようにと、彼が私に言ったのです。」「それはなんだ？」「ええと、読書器かな、eBookかな、iPadかな、わからないな。彼はあなたのマニュスクリプトを全部入れて、週末までに持っていくから、荷物が軽くなるよと言っていました。説明してもらえますか？見てください、あなたのマニュスクリプトが全部載ったスクリーンのようなものです。それらは仮想の棚の上に、木製の仮想本物のものがあります。それらを触れると、開きます。それらがたくさんある。２日間でこれを全部読むなんて無理だよ！見てください、文章が開いています。」
