id,source,target
1,"Все последующее было предсказуемо: возгласы и стоны, нервные шутки и похвалы мне, стоящему в белом у жаровни: – Маэстро, вы превзошли себя! – Сюзанна, ты чувствуешь запах ста тысяч, брошенных Настасьей Филипповной в огонь? – Милый, сколько же сегодня сжег ты для меня? – Барбара, мы с тобой преступницы! – Ах, в этой рыбе привкус безумия! – Томас, стыдно признаться, но я впервые ем и осетрину!","Wszystko, co nastąpiło później, było do przewidzenia: okrzyki i jęki, nerwowe żarty i pochwały dla mnie stojącego w bieli przy koksowniku: Mistrzu, przeszedłeś sam siebie! „Zuzanno, czy czujesz zapach stu tysięcy wrzuconych do ognia przez Nastasję Filipowną?” - Kochanie, ile dzisiaj dla mnie spaliłeś? „Barbaro, ty i ja jesteśmy przestępcami!” „Ach, ta ryba smakuje jak szaleństwo!” - Thomas, wstyd się przyznać, ale jesiotra pierwszy raz jadłem!"
2,"Попыхивая сигарой, достаю пачку красивых полупрозрачных английских банкнот с самодовольной физиономией короля, вынимаю одну, складываю из нее тельца. Кладу в пепельницу и поджигаю. Это – жертва благодарения цифровому миру, обеспечившему нас работой. Я совершаю этот ритуал каждый раз после удачного вечера. Современные купюры горят отвратительно, приходиться поджигать и поджигать…","Zaciągając się cygarem, wyjmuję paczkę pięknych, półprzezroczystych angielskich banknotów z zadowoloną z siebie fizjonomią króla, wyjmuję jeden, wyciągam z niego małe ciałka. Włożyłem go do popielniczki i podpaliłem. To podziękowanie dla cyfrowego świata, który zapewnił nam miejsca pracy. Rytuał ten wykonuję za każdym razem po udanym wieczorze. Nowoczesne rachunki płoną obrzydliwie, trzeba podpalać i podpalać..."
3,"Мда, англичане в ту пору оказались “впереди планеты всей”. Четверку джентльменов, подаривших миру новую моду, тогда окрестили “новыми битлами”: трое из них совпадали именами с ливерпульской четверкой: Джон, Джордж и Пол. Контрфаготиста звали Грегор. И те, и нынешние стремительно ворвались в послевоенный европейский мир. Да, после войны всем, всем вдруг отчаянно захотелось почитать. Руки взломщиков потянулись к книгохранилищам, а гурманы и золотая молодежь – в первые подпольные читальни. Потом туда хлынули и обыватели. Это были золотые времена… Те, кто оказались тогда в нужном месте, срубили бабла по полной: второсортный повар, взятый из уличной забегаловки, за пару месяцев делал себе состояние. Мда, родись я лет на пять пораньше… В те сумасшедшие годы завороженный процессом народ не обращал внимание на качество. Читали тогда, что называется, “по диагонали”: дым, копоть, воспарения. О качестве еды и говорить нечего: богатые дурачки, в одночасье ставшие гурманами, глотали сухой стейк из солнечника на “Старике и море”, спаленную аррачеру на Дос-Пассосе и недожаренную свинину на “Швейке”…","Hmm, Brytyjczycy w tym czasie „wyprzedzali resztę”. Czterech dżentelmenów, którzy dali światu nową modę, nazwano wówczas „nowymi Beatlesami”: trzech z nich zbiegło się z imionami czwórki z Liverpoolu: John, George i Paul. Kontrafagocista nazywał się Gregor. Zarówno te, jak i obecne szybko wdarły się do powojennego europejskiego świata. Tak, po wojnie wszyscy, wszyscy nagle zapragnęli czytać. Ręce włamywaczy sięgnęły do składnic książek, a smakoszy i złotej młodzieży do pierwszych podziemnych czytelni. Potem wkroczyli mieszkańcy. To były złote czasy… Ci, którzy byli wtedy na właściwym miejscu, skrępowali ciasto do granic możliwości: podrzędny kucharz, wzięty z ulicznej jadłodajni, w kilka miesięcy dorobił się fortuny. Hmm, gdybym urodził się pięć lat wcześniej… W tamtych szalonych latach ludzie zafascynowani tym procesem nie przywiązywali wagi do jakości. Potem czytają, jak mówią, „po przekątnej”: dym, sadza, sadza. O jakości jedzenia nie ma co mówić: bogaci głupcy, którzy nagle stali się smakoszami, połknęli suchy stek z dory na „Starym człowieku i morzu”, spaloną arracherę na „Dos Passos” i niedogotowaną wieprzowinę na „Szwejku”…"
4,"За эти девять лет именно русская литература принесла мне весьма приличный доход. Благодаря ее пылающим страницам я прошел суровый путь от рядового повара в подпольных забегаловках Гонконга до шефа-по-вызову с тремя звездами и могу позволить теперь себе жить гастролями, кочуя по миру. Ну и конечно – Опыт, Опыт, “сын ошибок трудных”. Да и мать его – Случайность. И отец – Интуиция.","Przez te dziewięć lat literatura rosyjska przynosiła mi bardzo przyzwoite dochody. Dzięki jej błyskotliwym stronom przeszłam wyczerpującą drogę od zwykłego kucharza w podziemnych jadłodajniach Hongkongu do trzygwiazdkowego szefa kuchni na wezwanie i teraz mogę sobie pozwolić na życie w trasie, włócząc się po świecie. I oczywiście - Doświadczenie, Doświadczenie, „syn trudnych błędów”. Tak, a jego matka to wypadek. A ojcem jest Intuicja."
5,"Книги как лошади – дикие и своенравные, если не найти к ним подхода. Я обхожусь без стека и шпор. Ласка, только ласка… Книги для меня не просто дрова, как их называют в нашем поварском подпольном сообществе. Все-таки книга – это целый мир, хоть и ушедший навсегда. В этом смысле я романтик. Я сын гуманитария, внук стоматолога, правнук адвоката, праправнук раввина. И я знаю точно – если ты любишь книгу по-настоящему, она отдаст тебе все свое тепло. А я люблю русскую классику, хотя не прочел и до середины ни одного русского романа. И я не буду жарить стейк на писателе второго сорта, вроде Горького. Всю классику я и моя умная блоха знаем наизусть: сюжет, биография автора со всеми подробностями, дата выхода бумажного полена. Это необходимо знать каждому повару, даже если он вообще не умеет читать книги. А таких людей у нас, к сожалению, все больше. Хотя, безусловно, чтобы хорошо прочесть книгу, повару необязательно ее прочесть. Парадокс XXI века. “O tempora, o mores!” – как говаривал мой покойный профессор-отец. А я мальчиком думал, что он говорит о “темпуре”, которую готовили в одной японской харчевне на соседней улице. Во мне уже тогда проснулась душа повара.","Książki są jak konie - dzikie i krnąbrne, jeśli nie znajdziesz do nich podejścia. Idę bez stosu i ostrog. Łasica, tylko łasica... Książki to dla mnie nie tylko drewno na opał, jak się je nazywa w naszym podziemnym środowisku kulinarnym. Mimo to książka to cały świat, choć przepadł na zawsze. W tym sensie jestem romantykiem. Jestem synem humanisty, wnukiem dentysty, prawnukiem prawnika, prawnukiem rabina. I wiem na pewno - jeśli naprawdę pokochasz książkę, odda ci ona całe swoje ciepło. A ja kocham rosyjską klasykę, chociaż do połowy nie przeczytałem ani jednej rosyjskiej powieści. I nie będę smażył steku na pisarzu drugiej kategorii, takim jak Gorky. Ja i moja mądra pchła znamy na pamięć wszystkie klasyki: fabułę, biografię autora ze wszystkimi szczegółami, datę wydania dziennika papierowego. Każdy kucharz musi to wiedzieć, nawet jeśli w ogóle nie umie czytać książek. A takich osób niestety jest coraz więcej. Chociaż oczywiście, aby dobrze czytać książkę, kucharz nie musi jej czytać. Paradoks XXI wieku. „O tempora, o więcej!” - jak mawiał mój nieżyjący już ojciec-profesor. Jako chłopiec myślałem, że mówi o „tempurze”, którą przygotowywano w japońskiej tawernie na sąsiedniej ulicy. Już wtedy obudziła się we mnie dusza kucharza."
6,"С тех пор как человечество перестало печатать книги и навсегда сделало лучшие из них музейными экспонатами, book’n’grill появился на свет. Люди всегда тянутся к запретному плоду. Девяносто процентов отпечатанных человечеством книг были сданы в утиль или просто выброшены на помойки, чтобы не занимали пространство в квартирах. А вот оставшиеся десять, осевшие в музеях и библиотеках, вдохновили лучшую часть человечества на удивительную страсть. Первый стейк был зажарен двенадцать лет назад в Лондоне на пламени первого издания “Поминок по Финнегану”, выкраденного из Британского музея. Его приготовили и съели четверо великих мужей – психоаналитик, флорист, биржевой брокер и контрфаготист. Так родился book’n’grill. Это положило начало великой страсти, ставшей за эти стремительные годы великой традицией…","Odkąd ludzkość przestała drukować książki i na zawsze uczyniła z nich najlepsze eksponaty muzealne, narodził się book'n'grill. Zakazany owoc zawsze przyciąga ludzi. Dziewięćdziesiąt procent książek wydrukowanych przez ludzkość zostało złomowanych lub po prostu wyrzuconych do śmieci, aby nie zajmowały miejsca w mieszkaniach. Ale pozostałe dziesięć, osiadłe w muzeach i bibliotekach, zainspirowało najlepszą część ludzkości do niesamowitej pasji. Pierwszy stek upieczono dwanaście lat temu w Londynie nad płomieniami skradzionego z British Museum pierwszego wydania Finnegans Wake. Ugotowało go i zjadło czterech wielkich ludzi – psychoanalityk, florysta, makler giełdowy i kontrabasista. Tak narodził się book'n'grill. To zapoczątkowało wielką pasję, która stała się wielką tradycją na przestrzeni tych szybkich lat..."
7,"10 000 фунтов за вечер – неплохой навар. Мой прайс уже обогнал стоимость книги. Это знак качества. А когда растет прайс, вместе с ним растет и чувство глубокого удовлетворения. Статус, статус book’n’grill chef. В общем, я доволен. И профессией, и судьбой. Хотя не все в моей жизни было гладко. Но шрамы для нашего брата book’n’griller – привычное дело.","10.000 funtów za wieczór - niezły zysk. Moja cena już przekroczyła koszt książki. To znak jakości. A kiedy cena rośnie, rośnie wraz z nią uczucie głębokiej satysfakcji. Status, status kucharza book'n'grill. Ogólnie jestem zadowolony. Zarówno zawód, jak i przeznaczenie. Chociaż nie wszystko w moim życiu było gładkie. Ale blizny to codzienność naszego brata book'n'grillera."
8,"Все прошло хорошо. Книга прочитана идеально – не быстро и не медленно, минимум дыма. Классика. Я был в форме. Умение повара листать горящие страницы, чтобы поддерживать равномерный огонь – одна из важнейших составляющих нашей профессии. Мы переворачиваем их специальной металлической полоской в форме меча, называемой в нашей среде “эскалибур”. У каждого повара эскалибур свой, сделанный на заказ. После последнего обыска в Пало-Альто я пользуюсь новым – титановым, с костяной ручкой.","Wszystko poszło dobrze. Książkę czytało się idealnie, ani szybko, ani wolno, z minimalnym dymem. Klasyczny. Byłem w formie. Umiejętność kucharza przewracania płonących stron w celu utrzymania równomiernego ognia jest jednym z najważniejszych elementów naszego zawodu. Odwracamy je specjalnym metalowym paskiem w kształcie miecza, zwanym w naszym środowisku „excalibur”. Każdy szef kuchni ma swój własny escalibur wykonany na zamówienie. Po ostatnich poszukiwaniach w Palo Alto używam nowego - tytanowego, z kościaną rękojeścią."
9,"Риск возрастает, когда дамы и господа сидят вокруг жаровни и у повара нет тыла. Так на то я и шеф-гастролер, а не рядовой book’n’griller. Когда жаровня окружена со всех сторон клиентами с пустыми тарелками, я вспоминаю того легендарного фокусника, что некогда ходил по городам Европы, поражая публику простым фокусом с протыканием пальца гвоздем. Элементарный трюк, целиком зависящий от угла зрения простаков. Но однажды подвыпившие простолюдины поймали “волшебника” где-то на площади, громогласно требуя фокуса. Гвоздь ему выдали. Его обступили со всех сторон. И пришлось чародею по-настоящему проткнуть себе палец. А гримасу боли народ принял за улыбку. Вот тогда он и получил настоящее признание. Но нам, увы, и протыкать нечего. Вся моя необычная профессия держится только на чистом мастерстве.","Ryzyko wzrasta, gdy wokół paleniska siedzą panie i panowie, a kucharz nie ma zadka. Dlatego jestem głównym wykonawcą tras koncertowych, a nie zwykłym book'n'grillerem. Kiedy koksownik jest otoczony ze wszystkich stron przez klientów z pustymi talerzami, przypomina mi się legendarny magik, który przechadzał się kiedyś po miastach Europy, zadziwiając publiczność prostym trikiem polegającym na wbiciu palca w palec. Elementarna sztuczka, całkowicie zależna od kąta widzenia prostaczków. Ale kiedyś podchmieleni zwykli ludzie złapali „czarodzieja” gdzieś na placu, głośno domagając się sztuczki. Dali mu gwóźdź. Był otoczony ze wszystkich stron. A czarownik musiał naprawdę przebić palec. A ludzie wzięli grymas bólu za uśmiech. Wtedy zyskał prawdziwe uznanie. Ale niestety nie mamy nic do przebicia. Cały mój niezwykły zawód opiera się wyłącznie na czystym rzemiośle."
10,"Хотя только book’n’griller знает, сколько в его работе подводных камней. Это – наша внутренняя кухня. Романы, как известно, печатались на разной бумаге. И гореть она может по-разному. Возможны как тление, так и вспышки, с последующим воспарением листов и прилипанием их к мясу или кружением над головами клиентов. В наших жаровнях есть специальные воздушные насосы, способные остановить воспарение горящей и отгоревшей бумаги. Но ими пользуются в основном начинающие. Настоящий мастер должен работать руками и головой. Эти насосы умаляют не только пламя, но и зрелище. Вместе с воздухом они отсасывают презентабельность. А книга должна быть яркой: пылать и поражать. Опытный мастер обязан просчитать весь процесс как шахматную партию и хладнокровно балансировать над пропастью. Переплет, каптал, коленкор, картон, марлевые клапаны, пеньковый шнур, закладки, казеиновый клей, засушенные цветочки, книжные вши, клопы или тараканы в корешке – все это скрытые угрозы. Их необходимо учитывать. Однажды у одного повара вспыхнула микропленка, вделанная в корешок в середине XX века. У другого были проблемы с антроподермическим переплетом “120 дней Содома”. Все, все возможно… Малейшая оплошность, неуверенность или самоуверенность – и катастрофа неизбежна. Моя профессия сопряжена с риском. В лучшем случае это потеря денег, вино в лицо, удары дорогой посудой по голове. В худшем – мягкая, а зачастую и твердая пуля. Теперь уголовники все чаще заказывают букинистические пиры. А после войны Европа кишит оружием. Сегодняшний немец – эхо золотой довоенной эпохи.","Chociaż tylko book'n'griller wie, ile pułapek kryje się w jego pracy. To nasza wewnętrzna kuchnia. Powieści, jak wiadomo, drukowano na różnych papierach. I może palić się na różne sposoby. Możliwe jest zarówno tlenie, jak i wypalanie, z późniejszym odparowaniem arkuszy i przyklejeniem ich do mięsa lub krążeniem nad głowami klientów. Nasze paleniska wyposażone są w specjalne pompy powietrza, które mogą zatrzymać spalanie i parowanie spalonego papieru. Ale są używane głównie przez początkujących. Prawdziwy mistrz musi pracować rękami i głową. Pompy te odwracają uwagę nie tylko od płomieni, ale także od widowiska. Wraz z powietrzem wysysają prezentację. A książka powinna być jasna: świecić i zadziwiać. Doświadczony mistrz musi przeliczyć cały proces jak partię szachów i spokojnie balansować nad przepaścią. Oprawa, captal, perkal, tektura, płatki z gazy, sznurek konopny, zakładki do książek, klej kazeinowy, suszone kwiaty, wszy książkowe, pluskwy czy karaluchy w kręgosłupie to ukryte zagrożenia. Należy je wziąć pod uwagę. Kiedyś mikrofilm osadzony w kręgosłupie w połowie XX wieku wybuchł u kucharza. Inny miał problemy z antropodermiczną oprawą 120 dni Sodomy. Wszystko, wszystko jest możliwe... Najmniejsze niedopatrzenie, niepewność czy pewność siebie - a katastrofa jest nieunikniona. Mój zawód jest ryzykowny. W najlepszym przypadku jest to strata pieniędzy, wino w twarz, uderzenie w głowę drogimi daniami. W najgorszym przypadku miękki, a często twardy pocisk. Teraz przestępcy coraz częściej zamawiają dania z drugiej ręki. A po wojnie Europa aż roi się od broni. Dzisiejszy niemiecki jest echem złotej epoki przedwojennej."
