id,source,target
1,"»Klappe halten«, sagte der Optiker noch einmal lauter und ging schneller, »Selma findet nur sehr selten etwas bedrohlich oder unansehnlich.« Damit hatte er völlig recht, und damit hatte er leider mehr gesagt, als er den Stimmen eigentlich hätte antworten sollen. Aber die Liebe fände sie womöglich ausgerechnet doch unansehnlich, zischelten die Stimmen, es habe ja einen Grund, sagten sie, dass die Wahrheit so lange verborgen wurde. »Feigheit war das«, sagte der Optiker und schob die Ledertasche auf die andere Hüfte, weil das Rempeln der Tasche und das Rempeln der Stimmen langsam begannen wehzutun. »Besonnenheit war das«, sagten die Stimmen, »Angst ist ja manchmal doch ein guter Ratgeber«, sagten sie und summten die Titelmelodie der Vorabendserie. Der Optiker wurde jetzt langsamer. Der Weg zu Selmas Haus, der eigentlich zehn Minuten dauerte, kam ihm plötzlich vor wie eine Tagesreise, eine Tagesreise mit sehr, sehr viel Gepäck.","""Be quiet,"" the optician said again, louder this time, and he walked faster. ""Selma rarely finds anything threatening or unsightly."" He was completely right, and unfortunately he had said more than he should have answered to the voices. But maybe love would find her unsightly, the voices hissed. There must be a reason, they said, why the truth had been hidden for so long. ""That was cowardice,"" the optician said, shifting the leather bag to his other hip, because the jostling of the bag and the jostling of the voices was beginning to hurt. ""That was prudence,"" the voices said. ""Fear can sometimes be a good advisor,"" they said, and they hummed the theme song of the evening show. The optician was now walking slower. The path to Selma's house, which usually took ten minutes, suddenly seemed to him like a day's journey, a day's journey with a lot, a lot of baggage."
2,"Das stimmte. Der Hund war schneematschfarben, er war verwaschen grau und zottelig wie ein ausschließlicher Irischer Wolfhund ohne etwas anderes drin. Sein Körper war noch klein, aber seine Pfoten waren groß wie Bärentatzen, und wir wussten alle, was das bedeutete. Selma stand immer noch erhoben vor der Küchenbank. Sie schaute lange auf den Hund. Dann sah sie meinen Vater an, als sei er ein Geschenkideengeschäft.","That was true. The dog was snow-muddy-colored, he was washed-out grey and shaggy like an exclusive Irish Wolfhound without anything else mixed in. His body was still small, but his paws were as big as bear's claws, and we all knew what that meant. Selma was still standing tall in front of the kitchen bench. She looked at the dog for a long time. Then she looked at my father as if he was a gift shop."
3,"Bauer Häubel war der festen Überzeugung, dass der Tod höflich sein würde, so wie Bauer Häubel selbst es sein Leben lang gewesen war. Er war sicher, dass der Tod ihm das Leben nicht entreißen, sondern behutsam aus der Hand nehmen würde. Er stellte sich vor, wie der Tod vorsichtig anklopfte, die Tür nur einen Spalt öffnete und »Darf ich?« fragte, was Bauer Häubel natürlich bejahen würde. »Selbstverständlich«, würde Bauer Häubel sagen, »treten Sie doch ein«, und der Tod würde eintreten. Er würde sich an Bauer Häubels Bett stellen und fragen: »Passt es Ihnen jetzt? Ich kann sonst auch zu einem späteren Zeitpunkt vorbeikommen.« Bauer Häubel würde sich aufrichten und »Nein, nein, es passt mir gerade sehr gut« sagen, »lassen Sie es uns besser nicht noch einmal verschieben, wer weiß, wann Sie es wieder einrichten können«, und der Tod würde sich auf den schon bereitgestellten Stuhl am Kopfende setzen. Er würde sich im Vorhinein für die Kälte seiner Hände entschuldigen, die, das wusste Bauer Häubel, ihm überhaupt nichts ausmachen würde, und dann eine Hand auf Bauer Häubels Augen legen.","Bauer Häubel was firmly convinced that death would be polite, just as he himself had been his whole life. He was sure that death would not snatch his life away, but take it gently from his hand. He imagined death knocking carefully, opening the door only a crack and asking, ""May I?"" which Bauer Häubel would naturally answer in the affirmative. ""Of course,"" Bauer Häubel would say, ""please come in,"" and death would enter. He would stand by Bauer Häubel's bed and ask, ""Is this a good time for you? I can come back at a later time."" Bauer Häubel would sit up and say, ""No, no, this is a very good time. Let's not put it off again, who knows when you can arrange it again,"" and death would sit in the chair prepared at the head of the bed. He would apologize in advance for the coldness of his hands, which Bauer Häubel knew would not bother him at all, and then place a hand on Bauer Häubel's eyes."
4,"Die Leute im Dorf waren beunruhigt, man sah es ihnen an, auch wenn sie größtenteils versuchten, sich nichts anmerken zu lassen. Heute Morgen, wenige Stunden nach Selmas Traum, bewegten sich die Leute im Dorf, als habe sich auf allen Wegen Blitzeis gebildet, nicht nur draußen, sondern auch in den Häusern, Blitzeis in den Küchen und Wohnzimmern. Sie bewegten sich, als seien ihnen die eigenen Körper ganz fremd, als seien all ihre Gelenke entzündet und auch die Gegenstände, mit denen sie hantierten, hochentzündlich. Den ganzen Tag lang beargwöhnten sie ihr Leben und, soweit möglich, das aller anderen. Immer wieder schauten sie hinter sich, um zu überprüfen, ob da jemand angesprungen käme mit Mordlust, jemand, der den Verstand verloren und deshalb nichts Nennenswertes mehr zu verlieren hatte, und sie schauten rasch wieder nach vorne, weil jemand ohne Verstand schließlich auch frontal angreifen konnte. Sie schauten nach oben, um herabfallende Dachziegel, Äste oder schwere Lampenschirme auszuschließen. Sie mieden alle Tiere, weil es aus denen, glaubten sie, schneller herausbrechen konnte als aus Menschen. Sie machten einen Bogen um die gutartigen Kühe, die heute womöglich austreten würden, sie mieden die Hunde, auch die ganz alten, die kaum noch stehen konnten, ihnen aber heute vielleicht trotzdem an die Gurgel gehen würden. An solchen Tagen war alles möglich, da konnten einem auch vergreiste Dackel die Kehle durchbeißen, viel abwegiger als ein Okapi war das schließlich nicht.","The people in the village were uneasy; it was visible, even though most of them tried to show nothing. This morning, only a few hours after Selma's dream, the people in the village moved as if lightning had frozen on all paths, not only outside but also in the houses, lightning in the kitchens and living rooms. They moved as if their own bodies were completely foreign to them, as if all their joints were inflamed and even the objects they handled were highly flammable. All day long they suspected their own lives and, as far as possible, that of others. Again and again they looked back to check if someone would jump at them with murderous intent, someone who had lost their mind and therefore had nothing more to lose, and they quickly looked forward again because someone without a mind could also attack head-on. They looked up to exclude falling roof tiles, branches or heavy lampshades. They avoided all animals, because they believed that something could break out of them faster than out of humans. They made a detour around the gentle cows that might pee today, they avoided the dogs, even the very old ones that could hardly stand anymore, but who might still go for their throats today. On such days, anything was possible, it was not much more absurd than an okapi for an old dachshund to bite through one's throat."
5,"Bis auf Selmas Schwägerin Elsbeth waren die Leute im Dorf meistens nicht abergläubisch. Sie machten unbekümmert all das, was man bei Aberglauben nicht machen darf: Sie saßen gelassen unter Wanduhren, obwohl man bei Aberglauben daran sterben kann, sie schliefen mit dem Kopf zur Tür hin, obwohl das bei Aberglauben bedeutet, dass man durch genau die Tür bald mit den Füßen zuerst hinausgetragen wird. Sie hängten zwischen Weihnachten und Neujahr Wäsche auf, was, wie Elsbeth warnte, bei Aberglauben einem Suizid oder einer Beihilfe zum Mord gleichkommt. Sie erschraken nicht, wenn nachts das Käuzchen rief, wenn ein Pferd im Stall stark schwitzte, wenn ein Hund nachts jaulte, mit gesenktem Kopf.","Apart from Selma's sister-in-law Elsbeth, most people in the village were not superstitious. They did all the things that superstition forbids: they sat calmly under wall clocks, even though superstition says that it can kill you; they slept with their heads towards the door, even though superstition says that it means you will be carried out of the door feet first; they hung out laundry between Christmas and New Year, which, as Elsbeth warned, was akin to suicide or aiding and abetting murder according to superstition. They were not scared when the screech owl called at night, when a horse sweated heavily in the stable, or when a dog howled with its head down at night."
6,"Die Zugfahrt dauerte fünfzehn Minuten, einen Zwischenhalt gab es nicht. Seit unserer ersten Zugfahrt spielten wir immer dasselbe: Wir stellten uns mit dem Rücken zu den Fenstern an die gegenüberliegenden Zugtüren, Martin machte die Augen zu, ich sah aus dem Fenster der Zugtür, die Martin im Rücken hatte. In der ersten Klasse hatte ich Martin aufgezählt, was ich während der Fahrt sah, und Martin versuchte, alles auswendig zu lernen. Das gelang sehr gut, sodass ich im zweiten Schuljahr nichts mehr aufzählte und Martin, mit dem Rücken zum Fenster und geschlossenen Augen, fast alles aufsagen konnte, was ich durch das beschlagene Zugfenster gerade sah: »Drahtfabrik«, sagte er, genau in dem Moment, als wir an der Drahtfabrik vorbeifuhren. »Jetzt Feld. Weide. Das Gehöft vom verrückten Hassel. Wiese. Wald. Wald. Hochsitz eins. Feld. Wald. Wiese. Weide, Weide. Reifenfabrik. Dorf. Weide. Feld. Hochsitz zwei. Waldstück. Hof. Feld. Wald. Hochsitz drei. Dorf.«","The train ride lasted fifteen minutes, with no stops in between. Since our first train ride, we had always played the same game: we stood with our backs to the windows, facing the opposite train doors, Martin closed his eyes, and I looked out of the window of the door that Martin had behind him. In first class, I had listed off to Martin what I saw during the ride, and Martin tried to memorize it all. That worked very well, so that in the second year of school I no longer listed anything and Martin, with his back to the window and his eyes closed, could almost recite everything I saw through the fogged-up train window: ""Wire factory,"" he said, just as we passed the wire factory. ""Now a field. Meadow. Hassel's crazy farm. Meadow. Forest. Forest. Hunting stand one. Field. Forest. Meadow. Meadow. Tire factory. Village. Meadow. Field. Hunting stand two. Wooded area. Farm. Field. Forest. Hunting stand three. Village."""
7,"»Was soll es denn sonst gewesen sein«, sagte Selma, und dass man ein Okapi ja nur schwerlich mit einem anderen Tier verwechseln könne. »Doch«, sagte ich, es könne ja auch ein verwachsenes Rind gewesen sein, eine falsch zusammengesetzte Giraffe, eine Laune der Natur, und die Streifen und das Rostrote, das könne man doch alles nicht so genau erkennen in der Nacht, da sei schließlich alles sehr verschwommen. »Das ist doch Quatsch«, sagte Selma und rieb sich die Stirn, »das ist doch leider Quatsch, Luise.« Sie legte eine Scheibe Käse auf das Brot, klappte es zusammen und legte es in meine Butterbrotdose. »Weißt du, wann genau du das geträumt hast?« »Gegen drei Uhr«, sagte Selma. Sie war hochgeschreckt, nachdem das Bild vom Okapi sich zurückgezogen hatte, aufrecht im Bett sitzend war sie aufgewacht und hatte auf ihr Nachthemd gestarrt, in dem sie eben noch im Traum auf der Uhlheck gestanden hatte, und dann auf den Wecker. Drei Uhr. »Wir sollten das wahrscheinlich nicht so ernst nehmen«, sagte Selma, aber sie sagte es wie ein Fernsehkommissar, der ein anonymes Schreiben nicht so ernst nimmt.","""What else could it have been,"" Selma said, adding that it would be hard to confuse an okapi with any other animal. ""But,"" I said, ""it could also have been a deformed cow, a wrongly assembled giraffe, a whim of nature, and the stripes and the rust-red color, you couldn't really make out all that in the night, everything was so blurry."" ""That's nonsense,"" Selma said, rubbing her forehead. ""Unfortunately, it's nonsense, Luise."" She put a slice of cheese on the bread, folded it in half, and put it in my sandwich box. ""Do you know exactly when you dreamed this?"" ""Around three o'clock,"" Selma said. She had woken up with a start after the image of the okapi had faded away, sitting upright in bed, staring at her nightgown in which she had just been standing on the Uhlheck in her dream, and then at the alarm clock. Three o'clock. ""We probably shouldn't take this too seriously,"" Selma said, but she said it like a TV detective who doesn't take an anonymous letter too seriously."
8,"»Was ist denn?«, fragte ich. »Nichts«, flötete Selma, öffnete den Kühlschrank, holte ein Paket Schnittkäse und eine Leberwurst heraus und schwenkte beides durch die Luft. »Was darf’s denn heute aufs Schulbrot sein?«, flötete sie. »Mäuselchen«, flötete sie noch hinterher, und Flöten und Mäuselchen waren nun wirklich alarmierend. »Käse, bitte«, sagte ich, »was hast du denn?« »Nichts«, flötete Selma, »hab ich doch gesagt.« Sie strich Butter auf eine Scheibe Brot, und weil sie immer noch herumschlackerte, schubste sie dabei den Käse mit dem Handgelenk von der Anrichte. Selma hielt jetzt still und schaute hinab auf die Käsepackung, als sei sie etwas Kostbares, das in tausend Teile zersprungen war.","""What is it?"" I asked. ""Nothing,"" Selma trilled, opening the refrigerator and taking out a package of sliced cheese and a liver sausage, which she waved around in the air. ""What would you like on your school sandwich today?"" she trilled again. ""Mäuselchen,"" she trilled once more, and the trilling and Mäuselchen were really alarming. ""Cheese, please,"" I said. ""What's wrong with you?"" ""Nothing,"" Selma trilled. ""I already said that."" She spread butter on a slice of bread, and as she was still floundering, she nudged the cheese off the counter with her wrist. Selma now stood still and looked down at the cheese package as if it were something precious that had broken into a thousand pieces."
9,"Selma hatte in ihrem Leben dreimal von einem Okapi geträumt, und jedes Mal war danach jemand gestorben, deshalb waren wir überzeugt, dass der Traum von einem Okapi und der Tod unbedingt miteinander verbunden waren. Unser Verstand funktioniert so. Er kann innerhalb kürzester Zeit dafür sorgen, dass die einander abwegigsten Dinge fest zusammengehören. Kaffeekannen und Schnürsenkel beispielsweise, oder Pfandflaschen und Tannenbäume.","Selma had dreamed of an okapi three times in her life, and each time someone had died afterwards, so we were convinced that the dream of an okapi and death were inextricably linked. That's how our minds work. In the blink of an eye, they can make the most disparate things belong together. Coffee pots and shoelaces, for example, or deposit bottles and fir trees."
10,"Wenn ich unten bei Selma schlief, erzählte sie mir am Bettrand Geschichten mit guten Enden. Als ich kleiner war, hatte ich nach den Geschichten immer ihr Handgelenk umfasst, meinen Daumen auf ihren Puls gelegt und mir vorgestellt, dass die ganze Welt alles im Rhythmus von Selmas Herzschlag tat. Ich stellte mir vor, wie der Optiker Linsen schliff, Martin ein Gewicht stemmte, Elsbeth ihre Hecke schnitt, wie der Einzelhändler Safttüten einräumte, meine Mutter Tannenzweige aufeinanderschichtete, mein Vater Rezepte stempelte, und alle taten das genau in Selmas Herzrhythmus. Darüber war ich immer verlässlich eingeschlafen, aber jetzt, mit zehn Jahren, fand Selma, sei ich zu alt dafür.","When I slept downstairs with Selma, she would tell me bedtime stories with happy endings. When I was younger, I would always hold her wrist, place my thumb on her pulse and imagine that the entire world did everything in the rhythm of Selma's heartbeat. I imagined the optician grinding lenses, Martin lifting weights, Elsbeth trimming her hedge, the grocer stocking juice bags, my mother stacking pine branches, my father stamping prescriptions, and all of them doing it exactly in Selma's heart rhythm. That always reliably put me to sleep, but now, at ten years old, Selma thought I was too old for it."
