id,source,target
1,"В один из апрельских полудней 1880 года в мой кабинет вошел сторож Андрей и таинственно доложил мне, что в редакцию явился какой-то господин и убедительно просит свидания с редактором. – Должно быть, чиновник-с, – добавил Андрей, – с кокардой… – Попроси его прийти в другое время, – сказал я. – Сегодня я занят. Скажи, что редактор принимает только по субботам. – Он и третьего дня приходил, вас спрашивал. Говорит, что дело большое. Просит и чуть не плачет. В субботу, говорит, ему несвободно… Прикажете принять?",1880 年の 4 月のある日の午後、見張りのアンドレイが私のオフィスに入ってきて、何人かの紳士が編集部に来て、説得力を持って編集者と会うように頼んだと不思議なことに私に報告しました。 「おそらく役人です」とアンドレイは付け加えた。 「別の時間に来るように彼に頼んでください」と私は言いました。 - 今日は忙しいです。編集者は土曜日のみ受け付けているとしましょう。 -彼は3日目に来てあなたに尋ねました。彼はそれが大したことだと言います。彼は懇願し、ほとんど泣きます。彼は土曜日に、彼は暇ではないと言っています... 私に受け入れるように命じてくれませんか？
2,"Я вздохнул, положил перо и принялся ждать господина с кокардой. Начинающие писатели и вообще люди, не посвященные в редакционные тайны, приходящие при слове «редакция» в священный трепет, заставляют ждать себя немалое время. Они, после редакторского «проси», долго кашляют, долго сморкаются, медленно отворяют дверь, еще медленнее входят и этим отнимают немало времени. Господин же с кокардой не заставил ждать себя. Не успела за Андреем затвориться дверь, как я увидел в своем кабинете высокого широкоплечего мужчину, державшего в одной руке бумажный сверток, а в другой – фуражку с кокардой. Человек, так добивавшийся свидания со мной, играет в моей повести очень видную роль, Необходимо описать его наружность.",私はため息をつき、ペンを置き、花形帽章をかぶった紳士を待ち始めました。エディトリアルという言葉に畏敬の念を抱き、編集の謎に精通していない初心者の作家や一般の人々は、あなたをかなりの時間待たせます。社説の「尋ねる」の後、彼らは長い間咳をし、長い間鼻をかみ、ゆっくりとドアを開け、さらにゆっくりと入り、これには多くの時間がかかります。花形帽章をかぶった紳士は彼を待たせませんでした。アンドレイの後ろでドアを閉める前に、背が高くて肩幅の広い男性が、片手に紙の束を持ち、もう一方の手で花形帽章の付いた帽子を持っているのを見ました。 私との出会いを求めた男は、私の物語の中で非常に重要な役割を果たしています. 彼の外見を説明する必要があります.
3,"Он, как я уже сказал, высок, широкоплеч и плотен, как хорошая рабочая лошадь. Всё его тело дышит здоровьем и силой. Лицо розовое, руки велики, грудь широкая, мускулистая, волосы густы, как у здорового мальчика. Ему под сорок. Одет он со вкусом и по последней моде в новенький, недавно сшитый триковый костюм. На груди большая золотая цепь с брелоками, на мизинце мелькает крошечными яркими звездочками бриллиантовый перстень. Но, что главнее всего и что так немаловажно для всякого мало-мальски порядочного героя романа или повести, – он чрезвычайно красив. Я не женщина и не художник. Мало я смыслю в мужской красоте, но господин с кокардой своею наружностью произвел на меня впечатление. Его большое мускулистое лицо осталось навсегда в моей памяти. На этом лице вы увидите настоящий греческий нос с горбинкой, тонкие губы и хорошие голубые глаза, в которых светятся доброта и еще что-то, чему трудно подобрать подходящее название. Это «что-то» можно подметить в глазах маленьких животных, когда они тоскуют или когда им больно. Что-то умоляющее, детское, безропотно терпящее… У хитрых и очень умных людей не бывает таких глаз.",私が言ったように、彼は背が高く、肩幅が広く、ずんぐりしていて、良い働き者のようです.彼の全身は健康と強さを呼吸します。顔はピンク色で、腕は大きく、胸は広く、筋肉質で、髪は太く、健康な男の子のようです。彼は40歳未満です。彼は最近縫製されたばかりの真新しいトリコット スーツを着て、最新のファッションに合わせて上品に着こなしています。胸にはチャーム付きの大きなゴールドチェーンがあり、小指には小さな明るい星がきらめくダイヤモンドリングがあります。しかし、小説や物語の多かれ少なかれまともなヒーローにとって最も重要なこと、そして非常に重要なことは、彼が非常にハンサムであることです.私は女性でもアーティストでもありません。私は男性の美しさについてほとんど知りませんが、花形帽章をかぶった紳士の外見が印象的でした。彼の大きくて筋肉質な顔は永遠に私の記憶の中にあります。この顔には、本物のギリシャの鼻があり、こぶがあり、薄い唇と、優しさが輝き、適切な名前を見つけるのが難しい青い目があります。この「何か」は、小動物の目で悲しいときや苦しいときに気づくことができます。懇願する、幼稚な、おとなしく耐え忍ぶ何か... 狡猾で非常に頭の良い人にはそのような目はありません。
4,"От всего лица так и веет простотой, широкой, простецкой натурой, правдой… Если не ложь, что лицо есть зеркало души, то в первый день свидания с господином с кокардой я мог бы дать честное слово, что он не умеет лгать. Я мог бы даже держать пари. Проиграл бы я пари или нет – читатель увидит далее.",顔全体から、シンプルさ、広くてシンプルな性質、真実を呼吸します... 顔が魂の鏡であることが嘘でなければ、コケードを持った紳士との出会いの初日に、私は彼は嘘をつく方法を知らないという私の名誉の言葉を与えることができました。私も賭けるかもしれません。 私が賭けに負けたかどうかにかかわらず、読者はさらに見るでしょう。
5,"Каштановые волосы и борода густы и мягки, как шёлк. Говорят, что мягкие волосы служат признаком мягкой, нежной, «шёлковой» души… Преступники и злые, упрямые характеры имеют, в большинстве случаев, жесткие волосы. Правда это или нет – читатель опять-таки увидит далее… Ни выражение лица, ни борода – ничто так не мягко и не нежно в господине с кокардой, как движения его большого, тяжелого тела. В этих движениях сквозят воспитанность, легкость, грация и даже – простите за выражение – некоторая женственность. Не много нужно усилий моему герою, чтобы согнуть подкову или сплющить в кулаке коробку из-под сардинок, а между тем ни одно его движение не выдает в нем физически сильного. За дверную ручку или за шляпу он берется, как за бабочку: нежно, осторожно, слегка касаясь пальцами. Шаги его бесшумны, рукопожатия слабы. Глядя на него, забываешь, что он могуч, как Голиаф, что одной рукой может поднять он то, чего не поднять пяти редакционным Андреям. Глядя на его легкие движения, не верится, что он силен и тяжел. Спенсер мог бы назвать его образцом грации.",茶色の髪とあごひげは、シルクのように太くて柔らかい。彼らは、柔らかい髪は柔らかくて優しい「絹のような」魂のしるしであると言います..。これが真実であるかどうかにかかわらず、読者は再びさらに見るでしょう... 彼の顔の表情もあごひげもありません-彼の大きくて重い体の動きほど、コケードを持った紳士で柔らかくて優しいものはありません。これらの動きでは、良い繁殖、軽さ、優雅さ、さらには - 表現を許してください - いくらかの女性らしさが伝わってきます.私のヒーローは、蹄鉄を曲げたり、イワシの箱をこぶしで平らにしたりするのにそれほど労力を要しませんが、彼の動きはどれも彼の体力を裏切りません。彼は蝶のようにドアノブや帽子を取り、優しく、注意深く、指で軽く触れます。彼の足取りは静かで、握手は弱い。彼を見ていると、彼がゴリアテのように強力であること、編集者のアンドレイが 5 人も持ち上げられないものを片手で持ち上げることができることを忘れてしまいます。彼の軽快な動きを見ると、彼が強くて重いとは信じられません。スペンサーは彼を恵みの縮図と呼ぶかもしれません.
6,"Войдя ко мне в кабинет, он сконфузился. Его нежную, чуткую натуру, вероятно, шокировал мой нахмуренный, недовольный вид. – Извините, ради бога! – начал он мягким, сочным баритоном. – Я врываюсь к вам не в урочное время и заставляю вас делать для меня исключение. Вы так заняты! Но видите ли, в чем дело, г. редактор: я завтра уезжаю в Одессу по одному очень важному делу… Имей я возможность отложить эту поездку до субботы, то, верьте, я не просил бы вас делать для меня исключение. Я преклоняюсь перед правилами, потому что люблю порядок…",彼が私のオフィスに入ったとき、彼は当惑しました。彼の穏やかで敏感な性格は、私の眉をひそめ不機嫌な表情にショックを受けたのだろう。 「すみません、神様のために！」彼は柔らかく豊かなバリトンで始めました。 「私はあなたの間違ったタイミングで侵入し、あなたに私の例外を強制します。本当に忙しいね！しかし、どうしたのですか、編集者さん：明日、非常に重要な問題でオデッサに向けて出発します... この旅行を土曜日まで延期する機会があれば、信じてください。私を例外にしてください。私は秩序が好きなので、規則に屈します...
7,"«Как, однако, он много говорит!» – подумал я, протягивая руку к перу и тем давая знать, что мне некогда. (Уж больно надоели мне тогда посетители!) – Я отниму у вас одну только минуту! – продолжал мой герой извиняющимся голосом. – Но прежде всего позвольте представиться… Кандидат прав Иван Петрович Камышев, бывший судебный следователь… К пишущим людям не имею чести принадлежать, но, тем не менее, явился к вам с чисто писательскими целями. Перед вами стоит желающий попасть в начинающие, несмотря на свои под сорок. Но лучше поздно, чем никогда.",「しかし、なんと彼はよくしゃべるのだ！」 -ペンに手を伸ばして、時間がないことを知らせました。 （痛々しいことに、その時は訪問者にうんざりしていました！） 「1分だけお時間いただきます！」マイヒーローは申し訳なさそうな声で続けた。 -しかし、まず第一に、自己紹介させてください...候補者は正しいです、元司法捜査官のイヴァン・ペトロヴィッチ・カミシェフ...私は書く人々に属することを光栄に思っていませんが、それにもかかわらず、私は純粋にあなたに来ました執筆目的。あなたは、40歳未満なのに初心者を目指している人の前に立っています。しかし、遅いよりはましです。
8,"– Очень рад… Чем могу быть полезен? Желающий попасть в начинающие сел и продолжал, глядя на пол своими умоляющими глазами: – Я притащил к вам маленькую повесть, которую мне хотелось бы напечатать в вашей газете. Я вам откровенно скажу, г. редактор: написал я свою повесть не для авторской славы и не для звуков сладких… Для этих хороших вещей я уже постарел. Вступаю же на путь авторский просто из меркантильных побуждений… Заработать хочется… Я теперь решительно никаких не имею занятий. Был, знаете ли, судебным следователем в С-м уезде, прослужил пять с лишком лет, но ни капитала не нажил, ни невинности не сохранил…",– とてもうれしいです… どうすれば役に立ちますか？ 初級者に入りたくて、彼は腰を下ろして続け、懇願するような目で床を見つめた。 「あなたの新聞に掲載したい小さな話を持ってきました。率直に言って、編集者さん：私は自分の話を書いたのは、作者の栄光のためでも、甘い音のためでもありません... これらの良いことのために、私はすでに年をとっています。私は単に商売の動機から著者の道を歩み始めています... 私はお金を稼ぎたいです... 今、私はまったく職業を持っていません。彼はS地区の司法捜査官であり、5年以上勤務しましたが、資本を蓄積せず、無実を維持しませんでした...
9,"Камышев вскинул на меня своими добрыми глазами и тихо засмеялся. – Надоедная служба… Служил-служил, махнул рукой и бросил. Занятий у меня теперь нет, есть почти нечего… И если вы, минуя достоинства, напечатаете мою повесть, то сделаете мне больше, чем одолжение… Вы поможете мне… Газета не богадельня, не странно-приимный дом… Я это знаю, но… уж вы будьте так добры…",カミシェフは優しい目で私を見上げ、にっこりと笑った。 -迷惑なサービス...彼はサービスを提供し、サービスを提供し、手を振って去りました。私は今仕事がありません、ほとんど何もありません...そして、あなたが尊厳を迂回して私の話を印刷するなら、あなたは私に好意以上のことをしてくれます...あなたは私を助けます...新聞は救貧院ではありません変な里親… わかってるけど… もう優しい…
10,"«Лжешь»! – подумал я. Брелоки и перстень на мизинце плохо вязались с письмом ради куска хлеба, да и по лицу Камышева пробежала чуть заметная, уловимая опытным глазом тучка, которую можно видеть на лицах только редко лгущих людей. – Какой сюжет вашей повести? – спросил я. – Сюжет… Как бы вам сказать? Сюжет не новый… Любовь, убийство… Да вы прочтете, увидите… «Из записок судебного следователя»…","""横たわる""！と思いました。 キーリングと小指の指輪は、パンのために文字にうまくフィットしませんでした.Kamyshevの顔にはほとんど目立たない雲が走っていました。めったに嘘をつかない人。 あなたの物語の筋書きは何ですか？私は尋ねた。 -プロット...どうですか？陰謀は新しいものではありません...愛、殺人...はい、あなたは読むでしょう、あなたは見るでしょう...「法医学捜査官のメモから」..."
