id,source,target
1,「お父さん、焼き鳥好きだから、今日、これを焼いて食べよう」 良く聞こえなかったのだろうかと、はっきりとした発音で繰り返すと、母はぎょっとし、隣にいた他の子のお母さんも驚いたのか、目と鼻の穴と口が一斉にがばりと開いた。変な顔だったので笑いそうになったが、その人が私の手元を凝視しているのを見て、そうか、一羽じゃ足りないなと思った。 「もっととってきたほうがいい？」 近くで二、三羽並んで歩いている雀にちらりと視線をやると、やっと我に返った母が、「恵子！」ととがめるような声で、必死に叫んだ。 「小鳥さんはね、お墓をつくって埋めてあげよう。ほら、皆も泣いてるよ。お友達が死んじゃって寂しいね。ね、かわいそうでしょう？」 「なんで？　せっかく死んでるのに」 私の疑問に、母は絶句した。,"„Tato, kocham yakitori, więc grillujmy i jemy dzisiaj”. Zastanawiałem się, czy nie usłyszałem tego dobrze, więc powtórzyłem to z wyraźną wymową. Prawie się roześmiałem z powodu jego śmiesznej twarzy, ale kiedy zobaczyłem, jak wpatruje się w moją rękę, pomyślałem, cóż, jeden ptak to za mało. ""Czy powinienem dostać więcej?"" Kiedy spojrzałem na dwa lub trzy wróble idące obok siebie, moja mama w końcu opamiętała się i rozpaczliwie krzyknęła z wyrzutem: „Keiko!” „Panie Kotori, zróbmy grób i zakopmy go. Słuchaj, wszyscy płaczą. To smutne, że twój przyjaciel umarł. Hej, nie żal ci mnie?” ""Dlaczego?"" Mojej matce zabrakło słów na moje pytanie."
2,缶コーヒーと煙草とアメリカンドックを手早くＳサイズの袋に入れる。その間、ポケットの中の小銭を鳴らしていた男性が、ふと思いついたように胸ポケットに手を入れる。その仕草から、電子マネーで支払をするのだなと咄嗟に判断する。,"Szybko włożyłam kawę w puszce, papierosy i amerykańskiego psa do torby w rozmiarze S. W międzyczasie mężczyzna, który dzwonił monetami w kieszeni, nagle włożył rękę do kieszeni na piersi. Po tym geście od razu zdecydowałem, że płatność została dokonana pieniędzmi elektronicznymi."
3,「いらっしゃいませ、おはようございます！」 軽い会釈をして、男性客が差し出した缶コーヒーを受け取る。 「あー、あと煙草の５番を一つ」 「かしこまりました」 すばやくマルボロライトメンソールを抜き取り、レジでスキャンする。 「年齢確認のタッチをお願いします」 画面をタッチしながら、男性の目線がファーストフードが並んだショーケースにすっと移ったのを見て、指の動きを止める。「何かおとりしますか？」と声をかけてもいいが、客が買うかどうか悩んでいるように見えるときは、一歩引いて待つことにしている。,"""Witam, dzień dobry!"" Lekko skinąłem głową i otrzymałem kawę w puszce, którą zaoferował mi klient płci męskiej. „Ach, i jeden papieros nr 5” ""Zrozumiany"" Szybko wyciągnij Marlboro Light Menthol i zeskanuj go przy kasie. „Dotknij, aby potwierdzić swój wiek”. Dotykając ekranu, wzrok mężczyzny nagle przeniósł się na gablotę wyłożoną fast foodami, a ja przestałem ruszać palcem. Mógłbym powiedzieć: „Chcesz coś?”"
4,チャリ、という微かな小銭の音に反応して振り向き、レジのほうへと視線をやる。掌やポケットの中で小銭を鳴らしている人は、煙草か新聞をさっと買って帰ろうとしている人が多いので、お金の音には敏感だ。案の定、缶コーヒーを片手に持ち、もう片方の手をポケットに突っ込んだままレジに近付いている男性がいた。素早く店内を移動してレジカウンターの中に身体をすべりこませ、客を待たせないように中に立って待機する。,"W odpowiedzi na cichy dźwięk monet, odwracam się i patrzę na kasę. Wiele osób, które chrupią monety w dłoniach lub kieszeniach, próbuje szybko kupić papierosy lub gazety i wrócić do domu, dlatego są wrażliwe na dźwięk pieniędzy. Rzeczywiście, do kasy zbliżał się mężczyzna z puszką kawy w jednej ręce, a drugą w kieszeni. Szybko poruszam się po sklepie, wsuwam ciało do lady kasjerskiej i stoję w środku, żeby czekać, żeby klient nie musiał czekać."
5,コンビニエンスストアは、音で満ちている。客が入ってくるチャイムの音に、店内を流れる有線放送で新商品を宣伝するアイドルの声。店員の掛け声に、バーコードをスキャンする音。かごに物を入れる音、パンの袋が握られる音に、店内を歩き回るヒールの音。全てが混ざり合い、「コンビニの音」になって、私の鼓膜にずっと触れている。,"Sklepy wielobranżowe są pełne dźwięków. Przy dźwiękach dzwonków klientów wchodzących do sklepu, głosach idoli reklamujących swoje nowości w przekazach kablowych przepływających przez sklep. Krzyk ekspedientki i odgłos skanowania kodu kreskowego. Odgłos wkładania rzeczy do koszyka, dźwięk ściskanej torby z chlebem i dźwięk obcasów chodzących po sklepie. Wszystko miesza się i staje się „dźwiękiem sklepu spożywczego”, który cały czas dotyka moich bębenków."
6,ミホとサツキは地元で頻繁に会っているせいか、そっくりな表情と喋り方をしている。特にお菓子の食べ方が似ていて、二人ともネイルを施した手でクッキーを小さく割りながら口に運んでいる。前からそうだったろうか、と思いだそうとするが、記憶が曖昧だ。前に会ったときの二人の小さな癖や仕草は、もうどこかへ流れ出て行ってしまったのかもしれないとも思う。,"Miho i Satsuki mają podobny wyraz twarzy i sposób mówienia, prawdopodobnie dlatego, że często spotykają się w swoich rodzinnych miastach. Sposób, w jaki jedzą słodycze, jest szczególnie podobny, oboje niosą ciastka do ust, łamiąc je na małe kawałki wypielęgnowanymi dłońmi. Próbuję sobie przypomnieć, czy kiedyś tak było, ale pamięć jest mglista. Myślę, że drobne przyzwyczajenia i gesty ich dwojga, kiedy spotkali się wcześniej, mogły już gdzieś wypłynąć."
7,ミホは、今では結婚して地元に中古の一戸建てを買っていて、そこに友達がよく集まっている。明日もアルバイトなので億劫に思う時もあるが、コンビニ以外の世界との唯一の接点であり、同い年の「普通の三十代女性」と交流する貴重な機会なので、ミホの誘いにはなるべく応じるようにしている。今日も、ミホと、まだ小さい子供を連れたユカリ、結婚しているが子供はまだのサツキと私、というメンバーで、ミホの家にケーキを持ち寄ってお茶をしていた。,"Miho jest teraz mężatką i kupiła używany dom wolnostojący w swoim rodzinnym mieście, gdzie często spotykają się jej przyjaciele. Jutro to także praca na pół etatu, więc czasami myślę, że to kłopotliwe, ale to jedyny punkt kontaktu ze światem poza sklepami ogólnospożywczymi i jest to cenna okazja do interakcji z „normalnymi kobietami po trzydziestce” w tym samym wieku, więc staram się w miarę możliwości przyjąć zaproszenie Miho. Dzisiaj Miho, Yukari, która wciąż ma małe dziecko, Satsuki i ja, jesteśmy małżeństwem, ale nie mamy dzieci, przynieśliśmy ciasto do domu Miho na herbatę."
8,オープンまでの二週間、二人組になったり、社員を相手にしながら、架空の客に向かって、ひたすら練習が続いた。「お客様」の目を見て微笑んで一礼すること、生理用品は紙袋に入れること、温かい物は冷たい物と分けて入れること、ファーストフードを頼まれたら手をアルコールで消毒すること。お金に慣れるためにとレジの中には本物のお金が入っていたが、レシートには「トレーニング」と大きく印字されていたし、相手は同じ制服を着たアルバイト仲間だし、なんとなくお買いものごっこをしているようだった。,"Przez dwa tygodnie poprzedzające otwarcie ćwiczyliśmy w duecie, pracując z pracownikami i mierząc się z wyimaginowanymi klientami. Spójrz klientowi w oczy, uśmiechnij się i ukłoń, włóż podpaski higieniczne do papierowej torby, oddziel ciepłe przedmioty od zimnych i zdezynfekuj ręce alkoholem, gdy zostaniesz poproszony o fast food. W kasie były prawdziwe pieniądze, które miały mi pomóc przyzwyczaić się do pieniędzy, ale na paragonie było napisane dużymi literami „Szkolenie”, a osoba, z którą pracowałem, była pracownikiem na pół etatu w takim samym mundurze, więc jakoś udawałem być na zakupach"
9,二つ年下の妹は、私と違って、「普通」の子どもだった、かといって私を敬遠するわけでもなく、むしろ慕ってくれていた。妹が私と異なり普通のことで母に叱られているとき、母に私は近づいて「どうして怒っているの？」と理由を尋ねた。私が母に質問したせいでお説教が終わると、庇かばわれたと思うのか、妹はいつも私に「ありがとう」と言った。お菓子や玩具にあまり興味がなかった私は、それらを妹にあげることも多かった。そのため、妹はいつも私についてまわっていた。,"W przeciwieństwie do mnie, moja siostra, która jest ode mnie dwa lata młodsza, była „normalnym” dzieckiem, ale nie stroniła ode mnie. Kiedy mama skarciła moją siostrę za normalne rzeczy, podeszłam do niej i zapytałam, dlaczego jest zła. Kiedy skończyło się kazanie, ponieważ zadałem pytanie mamie, siostra zawsze mówiła mi „dziękuję”, prawdopodobnie dlatego, że myślała, że jest chroniona. Nie interesowały mnie zbytnio słodycze i zabawki, więc często dawałam je siostrze. Dlatego moja siostra zawsze za mną chodziła."
10,そのとき、私は、初めて、世界の部品になることができたのだった。私は、今、自分が生まれたと思った。世界の正常な部品としての私が、この日、確かに誕生したのだった。,"Wtedy po raz pierwszy mogłem stać się częścią świata. Myślałem, że urodziłem się teraz. Z pewnością urodziłem się tego dnia jako normalna część świata."
