id,source,target
1,ミホとサツキは地元で頻繁に会っているせいか、そっくりな表情と喋り方をしている。特にお菓子の食べ方が似ていて、二人ともネイルを施した手でクッキーを小さく割りながら口に運んでいる。前からそうだったろうか、と思いだそうとするが、記憶が曖昧だ。前に会ったときの二人の小さな癖や仕草は、もうどこかへ流れ出て行ってしまったのかもしれないとも思う。,"Miho and Satsuki, who often meet in their hometown, have similar expressions and ways of speaking. Especially when they eat sweets, they break them into small pieces with their manicured hands and bring them to their mouths. I try to remember if they were always like this, but my memory is hazy. I wonder if the little quirks and mannerisms they had when I last saw them have already been swept away somewhere."
2,ミホは、今では結婚して地元に中古の一戸建てを買っていて、そこに友達がよく集まっている。明日もアルバイトなので億劫に思う時もあるが、コンビニ以外の世界との唯一の接点であり、同い年の「普通の三十代女性」と交流する貴重な機会なので、ミホの誘いにはなるべく応じるようにしている。今日も、ミホと、まだ小さい子供を連れたユカリ、結婚しているが子供はまだのサツキと私、というメンバーで、ミホの家にケーキを持ち寄ってお茶をしていた。,"Miho is now married and has bought an old house in her hometown, where her friends often gather. Though she often finds it a chore to work tomorrow, it is her only connection to the world outside the convenience store, and a valuable opportunity to interact with other “normal thirty-something women” her age, so she tries to accept Miho’s invitations as often as possible. Today, the members were Miho, Yukari who had brought her still-small children, and Satsuki who was married but had no children yet. We were at Miho’s house, having tea and cakes that we had brought."
3,そのとき、私は、初めて、世界の部品になることができたのだった。私は、今、自分が生まれたと思った。世界の正常な部品としての私が、この日、確かに誕生したのだった。,"At that moment, I felt I had become a part of the world. I was born anew. I was born as a normal part of the world, on this day."
4,オープンまでの二週間、二人組になったり、社員を相手にしながら、架空の客に向かって、ひたすら練習が続いた。「お客様」の目を見て微笑んで一礼すること、生理用品は紙袋に入れること、温かい物は冷たい物と分けて入れること、ファーストフードを頼まれたら手をアルコールで消毒すること。お金に慣れるためにとレジの中には本物のお金が入っていたが、レシートには「トレーニング」と大きく印字されていたし、相手は同じ制服を着たアルバイト仲間だし、なんとなくお買いものごっこをしているようだった。,"For two weeks, we practiced relentlessly, in pairs and with our colleagues, pretending to be customers. We learned to smile and bow politely, to put sanitary items in paper bags, to separate hot and cold items, and to disinfect our hands with alcohol if we were asked for fast food. The cash register was filled with real money, but the receipts were printed with the word “TRAINING” in large letters, and the people we served were our colleagues in the same uniform. It felt like a game of pretend shopping."
5,二つ年下の妹は、私と違って、「普通」の子どもだった、かといって私を敬遠するわけでもなく、むしろ慕ってくれていた。妹が私と異なり普通のことで母に叱られているとき、母に私は近づいて「どうして怒っているの？」と理由を尋ねた。私が母に質問したせいでお説教が終わると、庇かばわれたと思うのか、妹はいつも私に「ありがとう」と言った。お菓子や玩具にあまり興味がなかった私は、それらを妹にあげることも多かった。そのため、妹はいつも私についてまわっていた。,"My younger sister, two years my junior, was “normal”—not that she kept her distance from me, but rather that she looked up to me. Whenever Mother scolded her for something ordinary, I would go up to Mother and ask why she was angry. My sister, perhaps thinking I had come to her rescue, would always thank me. I, who had no great interest in sweets or toys, would often give them to her. For this reason, she was always trailing after me."
6,「お父さん、焼き鳥好きだから、今日、これを焼いて食べよう」 良く聞こえなかったのだろうかと、はっきりとした発音で繰り返すと、母はぎょっとし、隣にいた他の子のお母さんも驚いたのか、目と鼻の穴と口が一斉にがばりと開いた。変な顔だったので笑いそうになったが、その人が私の手元を凝視しているのを見て、そうか、一羽じゃ足りないなと思った。 「もっととってきたほうがいい？」 近くで二、三羽並んで歩いている雀にちらりと視線をやると、やっと我に返った母が、「恵子！」ととがめるような声で、必死に叫んだ。 「小鳥さんはね、お墓をつくって埋めてあげよう。ほら、皆も泣いてるよ。お友達が死んじゃって寂しいね。ね、かわいそうでしょう？」 「なんで？　せっかく死んでるのに」 私の疑問に、母は絶句した。,"“Dad, I’m going to make some yakitori today.” My mother and the other mothers nearby seemed to have been taken aback, their eyes, noses and mouths all opening wide, when I repeated my words in a clear voice, as if they hadn’t heard me the first time. I almost laughed at their funny expressions, but then I noticed they were looking at the birds in my hand, and I realized one was not enough. “Should I get more?” My mother seemed to come to her senses when she saw the sparrows walking around in pairs and threes nearby. “Eko!” she exclaimed in a scolding voice. “Let’s make a grave for them. Look, everyone’s crying. It’s sad when your friends die, isn’t it? Aren’t they pitiful?” “Why? They’re already dead.” My mother was speechless at my question."
7,缶コーヒーと煙草とアメリカンドックを手早くＳサイズの袋に入れる。その間、ポケットの中の小銭を鳴らしていた男性が、ふと思いついたように胸ポケットに手を入れる。その仕草から、電子マネーで支払をするのだなと咄嗟に判断する。,"I quickly put a can of coffee, some cigarettes, and an Americano into a small bag. Meanwhile, the man who had been jingling coins in his pocket suddenly reached into his breast pocket, as if he had just thought of something. His gesture told me that he was about to pay with an electronic money card."
8,「いらっしゃいませ、おはようございます！」 軽い会釈をして、男性客が差し出した缶コーヒーを受け取る。 「あー、あと煙草の５番を一つ」 「かしこまりました」 すばやくマルボロライトメンソールを抜き取り、レジでスキャンする。 「年齢確認のタッチをお願いします」 画面をタッチしながら、男性の目線がファーストフードが並んだショーケースにすっと移ったのを見て、指の動きを止める。「何かおとりしますか？」と声をかけてもいいが、客が買うかどうか悩んでいるように見えるときは、一歩引いて待つことにしている。,"“Welcome! Good morning!” I accepted the can of coffee that the male customer had offered me with a slight bow. “Ah, and one pack of cigarettes, number five.” “Right away.” I quickly pulled out a Marlboro Light Menthol and scanned it at the register. “Please touch the screen for age verification.” His gaze shifted to the show case with the fast food as he touched the screen, and I stopped my finger’s movement. I could ask him if he wanted something else, but when he seemed to be hesitating about buying something, I decided to step back and wait."
9,チャリ、という微かな小銭の音に反応して振り向き、レジのほうへと視線をやる。掌やポケットの中で小銭を鳴らしている人は、煙草か新聞をさっと買って帰ろうとしている人が多いので、お金の音には敏感だ。案の定、缶コーヒーを片手に持ち、もう片方の手をポケットに突っ込んだままレジに近付いている男性がいた。素早く店内を移動してレジカウンターの中に身体をすべりこませ、客を待たせないように中に立って待機する。,"At the sound of coins jingling, I turned my head towards the cash register. Most of the people who made this sound were buying cigarettes or newspapers and were about to leave, so I was sensitive to the sound of money. Sure enough, there was a man with a can of coffee in one hand and his other hand in his pocket, heading towards the register. I quickly moved inside the store and slid into the cash register counter, standing inside to make sure I didn’t keep the customer waiting."
10,コンビニエンスストアは、音で満ちている。客が入ってくるチャイムの音に、店内を流れる有線放送で新商品を宣伝するアイドルの声。店員の掛け声に、バーコードをスキャンする音。かごに物を入れる音、パンの袋が握られる音に、店内を歩き回るヒールの音。全てが混ざり合い、「コンビニの音」になって、私の鼓膜にずっと触れている。,"The convenience store is filled with sound. The chime that rings when customers enter, the idol’s voice advertising new products on the radio, the calls of the store clerks, the sound of barcodes being scanned, the sound of items being placed in baskets, the sound of plastic bags being gripped, and the sound of heels walking around the store—all these sounds mix together to form the “sound of the convenience store” that lingers in my ears."
