id,source,target
1,"Patrzy na rodzinę, same dziewczynki, matka z dzieckiem przy piersi zsiada właśnie niezgrabnie z fury i furman pogania ją, bo fura zaraz musi wracać po innych na przedmieścia. Spada tobołek, który miała na plecach, i wysypuje się stamtąd trochę zszarzałych szmat i pojedynczy sznurek korali, drobnych, pociemniałych. Kobieta zbiera je zawstydzona, jakby właśnie oczom świata odsłoniła swoje najniedostępniejsze sekrety. Deymowa mija ją i nagle podbiega do niej chłopczyk, może sześcio-, siedmioletni, i patrząc na nią uśmiechniętymi oczami, bardzo z siebie zadowolony, mówi: „Niech będzie pochwalony Jezus Chrystus!”. Ona zaś odpowiada automatycznie, ale i uroczyście: „Na wieki wieków, amen”. I już chwyta się za serce i łzy nabiegają jej do oczu. Kuca przy chłopcu, chwyta go za nadgarstki, a ten patrzy jej prosto w oczy pełne łez, dalej uśmiechnięty, mały łobuziak.","He looks at the family, all girls, as the mother with a child at her breast clumsily gets down from the cart and the driver hurries her, as the cart has to go back to the suburbs to pick up more people. The bundle she had on her back falls and a few faded rags and a single string of small, darkened beads spill out of it. The woman collects them embarrassedly, as if she had just revealed her most inaccessible secrets to the world. Deymova passed by and suddenly a boy, perhaps six or seven years old, ran up to her, looking at her with smiling eyes, very pleased with himself, and said: “Praise be to Jesus Christ!” She responds automatically, yet solemnly: “Forever and ever, amen.” And she clutches her heart and tears start to well up in her eyes. She kneels down beside the boy, takes him by the wrists, and he looks at her with eyes full of tears, still smiling, a little rascal."
2,"Wyrastają przed nimi pierwsze zabudowania, nagle, bez ostrzeżenia. Widać mgła zmienia poczucie odległości, bo zaskoczona tym wydaje się sama Kaśka. Nagle skacze, szarpiąc dyszlem, i gdyby nie stanowcza reakcja Roszka i jego bat, wywróciłaby kolaskę. Może Kaśkę wystraszyły iskry, które sypią się z paleniska, albo niepokój koni czekających na swoją kolej do podkuwania...","The first buildings suddenly and unexpectedly loomed before them. The fog seems to distort the sense of distance, for even Kasia is surprised by it. Suddenly it leapt, jerking the shaft, and if it hadn't been for Roszek's firm reaction and his whip, it would have overturned the cart. Maybe it was the sparks that flew out of the fireplace that scared Kasia, or the unease of the horses waiting to be shod..."
3,"Wszędzie czuć mdły zapach słodu, przenika każdy towar wystawiony do sprzedaży. Można się nim najeść jak chlebem. Na przedmieściach Rohatyna, w Babińcach, jest kilka małych browarów, to stamtąd roznosi się na całą okolicę ten sycący zapach. Wiele kramików sprzedaje tu piwo, a lepsze sklepy mają na składzie i gorzałkę, i miód pitny, głównie trójniak. Skład żydowskiego kupca Wakszula oferuje wino, prawdziwego węgrzyna i prawdziwe reńskie, i takie trochę kwaskowate, które przywożą tu aż z Wołoszczyzny.","A faint smell of sweetness permeates every item on display for sale. You can eat it like bread. In the suburbs of Rohatyn, in Babińce, there are a few small breweries, and it is from there that the appetizing smell spreads throughout the area. Many stalls here sell beer, and the better shops have both vodka and mead in stock, mostly three-star. Wakszul the Jewish merchant's store offers wine, genuine Hungarian and genuine Rhine, and some slightly tart ones that are brought all the way from Wallachia."
4,"Najwięcej do powiedzenia byłoby o rodzinie Wołowskich, jako że rozrosła się do ogromnych rozmiarów. Niemal wszystkie gałęzie tego rodu zostały nobilitowane, jedne były herbu Bawół, drugie herbu Na Kaskach. Niewątpliwie wielką karierę zrobił Franciszek, syn Izaaka Wołowskiego, tego samego, którego ksiądz Chmielowski nazwał Jeremiaszem. Urodził się w 1786 roku w Brünn i wychowany w Offenbachu, stał się jednym z najlepszych prawników i znawcą prawa tamtego czasu. Co ciekawe – gdy w sejmie pojawił się wniosek o nadanie polskiego obywatelstwa Żydom, Franciszek jako poseł w swojej porywającej przemowie przekonywał, że jeszcze nie czas na taki krok. Najpierw naród polski musi wywalczyć sobie niepodległość, a potem będzie pora na reformy społeczne.","The most to be said would be about the Wolowski family, as it had grown to immense proportions. Almost all the branches of this family were ennobled, one with the Bawół coat of arms, the other with the Na Kaskach coat of arms. Undoubtedly, Franciszek, the son of Izaak Wołowski, the same one whom Father Chmielowski called Jeremiah, had made a great career. He was born in 1786 in Brünn and raised in Offenbach, and he became one of the best lawyers and legal experts of that time. Interestingly, when a motion was introduced in the Sejm to grant Polish citizenship to Jews, Franciszek, as a deputy, argued in his passionate speech that it was not yet time for such a step. First, the Polish nation must fight for its independence, and then it will be time for social reforms."
5,"Wszyscy offenbachscy neofici zostali pochowani na miejskim cmentarzu, który po latach zaczął jednak przeszkadzać planom rozbudowy miasta i został w 1866 roku zlikwidowany. Kości pogrzebanych tam ludzi zebrano i z szacunkiem pochowano w innym miejscu. Przy tej okazji została wyjęta z grobu czaszka Jakuba Franka i, opisana starannie jako „czaszka żydowskiego patryarchy”, znalazła się w rękach historiografa miasta Offenbach. Wiele lat potem, w nieznanych okolicznościach, trafiła do Berlina, gdzie poddana została szczegółowym pomiarom i badaniom i uznana za przykład żydowskiej niższości rasowej. Po wojnie przepadła bez wieści – może zniszczona wojenną zawieruchą, rozsypała się w pył, albo leży jeszcze w podziemnych magazynach jakiegoś muzeum.","All the Offenbach neophytes were buried in the city cemetery, which, however, began to interfere with the city's expansion plans and was abolished in 1866. The bones of the people buried there were gathered and respectfully laid to rest in another place. At the same time, the skull of Jacob Frank was taken out of the grave and, carefully described as the “skull of a Jewish patriarch”, it ended up in the hands of the Offenbach city historian. Many years later, under unknown circumstances, it ended up in Berlin, where it was subjected to detailed measurements and tests and declared an example of Jewish racial inferiority. After the war it disappeared without a trace - perhaps destroyed by the ravages of war, scattered into dust, or still lying in the underground storage of some museum."
6,"Po śmierci Jakuba nastał dla mnie czas wielkiego spokoju. Głównym moim zajęciem stało się studiowanie merkawy, do tego doszły jeszcze nasze rozmowy z Jeruchimem Dembowskim, jako że zamieszkaliśmy w jednym pokoju, przez co zbliżyliśmy się do siebie. Jemu, Jeruchimowi, powiedziałem też o Chai Szor – że była jedyną kobietą, którą mogłem pokochać i kochałem od tego pięknego momentu, kiedym ją dostał na jedną noc, wtedy gdym przyjechał z wieściami o Jakubie do Rohatyna. Lecz przede wszystkim kochałem Jakuba.","After Jacob's death, a great peace descended upon me. My main occupation became studying the Merkava, and on top of that there were our conversations with Jeruchim Dembowski since we were living in the same room, which brought us closer. I also told Jeruchim about Chai Szor - that she was the only woman I could love and that I had loved her since that beautiful moment when I got her for one night, when I came to Rohatyn with news about Jakub. But above all, I loved Jacob."
7,"Byli w Iwaniu od kwietnia. Gdyby nie dobrzy iwańscy ludzie, chyba pomarliby z głodu. Iwanie uratowało im życie i zdrowie, Bejla czuje się teraz lepiej i już nie kaszle tak bardzo. Srol wierzy, że kiedy już się ochrzczą, będzie im tak samo dobrze jak chrześcijanom. Dostaną kawałek ziemi, Bejla będzie miała w ogrodzie warzywa, a on, Srol, będzie tkał kilimy, bo to umie robić dobrze. Na starość, gdy powydaje dziewczynki za mąż, one wezmą ich do siebie. To wszystkie jego marzenia.","They had been in Ivani since April. If it weren't for the kind people of Iwa, we would have surely perished from hunger. Ivan had saved their lives and health, Beyla was feeling better now and no longer coughed so much. Srol believes that when they are baptized, they will be as well off as Christians. They would get a piece of land, Bejla would have vegetables in the garden and he, Srol, would weave kilims, because he knew how to do it well. When they get old and marry off their daughters, they will take them in. These were all his dreams."
8,"– Patrzcież, dobrodzieju, Kaśka nie chce iść – mówi ponuro Roszko, gdy kolaska się zatrzymuje. Roszko schodzi z kozła i żegna się kilka razy zamaszyście. Potem nachyla się i zagląda w mgłę, jakby patrzył do wody. Spod jego odświętnego czerwonego, acz trochę już wypłowiałego kubraka wychodzi koszula. – Nie wiem, gdzie jechać – mówi. – Jak to nie wiesz? Przecież już jesteśmy na rohatyńskim gościńcu – mówi zdziwiony ksiądz. A jednak! Wysiada z kolaski i podąża za sługą, obchodzą bezradnie powóz, wytężając oczy w biel. Wydaje im się, że coś widzą, ale oczy, które nie mogą zaczepić się na niczym, zaczynają stroić sobie żarty. Że też im się coś podobnego przydarzyło! Przecież to tak, jakby zgubić się we własnej kieszeni. – Cicho! – mówi nagle ksiądz i podnosi palec do góry, nadsłuchując. I rzeczywiście, gdzieś z lewej strony, z kłębów mgły, dochodzi słaby szum wody. – Jedźmy za tym szumem. To woda płynie – decyduje ksiądz.","“Look, sir, Kaska doesn't want to go,” Roszko said gloomily as the carriage stopped. Roszko got off the donkey and made several grand farewells. Then he leaned forward and peered into the fog, as if looking into water. Underneath his festive red, albeit slightly faded, coat came out a shirt. ""I don't know where to go,"" she says. ""You don't know? But we're already on the Rohatyn path,"" the priest said in surprise. Yet still! He gets out of the carriage and follows the servant, they circle the carriage helplessly, straining their eyes in the whiteness. They think they see something, but eyes that can't latch onto anything start playing tricks on them. How could something like this have happened to them! It's like getting lost in your own pocket. ""Shh!"" the priest suddenly said, raising his finger and listening intently. And indeed, from somewhere to the left, from the mists, a faint sound of water could be heard. ""Let's follow this noise. It is water that flows,"" the priest decides."
9,"Wkrótce ksiądz rozluźnia się w kolasce, wyciąga przed siebie nogi i pozwala oczom wędrować po morzu mgły. Natychmiast popada w podróżne zamyślenie, bo człowiekowi najlepiej myśli się w ruchu. Wolno, z ociąganiem ożywa mechanizm jego umysłu, zaskakują tryby i przekładki, wprawiając w ruch koła napędowe, zupełnie jak w zegarze, który stoi u niego na plebanii w sieni, zakupiony we Lwowie; słono za niego zapłacił. Za chwilę odezwie się bim-bom. Czy aby świat nie wziął się z takiej mgły, zaczyna się zastanawiać. Przecież historyk żydowski Józef Flawiusz utrzymuje, że świat został stworzony jesienią, podczas aequinoctium jesiennego. Można tak sądzić, bo przecież w raju były owoce; skoro jabłko wisiało na drzewie, musiała to być jesień... Jest w tym jakaś racja. Ale zaraz przychodzi mu do głowy myśl inna: Cóż to za argument? Czyż wszechmocny Bóg takich marnych fruktów nie mógłby stworzyć ekstra, w jakiejkolwiek porze roku?","Soon the priest relaxes in the rocking chair, stretches out his legs and lets his eyes wander across the sea of fog. He immediately fell into a travelling reverie, for it is in motion that man does his best thinking. Slowly, reluctantly, the mechanism of his mind was coming to life, surprising cogs and gears setting the wheels in motion, just like the clock that stands in his presbytery hallway, purchased in Lviv; he paid dearly for it. In a moment, the bim-bom will sound. He began to wonder if the world had not come from such a fog. The Jewish historian Josephus Flavius maintains that the world was created in the autumn, during the autumn equinox. One could assume so, for in paradise there were fruits; since the apple was hanging on the tree, it must have been autumn... There is some truth to this. But then another thought came to his mind: What kind of argument is that? Couldn't an all-powerful God create extra-special fruits at any time of the year?"
10,"Gdy dojeżdżają do głównej drogi prowadzącej do Rohatyna, włączają się w strumień pieszych, konnych i wozów wszelakiego rodzaju, które wyłaniają się z mgły, niby figurki z chleba lepione na Boże Narodzenie. Jest środa, targ w Rohatynie, jadą chłopskie wozy obładowane workami z ziarnem, klatkami z drobiem, wszelakimi płodami rolnymi. Między nimi żwawym krokiem maszerują handlarze z każdym możliwym towarem – ich kramiki, sprytnie teraz złożone, dają się nieść na plecach niczym koromysła, a za chwilę staną się stołami pełnymi barwnych materiałów, drewnianych zabawek, jajek skupowanych po wsiach za jedną czwartą ceny... Chłopi prowadzą też kozy i krowy na sprzedaż – zwierzęta, przerażone zgiełkiem, zapierają się w kałużach. Mija ich rozpędzona fura przykryta dziurawą plandeką, pełna hałaśliwych Żydów, którzy ściągają na jarmark do Rohatyna z całej okolicy, a za nimi przedziera się bogata kareta, której we mgle i tłoku na drodze trudno zachować dostojeństwo – jasne lakierowane drzwiczki są czarne od błota, a mina stangreta w niebieskiej pelerynie wydaje się nietęga, nie spodziewał się widać takiego zamieszania i teraz rozpaczliwie szuka wzrokiem okazji, żeby zjechać z tej diabelskiej drogi.","When they reach the main road leading to Rohatyn, they join the stream of pedestrians, horsemen and all kinds of carts that emerge from the fog, like figures made from bread dough for Christmas. It's Wednesday, the market in Rohatyn, and the peasants' carts are loaded with sacks of grain, cages of poultry, and all manner of agricultural produce. Between them, briskly marching, were traders with every possible kind of merchandise - their stalls, now cleverly folded, could be carried on their backs like a pack-saddle, and in a moment they would become tables full of colorful fabrics, wooden toys, eggs bought from the villages at a quarter of the price... The peasants also take goats and cows to sell - the animals, frightened by the commotion, are stuck in puddles. A speeding cart covered with a tattered tarp passes them, full of noisy Jews who had come from all around to Rohatyn for the market, and behind them a rich carriage struggles its way through the fog and the throng on the road, unable to maintain its dignity—the bright lacquered doors are black with mud, and the coachman’s face in his blue cape looks dazed, he had not expected such a commotion and now he is desperately searching for an opportunity to turn off this devilish road."
