id,source,target
1,Diego Cocca wird neuer Nationaltrainer von Mexiko,Diego Cocca becomes Mexico's new coach
2,"Im Sommer 2026 richtet Mexiko gemeinsam mit den USA und Kanada die WM mit dann erstmals 48 Mannschaften aus. Cocca tritt die Nachfolge von Gerardo Martino an, dessen Vertrag nach dem frühen WM-Aus in Katar nicht verlängert wurde. Der 50-Jährige zählte bis vor wenigen Tagen nicht zu den Favoriten für den Posten. Er hatte erst im November als Coach des mexikanischen Clubs Tigres übernommen. Seine überraschende Berufung zum Nationaltrainer löste Ärger im Verein aus.","In the summer of 2026, Mexico will host the World Cup together with the USA and Canada with 48 teams for the first time. Cocca succeeds Gerardo Martino, whose contract was not renewed after the early World Cup exit in Qatar. Until a few days ago, the 50-year-old was not one of the favorites for the post. He had only taken over as coach of the Mexican club Tigres in November. His surprising appointment as national coach caused trouble at the club."
3,Geesthacht: Neue Beetschilder sollen zum Nachpflanzen animieren,Geesthacht: New bedding signs to encourage replanting
4,"Franko Stein (FD Umwelt, links) und Friedhelm Ringe (Nabu) stellen die Pflanzenschilder in den Beeten der Fußgängerzone auf.","Franko Stein (FD Umwelt, left) and Friedhelm Ringe (Nabu) set up the plant signs in the beds of the pedestrian zone."
5,"Zur Aktion ""Geesthacht blüht auf"" gehört auch die Information darüber, was dort gerade blüht - aktuell in den Farben Weiß und Rosa.","The ""Geesthacht blooms"" campaign also includes information about what is currently blooming there - currently in the colours white and pink."
6,"Geesthacht. ""Geesthacht blüht auf"" lautet eine Aktion des Nabu in Kooperation mit der Stadtverwaltung. Unter Mitwirkung von vielen Freiwilligen von Vereinen, Schulen, Kindertagesstätten, Unternehmen und Institutionen wurden seit 2015 Tausende von Blumenzwiebeln und Pflanzen in die Erde gebracht. Ziel: Im Geesthachter Stadtgebiet sollen weitflächig Blühinseln entstehen, auf denen Insekten zu jeder Zeit Nahrung finden. ""Bei günstiger Wetterlage fliegen die Bienen schon im Januar aus, um Nahrung zu suchen"", sagt Friedhelm Ringe vom Geesthachter Nabu. Er hat selbst Bienenstöcke auf dem Grundstück.","Geesthacht. ""Geesthacht blooms"" is the name of a campaign by Nabu in cooperation with the city administration. With the participation of many volunteers from associations, schools, daycare centers, companies and institutions, thousands of flower bulbs and plants have been planted since 2015. Goal: In the Geesthacht urban area, flowering hins are to be created over a wide area, on which insects can find food at any time. ""If the weather is favourable, the bees fly out as early as January to look for food,"" says Friedhelm Ringe from Geesthacht Nabu. He himself has beehives on the property."
7,"Damit das Unterfangen nicht nur eine Aktion von Naturschützern und dem Fachdienst Umwelt der Stadt bleibt, sondern bis in die privaten Gärten hinein weite Kreise zieht, werden immer wieder erklärende Tafeln zu den Pflanzen gestellt. Etwa 50 Schilder sind es bis jetzt. Passanten sollen sich auf diese Weise informieren können, was hier gerade so schön blüht. Die Hoffnung ist, dass Hobbygärtner zu Hause gezielt nachpflanzen.","To ensure that the undertaking does not only remain an action by conservationists and the city's environmental service, but also draws wide circles into the private gardens, explanatory boards are repeatedly placed on the plants. There are about 50 signs so far. In this way, passers-by should be able to find out what is blooming here so beautifully. The hope is that amateur gardeners will replant at home in a targeted manner."
8,In der ersten Januarwoche war bereits Saisonstart bei der Wildhasel,"In the first week of January, the wild hazel season started"
9,"Jüngeren Datums sind Sträucher wie Winterduftheckenkirsche und Winterschneeball in den Beeten der Fußgängerzone. Sie stecken jetzt seit einem Jahr in der Erde der Kübel an der Bergedorer Straße, zeigen blätterlos gerade die ersten zarten Blüten in Weiß und Rosa und sind jüngst mit weiteren Schildern bedacht worden. ""Die Winterduftheckenkirsche ist ein sehr breitbuschiger Strauch und kann zwischen zwei Meter hoch und drei Meter breit werden"", ist dort unter weiteren Angaben etwa zum geeigneten Standort zu lesen.","More recently, shrubs such as winter honeysuckle and winter viburnum are in the beds of the pedestrian zone. They have been stuck in the soil of the tubs on Bergedorer Straße for a year now, showing the first delicate flowers in white and pink without leaves and have recently been given further signs. ""The winter honeysuckle is a very broad-bushy shrub and can grow between two meters high and three meters wide,"" it reads under further information, for example on the suitable location."
10,"Friedhelm Ringe betont, dass aber nicht nur die Beetpflanzen nun Blüten zeigen. In der ersten Januarwoche war bereits Saisonstart bei der Wildhasel. Sie blüht besonders üppig am Richtweg bei der Steigung, in der Gutenbergstraße, Wilhelm-Holert-Straße, Fahrendofer Weg und vielen Knicks.","Friedhelm Ringe emphasizes that it is not only the bedding plants that are now showing flowers. In the first week of January, the wild hazel season started. It blooms particularly profusely on the Richtweg near the incline, in Gutenbergstraße, Wilhelm-Holert-Straße, Fahrendofer Weg and many bends."
