id,source,target
1,Police arrest 15 after violent protest outside UK refugee hotel,Die Polizei nimmt 15 Personen nach gewalttätigen Protesten vor einem britischen Flüchtlingshotel fest.
2,"The incident comes after increase in numbers of refugees and asylum seekers crossing the Channel to the UK in boats. Police have arrested 15 people after an anti-refugee demonstration outside a hotel used to house asylum seekers turned violent near the English city of Liverpool. The Merseyside Police department said a police officer and two civilians sustained minor injuries during the disturbance on Friday night in Knowsley. The police force said some protesters threw objects and set a police van on fire. The people arrested, who ranged in age from 13 to 54, were detained ""following violent disorder."" Merseyside police commissioner Emily Spurrell told Radio City, ""It was incredibly dangerous and there were a couple of injuries amongst the police officers.""","Der Vorfall ereignete sich nach einem Anstieg der Zahl von Flüchtlingen und Asylsuchenden, die den Ärmelkanal in Booten überqueren, um in das Vereinigte Königreich zu gelangen. Die Polizei hat 15 Personen festgenommen, nachdem eine Anti-Flüchtlings-Demonstration vor einem Hotel, das zur Unterbringung von Asylsuchenden genutzt wird, in der Nähe der englischen Stadt Liverpool gewalttätig wurde. Die Polizeiabteilung von Merseyside gab an, dass ein Polizeibeamter und zwei Zivilisten während der Unruhen am Freitagabend in Knowsley leichte Verletzungen erlitten. Die Polizei sagte, einige Demonstranten hätten Gegenstände geworfen und einen Polizeiwagen in Brand gesetzt. Die festgenommenen Personen, die im Alter von 13 bis 54 Jahren waren, wurden ""nach gewalttätigen Ausschreitungen"" in Gewahrsam genommen. Die Polizeikommissarin von Merseyside, Emily Spurrell, sagte gegenüber Radio City: ""Es war unglaublich gefährlich und es gab ein paar Verletzungen unter den Polizeibeamten."""
3,"The Home Office has been using the hotel to temporarily house asylum seekers since last year, according to local media. George Howarth, who represents Knowsley in the UK Parliament, said the violence on Friday night did not reflect the community. ""The people of Knowsley are not bigots and are welcoming to people escaping from some of the most dangerous places in the world in search of a place of safety,"" he said. ""Those demonstrating against refugees at this protest tonight do not represent this community."" The protest took place amid heightened tensions as growing numbers of refugees and migrants cross the Channel in small boats.","Das Innenministerium nutzt das Hotel seit letztem Jahr als vorübergehende Unterkunft für Asylsuchende, so lokale Medien. George Howarth, der Knowsley im britischen Parlament vertritt, sagte, die Gewalt am Freitagabend spiegele nicht die Gemeinschaft wider. ""Die Menschen in Knowsley sind keine Bigots und heißen Menschen willkommen, die aus einigen der gefährlichsten Orte der Welt fliehen, um einen sicheren Ort zu suchen"", sagte er. ""Diejenigen, die heute Abend bei dieser Protestaktion gegen Flüchtlinge demonstrieren, repräsentieren diese Gemeinschaft nicht."" Der Protest fand inmitten erhöhter Spannungen statt, da immer mehr Flüchtlinge und Migranten den Ärmelkanal in kleinen Booten überqueren."
4,"More than 45,000 people reached the UK by that route in 2022, and most applied for asylum. The system for considering asylum applications has slowed to a crawl because of political turmoil and bureaucratic delays, leaving many asylum seekers stuck in hotels or other temporary accommodations. The Channel crossings have become a political issue, with the Conservative government promising to ""stop the boats"" and pursuing a plan to send such asylum seekers to Rwanda. Opponents have accused the government of demonising desperate people fleeing war and poverty.","Mehr als 45.000 Menschen erreichten das Vereinigte Königreich auf diesem Weg im Jahr 2022, und die meisten stellten einen Asylantrag. Das System zur Prüfung von Asylanträgen ist aufgrund politischer Turbulenzen und bürokratischer Verzögerungen fast zum Erliegen gekommen, sodass viele Asylsuchende in Hotels oder anderen vorübergehenden Unterkünften feststecken. Die Überquerungen des Ärmelkanals sind zu einem politischen Thema geworden, wobei die konservative Regierung verspricht, die Boote zu stoppen und einen Plan verfolgt, solche Asylsuchende nach Ruanda zu schicken. Gegner haben der Regierung vorgeworfen, verzweifelte Menschen, die vor Krieg und Armut fliehen, zu dämonisieren."
5,President's Cup: Candystripes defeat Rovers in season opener at Brandywell,President's Cup: Candystripes besiegen Rovers im Saisonauftakt in Brandywell
6,Derry midfielder Adam Reilly closes down Lee Grace at the Brandywell,"Der Mittelfeldspieler aus Derry, Adam Reilly, setzt Lee Grace am Brandywell unter Druck."
7,Derry City emerged victorious in the President's Cup as they ran out 2-0 winners over Shamrock Rovers. The FAI Cup holders defeated last season's league winners at the Brandywell thanks to first-half goals from Will Patching and Michael Duffy. The Hoops pushed to reduced terms in the second half but Ruaidhri Higgins' charges stood firm to win the curtain-raiser. Derry travel to St. Patrick's Athletic for the league opener next Friday. Patching's side-footed volley nudged Derry in front after 23 minutes - the midfielder opened the scoring as the Foylesider's ran out 2-1 winners over the eventual champions last February.,"Derry City ging als Sieger aus dem President's Cup hervor, da sie mit 2:0 gegen Shamrock Rovers gewannen. Die FAI Cup-Halter besiegten die Ligagewinner der letzten Saison im Brandywell dank Toren in der ersten Halbzeit von Will Patching und Michael Duffy. Die Hoops versuchten in der zweiten Halbzeit den Rückstand zu verringern, aber die Mannschaft von Ruaidhri Higgins hielt stand und gewann das Eröffnungsspiel. Derry reist nächsten Freitag zum Ligastart zu St. Patrick's Athletic. Patchings Volley mit der Innenseite brachte Derry nach 23 Minuten in Führung - der Mittelfeldspieler eröffnete die Tore, als die Foylesider im letzten Februar mit 2:1 gegen die letztendlichen Meister gewannen."
8,"The Hoops went on to win the Premier Division by 13 points but Duffy soon had City further ahead with a long-range effort which managed to squirm under keeper Leon Pohls and into the net. Last season's runners-up were two goals to good at the break. Graham Burke went closest to reducing the arrears in the second period but the Candystripes were comfortable winners a week prior to their quest for national glory. City boss Ruaidhri Higgins praised his team after what he said was the ""hardest week of my life"" following the death of his brother Kevin. ""It's a kick in the teeth and there's tough weeks ahead but we'll get on with it in his memory,"" said Higgins. ""To beat Shamrock Rovers and deservedly so with a good performance is really pleasing.""","Die Hoops gewannen die Premier Division mit 13 Punkten Vorsprung, aber Duffy brachte City mit einem Weitschuss, der es schaffte, unter Torhüter Leon Pohls hindurch und ins Netz zu rutschen, weiter in Führung. Die Zweitplatzierten der letzten Saison lagen zur Pause mit zwei Toren in Führung. Graham Burke kam in der zweiten Halbzeit am nächsten dran, den Rückstand zu verringern, aber die Candystripes waren eine Woche vor ihrem Streben nach nationaler Ehre die komfortablen Sieger. City-Trainer Ruaidhri Higgins lobte sein Team nach dem, was er als ""die härteste Woche meines Lebens"" bezeichnete, nach dem Tod seines Bruders Kevin. ""Es ist ein Schlag ins Gesicht und es stehen harte Wochen bevor, aber wir werden in seinem Gedenken weitermachen"", sagte Higgins. ""Shamrock Rovers zu schlagen und das verdientermaßen mit einer guten Leistung ist wirklich erfreulich."""
9,DHS hires law firm to handle possible Alejandro Mayorkas impeachment proceedings,"Das DHS beauftragt eine Anwaltskanzlei, um mögliche Amtsenthebungsverfahren gegen Alejandro Mayorkas zu bearbeiten."
10,"The Department of Homeland Security has hired an outside law firm - Debevoise & Plimpton - to assist in possible impeachment proceedings for Secretary Alejandro Mayorkas, as he potentially faces charges by House Republicans regarding his handling of the southern border. ""The Department of Homeland Security has retained outside counsel to help ensure the Department's vital mission is not interrupted by the unprecedented, unjustified, and partisan impeachment efforts by some Members of Congress, who have already taken steps to initiate proceedings,"" a DHS spokesperson said in a statement Friday. ""DHS will continue prioritizing its work to protect our country from terrorism, respond to natural disasters, and secure our borders while responding appropriately to the over 70 Congressional committees and subcommittees that have oversight of DHS."" A DHS official tells CBS News the department has hired the firm for contracted work for the life of the congressional inquiry. Debevoise was chosen because of its expertise in impeachment and bipartisan experience in working with Congress on oversight.","Das Department of Homeland Security hat eine externe Anwaltskanzlei - Debevoise & Plimpton - beauftragt, bei möglichen Amtsenthebungsverfahren gegen den Sekretär Alejandro Mayorkas zu helfen, da er möglicherweise von den Republikanern des Repräsentantenhauses wegen seiner Handhabung der südlichen Grenze angeklagt wird. ""Das Department of Homeland Security hat externe Rechtsberatung in Anspruch genommen, um sicherzustellen, dass die lebenswichtige Mission des Ministeriums nicht durch die beispiellosen, ungerechtfertigten und parteiischen Amtsenthebungsbestrebungen einiger Mitglieder des Kongresses unterbrochen wird, die bereits Schritte zur Einleitung von Verfahren eingeleitet haben"", sagte ein Sprecher des DHS am Freitag in einer Erklärung. ""Das DHS wird weiterhin seine Arbeit zur Bekämpfung des Terrorismus, zur Reaktion auf Naturkatastrophen und zur Sicherung unserer Grenzen priorisieren, während es angemessen auf die über 70 Kongressausschüsse und Unterausschüsse reagiert, die die Aufsicht über das DHS haben."" Ein DHS-Beamter teilte CBS News mit, dass das Ministerium die Kanzlei für vertragliche Arbeiten für die Dauer der parlamentarischen Untersuchung beauftragt hat. Debevoise wurde aufgrund seiner Expertise in Amtsenthebungsverfahren und seiner überparteilichen Erfahrung in der Zusammenarbeit mit dem Kongress in Aufsichtsfragen ausgewählt."
