id,source,target
1,"Ils embrayaient par comparaison sur la guerre d’avant, la Grande, celle de 14, gagnée, elle, dans le sang et la gloire, une guerre d’hommes que les femmes de la table écoutaient avec respect. Ils parlaient du Chemin des Dames et de Verdun, des gazés, des cloches du 11 novembre 1918. Ils nommaient des villages dont pas un enfant parti au front n’était revenu. Ils opposaient les soldats dans la boue des tranchées aux prisonniers de 40, au chaud et à l’abri pendant cinq ans, qui n’avaient même pas reçu de bombes sur la tête. Ils se disputaient l’héroïsme et le malheur.","Porównując, wspominali o poprzedniej wojnie, Wielkiej, z 14 roku, wygranej w krwi i chwale – wojnie mężczyzn, której kobiety przy stole słuchały z szacunkiem. Mówili o Drodze Dam, Verdun, gazowanych, dzwonach 11 listopada 1918 roku. Wymieniali wsie, z których żaden chłopiec wysłany na front nie wrócił. W porównaniu z żołnierzami w błocie okopów, jeńcy wojenni, którzy przez pięć lat byli ciepło i bezpiecznie schowani, nawet nie otrzymali żadnych bomb na głowę. Walczyli o miano bohatera i nieszczęśnika."
2,"Mais ils ne parlaient que de ce qu’ils avaient vu, qui pouvait se revivre en mangeant et buvant. Ils n’avaient pas assez de talent ou de conviction pour parler de ce qu’ils savaient mais qu’ils n’avaient pas vu. Donc ni des enfants juifs montant dans des trains pour Auschwitz, ni des morts de faim ramassés au matin dans le ghetto de Varsovie, ni des 10 000 degrés à Hiroshima. D’où cette impression que les cours d’histoire, les documentaires et les films, plus tard, ne dissiperaient pas : ni les fours crématoires ni la bombe atomique ne se situaient dans la même époque que le beurre au marché noir, les alertes et les descentes à la cave.","Ale mówili tylko o tym, co widzieli, co można było przywołać do życia, jedząc i pijąc. Nie mieli wystarczającego talentu ani przekonania, by mówić o tym, co wiedzieli, ale czego nie widzieli. Nie ma więc dzieci żydowskich wsiadających do pociągów do Auschwitz, nie ma umarłych z głodu zbieranych rano w warszawskim getcie, nie ma 10 000 stopni Celsjusza w Hiroszimie. Stąd też wrażenie, którego nie rozproszyłyby później lekcje historii, dokumenty i filmy: ani piec krematoryjny, ani bomba atomowa nie mieściły się w tym samym okresie co czarnorynkowy masło, syreny alarmowe i schodzenie do piwnicy."
3,"Sous l’immuabilité, les affiches du cirque de l’année dernière avec la photo de Roger Lanzac, les images de première communion distribuées aux camarades, le Club des Chansonniers sur Radio Luxembourg, les jours se remplissaient de désirs nouveaux. Le dimanche après-midi, on s’agglutinait à la vitrine du magasin d’électricité générale devant la télévision. Des cafés investissaient dans l’achat d’un poste pour attirer la clientèle. Au flanc des collines serpentaient des pistes de motocross et l’on regardait monter et descendre les engins assourdissants la journée entière. L’impatience grandissante du commerce avec ses nouveaux mots d’ordre, « initiative », « dynamisme », secouait le train-train des villes. Entre la fête foraine et la kermesse, la Quinzaine commerciale s’installait comme rite de printemps. Dans les rues du centre, les haut-parleurs beuglaient des incitations à acheter, entrecoupées de chansons d’Annie Cordy et d’Eddie Constantine, pour gagner la Simca ou la salle à manger. Sur le podium, place de la Mairie, un animateur local faisait rire avec les blagues de Roger Nicolas et de Jean Richard, rameutait des candidats pour le Crochet ou Quitte ou double, comme à la radio. Assise dans un coin du podium trônait sous sa couronne la Reine du Commerce. La marchandise avançait sous les couleurs de la fête. Les gens disaient « ça change » ou « il ne faut pas s’encroûter, on s’abrutit à rester chez soi ».","Podczas gdy wszystko pozostawało niezmienne, plakaty z poprzedniego sezonu cirkusowego z fotografią Rogera Lanzaca, obrazki pierwszej komunii rozdawane kolegom, audycje radiowe „Klubu Piosenkarzy” na Radiu Luksemburg – dni wypełniały się nowymi pragnieniami. W niedzielne popołudnie tłumy gromadziły się przed witryną sklepu z elektroniką, aby oglądać telewizję. Kawiarnie inwestowały w zakup odbiornika radiowego, aby przyciągnąć klientów. Po zboczach wzgórz wiją się ścieżki do motocrossu i cały dzień można obserwować jak wyjeżdżają i zjeżdżają te głośne pojazdy. Rozrastające się z każdym dniem handel z nowymi hasłami: „inicjatywa”, „dynamizm”, wstrząsało rutyną miast. Między jarmarkiem a kiermaszem, komercyjna Quinzaine zakładała się jako rytuał wiosny. Na ulicach centrum głośniki wrzeszczały zachęty do zakupów, przerywane piosenkami Annie Cordy i Eddiego Constantina, w celu wygrania Simki lub jadalni. Na podium, przed ratuszem, lokalny animator rozbawiał publiczność żartami Rogera Nicolasa i Jeana Richarda, zachęcał do udziału w konkursie „Hak albo dwa”, jak w radiu. W jednym z zakątków estrady siedziała królowa Handlu, ubrana w koronę. Towar szedł pod barwami uroczystości. Ludzie mówili: „To coś nowego” albo „Nie można się zatwardzić, bo w domu człowiek się ogłupia”."
4,"De main en main passaient des photos brunies au dos taché par tous les doigts qui les avaient tenues dans d’autres repas, mélange de café et de graisse fondu en une couleur indéfinissable. Dans les mariés raides et graves, les invités de la noce s’étageant sur plusieurs rangs le long d’un mur, on ne reconnaissait ni ses parents ni personne. Ce n’était pas soi non plus qu’on voyait dans le bébé de sexe indistinct à demi nu sur un coussin mais quelqu’un d’autre, une créature appartenant à un temps muet et inaccessible.","W ręce do ręki przechodziły brązowe zdjęcia, na odwrocie plamione przez wszystkie palce, które je trzymały w innych posiłkach, mieszanka kawy i roztopionej tłuszczu tworzyła nieokreśloną barwę. Wśród uroczystości, gdzie pary młode wyglądały poważnie i sztywno, a goście weselni stali w kilku rzędach wzdłuż ściany, nie było ani rodziców, ani nikogo znanego. Nie było to też siebie, co widziało się w pół nagim, płci nieokreślonym niemowlęciu, leżącym na poduszce, ale kogoś innego, istotę pochodzącą z niezrozumiałego i niedostępnego czasu."
5,"Récit familial et récit social c’est tout un. Les voix des convives délimitaient les espaces de la jeunesse : la campagne et les fermes où, de mémoire perdue, les hommes avaient été commis et les filles servantes, l’usine où tous s’étaient rencontrés, fréquentés et mariés, les petits commerces où avaient accédé les plus ambitieux. Elles dessinaient des histoires sans événements personnels autres que les naissances, les mariages et les deuils, sans voyages en dehors du régiment dans une lointaine ville de garnison, des existences occupées par le travail, sa dureté et son usure, les menaces de la boisson. L’école était un arrière-fond mythique, un bref âge d’or dont l’Instituteur avait été le dieu rude avec sa règle en fer pour taper sur les doigts.","Opowieść rodzinna i społeczna to jedno i to samo. Głosy gości wyznaczały granice młodości: wieś i gospodarstwa, gdzie ludzie od zapomnianych czasów byli zatrudnieni jako słudzy i służące, fabryka, w której się wszyscy spotkali, znali i poślubili, małe sklepy, do których dostąpili ci najbardziej ambitni. Rysowali historie bez wydarzeń osobistych poza narodzinami, małżeństwami i śmierciami, bez podróży poza pułk do odległego garnizonu, istnienia zajęte pracą, jej trudnościami i wyczerpaniem, zagrożeniami związanymi z piciem alkoholu. Szkoła była dla nich mitologicznym tłem, krótkim złotym wiekiem, w którym Nauczyciel był surowym bogiem z żelazną rózgą, którą uderzał po palcach."
6,"La frénésie qui avait suivi la Libération s’estompait. Alors les gens ne pensaient qu’à sortir et le monde était plein de désirs à satisfaire sur-le-champ. Tout ce qui constituait la première fois depuis la guerre provoquait la ruée, les bananes, les billets de la Loterie nationale, le feu d’artifice. Par quartiers entiers, de la grand-mère soutenue par ses filles au nourrisson en landau, les gens se précipitaient à la fête foraine, à la retraite aux flambeaux, au cirque Bouglione où ils manquaient être piétinés dans la bousculade. Ils se portaient en foule priante et chantante sur la route pour accueillir la statue de Notre-Dame de Boulogne et la reconduire le lendemain sur des kilomètres. Profane ou religieuse, toute occasion leur était bonne d’être au-dehors ensemble, comme s’ils voulaient continuer de vivre collectivement. Le dimanche soir, les cars revenaient de la mer avec de grands jeunes gens en short qui chantaient à tue-tête, grimpés sur le toit à bagages. Les chiens se promenaient en liberté et s’accouplaient au milieu de la rue.","Szał, który nastąpił po wyzwoleniu, zaczął słabnąć. Wtedy ludzie myśleli tylko o wyjściu i świat był pełen natychmiastowych pragnień do spełnienia. Wszystko, co pojawiło się po raz pierwszy od czasu wojny, wywoływało szturm – banany, losy z Narodowej Loterii, fajerwerki. Całe rodziny, od babci wspieranej przez swoje córki po niemowlę w wózku, rzucały się do jarmarku, na uroczystą defiladę z pochodniami, do cyrku Bouglione, gdzie ledwo unikali bycia przygniecionymi w tłumie. Tłumnie i śpiewając wyruszyli w drogę, by powitać figurę Matki Boskiej z Boulogne i odprowadzić ją następnego dnia na wiele kilometrów. Świeccy czy duchowni, każda okazja była dla nich dobrym powodem, by wychodzić razem na zewnątrz, jakby chcieli nadal żyć wspólnie. W niedzielne wieczory autobusy wracały z morza, wioząc wielu młodych ludzi w krótkich spodenkach, którzy głośno śpiewali, wspięci na dach bagażowy. Psy swobodnie błąkały się po ulicy i składały pary."
7,"Les enfants n’écoutaient pas et se dépêchaient de quitter la table dès qu’ils en avaient reçu la permission, profitant de la bienveillance générale des jours de fête pour se livrer aux jeux interdits, sauter sur les lits et faire de la balançoire la tête en bas. Mais ils retenaient tout. À côté du temps fabuleux — dont ils n’ordonneraient pas avant longtemps les épisodes, la Débâcle, l’Exode, l’Occupation, le Débarquement, la Victoire — ils trouvaient terne celui, sans nom, où ils grandissaient. Ils regrettaient de ne pas avoir été nés, ou à peine, quand il fallait partir en cohorte sur les routes et dormir sur la paille comme des bohémiens. De ce temps non vécu ils garderaient le regret tenace. La mémoire des autres leur refilait une nostalgie secrète pour cette époque qu’ils avaient manquée de si peu et l’espérance de la vivre un jour.","Dzieci nie słuchały i zaraz po otrzymaniu pozwolenia zrywały się z miejsc, wykorzystując łaskawość w dni świąteczne, by oddać się zabawom zakazanym, skakać po łóżkach i huśtać się na huśtawce na głowie. Ale oni wszystko zapamiętywali. Obok bajecznego czasu – którego epizody nie ułożyliby jeszcze przez długi czas: dezorganizacja, wyjście z Egiptu, okupacja, desant, zwycięstwo – uważali, że ten, bezimienny, w którym dorastali, jest nudny. Żałowali, że nie urodzili się albo urodzili się zbyt późno, by wyruszyć w podróż w kolumnie i spać na słomie jak cyganie. Z tego niezamieszkanego czasu zachowaliby trwały żal. Pamięć innych przekazywała im tajemniczą nostalgię za tym okresem, którego tak niewiele przegapili, i nadzieję, że kiedyś go doświadczą."
8,"Les garçons étaient fiers de partir au régiment et on les trouvait beaux en soldats. Le soir du conseil de révision, ils faisaient la tournée des cafés pour célébrer la gloire d’être reconnus comme de vrais hommes. Avant le régiment, ils étaient encore des gamins et ne valaient rien sur le marché du travail et du mariage. Après, ils pourraient avoir une femme et des enfants. L’uniforme qu’ils promenaient dans le quartier lors des permissions les enveloppait de beauté patriotique et de sacrifice virtuel. L’ombre des combattants vainqueurs, des GI, flottait autour d’eux. Le drap rêche de la vareuse, effleurée quand on se hissait sur la pointe des pieds pour les embrasser, matérialisait la coupure absolue entre l’univers des hommes et celui des femmes. À les voir on éprouvait un sentiment d’héroïsme.","Chłopcy byli dumni, że wyjeżdżają do wojska, a w mundurach wyglądali pięknie. Wieczorem po zakończeniu rewizji weszli do kawiarni, aby uczcić swoją chwałę, że zostali uznani za prawdziwych mężczyzn. Zanim wstąpili do wojska, byli jeszcze dziećmi i nie mieli żadnej wartości na rynku pracy i małżeństwa. Potem mogliby mieć żonę i dzieci. Uniformy, które nosili w czasie urlopów, otaczały ich pięknem patriotycznym i wirtualnym poświęceniem. Nad nimi unosiła się aura zwycięskich żołnierzy amerykańskich. Szorstka tkanina munduru, która ocierała się o nas, gdy wyciągaliśmy się, by ich ucałować, materializowała absolutną granicę między światem mężczyzn a światem kobiet. Patrząc na nich, odczuwało się poczucie bohaterstwa."
9,"Une autre photo, signée du même photographe — mais le papier du livret est plus ordinaire et le liseré d’or a disparu —, sans doute vouée à la même distribution familiale, montre une petite fille d’environ quatre ans, sérieuse, presque triste malgré une bonne bouille rebondie sous des cheveux courts, séparés par une raie au milieu et tirés en arrière par des barrettes auxquelles sont attachés des rubans, comme des papillons. La main gauche repose sur la même table sculptée, entièrement visible, de style Louis XVI. Elle apparaît boudinée dans son corsage, sa jupe à bretelles remonte par-devant à cause d’un ventre proéminent, peut-être signe de rachitisme (1944, environ).","Inny zdjęcie, podpisane przez tego samego fotografa – ale papier w książeczce jest bardziej zwyczajny, a złoty obramowanie zniknęło – prawdopodobnie przeznaczone do tej samej rodzinnej dystrybucji, pokazuje małą dziewczynkę około czterech lat, poważną, niemal smutną, mimo że ma ładną, okrągłą buzię i krótkie włosy, rozdzielone na środku i zaczesane do tyłu za pomocą spinkami, do których są przymocowane wstążki, jak motyle. Lewa ręka opiera się na tym samym rzeźbionym stole, całkowicie widocznym, w stylu Ludwika XVI. Wyglądała jak zawinięta w gorset, jej spódniczka z szelkami wystawała do przodu z powodu wybrzuszonego brzucha, co było może oznaką rachityczności (1944, okolice)."
10,"Deux autres petites photos à bords dentelés, datant vraisemblablement de la même année, montrent la même enfant, mais plus menue, dans une robe à volants et manches ballon. Sur la première, elle se blottit de façon espiègle contre une femme au corps massif, d’un seul tenant dans une robe à larges rayures, les cheveux relevés en gros rouleaux. Sur l’autre, elle lève le poing gauche, le droit est retenu par la main d’un homme, grand, en veste claire et pantalon à pinces, à la posture nonchalante. Les deux photos ont été prises le même jour devant un muret surmonté d’une bordure de fleurs, dans une cour pavée. Au-dessus des têtes passe une corde à linge sur laquelle une épingle est restée accrochée.","Dwie inne małe zdjęcia z wyciętymi krawędziami, prawdopodobnie z tego samego roku, przedstawiają tę samą dziewczynkę, ale bardziej szczupłą, w sukience z falbanami i bufiastymi rękawami. Na pierwszym zdjęciu ukryła się wesoło przy kobiecie o masywnej sylwetce, ubranej w szerokie pasy, z włosami zaczesanymi w grube loki. Na drugim zdjęciu unosi lewą pięść, prawa jest trzymana przez dłoń wysokiego mężczyzny w jasnej marynarce i spodniach z fałdami, w niezobowiązującej pozie. Oba zdjęcia zostały zrobione tego samego dnia przed murkiem z ozdobną obwódką kwiatów, na kostkowanym dziedzińcu. Nad głowami przeleciała linia do suszenia, na której została zaczepiona szpilka."
