Source,GoogleTranslate,human1,human2
"Die Täuschung beruht auf einer einfachen Übertragung. Als Körper ist jeder Mensch eins, als Seele nie. Auch in der Dichtung, selbst in der raffiniertesten, wird herkömmlicherweise stets mit scheinbar ganzen, scheinbar einheitlichen Personen operiert. An der bisherigen Dichtung schätzen die Fachleute, die Kenner am höchsten das Drama, und mit Recht, denn es bietet (oder böte) die größte Möglichkeit zur Darstellung des Ichs als einer Vielheit – wenn dem nicht der grobe Augenschein widerspräche, der uns jede einzelne Person eines Dramas, da sie in einem unweigerlich einmaligen, einheitlichen, abgeschlossenen Körper steckt, als Einheit vortäuscht. Am höchsten schätzt denn auch die naive Ästhetik das sogenannte Charakterdrama, in dem jede Figur recht kenntlich und abgesondert als Einheit auftritt. Nur von ferne erst und allmählich dämmert die Ahnung in einzelnen, daß das vielleicht alles eine billige Oberflächenästhetik ist, daß wir irren, wenn wir auf unsre großen Dramatiker die herrlichen, uns aber nicht eingeborenen, sondern bloß aufgeschwatzten Schönheitsbegriffe der Antike anwenden, welche, überall vom sichtbaren Leibe ausgehend, recht eigentlich die Fiktion vom Ich, von der Person, erfunden hat. In den Dichtungen des alten Indien ist dieser Begriff ganz unbekannt, die Helden der indischen Epen sind nicht Personen, sondern Personenknäuel, Inkarnationsreihen. Und in unsrer modernen Welt gibt es Dichtungen, in denen hinter dem Schleier des Personen- und Charakterspiels, dem Autor wohl kaum ganz bewußt, eine Seelenvielfalt darzustellen versucht wird. Wer dies erkennen will, der muß sich entschließen, einmal die Figuren einer solchen Dichtung nicht als Einzelwesen anzusehen, sondern als Teile, als Seiten, als verschiedene Aspekte einer höhern Einheit (meinetwegen der Dichterseele). Wer etwa den Faust auf diese Art betrachtet, für den wird aus Faust, Mephisto, Wagner und allen andern eine Einheit, eine Überperson, und erst in dieser höhern Einheit, nicht in den Einzelfiguren, ist etwas vom wahren Wesen der Seele angedeutet. Wenn Faust den unter den Schullehrern berühmten, vom Philister mit Schauer bewunderten Spruch sagt: »Zwei Seelen wohnen, ach, in meiner Brust!«, dann vergißt er den Mephisto und eine ganze Menge andrer Seelen, die er ebenfalls in seiner Brust hat. Auch unser Steppenwolf glaubt ja, zwei Seelen (Wolf und Mensch) in seiner Brust zu tragen und findet seine Brust dadurch schon arg beengt. Die Brust, der Leib, ist eben immer eines, der darin wohnenden Seelen aber sind nicht zwei, oder fünf, sondern unzählige; der Mensch ist eine aus hundert Schalen bestehende Zwiebel, ein aus vielen Fäden bestehendes Gewebe. Erkannt und genau gewußt haben dies die alten Asiaten, und im buddhistischen Yoga ist eine genaue Technik dafür erfunden, den Wahn der Persönlichkeit zu entlarven. Lustig und vielfältig ist das Spiel der Menschheit: der Wahn, zu dessen Entlarvung Indien tausend Jahre lang sich so sehr angestrengt hat, ist derselbe, zu dessen Stützung und Stärkung der Okzident sich ebenso viele Mühe gegeben hat.","The deception is based on a simple transference. Every human being is one as a body, never as a soul. Even in poetry, even the most refined, it is traditional to work with seemingly whole, seemingly unified people. Experts and connoisseurs appreciate the drama most of all in previous poetry, and rightly so, because it offers (or would offer) the greatest possibility of representing the ego as a multitude – if this were not contradicted by the rough appearance of each individual person of a drama, since it is in an inevitably unique, unified, self-contained body, feigning unity. The naïve aesthetic values the so-called character drama, in which each character is clearly recognizable and separate as a unit. Only from afar and gradually does the intuition dawn in individuals that perhaps all this is cheap superficial aesthetics, that we are mistaken when we apply to our great dramatists the wonderful concepts of beauty of antiquity that are not innate to us, but merely talked into them, which, everywhere starting from the visible body, actually invented the fiction of the ego, of the person. This concept is completely unknown in the poetry of ancient India; the heroes of Indian epics are not persons, but knots of persons, series of incarnations. And in our modern world there are works in which, behind the veil of play of persons and characters, an attempt is made to portray a multiplicity of souls, of which the author is hardly aware. Whoever wants to recognize this must decide not to regard the characters of such a poem as individual beings, but as parts, as sides, as different aspects of a higher unity (the poet's soul, for that matter). Anyone who looks at Faust in this way will see Faust, Mephisto, Wagner and all the others as a unit, a superperson, and it is only in this higher unit, not in the individual figures, that something of the true essence of the soul is indicated. When Faust says the famous saying among schoolteachers, which the Philistine admires with shudders: ""Two souls live, alas, in my breast!"" he forgets Mephisto and a whole host of other souls that he also has in his breast. Our steppe wolf also believes that he carries two souls (wolf and human) in his chest and finds his chest very cramped as a result. The breast, the body, is always one, but the souls residing in it are not two or five, but innumerable; man is an onion of a hundred skins, a web of many threads. The ancient Asians recognized and knew this very well, and in Buddhist yoga a precise technique was invented for unmasking the delusion of the personality. Merry and varied is the game of mankind: the madness that India has spent a thousand years striving so hard to expose is the same that the Occident has strove just as hard to sustain and strengthen.","The delusion rests simply upon a false analogy. As a body everyone is single, as a soul never. In literature, too, even in its ultimate achievement, we find this customary concern with apparently whole and single personalities. Of all literature up to our days the drama has been the most highly prized by writers and critics, and rightly, since it offers (or might offer) the greatest possibilities of representing the ego as a manifold entity, but for the optical illusion which makes us believe that the characters of the play are one-fold entities by lodging each one in an undeniable body, singly, separately and once and for all. An artless esthetic criticism, then, keeps its highest praise for this so-called character-drama in which each character makes his appearance unmistakably as a separate and single entity. Only from afar and by degrees the suspicion dawns here and there that all this is perhaps a cheap and superficial esthetic philosophy, and that we make a mistake in attributing to our great dramatists those magnificent conceptions of beauty that come to us from antiquity. These conceptions are not native to us, but are merely picked up at second hand, and it is in them, with their common source in the visible body, that the origin of the fiction of an ego, an individual, is really to be found. There is no trace of such a notion in the poems of ancient India. The heroes of the epics of India are not individuals, but whole reels of individualities in a series of incarnations. And in modern times there are poems, in which, behind the veil of a concern with individuality and character that is scarcely, indeed, in the author's mind, the motive is to present a manifold activity of soul. Whoever wishes to recognize this must resolve once and for all not to regard the characters of such a poem as separate beings, but as the various facets and aspects of a higher unity, in my opinion, of the poet's soul. If ""Faust"" is treated in this way, Faust, Mephistopheles, Wagner and the rest form a unity and a supreme individuality; and it is in this higher unity alone, not in the several characters, that something of the true nature of the soul is revealed. When Faust, in a line immortalized among schoolmasters and greeted with a shudder of astonishment by the Philistine, says: ""Two souls, alas, do dwell within my breast!"" he has forgotten Mephisto and a whole crowd of other souls that he has in his breast likewise. The Steppenwolf, too, believes that he bears two souls (wolf and man) in his breast and even so finds his breast disagreeably cramped because of them. The breast and the body are indeed one, but the souls that dwell in it are not two, nor five, but countless in number. Man is an onion made up of a hundred integuments, a texture made up of many threads. The ancient Asiatics knew this well enough, and in the Buddhist Yoga an exact technique was devised for unmasking the illusion of the personality. The human merry-go-round sees many changes: the illusion that cost India the efforts of thousands of years to unmask is the same illusion that the West has labored just as hard to maintain and strengthen.","The delusion is based on a straightforward instance of transference. As a body every human being is a single entity, as a soul never. Traditionally literature too, even at its most sophisticated, operates with ostensibly whole, ostensibly unified characters. In literature as we know it so far, the genre most highly regarded by experts and connoisseurs is drama. Rightly so, for drama offers the greatest opportunity to represent the self as multiple, or might do so , if only outward appearances didn’t contradict this impression, each individual character being deceptively portrayed as a unity because he or she is inevitably encased in a unique, unified and self-contained body. This of course also explains why aesthetically naive judges value the so-called character play most highly, in which every figure appearing on stage is a quite discrete and recognizable entity. Only remotely and gradually is it beginning to dawn on some individuals that this aesthetic approach may be shoddy and superficial, that it is a mistake to apply ancient Greek concepts of beauty to our own great dramatists. Splendid though these are, they are not native to us. We have been talked into adopting them from Greek thinkers who, taking the visible body as their starting point, were the real originators of the fiction of the individual self or character. This concept is totally unknown in the literary works of ancient India. The heroes of the Indian epics are not single characters but tangled knots of character, serial incarnations. In our modern world too, some works of literature exist in which, though the author is probably scarcely conscious of the fact, an attempt is being made to portray a multiplicity of souls behind the veil of individual character depiction. Anyone wishing to appreciate this must for once resolve to view the characters in such a work not as individual entities but as parts, as facets, as different aspects of a higher unity, if you like, of the mind of the author. Anyone considering Goethe’s Faust in this way, for example, will make of Faust, Mephistopheles, Wagner and all the other figures a unity, a super-character. And only from this higher unity, not the individual characters, can one glean some hint of the work’s true soul. When Faust makes the pronouncement – on the tongue of every schoolteacher and apt to make philistines shudder with admiration – ‘Two souls, alas, dwell in my breast!’ he is forgetting Mephisto and a whole host of other souls that are just as much part of him. Our Steppenwolf also thinks he is bearing the burden of two souls (wolf and human being) within his breast, and that his breast is painfully constricted as a result. The fact is that the breast, the body, is always one, yet the souls that it houses are neither two nor five but countless in number. A human being is an onion consisting of a hundred skins, a fabric composed of many threads. The Asians of old had exact knowledge of this; Buddhist Yoga invented a precise technique for exposing the personality as a delusion. But then humankind moves in all sorts of comic ways: the delusion that for a thousand years India made such great efforts to expose is the self-same delusion that the West has been at equally great pains to bolster and reinforce."
"»Bisher«, nickte sie, »habe ich erst einige Damen verliebt gemacht. Aber jetzt kommst du an die Reihe. Laß uns erst ein Glas Champagner trinken.«","'So far,' she nodded, 'I've only made a few ladies fall in love. But now it's your turn. Let's have a glass of champagne first.""","""So far,"" she said, ""I have contented myself with turning the heads of the ladies. But now your turn has come. First, let's have a glass of champagne.""","Nodding, she said: ‘So far I have only succeeded in making a few ladies fall in love. But now it’s your turn. Let’s drink a glass of champagne first.’"
"»Halt«, rief ich flehend, »gehen Sie – geh nicht fort! Natürlich kannst du tanzen, soviel du willst, aber bleib nicht lange fort, komm wieder, komm wieder!«","""Stop,"" I cried imploringly, ""go - don't go away! Of course you can dance as much as you like, but don't stay away long, come back, come back!""","""Stop,"" I implored, ""don't go. You can dance of course, as much as you please, but don't stay away too long. Come back again, come back again.""","‘Stop,’ I cried. ‘I beg you, young lady, not to … uh, sorry … I mean, don’t leave me, dear. Of course you can dance, dance as much as you like, but don’t stay away too long. Come back again, dear. Come back again.’"
Das war nun schwierig zu sagen.,Now that was difficult to say.,This was not easy to explain.,I had some difficulty explaining why.
Einsiedlerspiele,hermit games,SOLITUDE MADE EASY,PLAYING THE HERMIT
"Wilde Not, berauschter Überschwang,","Wild need, intoxicated exuberance,","Wealth's excess, the rage of dearth,","All its drunken excess, its misery and dearth,"
"»Hermine«, rief ich gepeinigt, »sieh mich doch an, ich bin ein alter Mann!«","""Hermione,"" I cried in agony, ""look at me, I'm an old man!""","""Hermine,"" I cried in torment, ""you have only to look at me, I am an old man!""","‘Hermione,’ I exclaimed in a pained voice. ‘ Just look at me. I’m an old man!’"
"Damals hatte ich dem schönen Mädchen, das allein und träumerisch bergaufwärts gegangen kam und mich noch nicht sah, voll banger Erwartung entgegengesehen, hatte ihr Haar gesehen, das in dicken Zöpfen aufgebunden war und doch noch zu beiden Seiten der Wangen offne Strähnen hatte, die im Winde spielten und flossen. Ich hatte gesehen, zum erstenmal in meinem Leben, wie schön dies Mädchen war, wie schön und traumhaft dies Spiel des Windes in ihrem zarten Haar, wie schön und sehnsuchtweckend der Fall ihres dünnen blauen Kleides über die jungen Glieder hinab, und ebenso, wie mich mit dem bitter-würzigen Geschmack der zerkauten Knospe die ganze bange süße Lust und Angst des Frühlings durchtränkte, so erfüllte mich beim Anblick des Mädchens die ganze tödliche Ahnung der Liebe, die Ahnung vom Weibe, das erschütternde Vorgefühl ungeheurer Möglichkeiten und Versprechungen, namenloser Wonnen, unausdenklicher Verwirrungen, Ängste und Leiden, innigster Erlösung und tiefster Schuld. O wie brannte der bittre Frühlingsgeschmack auf meiner Zunge! O wie strömte der spielende Wind durch das lose Haar neben ihren roten Wangen! Dann war sie mir nahe gekommen, hatte aufgeblickt und mich erkannt, war einen Augenblick schwach errötet und hatte beiseite geblickt; dann grüßte ich sie, mit gezogenem Konfirmandenhut, und Rosa, alsbald gefaßt, grüßte lächelnd und ein wenig damenhaft zurück, erhobenen Gesichts, und ging langsam, sicher und überlegen weiter, umsponnen von tausend Liebeswünschen, Forderungen und Huldigungen, die ich ihr nachsandte.","At that time I had looked forward to the beautiful girl, who was alone and dreamily walking up the hill and did not see me yet, I had seen her hair, which was tied up in thick braids and still had loose strands on both sides of her cheeks, which in the Winds played and flowed. For the first time in my life I had seen how beautiful this girl was, how beautiful and dreamlike the play of the wind in her delicate hair, how beautiful and yearning the fall of her thin blue dress over her young limbs, and just like me with the bitter-spicy taste of the chewed bud soaked all the anxious sweet joy and fear of spring, so at the sight of the girl I was filled with the whole deadly foreboding of love, the foreboding of woman, the shattering foreboding of immense possibilities and promises, nameless bliss, unthinkable confusion, fear and suffering, deepest salvation and deepest guilt. O how the bitter taste of spring burned on my tongue! Oh, how the playing wind streamed through the loose hair next to her red cheeks! Then she came close to me, looked up and recognized me, blushed faintly for a moment and looked away; then I greeted her, with my confirmation hat raised, and Rosa, immediately composed, greeted her with a smile and a little ladylike, raised her face, and walked on slowly, confidently and deliberately, surrounded by a thousand love wishes, demands and homage, which I sent after her.","She came, that day, alone and dreamingly up the hill towards me. She had not seen me and the sight of her approaching filled me with apprehension and suspense. I saw her hair, tied in two thick plaits, with loose strands on either side, her cheeks blown by the wind. I saw for the first time in my life how beautiful she was, and how beautiful and dreamlike the play of the wind in her delicate hair, how beautiful and provocative the fall of her thin blue dress over her young limbs; and just as the bitter spice of the chewed bud coursed through me with the whole dread pleasure and pain of spring, so the sight of the girl filled me with the whole deadly foreboding of love, the foreboding of woman. In that moment was contained the shock and the forewarning of enormous possibilities and promises, nameless delight, unthinkable bewilderments, anguish, suffering, release to the innermost and deepest guilt. Oh, how sharp was the bitter taste of spring on my tongue! And how the wind streamed playfully through the loose hair beside her rosy cheeks! She was close now. She looked up and recognized me. For a moment she blushed a little and looked aside; but when I took off my school cap, she was self-possessed at once and, raising her head, returned my greeting with a smile that was quite grown-up. Then, entirely mistress of the situation, she went slowly on, in a halo of the thousand wishes, hopes and adorations that I sent after her.","At the time, I had been full of anxious anticipation as I watched the beautiful young girl, who had not yet spotted me, coming up the hill towards me, alone and deep in reverie. Although she wore her hair tied up in thick plaits, I had still glimpsed some loose strands of it blowing and waving in the breeze on either side of her cheeks. For the first time in my life, I had seen the beauty of the girl, the beautiful and dreamlike effect of the wind playing in her delicate hair, the beautiful and arousing cut of her thin blue dress as it hung down over her young limbs. And just as the spicy, bitter taste of the bud I was chewing on had imbued me with all the alarmingly sweet joy and anxiety of spring, the sight of the girl now filled me with a deadly premonition of sexual passion, a foretaste of femininity, a deeply shocking presentiment of all the enormous opportunities it promised, all the nameless delights, the unimaginable entanglements, anxieties and sorrows, the heights of fulfilment and the depths of guilt. Oh, how I could feel the bitter taste of spring burning on my tongue! Oh, how the wind was playing in the loose hair dangling by her red cheeks! Then, arriving close by, she had looked up and recognized me. Blushing slightly for a moment, she had looked away. Then I greeted her, raising the new hat I’d worn at that day’s confirmation service. Her composure soon regained, she lifted her head in a faintly ladylike fashion and greeted me back with a smile before slowly walking on with an air of confidence and superiority. A host of amorous wishes, demands and tributes that I sent after her surrounded her like a nimbus."
"Nie vergesse ich unsre erste persönlichere Begegnung. Wir kannten einander nur so, wie eben Zimmernachbarn in einem Mietshaus sich kennen. Da kam ich eines Abends aus dem Geschäft nach Hause und fand zu meinem Erstaunen Herrn Haller beim Absatz der Treppe zwischen dem ersten und zweiten Stockwerk sitzen. Er hatte sich auf die oberste Treppenstufe gesetzt und rückte beiseite, um mich vorbei zu lassen. Ich fragte ihn, ob er nicht wohl sei, und bot mich an, ihn vollends nach oben zu begleiten.",I will never forget our first personal encounter. We only knew each other the way roommates in an apartment building know each other. One evening I came home from the shop and to my astonishment found Mr. Haller sitting on the landing between the first and second floors. He sat on the top step and moved aside to let me pass. I asked him if he was not well and offered to accompany him upstairs all the way.,I have never forgotten our first encounter. We knew each other then only as fellow lodgers whose rooms were adjoining ones. Then one evening I came home from business and to my astonishment found Haller seated on the landing between the first and second floors. He was sitting on the top step and he moved to one side to let me pass. I asked him if he was all right and offered to take him up to the top.,"I shall never forget our first encounter of a more personal kind. We knew each other only in the way next-door neighbours tend to in rented accommodation. Then one evening, coming home from work, I was astonished to find Herr Haller sitting on the stairs close to the landing between the first and second floors. He had sat down on the top step, and moved to one side to let me pass. Asking whether he was unwell, I offered to accompany him right to the top."
"O, ich begriff alles, begriff Pablo, begriff Mozart, hörte irgendwo hinter mir sein furchtbares Lachen, wußte alle hunderttausend Figuren des Lebensspiels in meiner Tasche, ahnte erschüttert den Sinn, war gewillt, das Spiel nochmals zu beginnen, seine Qualen nochmals zu kosten, vor seinem Unsinn nochmals zu schaudern, die Hölle meines Innern nochmals und noch oft zu durchwandern.","Oh, I understood everything, understood Pablo, understood Mozart, heard his terrible laughter somewhere behind me, knew all the hundred thousand pieces of the game of life in my pocket, shaken guessed the meaning, was willing to start the game again, to taste his torments again, to shudder again before his nonsense, to wander through the hell of my inner being again and again and again.","I understood it all. I understood Pablo. I understood Mozart, and somewhere behind me I heard his ghastly laughter. I knew that all the hundred thousand pieces of life's game were in my pocket. A glimpse of its meaning had stirred my reason and I was determined to begin the game afresh. I would sample its tortures once more and shudder again at its senselessness. I would traverse not once more, but often, the hell of my inner being.","Oh, now I understood everything, understood Pablo, understood Mozart, whose terrible laughter I could hear somewhere or other behind me. I knew that the pieces of life’s game were there in my pocket, all hundred thousand of them. Though shocked to the core, I had a sense of what the game meant, and I was willing to start playing it again, to sample its torments once more, once more to shudder at the nonsense it entailed, again to journey through my personal hell, a journey I would often have to repeat."
