Source,GoogleTranslate,human1,human2
"»Na, wenn's der Herr eh weiß. Aber mir sein g'sund, Gott sei Dank«, rief sie fröhlich aus und trat ganz nahe an Fridolin heran mit halbgeöffneten Lippen und einem frechen Zurückwerfen ihres üppigen Leibes, so daß der Bademantel sich öffnete. Fridolin sagte ablehnend: »Ich bin nur im Vorbeigehen heraufgekommen, um der Mizzi was zu bringen«, und er erschien sich plötzlich wie ein Gymnasiast. Und in einem neuen, sachlichen Ton fragte er: »Auf welcher Abteilung liegt sie denn?«","“Well, if the gentleman knows anyway. But I'm fine, thank God,' she exclaimed happily and came very close to Fridolin with half-open lips and a cheeky throwing back of her voluptuous body so that the bathrobe fell open. Fridolin said in disapproval: ""I just came up in passing to bring something for Mizzi,"" and he suddenly seemed like a high school student. And in a new, matter-of-fact tone he asked: ""Which department is she in?""","‘Well, if you already know, sir! But I’m quite healthy, thank God,’ she protested gaily and came up close to Fridolin with half-open lips, thrusting her opulent body back cheekily, so that her dressing-gown fell open. ‘I just came up as I was passing to give something to Mizzi,’ said Fridolin evasively, and suddenly he felt like a schoolboy. Then, in an altered, matter-of-fact tone, he asked, ‘Which clinic is she in?’","""Well, as long as you know it anyhow. But there's nothing wrong with me, thank heaven,"" she exclaimed vivaciously and stepped quite close to Fridolin. Her lips were half open, and as she boldly drew up her voluptuous body the bath-robe parted. Fridolin declined and said: ""I was passing by and I stopped to bring something for Mizzi."" He suddenly felt very young, but asked in a matter-of-fact voice: ""In which ward is she?"""
"Der Diener antwortete mit einer Handbewegung so wenig bedientenhafter Art, daß sie jeden Widerspruch ausschloß. Der Zylinder des Kutschers ragte lächerlich lang in die Nacht auf. Der Wind blies heftig, über den Himmel hin flogen violette Wolken. Fridolin konnte sich nach seinen bisherigen Erlebnissen nicht darüber täuschen, daß ihm nichts übrigblieb, als in den Wagen zu steigen, der sich auch mit ihm unverzüglich in Bewegung setzte.","The servant replied with a hand gesture so unservile that it ruled out any contradiction. The coachman's top hat loomed ridiculously long in the night. The wind blew fiercely, purple clouds flew across the sky. Based on what he had experienced so far, Fridolin could not have fooled himself that there was nothing left to do but get into the car, which immediately set off with him.","The servant replied with a gesture which, far from being servile, clearly brooked no opposition. In the gloom the coachman’s top hat seemed to loom absurdly tall. The wind was blowing briskly and violet clouds were racing across the sky. After all his adventures thus far, Fridolin could not delude himself that he had any choice but to get into the carriage, and it promptly moved off.","The man replied with a wave of his hand which was anything but servant-like, so that objection was out of the question. The ridiculously high silk hat of the coachman towered up into the night. The wind was blowing a gale; violet clouds raced across the sky. Fridolin felt that, after his previous experience, there was nothing for him to do but to get into the carriage. It started the moment he was inside."
"Sie hörte kaum, was er sagte. Ihre Augen wurden feucht, große Tränen liefen ihr über die Wangen herab, und wieder verbarg sie ihr Gesicht in den Händen. Unwillkürlich legte er seine Hand auf ihren Scheitel und strich ihr über die Stirn. Er fühlte, wie ihr Körper zu zittern begann, sie schluchzte in sich hinein, kaum hörbar zuerst, allmählich lauter, endlich ganz ungehemmt. Mit einemmal war sie vom Sessel herabgeglitten, lag Fridolin zu Füßen, umschlang seine Knie mit den Armen und preßte ihr Antlitz daran. Dann sah sie zu ihm auf mit weit offenen, schmerzlich-wilden Augen und flüsterte heiß: »Ich will nicht fort von hier. Auch wenn Sie niemals wiederkommen, wenn ich Sie niemals mehr sehen soll; ich will in Ihrer Nähe leben.«","She barely heard what he said. Her eyes grew moist, large tears ran down her cheeks, and again she buried her face in her hands. Involuntarily he put his hand on the top of her head and stroked her forehead. He felt her body begin to tremble, she sobbed to herself, barely audibly at first, gradually louder, finally completely uninhibited. Suddenly she slipped down from the chair, lay at Fridolin's feet, wrapped her arms around his knees and pressed her face against them. Then she looked up at him with wide open, achingly wild eyes and whispered hotly, 'I don't want to leave here. Even if you never come back, if you never want me to see you again; I want to live near you.""","She hardly heard what he was saying. Her eyes grew moist, large tears rolled down her cheeks and again she buried her face in her hands. Involuntarily he stretched out his hand and stroked her forehead. He felt her whole body tremble as she began to sob, almost inaudibly at first, then gradually louder and finally without restraint. Suddenly she slipped out of the armchair, prostrated herself at his feet, flung her arms around his knees and pressed her face against them. Then she looked up at him with wide open, wild, agonized eyes and whispered fervently, ‘I don’t want to leave here. Even if you never came again, and I were never to see you any more, I would still want to live close by you.’","She hardly heard what he said. Her eyes became moist, large tears streamed down her cheeks and again she buried her face in her hands. In spite of himself, he placed his hand on her head, caressing it. He could feel her body beginning to tremble, and her sobs which were at first very quiet, gradually became louder and finally quite unrestrained. All at once she slipped down from her chair and lay at Fridolin's feet, clasping his knees with her arms and pressing her face against them. Then she looked up to him with large eyes, wild with grief, and whispered ardently: ""I don't want to leave here. Even if you never return, if I am never to see you again, I want, at least, to live near you."""
"»Ach so«, bemerkte Fridolin mit einem verächtlichen Zucken der Mundwinkel und mit einem bitteren Geschmack auf der Zunge.","""Oh,"" remarked Fridolin with a contemptuous twitch of the corners of his mouth and a bitter taste on his tongue.","‘I see,’ remarked Fridolin with a sneer of contempt and a bitter taste in his mouth.","""Oh, that's how it is,"" remarked Fridolin with a contemptuous twitch of his mouth and a bitter taste on his tongue."
»Du hast dir also richtig ein Kostüm verschafft?«,"""So you got yourself a proper costume?""",‘So you’ve really managed to get yourself fitted out?’,"""Then you did manage to get a costume?"""
Fridolin schüttelte wieder den Kopf. »Es handelt sich um keine – dienstliche Angelegenheit.«,"Fridolin shook his head again. ""It's not a - business matter.""",Fridolin shook his head again. ‘It’s not a – professional matter.’,"Fridolin again shook his head. ""My visit has nothing to do with—official matters."""
"Er war mehr ergriffen als erstaunt; denn er hatte es immer gewußt, daß sie in ihn verliebt war oder sich einbildete, es zu sein.","He was more moved than amazed; for he had always known that she was, or fancied herself, in love with him.","He was more moved than astonished; for he had always known that she was in love with him, or imagined that she was.","He was touched rather than surprised, for he had always known that she either was, or imagined herself to be, in love with him."
»Und die zwei Herren?« fragte Fridolin scharf und kam sich selbst vor wie ein Geheimpolizist.,"""And the two gentlemen?"" asked Fridolin sharply and felt like a secret policeman himself.","‘And the two gentlemen?’ asked Fridolin, feeling like someone from the secret police.","""And the two men?"" asked Fridolin, rather sharply. He felt like a detective."
"Irgendein Arm griff plötzlich nach seinem Gesicht, wie um ihm die Maske herunterzureißen, als plötzlich die eine Tür sich auftat und eine der Frauen – Fridolin konnte sich nicht im Zweifel darüber befinden, welche es war – dastand, in Nonnentracht, so wie er sie zuerst erblickt hatte. Hinter ihr aber in dem überhellten Raum waren die andern zu sehen, nackt mit verhüllten Gesichtern, aneinandergedrängt, stumm, eine verschüchterte Schar. Doch die Türe schloß sich sofort wieder.","One arm suddenly grabbed his face as if to rip off his mask, when suddenly one of the doors opened and one of the women—Fridolin could not be in any doubt which it was—stood there, in nun's habit, just as he had done at first had seen. But behind her in the overlit room the others could be seen, naked with covered faces, huddled together, mute, a timid crowd. But the door immediately closed again.","An arm suddenly snatched at his face, as if to tear off the mask, when all at once a door opened and a woman – Fridolin had no doubt who it was – stood there, in the habit of a nun, just as when he had first seen her. Behind her in the brilliantly lit room he could see the others, naked with their faces hidden, huddled together, silent, an intimidated group. But the door closed again immediately.","A hand suddenly reached out, as if to tear off the mask, when a door suddenly opened and one of the women— Fridolin did not doubt which one it was—stood there, dressed as a nun, as he had first seen her. The others could be seen behind her in the brilliantly lighted room, naked, with veiled faces, crowding together in a terrified group. The door at once closed again."
"Eines der herumstreifenden Mädchen forderte ihn zum Mitgehen auf. Es war ein zierliches, noch ganz junges Geschöpf, sehr blaß mit rotgeschminkten Lippen. Könnte gleichfalls mit Tod enden, dachte er, nur nicht so rasch! Auch Feigheit? Im Grunde schon. Er hörte ihre Schritte, bald ihre Stimme hinter sich. »Willst nicht mitkommen, Doktor?«","One of the roaming girls asked him to go with him. It was a dainty creature, still very young, very pale with red lips. Might as well end in death, he thought, just not so soon! Also cowardice? Basically yes. He heard her footsteps, soon her voice behind him. ""Don't you want to come with me, Doctor?""","One of the strolling girls was on the point of propositioning him. She was a pretty creature, still quite young but very pale with lips painted red. This could also end in death, he thought, only not quite so quickly! Cowardice again? Basically, yes. He heard her steps and then her voice behind him. ‘Won’t you come with me, doctor?’","One of the girls wandering about stopped him. She was still a young and pretty little thing, very pale with red-painted lips. She also might lead to a fatal end, only not as quickly, he thought. Is this cowardice too? I suppose really it is. He heard her steps and then her voice behind him. ""Won't you come with me, doctor?"""
