Source,GoogleTranslate,human1,human2
Ach! wie sehne ich mich nach einem Schlag von ihrer Hand.,Oh! how I long for a slap from her hand.,I actually desire a slap from her hand.,Ah! How I longed for a slap from her hand.
"»Hier ist dein Billett, Gregor«, spricht sie in dem Tone, in welchem hochmütige Damen zu ihren Lakaien sprechen.","""Here is your note, Gregory,"" she says in the tone in which haughty ladies speak to their lackeys.","""Here is your ticket, Gregor,"" she says in a tone which supercilious ladies use to their servants.","“Here is your ticket, Gregor,” she said in the tone used by arrogant ladies with their lackeys."
"»Hilf mir in meinen Pelz, Sklave.«","""Help me into my fur, slave.""","""Help me into my furs, slave.""","“Help me into my fur, slave.”"
"»Stehen Sie doch auf«, fuhr der Wackere fort, »es ist eine wahrhafte Schande.«","""Get up,"" the brave continued, ""it's a real shame.""","""Do get up,"" continued the good fellow, ""it is really disgraceful.""","“C’mon, get up,” the valiant man went on, “it’s a cryin’ shame.”"
»Zwei Monate!« schrie ich auf.,"""Two months!"" I cried out.","""Two months!"" I exclaimed.",“Two months!” I screamed.
»Wanda!« Ich erhob mich gleichfalls und stand ihr Aug' in Auge gegenüber.,"""Wanda!"" I got up too and stood face to face with her.","""Wanda!"" I likewise rose, and stood facing her.",“Wanda!” I likewise stood up and faced her eye-to-eye.
"Der Mann begleitet sie an den Wagen. Das Licht der Laterne fällt voll und grell auf ein unendlich jugendliches, sanftes und schwärmerisches Gesicht, das ich nie gesehen habe, und spielt in langen, blonden Locken.","The man accompanies her to the car. The light of the lantern falls full and glaring on an infinitely youthful, gentle and dreamy face that I have never seen, and plays in long blond curls.","The man accompanied her to the carriage. The light of the lamp fell full and glaringly upon an infinitely young, soft and dreamy face which I had never before seen, and played in his long, blond curls.","The man escorted her to the carriage. The lantern light fell full and harsh on a gentle and enraptured face that I had never seen, an infinitely juvenile face surrounded by long blond curls."
"»Du gefällst dir, glaube ich, in dem Pelze«, sagte sie, »gib ihn mir, rasch, rasch, sonst verliere ich ganz das Gefühl meiner Würde.«","""I think you like it in that fur coat,"" she said, ""give it to me, quick, quick, or I'll lose all sense of my dignity.""","""You seem to be pleased with yourself in furs,"" she said. ""Quick, quick, give them to me, or I will lose all sense of dignity.""","“I think you enjoy wearing this fur,” she said. “Hand it over, quick, quick! Otherwise I’ll lose all sense of my rank.”"
"»Wanda«, antwortete ich bewegt, mir traten Tränen in die Augen, »du weißt nicht, wie ich dich liebe.«","""Wanda,"" I replied, moved, tears welling up in my eyes, ""you don't know how much I love you.""","""Wanda,"" I replied with emotion and tears filling my eyes, ""don't you know how I love you?""","“Wanda,” I answered, moved. Tears came to my eyes. “You don’t know how much I love you.”"
"Nein, ich bin nur etwas müde, aber ihre Grausamkeit erfüllt mich mit Entzücken. Oh! wie ich sie liebe, sie anbete! Ach! dies alles drückt nicht im entferntesten aus, was ich für sie empfinde, wie ich mich ganz ihr hingegeben fühle. Welche Seligkeit, ihr Sklave zu sein.","No, I'm just a little tired, but their cruelty fills me with delight. Oh! how I love her, adore her! Oh! all this does not remotely express how I feel for her, how I feel totally devoted to her. What bliss to be her slave.","No, I am merely somewhat tired, but her cruelty has enraptured me. Oh, how I love her, adore her! All this cannot express in the remotest way my feeling for her, my complete devotion to her. What happiness to be her slave! * * * * *","No, I was just somewhat tired, but her cruelty filled me with delight. Oh, how I loved her, how I worshiped her! Ah, none of this even remotely expresses what I felt for her, how thoroughly devoted I was to her. What bliss to be her slave!"
»Wer?«,"""Who?""","""Who?""",“Who?”
Ich wies dem Maler die Treppe.,I showed the painter the stairs.,I showed the painter the stairs.,"I showed the painter to the staircase. “That’s all right, I’ll find my way."
