Source,GoogleTranslate,human1,human2,human3
"Jetzt fuhr der Besprochene eben zur Tür herein, nachdem er zuerst mit dem Kopf so fest dagegen gerannt war, dass alles erklirrte davon; er musste pressiert sein. Atemlos und keuchend stand er nun mitten in der Stube still und streckte einen Brief aus. Das war auch ein Ereignis, das noch nie vorgekommen war, ein Brief mit einer Aufschrift an das Heidi, den man ihm auf der Post im Dörfli übergeben hatte. Jetzt setzten sich alle voller Erwartung um den Tisch herum, und Heidi machte seinen Brief auf und las ihn laut und ohne Anstoß vor. Der Brief war von der Klara Sesemann geschrieben. Sie erzählte Heidi, dass es seit seiner Abreise so langweilig geworden sei in ihrem Hause, sie es nicht lang hintereinander so aushalten könne und so lange den Vater gebeten habe, bis er die Reise ins Bad Ragaz schon auf den kommenden Herbst festgestellt habe, und die Großmama wolle auch mitkommen, denn sie wolle auch das Heidi und den Großvater besuchen auf der Alm. Und weiter ließ die Großmama noch dem Heidi sagen, es habe Recht getan, dass es der alten Großmutter die Brötchen habe mitbringen wollen, und damit sie diese nicht trocken essen müsse, komme gleich der Kaffee noch dazu, er sei schon auf der Reise, und wenn sie selbst nach der Alm komme, so müsse das Heidi sie auch zur Großmutter führen.","Now the person we were talking to drove through the door, after first banging his head against it so hard that everything rattled from it; he must have been pressed. Breathless and panting, he stood still in the middle of the room and held out a letter. That was also an event that had never happened before, a letter addressed to Heidi that had been handed to him at the post office in Dorfli. Now, full of anticipation, everyone sat down around the table, and Heidi opened his letter and read it aloud without offense. The letter was written by Klara Sesemann. She told Heidi that since his departure it had become so boring in her house that she couldn't stand it like this for long and had kept asking her father until he had already arranged for the trip to Bad Ragaz in the coming autumn, and they Grandma wanted to come too, because she also wanted to visit Heidi and grandfather on the mountain pasture. And grandma also had Heidi told that it was right that she wanted to bring the old grandmother the rolls and so that she wouldn't have to eat dry, the coffee will come soon, it's already on its way, and if she comes to the Alm herself, Heidi must also take her to grandmother's.","The next moment Peter himself arrived in great haste. He had a letter for Heidi, which had been given to him in the village. What an event, a letter for Heidi! They all sat down at the table while the child read it aloud. The letter was from Clara Sesemann, who wrote that everything had got so dull since Heidi left. She said that she could not stand it very long, and therefore her father had promised to take her to Ragatz this coming fall. She announced that Grandmama was coming too, for she wanted to see Heidi and her grandfather. Grandmama, having heard about the rolls, was sending some coffee, too, so that the grandmother would not have to eat them dry. Grandmama also insisted on being taken to the grandmother herself when she came on her visit.","At that moment Peter himself came charging in, out of breath, and banged his head against the door in his haste. He held out a letter for Heidi which he had been given at the post office. No one had letters in his home, and Heidi had certainly never had one before. Everybody sat down and listened while she opened it, and read it aloud. It was from Clara, who wrote: ‘It’s been so dreadfully dull here since you went away, that I can hardly bear it. But Papa has promised me that I can go to Ragaz in the autumn. Grandmamma will come with me. After that she says we may come to visit you and your grandfather. I told her about you wanting to take some rolls to Grannie, and she was pleased, and said I was to tell you you were quite right. She is sending some coffee for her to have with them, and says she would like to see Grannie as well when we come to the mountains.’","He could not get over the loss of his daughter who had died some months before, and who had been his sole and constant companion for many years. Mr. Sesemann, who had been striding up and down the room, suddenly paused beside his friend and laying his hand on his shoulder said: ""Doctor, I have an idea. How would it be for you to go, and pay Heidi a visit in our name? You need a change of scene. I cannot bear to see you so sad; you are no longer the same man."" The doctor was taken aback at this sudden proposal and wanted to make objections, but his friend gave him no time to say anything. He was so delighted with his idea, that he seized the doctor by the arm and drew him into Clara's room. She held out her hand to him as he came up to her; he took a seat beside her, and her father also drew up his chair, and taking Clara's hand in his began to talk to her of the Swiss journey and how he himself had looked forward to it. He passed as quickly as he could over the main point that it was now impossible for her to undertake it, for he dreaded the tears that would follow; but he went on without pause to tell her of his new plan, and dwelt on the great benefit it would be to his friend if he could be persuaded to take this holiday. The tears were indeed swimming in the blue eyes, although Clara struggled to keep them down for her father's sake, but it was a bitter disappointment to give up the journey, the thought of which had been her only joy and solace during the lonely hours of her long illness. She knew, however, that her father would never refuse her a thing unless he was certain that it would be harmful for her. So she swallowed her tears as well as she could and turned her thoughts to the one hope still left her. Taking the doctor's hand and stroking it, she said pleadingly,— ""Dear doctor, you will go and see Heidi, won't you? and then you can come and tell me all about it, what it is like up there, and what Heidi and the grandfather, and Peter and the goats do all day. I know them all so well! And then you can take what I want to send to Heidi; I have thought about it all, and also something for the grandmother. Do pray go, dear doctor, and I will take as much cod liver oil as you like."" Whether this promise finally decided the doctor it is impossible to say, but it is certain that he smiled and said,— ""Then I must certainly go, Clara, for you will then get as plump and strong as your father and I wish to see you. And have you decided when I am to start?"" ""Tomorrow morning—early if possible,"" replied Clara. ""Yes, she is right,"" put in Mr. Sesemann, ""the sun is shining and the sky is blue, and there is no time to be lost; it is a pity to miss a single one of these days on the mountain."" The doctor could not help laughing. ""You will be reproaching me next for not being there already; well I must go and make arrangements for getting off."" But Clara would not let him go until she had given him endless messages for Heidi, and had explained all he was to look at so as to give her an exact description on his return. She would pack the presents she had already bought, and send them to his house later. The doctor promised to obey Clara's directions in every particular; he would start some time during the following day if not the first thing in the morning, and would bring back a faithful account of his experiences and of all he saw and heard. He was hastening off when he met Miss Rottermeyer just returning from a walk. He informed her of his intended journey, begging her in his most conciliatory voice to pack up the parcels for Heidi as she alone knew how to pack. And then he took his leave. Clara quite expected to have a long tussle with Miss Rottermeyer before she would get the latter to consent to sending all the things that she had collected as presents for Heidi. But this time she was mistaken, for Miss Rottermeyer was in a more than usually good temper. She cleared the large table so that all the things for Heidi could be spread out upon it and packed under Clara's own eyes. It was no light job, for the presents were of all shapes and sizes. First there was the little warm cloak with a hood, which had been designed by Clara herself, in order that Heidi during the coming winter might be able to go and see grandmother when she liked, and not have to wait till her grandfather could take her wrapped up in a sack to keep her from freezing. Then came a thick warm shawl for the grandmother, in which she could wrap herself well up and not feel the cold when the wind came sweeping in such terrible gusts round the house. The next object was the large box full of cakes; these were also for the grandmother, that she might have something to eat with her coffee besides bread. An immense sausage was the next article; this had been originally intended for Peter, who never had anything but bread and cheese, but Clara had altered her mind, fearing that in his delight he might eat it all up at once and make himself ill. So she arranged to send it to Brigitta, who could take some for herself and the grandmother and give Peter his portion out by degrees. A packet of tobacco was a present for grandfather, who was so fond of his pipe as he sat resting in the evening. Finally there was a whole lot of mysterious little bags, and parcels, and boxes, which Clara had had especial pleasure in collecting, as each was to be a joyful surprise for Heidi as she opened it. The work came to an end at last, and Clara eyed the big box with pleasure, picturing Heidi's exclamations and jumps of joy and surprise when the huge parcel arrived at the hut. Miss Rottermeyer packs the presents for Heidi. Sebastian came in, and lifting the package on to his shoulder, carried it off to be forwarded at once to the doctor's house. * * * CHAPTER XVI THE DOCTOR COMES WITH PRESENTS The early light of morning lay rosy red upon the mountains, and a fresh breeze rustled through the fir trees and set their ancient branches waving to and fro. The sound awoke Heidi and she jumped out of bed and dressed herself as quickly as she could. When she went down her ladder she found her grandfather had already left the hut. He was standing outside looking at the sky and examining the landscape as he did every morning, to see what sort of weather it was going to be. Little pink clouds were floating over the sky, that was growing brighter and bluer with every minute, while the heights and the meadow lands were turning gold under the rising sun, which was just appearing above the topmost peaks. ""O, how beautiful! how beautiful! Good-morning, Grandfather!"" cried Heidi, running out. ""What, you are awake already, are you?"" he answered, giving her a morning greeting. Then Heidi ran round to the fir trees to enjoy the sound she loved so well, and with every fresh gust of wind which came roaring through their branches she gave a fresh jump and cry of delight. Meanwhile the grandfather had gone to milk the goats; this done he brushed and washed them, ready for their mountain excursion, and brought them out of their shed. As soon as Heidi caught sight of them she ran and embraced them, and they bleated in return, while they vied with each other in showing their affection by poking their heads against her and trying which could get nearest her. When the lively Little Bear gave rather too violent a thrust, she only said, ""No, Little Bear, you are pushing like the Great Turk,"" and Little Bear immediately drew back his head and left off his rough attentions, while Little Swan lifted her head and put on an expression as much as to say, ""No one shall ever accuse me of behaving like the Great Turk."" Peter's whistle was heard and all the goats came along, leaping and springing, and Heidi soon found herself surrounded by the whole flock, pushed this way and that by their obstreperous greetings, but at last she managed to get through them to where Snowflake was standing, for the young goat had in vain striven to reach her. Peter now gave a last tremendous whistle, in order to startle the goats and drive them off, for he wanted to get near himself to say something to Heidi. The goats sprang aside and he came up to her. ""Can you come out with me today?"" he asked, evidently unwilling to hear her refuse. ""I am afraid I cannot, Peter,"" she answered. ""I am expecting them every minute from Frankfurt, and I must be at home when they come."" ""You have said the same thing for days now,"" grumbled Peter. ""I must continue to say it till they come,"" replied Heidi. ""How can you think, Peter, that I would be away when they came? As if I could do such a thing?"" ""They would find Uncle at home,"" he answered with a snarling voice. But at this moment the grandfather's stentorian voice was heard. ""Why is the army not marching forward? Is it the field-marshal who is missing or some of the troops?"" Whereupon Peter turned and went off, swinging his stick round so that it whistled through the air, and the goats, who understood the signal, started at full trot for their mountain pasture, Peter following in their wake. Since Heidi had come back to her grandfather she had learned to do many things about the house. She put her bed in order every morning, patting and stroking it till she had got it perfectly smooth and flat. Then she went about the room downstairs, put each chair back in its place, and if she found anything lying about she put it in the cupboard. After that she fetched a duster, climbed on a chair, and rubbed the table till it shone again. When the grandfather came in later he would look round well pleased and say to himself, ""We look like Sunday every day now; Heidi did not go abroad for nothing."" After Peter had departed and she and her grandfather had breakfasted, Heidi began her daily work as usual, but she did not get on with it very fast. It was so lovely out of doors today, and every minute something happened to interrupt her in her work. Now it was a bright beam of sun shining cheerfully through the open window, and seeming to say, ""Come out, Heidi, come out!"" Heidi felt she could not stay indoors, and she ran out in answer to the call. The sunlight lay sparkling on everything around the hut and on all the mountains and far away along the valley, and the grass slope looked so golden and inviting that she was obliged to sit down for a few minutes and look about her. Then she suddenly remembered that her stool was left standing in the middle of the floor and that the table had not been rubbed, and she jumped up and ran inside again. But it was not long before the fir trees began their old song; Heidi felt it in all her limbs, and again the desire to run outside was irresistible, and she was off to play and leap to the tune of the waving branches. The grandfather, who was busy in his work-shed, stepped out from time to time smiling to watch her at her gambols. He had just gone back to his work on one of these occasions when Heidi called out, ""Grandfather! Grandfather! Come, come!"" He stepped quickly out, almost afraid something had happened to the child, but he saw her running towards where the mountain path descended, crying, ""They are coming! they are coming! and the doctor is in front of them!"" Heidi rushed forward to welcome her old friend, who held out his hands in greeting to her. When she came up to him she clung to his outstretched arm, and exclaimed in the joy of her heart, ""Good-morning, doctor, and thank you ever so many times."" ""God bless you, child! what have you got to thank me for?"" asked the doctor, smiling. ""For being at home again with grandfather,"" the child explained. The doctor's face brightened as if a sudden ray of sunshine had passed across it; he had not expected such a reception as this. He had quite thought that Heidi would have forgotten him; she had seen so little of him, and he had felt rather like one bearing a message of disappointment. But instead, here was Heidi, her eyes dancing for joy, and full of gratitude and affection, clinging to the arm of her kind friend. He took her by the hand with fatherly tenderness. "" Take me now to your grandfather, Heidi, and show me where you live."" But Heidi still remained standing looking down the path with a questioning gaze. "" Where are Clara and grandmother?"" she asked. ""Ah, now I have to tell you something which you will be as sorry about as I am,"" answered the doctor. ""You see, Heidi, I have come alone. Clara was very ill and could not travel, and so the grandmother stayed behind too. But next spring, when the days grow warm and long again, they are coming here for certain."" Heidi stood motionless for a second or two, overcome by the unexpected disappointment. She suddenly remembered that the doctor had really come anyway. She lifted her eyes and saw the sad expression in his as he looked down at her; she had never seen him with that look on his face when she was in Frankfurt. It went to Heidi's heart; she could not bear to see anybody unhappy, especially her dear doctor. No doubt it was because Clara and grandmother could not come, and so she began to think how best she might console him. ""Oh, it won't be very long to wait for spring, and then they will be sure to come,"" she said in a reassuring voice. ""Time passes very quickly with us, and then they will be able to stay longer when they are here, and Clara will be pleased at that. Now let us go and find grandfather."" Hand in hand with her friend she climbed up to the hut. She was so anxious to make the doctor happy again that she began once more assuring him that the winter passed quickly on the mountain and that summer would be back again before they knew it, and she became so convinced of the truth of her own words that she called out quite cheerfully to her grandfather as they approached, ""They have not come today, but they will be here in a very short time."" * * * IT WAS NOT LONG BEFORE THE FIR TREES BEGAN THEIR OLD SONG IT WAS NOT LONG BEFORE THE FIR TREES BEGAN THEIR OLD SONG * * * The doctor was no stranger to the grandfather, for the child had talked to him so much about her friend. The old man held out his hand to his guest in friendly greeting. Then the two men sat down in front of the hut. The doctor whispered to Heidi that there was something being brought up the mountain which had traveled with him from Frankfurt, and which would give her even more pleasure than seeing him. Heidi got into a great state of excitement on hearing this, wondering what it could be. The old man urged the doctor to spend as many of the beautiful autumn days on the mountain as he could, and at least to come up whenever it was fine; he could not offer him a lodging, as he had no place to put him; he advised the doctor, however, not to go back to Ragatz, but to stay at Doerfli, where there was a clean, tidy little inn. Then the doctor could come up every morning, which would do him no end of good, and if he liked, he, the grandfather, would act as his guide to any part of the mountains he would like to see. The doctor was delighted with this proposal, and it was settled that it should be as the grandfather suggested. Alm-Uncle now rose and went indoors, returning in a few minutes with a table which he placed in front of the seat. ""There, Heidi, now run in and bring us what we want for the table,"" he said. ""The doctor must take us as he finds us; if the food is plain, he will acknowledge that the dining-room is pleasant."" ""I should think so indeed,"" replied the doctor as he looked down over the sun-lit valley, ""and I accept the kind invitation; everything must taste good up here."" Heidi ran backwards and forwards as busy as a bee and brought out everything she could find in the cupboard. The grandfather meanwhile had been preparing the meal, and now appeared with a steaming jug of milk and golden-brown toasted cheese. Then he cut some thin slices from the meat he had cured himself in the pure air, and the doctor enjoyed his dinner better than he had for a whole year past. ""Our Clara must certainly come up here,"" he said, ""it would make her quite a different person, and if she could eat for any length of time as I have today, she would grow plumper than any one has ever known her before."" As he spoke a man was seen coming up the path carrying a large package on his back. When he reached the hut he threw it on the ground and drew in two or three good breaths of the mountain air. ""Ah, here's what travelled with me from Frankfurt,"" said the doctor, rising, and he went up to the package and began undoing it, Heidi looking on in great expectation. After he had released it from its heavy outer covering, ""There, child,"" he said, ""now you can go on unpacking your treasures yourself."" Heidi undid her presents one by one until they were all displayed; she could not speak for wonder and delight. Not till the doctor opened the large box to show Heidi the cakes that were for the grandmother to eat with her coffee, did she at last give a cry of joy, exclaiming, ""Now grandmother will have nice things to eat,"" and she wanted to pack everything up again and start at once to give them to her. But the grandfather said he should walk down with the doctor that evening and she could go with them and take the things. Heidi next found the packet of tobacco which she ran and gave to her grandfather; he was so pleased with it that he immediately filled his pipe with some, and the two men then sat down together again, the smoke curling up from their pipes as they talked of all kinds of things, while Heidi continued to examine first one and then another of her presents. Suddenly she ran up to them, and standing in front of the doctor waited till there was a pause in the conversation, and then said, ""No, the presents have not given me more pleasure than seeing you, doctor."" The two men could not help laughing, and the doctor answered that he should never have thought it. As the sun began to sink behind the mountains the doctor rose, thinking it time to return to Doerfli and seek for quarters. The grandfather carried the cakes and the shawl and the large sausage, and the doctor took Heidi's hand, as they all three started down the mountain. Arrived at Peter's home Heidi bid the others good-bye; she was to wait at grandmother's till her grandfather, who was going on to Doerfli with his guest, returned for her. As the doctor shook hands with her she asked, ""Would you like to come out with the goats tomorrow morning?"" for she could think of no greater treat to offer him. ""Agreed!"" answered the doctor, ""we will go together."" Heidi now ran in to the grandmother: she first, with some effort, managed to carry in the box of cakes; then she ran out again and brought in the sausage—for her grandfather had put the presents down by the door—and then a third time for the shawl. She placed them as close as she could to the grandmother, so that the latter might be able to feel them and understand what was there. The shawl she laid over the old woman's knees. ""They are all from Frankfurt, from Clara and grandmamma,"" she explained to the astonished grandmother and Brigitta, the latter having watched her dragging in all the heavy things unable to imagine what was happening. ""And you are very pleased with the cakes, aren't you, Grandmother? taste how soft they are!"" said Heidi over and over again, to which the grandmother continued to answer, ""Yes, yes, Heidi, I should think so! what kind people they must be!"" And then she would pass her hand over the warm, thick shawl and add, ""This will be beautiful for the cold winter!"
"""Ich heiße nur Heidi und sonst nichts"", war Heidis Antwort.","""My name is Heidi and nothing else,"" was Heidi's answer.","""My name is Heidi and nothing else,"" was the child's answer. ""I'll call you Heidi then, for I like it very much,"" said Clara.","‘Everyone calls me Heidi, that’s my name,’ the little girl replied.","""I am never called anything but Heidi,"" was the child's prompt answer."
"Aber jetzt kam dem Heidi alles obenauf, was in ihm war, und brach hervor: ""Ich will ja nur heim, und wenn ich so lang nicht komme, so muss das Schneehöppli immer klagen, und die Großmutter erwartet mich, und der Distelfink bekommt die Rute, wenn der Geißenpeter keinen Käse bekommt, und hier kann man gar nie sehen, wie die Sonne gute Nacht sagt zu den Bergen; und wenn der Raubvogel in Frankfurt obenüber fliegen würde, so würde er noch viel lauter krächzen, dass so viele Menschen beieinander sitzen und einander bös machen und nicht auf den Felsen gehen, wo es einem wohl ist.""","But now everything that was in Heidi came out on top of him and burst out: ""I just want to go home, and if I don't come for so long, Schneehöppli always has to complain, and grandmother is expecting me, and goldfinch gets her Rute, when Peter the goat doesn't get any cheese, and here one can never see how the sun says good night to the mountains; and if the bird of prey were to fly overhead in Frankfurt, it would caw even louder that so many people together sit and make one another angry, and not go on the rocks where it is good.""","But Heidi could not bear it any longer. She loudly wailed: "" Oh, I want to go home. What will poor Snowhopper do without me? Grandmother is waiting for me every day. Poor Thistlefinch gets blows if Peter gets no cheese, and I must see the sun again when he says good-night to the mountains. How the eagle would screech if he saw all the people here in Frankfurt!""","and she burst out, ‘I want to go home because while I’m here Snowflake will be crying, and Grannie will be missing me too. And here I can’t see the sun saying goodnight to the mountains. And if the hawk came flying over Frankfurt he’d croak louder than ever because there are such a lot of people here being horrid and cross, instead of climbing high up where everything’s so much nicer.’","Then Heidi's feelings got the better of her, and she poured forth her trouble. "" Indeed I only want to go home, for if I stay so long away Snowflake will begin crying again, and grandmother is waiting for me, and Greenfinch will get beaten, because I am not there to give Peter any cheese, and I can never see here how the sun says good-night to the mountains; and if the great bird were to fly over Frankfurt he would croak louder than ever about people huddling all together and teaching each other bad things, and not going to live up on the rocks, where it is so much better."""
"Aber das wollte die Base gerade nicht und beschwichtigte das Kind, es solle nur schnell kommen jetzt, dass sie nicht noch zu spät kämen, sondern dass sie morgen weiterreisen könnten, es könnte ja dann sehen, wie es ihm gefallen werde in Frankfurt, dass es gar nie mehr fortwolle dort; und wenn es doch heim wolle, so könne es ja gleich gehen und dann erst noch der Großmutter etwas mit heimbringen, was sie freue. Das war eine Aussicht für Heidi, die ihm gefiel. Es fing an zu laufen ohne Widerstreben.","But the cousin just didn't want that and reassured the child that she should come quickly now, so that she wouldn't be too late, but that she could continue her journey tomorrow, she could then see how she would like it in Frankfurt, that it never wanting to leave there again; and if it does want to go home, it can go straight away and then bring something home for grandmother that will make her happy. That was a prospect for Heidi that pleased him. It started running without resistance.",But Deta would not let her go. She urged her on by saying that she might return soon again. She also suggested that Heidi might bring a lovely present to the grandmother when she came back. Heidi liked this prospect and followed Deta without more ado.,"Just you think of the wonderful time you’ll have in Frankfurt, and when you come back again – if indeed you ever want to, once you’re there – you can bring a present for Grannie.’ ‘Can I really?’ Heidi asked, pleased with this idea.","But Dete had no intention of letting the child go, and quieted her as best she could by promising that she could take something nice back to grandmother. This was a new idea to Heidi, and it pleased her so much that Dete had no longer any difficulty in getting her along. ""What could I take back to her?"""
"Heidi stand unter den wogenden Tannen und wartete auf den Großvater, der mitgehen und den Koffer vom Dörfli heraufholen wollte, während es bei der Großmutter wäre. Das Kind konnte es fast nicht erwarten, die Großmutter wieder zu sehen und zu hören, wie ihr die Brötchen geschmeckt hatten, und doch wurde ihm wieder die Zeit nicht lang, denn es konnte ja nicht genug die heimatlichen Töne von dem Tannenrauschen über ihm und das Duften und Leuchten der grünen Weiden und der goldenen Blumen darauf eintrinken.","Heidi stood under the swaying pine trees and waited for grandfather, who wanted to go and fetch the suitcase from Dörfli while it was at grandmother's. The child almost couldn't wait to see grandmother again and to hear how she liked the rolls, and yet it didn't take long for him again, because he couldn't get enough of the homely sounds of the rustling of the fir trees above him and all that Drink in the scent and glow of the green pastures and the golden flowers on it.","Heidi was standing under the swaying fir-trees, waiting for her grandfather to join her. He had promised to bring up her trunk from the village while she went in to visit the grandmother. The child was longing to see the blind woman again and to hear how she had liked the rolls.","Heidi stood under the swaying trees, waiting for her grandfather to go down the mountain with her. He was going to fetch her trunk from Dörfli while she visited Grannie. She was eager to get there, to hear how she had enjoyed the rolls but, listening to the familiar rustling of the trees with her eyes resting on the distant green pastures, she did not grow impatient.","The next afternoon Heidi was standing under the waving trees waiting for her grandfather, who was going down with her to grandmother's, and then on to Doerfli to fetch her trunk. She was longing to know how grandmother had enjoyed her white bread and impatient to see and hear her again."
"""Ja"", erwiderte Peter, ""und die zwei großen Stücke zum Essen sind auch dein, und wenn du ausgetrunken hast, bekommst du noch ein Schüsselchen vom Schwänli und dann komm ich.""","""Yes,"" replied Peter, ""and the two large pieces to eat are also yours, and when you've finished drinking, you get another bowl of Schwanli and then I'll come.""","When you are through with the milk, I'll get you some more. After that I'll get mine.""",I’ll get you another mugful from Daisy when you’ve drunk that one. Then I’ll have a drink myself.’,"* * * HEIDI DRANK IN THE GOLDEN SUNLIGHT, THE FRESH AIR AND THE SWEET SMELL OF THE FLOWERS HEIDI DRANK IN THE GOLDEN SUNLIGHT, THE FRESH AIR AND THE SWEET SMELL OF THE FLOWERS * * *"
"Im Hause des Herrn Sesemann in Frankfurt lag das kranke Töchterlein, Klara, in dem bequemen Rollstuhl, in welchem es den ganzen Tag sich aufhielt und von einem Zimmer ins andere gestoßen wurde. Jetzt saß es im so genannten Studierzimmer, das neben der großen Essstube lag und wo vielerlei Gerätschaften herumstanden und -lagen, die das Zimmer wohnlich machten und zeigten, dass man hier gewöhnlich sich aufhielt. An dem großen, schönen Bücherschrank mit den Glastüren konnte man sehen, woher das Zimmer seinen Namen hatte und dass es wohl der Raum war, wo dem lahmen Töchterchen der tägliche Unterricht erteilt wurde.","At Herr Sesemann's house in Frankfurt, the sick little daughter, Klara, lay in the comfortable wheelchair, in which she spent the whole day and was pushed from one room to the other. Now it was sitting in the so-called study room, which was next to the large dining room and where all kinds of equipment stood and lay around, which made the room comfortable and showed that people usually stayed here. From the large, beautiful bookcase with the glass doors you could see where the room got its name from and that it was probably the room where the lame little daughter was given her daily lessons.","In a beautiful house in Frankfurt lived a sick child by the name of Clara Sesemann. She was sitting in a comfortable rolling-chair, which could be pushed from room to room. Clara spent most of her time in the study, where long rows of bookcases lined the walls. This room was used as a living-room, and here she was also given her lessons.","The house in Frankfurt to which Heidi was being taken belonged to a wealthy man called Mr Sesemann. His only daughter, Clara, was an invalid and spent all her days in a wheel‐chair, in which she was pushed wherever she wanted to go. She was a very patient child, with a thin, pale face and mild, blue eyes. Her mother had been dead for a long time, and since then her father had employed as housekeeper a worthy but very disagreeable person called Miss Rottenmeier. She looked after Clara and was in charge of all the servants. As Mr Sesemann was often away from home on business, he left all the household affairs in her hands, on the sole condition that Clara was never to be crossed in any way. On the evening when Heidi was expected, Clara was sitting, as she usually did, in a pleasant, comfortable room, next to the big dining‐room. It was called the study because of the big, glass‐fronted bookcase which stood against one wall, and it was here that Clara did her lessons.","CLARA, THE PATIENT LITTLE INVALID In her home at Frankfurt, Clara, the little daughter of Mr. Sesemann, was lying on the invalid couch on which she spent her whole day, being wheeled in it from room to room."
der mehr Folgen hat,which has more consequences,TWO VISITORS,"A winter passed and then another happy summer, and Heidi’s second winter on the mountain was nearly over.",CHAPTER V
"""Keine"", sagte Heidi.","""None,"" said Heidi.","""None,"" said Heidi.","‘None,’ said Heidi.","""None,"" said Heidi."
"Der Alm-Öhi war unterdessen an die Tür der Studierstube getreten und hatte angeklopft. Der Herr Pfarrer machte auf und trat dem Eintretenden entgegen, nicht überrascht, wie er wohl hätte sein können, sondern so, als habe er ihn erwartet; die ungewohnte Erscheinung in der Kirche musste ihm nicht entgangen sein. Er ergriff die Hand des Alten und schüttelte sie wiederholt mit der größten Herzlichkeit, und der Alm-Öhi stand schweigend da und konnte erst kein Wort herausbringen, denn auf solchen herzlichen Empfang war er nicht vorbereitet. Jetzt fasste er sich und sagte: ""Ich komme, um den Herrn Pfarrer zu bitten, dass er mir die Worte vergessen möchte, die ich zu ihm auf der Alm geredet habe, und dass er mir nicht nachtragen wolle, wenn ich widerspenstig war gegen seinen wohlmeinenden Rat. Der Herr Pfarrer hat ja in allem Recht gehabt und ich war im Unrecht, aber ich will jetzt seinem Rate folgen und auf den Winter wieder ein Quartier im Dörfli beziehen, denn die harte Jahreszeit ist nichts für das Kind dort oben, es ist zu zart, und wenn auch dann die Leute hier unten mich von der Seite ansehen, so wie einen, dem nicht zu trauen ist, so habe ich es nicht besser verdient, und der Herr Pfarrer wird es ja nicht tun.""","Meanwhile Alm-Öhi had come to the door of the study and knocked. The pastor opened the door and met the newcomer, not surprised, as he might have been, but as if he had been expecting him; the unusual appearance in the church must not have escaped him. He took the old man's hand and shook it repeatedly with the greatest cordiality, and Alm-Öhi stood there in silence and at first couldn't utter a word, for he wasn't prepared for such a warm welcome. Now he composed himself and said: ""I come to ask the pastor to forget the words I spoke to him on the mountain pasture and not to hold grudges against me if I was stubborn against his Well-meaning advice The pastor was right about everything and I was wrong, but I want to follow his advice now and move into quarters in Dörfli again for the winter, because the hard season is nothing for the child up there, it is too tender, and even if the people down here look at me from the side, like someone who can't be trusted, I don't deserve it better, and the pastor won't do it.""","The clergyman had opened the door and received them with friendly words. ""I have come to ask your forgiveness for my harsh words,"" said the uncle. ""I want to follow your advice to spend the winter here among you. If the people look at me askance, I can't expect any better.","Now when Uncle Alp had gone inside the pastor’s house, he knocked on the study door and the pastor came out, looking quite as though he had expected the visit – for of course he had seen them in church. He shook hands with Uncle Alp so warmly that at first the lonely old man could hardly speak. He had not expected such kindness. When he had collected himself, he said: ‘I’ve come to ask you to forget what I said when you called on me that time, and not to hold it against me that I wouldn’t take your friendly advice. You were quite right and I was wrong. I shall do as you suggested and move down to Dörfli for the winter. The weather is too severe then for the child to be up in the hut. And if the people down here do regard me with suspicion, that’s no more than I deserve; and I know you won’t do so.’","Meanwhile Alm-Uncle had gone into the pastor's house and knocked at the study door. The pastor came out and shook hands warmly with him, and Alm-Uncle was unable at first to speak, for he had not expected such a friendly reception. At last he collected himself and said, ""I have come to ask you, pastor, to forget the words I spoke to you when you called on me, and to beg you not to owe me ill-will for having been so obstinately set against your well-meant advice. You were right, and I was wrong, but I have now made up my mind to follow your advice and to find a place for myself at Doerfli for the winter, for the child is not strong enough to stand the bitter cold up on the mountain. And if the people down here look askance at me, as at a person not to be trusted, I know it is my own fault."""
