Source,GoogleTranslate,human1,human2
"»Famos, famos, jetzt hab ich’s! Damit kriegen wir den Karren aus dem Dreck. Klar wie Stiefelwichs! Ich erklär ihnen halt allen, du warst b’soffen wie ein Schwein und hast nicht g’wußt, was d’redst. Ehrenwort hast doch keins ’geben?«","""Great, great, now I've got it! That'll get the cart out of the mud. Clear as boot wax! I'll just tell them all that you were drunk as a pig and didn't know what you were talking about. You didn't give a word of honour?""","“Famous, excellent, now I know what to do! That’s the way to get us out of the mire and away scot free! Clear as day! I’ll just tell ’em all you’d gone on the spree, been drinking like a fish, hadn’t the faintest what you were saying, couldn’t even hear straight and must have misunderstood whatever they asked you.","‘Capital, capital, now I’ve got it! That’s how we’ll clear up the mess. It’s clear as daylight. I’ll simply tell them all you were as drunk as a lord and didn’t know what you were saying. You didn’t give your word of honour, I suppose?’"
"»Nein, so geht’s nicht«, äußerte er schließlich betrübt, ohne den Kopf zu heben. »Am besten, Herr Leutnant, ich schick den Chauffeur in die Kaserne und laß einen anderen Rock holen. So können Herr Leutnant nicht ausgehen. Aber verlassen sich Herr Leutnant darauf, in einer Stunde ist alles getrocknet und ich bügel die Hose gleich sauber auf.«","""No, it won't work like that,"" he finally said sadly, without raising his head. 'It would be best, Herr Leutnant, I'd send the chauffeur to the barracks and have another coat fetched. Herr Leutnant can't go out like that. But rely on it, Herr Leutnant, everything will be dry in an hour and I'll iron the trousers clean straight away.""","“No, it’s no good,” he said apologetically at last, without looking up. “It will be best if I send the chauffeur to the barracks to fetch you a change of clothes, sir. You can’t go back like that, Lieutenant. But depend on it, sir, it will all be dry in an hour’s time, and I’ll iron your trousers nicely.”","‘No, it’s no good,’ he said sadly at last, without raising his head. ‘I had better send the chauffeur to the barracks to fetch another coat for the Herr Leutnant. The Herr Leutnant cannot go out like this. But the Herr Leutnant may rest assured that everything will be dry in an hour’s time, and I shall give the trousers a good press.’"
"Der Regimentsarzt Goldbaum, wirklich Sohn eines Goldschmieds in Drohobycz, stülpt den Zwicker auf die etwas dickliche Nase, nimmt die Tabatière, wiegt sie, beschaut sie von allen Seiten und klopft sie geschult mit dem Knöchel ab.","The regimental doctor Goldbaum, actually the son of a goldsmith in Drohobycz, puts his pince-nez on his somewhat plump nose, takes the snuff box, weighs it, examines it from all sides and, in a trained manner, knocks it down with his knuckles.","Dr Goldbaum, who is indeed the son of a goldsmith in Drohobycz, puts his pince-nez on his rather fleshy nose, picks up the cigarette case, weighs it in his own hand, examines it from all angles and taps it expertly with a knuckle.","Goldbaum, who was the son of a Jewish goldsmith in Drohobycz, clamped his pince-nez on to his somewhat fleshy nose, took the cigarette-case, weighed it, examined every facet of it and rapped on it with his knuckles in the manner of an expert."
"Ich bin nicht sehr zufrieden mit mir. Warum diese merkwürdige Eile Ilonas, diese Geniertheit, als fürchte sie sich, mit mir gesehen zu werden, und wozu dieses hitzige Losfahren? Und dann: wenigstens einen Gruß hätte ich höflicherweise mitschicken sollen an den Vater, irgendein nettes Wort an Edith, sie haben mir doch nichts getan! Aber anderseits bin ich auch zufrieden mit meiner reservierten Haltung. Ich habe standgehalten. Jetzt können sie wenigstens von mir nicht denken, daß ich mich ihnen aufdrängen will.","I'm not very happy with myself. Why Ilona's strange haste, this embarrassment, as if she were afraid to be seen with me, and why this heated drive off? And then: To be polite, I should have at least sent a greeting to Father, a kind word to Edith, they didn't do anything to me! But on the other hand, I'm also satisfied with my reserved attitude. I stood my ground. Now at least they can't think of me as trying to impose myself on them.","I am not very pleased with myself. Why this curious haste on Ilona’s part, that awkwardness, as if she were afraid of being seen with me, and why her swift departure? What’s more, out of mere courtesy I ought to have asked her to give my regards to Edith’s father, I should have sent a kind message to Edith, what have they done to harm me? On the other hand I am quite pleased to have shown some reserve. I did hold out. Now at least they can’t think that I am trying to force my company on them.","I wasn’t very pleased with myself, I can tell you. Why had Ilona been in such a hurry , why had she been so embarrassed, as though she were afraid of being seen with me, and why had she driven off so impetuously? And then, too, I ought at least to have sent my regards to her uncle and some little message to Edith; after all, they’d done me no harm. But, on the other hand, I was pleased with my reserved behaviour, I had stood my ground. Now at least they couldn’t say that I tried to thrust myself on them."
"»Haben Sie Lust auf eine Partie?« konnte ich jetzt Edith unbefangen fragen, und","""Would you like to play a game?"" I was able to ask Edith impartially, and","I could now ask Edith, “Would you care for a game of chess?”",‘Would you care for a game?’ I was able to ask Edith in a casual tone.
"Mit einer zögernden Bewegung nahm Condor das Blatt, einen beunruhigten Blick auf mich werfend, ehe er hinüber ging zum kleinen Lichtkreis der Lampe. Er las stumm und langsam. Dann faltete er das Blatt zusammen und äußerte ganz ruhig in dem sachlichsten Ton der Selbstverständlichkeit:","With a hesitant movement, Condor took the sheet, casting a worried look at me before walking over to the lamp's small circle of light. He read silently and slowly. Then he folded the sheet of paper and said very calmly in the most matter-of-fact tone of matter-of-factness:","Casting me an uneasy glance, Condor hesitantly took the sheet of paper before going over to the little circle of lamplight. He read it slowly and in silence. Then he folded the paper up again and said very calmly, in a matter-of-fact tone suggesting that he was stating the obvious, “I take it that, after what I told you just now, you are fully aware of the consequences?","Hesitatingly Condor took the document, throwing me an uneasy look before going over to the tiny circle of lamplight. He read it slowly, and in silence. Then he folded it up and said quite calmly, in perfectly matter-of-fact tones:"
"»Weg … weg … weg, Sie gemeiner, Sie roher Mensch …«","""Gone... gone... gone, you mean, you rude man...""","I tried to raise her light body, but she resisted, and shouted at me, “Go away … away … away, you horrible, beastly man!”","‘Go away ... go away!’ she sobbed. ‘You beast, you brute!’"
»Das macht mir nichts.«,"""I don't mind.""",“That doesn’t make any difference.”,‘That doesn’t matter a damn to me.’
"Ich beugte mich nieder und küßte ihre Hand. Als ich aufsah, begriff ich nicht, daß mir diese Frau mit ihrem grauen Haar, ihrem herben Mund und der Bitternis ihrer blinden Augen zuerst häßlich erschienen war. Denn ihr Antlitz leuchtete von Liebe und menschlichem Mitgefühl. Mir war, als ob diese nur das Dunkel ewig spiegelnden Augen mehr vom Wirklichen des Lebens wüßten als all jene, die hell und strahlend in die Welt sehen.","I bent down and kissed her hand. When I looked up, I didn't understand that this woman, with her gray hair, her harsh mouth and the bitterness of her blind eyes, had struck me as ugly at first. For her face shone with love and human compassion. It seemed to me as if these eyes, which only ever reflected the darkness, knew more about the reality of life than all those who see the world brightly and radiantly.","I bent down and kissed her hand. When I looked up, I couldn’t understand how this woman, with her grey hair, her bitter mouth and the sadness of her blind eyes, could have struck me at first sight as ugly. Her face was radiant with love and human sympathy. I felt as if those eyes that never reflected anything but darkness knew more about the reality of life than all the eyes that see the world shining in its full brightness.","I bent down and kissed her hand. When I looked up, I could not understand how this woman with the grey hair, the harsh mouth, and that bitter look in her blind eyes had at first seemed ugly to me. For her countenance now shone with love and human sympathy. I felt as though those eyes that mirrored nothing but eternal darkness knew more of the reality of life than all those that gazed out, clear and radiant, upon the world."
"Jetzt erst begriff ich, was sie meinte; die Vorstellung war tatsächlich zu absurd für mich gewesen, ich sollte mir, ich, der ich gerade meine letzten baren sieben Kronen für jene Blumen ausgegeben hatte und dem jeder Abstecher nach Wien trotz der halben Fahrkarte schon eine Art Luxus bedeutete, so mir nichts dir nichts eine Reise ins Engadin leisten.","Only then did I understand what she meant; the idea had actually been too absurd for me, I should, I, who had just spent my last cash kroner on those flowers and for whom every trip to Vienna, despite half the ticket, was a kind of luxury, so I shouldn't care make a trip to the Engadin.","Only now did I understand her. When I had just spent my last seven crowns on the flowers I had brought her, when every trip to Vienna was a kind of luxury, even though as military men we could travel half price, the idea that I could afford a trip to the Engadine valley had really been too absurd even to occur to me.","And only now did I realize what she meant; the idea that I, I who had just spent my last seven crowns in cash on flowers and to whom every trip to Vienna was a luxury despite the fifty per cent reduction on the fare, should go off just like that for a holiday in the Engadine was too absurd even to contemplate."
