Source,GoogleTranslate,human1,human2
温侯呂布世無比，雄才四海誇英偉。,"Wen Hou Lu Bu is incomparable, and the heroic talents are praised by all over the world.","They head for the pass, chased by Xuande and his brothers and their whole army.",Of the warriors of that time matchless Lu Bu was the boldest. His valor and prowess are sung by all within the four seas.
烏巢糧盡根基拔，猶欲區區守冀州。,"Wuchao's grains are completely rooted, and they still want to guard Jizhou.","Dressed in the armour and colours of the enemy, Cao Cao leads his men to Wuchao and attacks in the middle of the night.",That Jizhou also is at stake.
* * *,* * *,"Warlord Dong Zhuo usurps the throne, opposes Ding Yuan and aided by his sidekick Li Su bribes the hero Lü Bu to join his army","In Wenming Garden, Dong Zhuo Denounces Ding Yuan; With Red-Hare, Li Su Bribes Lu Bu."
長樂——宮名，本在長安；這裏指的是洛陽的宮殿。,"Changle - the name of the palace, originally in Chang'an; here it refers to the palace in Luoyang.",Sun Jian attacks Liu Biao at the Great River.,Yuan Shao Fights Gongsun Zan
玄德自到新野，軍民皆喜，政治一新。建安十二年春，甘夫人生劉禪。是夜有白鶴一隻，飛來縣衙屋上，高鳴四十餘聲，望西飛去。臨分娩時，異香滿室。甘夫人嘗夜夢仰吞北斗，因而懷孕，故乳名阿斗。此時曹操正統兵北征。玄德乃往荊州，說劉表曰：“今曹操悉兵北征，許昌空虛，若以荊襄之衆，乘間襲之，大事可就也。”表曰：“吾坐據九郡足矣，豈可別圖？”玄德默然。表邀入後堂飲酒。酒至半酣，表忽然長歎。玄德曰：“兄長何故長歎？”表曰：“吾有心事，未易明言。”玄德再欲問時，蔡夫人出立屏後。劉表乃垂頭不語。須臾席散，玄德自歸新野。,"Since Xuande arrived in Xinye, both the army and the people were happy, and the politics were renewed. In the spring of the 12th year of Jian'an, Mrs. Gan gave birth to Liu Chan. That night, a white crane flew to the county government house, shouted for more than forty times, and flew to the west. When I was about to give birth, the fragrance filled the room. Mrs. Gan tasted a night dream of swallowing the Big Dipper, so she became pregnant, so she was named Adou. At this time, Cao Cao's orthodox troops marched north. Xuande went to Jingzhou and said to Liu Biao, ""Now Cao Cao is marching to the north, and Xuchang is empty. If the crowd of Jingxiang were to attack it, then a major event could be done."" , why don't you take pictures?"" Xuande was silent. Invited to drink in the back hall. When the wine was half full, the watch suddenly sighed. Xuande said, ""Why is your brother sighing so long?"" The table said, ""I have something on my mind, but I haven't made it clear."" When Xuande wanted to ask again, Mrs. Cai came out behind the screen. Liu Biao lowered his head and said nothing. After a while, the banquet was scattered, and Xuande returned to Xinye.","Xuande agrees to go to defend the city of Xinye, and it is here that his son Liu Shan is born to his wife, Lady Gan, in the spring of AD 207. Auspicious signs herald the birth of Liu Shan. On the night of his birth, a white crane lands on the roof and sings before flying west. And Lady Gan dreams that she has swallowed the stars of the Northern Dipper, and that this is why she conceived. To Xuande’s great frustration, Liu Biao refuses to exploit Cao Cao’s attention being taken up with battles in the north. ‘We could easily capture his capital,’ says Xuande. But Liu Biao replies, ‘I am happy with the lands I have. What would I do with more?’ Then he turns to Xuande, saying, ‘I’ve something troubling me. I would like your opinion.’ But before he can unburden himself, Lady Cai appears, and the conversation stops. Late in the year, in deep winter, Xuande is summoned to Jingzhou to see Liu Biao.","The arrival of Liu Bei in Xinye was a matter of rejoicing to all the inhabitants, and the whole administration was reformed. In the spring of the twelfth year of Rebuilt Tranquillity (AD 207), Liu Bei's wife, Lady Gan, game birth to a son who was named Liu Shan. The night of his birth a crane settled on the roof of the house, screeched some forty times and then flew away westward. Just at the time of birth a miraculous incense filled the chamber. Lady Gan one night had dreamed that she was looking up at the sky and the constellation of the Great Bear had fallen down her throat. And she conceived soon after. While Cao Cao was absent from the capital on his northern expedition, Liu Bei went to Liu Biao and said to him, “Why do you not take this opportunity to march against the capital? An empire might follow from that.” “I am well placed here,” was the reply. “Why should I attempt other things?” Liu Bei said no more. Then the Imperial Protector invited him into the private apartments to drink; and while they were so engaged, he suddenly began to sigh despondently. “O Brother, why do you sigh thus?” asked Liu Bei. “I have a secret sorrow that is difficult to speak about,” said Liu Biao. Liu Bei was on the point of asking what it was when Lady Cai came and stood behind the screen, whereat Liu Biao hung his head and became silent. Before long host and guest bade each other farewell, and Liu Bei went back to his own place at Xinye."
韜晦——把光芒收斂起來、把蹤跡隱藏起來的意思。,taohui - the meaning of condensing the light and hiding the traces.,"Well, let’s find out.",“I have a plan.”
趙子龍計取桂陽,Zhao Zilong plans to take Guiyang,Zhao Zilong uses a clever plot to capture Guiyang.,Zhuge Liang Negotiates With Lu Su; Zhao Yun Captures Guiyang.
掎角之援，首尾相儔。若存若亡，何慮何憂？,"With the help of the horns, they meet each other end to end. If it survives or perishes, why worry?","Taking Zhao Zilong and five hundred warriors with him, he is able to fend off any plots to kill him and instead finds himself eventually kneeling before Zhou Yu’s coffin. There, he pours forth a quite extraordinary eulogy.","But with you as the firm corner stone and your perfect dispositions, could the final result cause any anxiety?"
忠義慨然沖宇宙，英雄從此震江山。,"Loyalty rushed to the universe, and the hero shook the country from then on.",Guan Yu has forced his way through five places and killed six officials.,"endurance great,"
※※※,※※※,"Xu Shu smiles, and Pang Tong at last departs for the south shore.",Then Pang Tong betook himself to his boat and left for the southern shore.
