Source,GoogleTranslate,human1,human2
襲人道：「再不可毀僧謗道，調脂弄粉。還有更要緊的一件，再不許喫人嘴上擦的胭脂了，與那愛紅的毛病兒。」寶玉道：「都改，都改。再有什麼，快說。」襲人笑道：「再也沒有了。衹是百事檢點些，不任意任情的就是了。你若果都依了，便拿八人轎也抬不出我去了。」寶玉笑道：「你在這裏長遠了，不怕沒八人轎你坐。」襲人冷笑道：「這我可不希罕的。有那個福氣，沒有那個道理。縱坐了，也沒甚趣。」,"Xiren said: ""Don't slander the monks anymore, adjust fat and make powder. There is a more important thing, don't eat the rouge on people's mouth, and those who love red."" Baoyu said: ""It's all changed. If you have anything else, just say it.” Xiren smiled and said, “There is no more. Just be careful, and don’t be arrogant. If you agree to everything, you will take the eight-person sedan chair. You can’t carry me.” Baoyu smiled and said, “You’ve been here for a long time, so you’re not afraid that you won’t be able to sit in a sedan chair with eight people.” Xiren sneered, “I don’t like that. There is such a blessing, but there is no reason for it. Well, it's no fun.""","“It isn’t right that you should sneer at the bonzes and vilify the Taoist priests, nor mix cosmetics or prepare rouge,” Hsi Jen continued; “but there’s still another thing more important , you shouldn’t again indulge the bad habits of licking the cosmetic, applied by people on their lips, nor be fond of (girls dressed) in red!” “I’ll change in all this,” Pao-yue added by way of rejoinder; “I’ll change in all this; and if there’s anything more be quick and tell me.” “There’s nothing more,” Hsi Jen observed; “but you must in everything exercise a little more diligence, and not indulge your caprices and allow your wishes to run riot, and you’ll be all right. And should you comply to all these things in real earnest, you couldn’t carry me out, even in a chair with eight bearers.” “Well, if you do stay in here long enough,” Pao-yue remarked with a smile, “there’s no fear as to your not having an eight-bearer-chair to sit in!” Hsi Jen gave a sardonic grin. “I don’t care much about it,” she replied; “and were I even to have such good fortune, I couldn’t enjoy such a right. But allowing I could sit in one, there would be no pleasure in it!”","‘You must leave off forever going on about people’s appearance and interfering with their make-up – and you must give up that filthy habit of stealing people’s lipstick and eating it on the sly. That’s most important!’ ‘I’ll reform! I’ll reform I Is there anything else, now?’ ‘Nothing else, really. Just to be a bit more careful about things in general and not always letting yourself get carried away by your whims and fancies. But if you will really keep your promise about these three things I’ve mentioned, I will promise never to leave you – even if they send a bridal chair and eight strong bearers to carry me away!’ ‘Oh, come now! Isn’t that stretching it a bit?’ said Bao-yu with a laugh. ‘For eight bearers and a handsome husband I bet you’d go!’ ‘It wouldn’t interest me in the least,’ said Aroma haughtily. ‘ “Kind sir, for such blessing I am not willing.” Even if I did go, I should take no pleasure in it.’"
寶玉此時與寶釵就近，只聞一陣陣涼森森甜絲絲的幽香，竟不知從何處來的，遂問：「姐姐熏的是什麼香？我竟從未聞見過這味兒。」寶釵笑道：「我最怕熏香，好好的衣服，熏的煙燎火氣的。」寶玉道：「既如此，這是什麼香？」寶釵想了一想，笑道：「是了，是我早起喫了丸藥的香氣未散呢。」寶玉笑道：「什麼藥這麼香得好聞？姐姐，給我一丸嘗嘗。」寶釵笑道：「又混鬧了，一個藥也是混喫的？」,"Baoyu was close to Baochai at this time, and only smelled a cool and sweet fragrance, but she didn't know where it came from, so she asked, ""What kind of incense did my sister smoke? I have never smelled this smell before."" Baoyu Chai smiled and said, ""I'm most afraid of incense, good clothes, and smoke that ignites fire."" Bao Yu said, ""If that's the case, what kind of incense is this?"" Bao Chai thought for a while, then smiled: ""Yes, It's because I woke up early and took the pills and the aroma hasn't dissipated."" Baoyu laughed: ""What kind of medicine smells so good? Sister, give me a pill to try."" Baochai smiled and said, ""It's a mess again, and one medicine is also mixed. of?""","“Where he had come from?” Pao-yue had, by this time, drawn quite close to Pao Ch’ai, and perceived whiff after whiff of some perfume or other, of what kind he could not tell. “What perfume have you used, my cousin,” he forthwith asked, “to fumigate your dresses with? I really don’t remember smelling any perfumery of the kind before.” “I’m very averse,” replied Pao Ch’ai blandly, “to the odour of fumigation; good clothes become impregnated with the smell of smoke.” “In that case,” observed Pao-yue, “what scent is it?” “Yes, I remember,” Pao Ch’ai answered, after some reflection; “it’s the scent of the ‘cold fragrance’ pills which I took this morning.” “What are these cold fragrance pills,” remarked Pao-yue smiling, “that they have such a fine smell? Give me, cousin, a pill to try.” “Here you are with your nonsense again,” Pao Ch’ai rejoined laughingly; “is a pill a thing to be taken recklessly?” She had scarcely finished speaking, when she heard suddenly some one outside say, “Miss Lin is come;” and shortly Lin Tai-yue walked in in a jaunty manner. “Oh, I come at a wrong moment!”","Bao-yu was now sitting almost shoulder to shoulder with her and as he did so became aware of a penetrating fragrance that seemed to emanate from her person. ‘What incense do you use to scent your clothes with, cousin?’ he asked. ‘I have never smelt such a delicious perfume.’ ‘I can’t stand incense perfumes,’ said Bao-chai. ‘I could never see the point of smoking perfectly good, clean clothes over an incense-pot.’ ‘In that case, what is this perfume I can smell ?’ Bao-chai thought for a moment. ‘I know! It must be the Cold Fragrance Pill I took this morning.’ ‘What’s a Cold Fragrance Pill?’ said Bao-yu with a laugh. ‘Won’t you give me one to try?’ ‘Now you’re being silly again. Medicine isn’t something to be taken for amusement.’ Just at that moment the servants outside announced ‘Miss Lin’ and"
眾人見寶玉牛心，都怪他呆癡不改。今見問「天然」二字，眾人忙道：「別的都明白，為何連『天然』不知？『天然』者，天之自然而有，非人力之所成也。」寶玉道：「卻又來！此處置一田莊，分明見得人力穿鑿扭捏而成。遠無鄰村，近不負郭，背山山無脈，臨水水無源，高無隱寺之塔，下無通市之橋，峭然孤出，似非大觀。爭似先處有自然之理，得自然之氣，雖種竹引泉，亦不傷於穿鑿。古人云『天然圖畫』四字，正畏非其地而強為地，非其山而強為山，雖百般精巧而終不相宜……」未及說完，賈政氣的喝命：「叉出去！」剛出去，又喝命：「回來！」命再題一聯：「若不通，一併打嘴！」寶玉只得唸道：「新漲綠添浣葛處，好雲香護採芹人。」,"When everyone saw Baoyu Niu Xin, they all blamed him for being stupid. Seeing the question about the word ""natural"" today, the crowd hurriedly said, ""Everything else is understood, why don't you even know about ""natural""? ""Natural"" is something that exists naturally in the sky, and is not created by human beings."" Baoyu said, ""However, Come! This disposal of a farm is clearly made by manpower. It is far from neighboring villages, close to Guo, backed by mountains and without veins, facing water and water without sources, high without the towers of hidden temples, and without bridges leading to the city. Qiao Ran is isolated, and it seems not to be a grand view. It seems that there is a natural principle in the first place, and the natural gas is obtained. Although the bamboo springs are planted, it will not hurt the piercing. For the sake of the earth, it is not a mountain but a mountain, although it is ingenious in every way, it is not suitable for the end..."" Before he could finish speaking, Jia Zheng shouted angrily: ""Go out!"" Another couplet: ""If it doesn't work, let's fight together!"" Baoyu could only recite: ""The new green leaves will be added to the place where the geranium is added.","“You ignorant stupid thing!” exclaimed Chia Cheng at these words; “what you simply fancy as exquisite, with that despicable reliance of yours upon luxury and display, are two-storied buildings and painted pillars! But how can you know anything about this aspect so pure and unobtrusive, and this is all because of that failing of not studying your books!” “Sir,” hastily answered Pao-yue, “your injunctions are certainly correct; but men of old have often made allusion to ‘natural;’ and what is, I wonder, the import of these two characters?” The company had perceived what a perverse mind Pao yue possessed, and they one and all were much surprised that he should be so silly beyond the possibility of any change; and when now they heard the question he asked, about the two characters representing “natural,” they, with one accord, speedily remarked, “Everything else you understand, and how is it that on the contrary you don’t know what ‘natural’ implies? The word ‘natural’ means effected by heaven itself and not made by human labour.” “Well, just so,” rejoined Pao-yue; “but the farm, which is laid out in this locality, is distinctly the handiwork of human labour; in the distance, there are no neighbouring hamlets; near it, adjoin no wastes; though it bears a hill, the hill is destitute of streaks; though it be close to water, this water has no spring; above, there is no pagoda nestling in a temple; below, there is no bridge leading to a market; it rises abrupt and solitary, and presents no grand sight! The palm would seem to be carried by the former spot, which is imbued with the natural principle, and possesses the charms of nature; for, though bamboos have been planted in it, and streams introduced, they nevertheless do no violence to the works executed. ‘A natural landscape,’ says, an ancient author in four words; and why? Simply because he apprehended that what was not land, would, by forcible ways, be converted into land; and that what was no hill would, by unnatural means, be raised into a hill. And ingenious though these works might be in a hundred and one ways, they cannot, after all, be in harmony.”... But he had no time to conclude, as Chia Cheng flew into a rage. “Drive him off,” he shouted; (but as Pao-yue) was on the point of going out, he again cried out: “Come back! make up,” he added, “another couplet, and if it isn’t clear, I’ll for all this give you a slap on your mouth.” Pao-yue had no alternative but to recite as follows: A spot in which the “Ko” fibre to bleach, as the fresh tide doth swell the waters green! A beauteous halo and a fragrant smell the man encompass who the cress did pluck!","The literary gentlemen, who had observed a vein of mulish-ness in Bao-yu which boded trouble, were surprised by the seeming naivete’ of this reply. ‘Why, fancy not knowing what “natural” means – you who have such a good understanding of so much else! “Natural” is that which is of nature , that is to say, that which is produced by nature as opposed to that which is produced by human artifice.’ ‘There you are, you see!’ said Bao-yu. ‘ A farm set down in the middle of a place like this is obviously the product of human artifice. There are no neighbouring villages, no distant prospects of city walls; the mountain at the back doesn’t belong to any system; there is no pagoda rising from some tree-hid monastery in the hills above; there is no bridge below leading to a near-by market town. It sticks up out of nowhere, in total isolation from everything else. It isn’t even a particularly remarkable view – not nearly so “natural” in either form or spirit as those other places we have seen. The bam boos in those other places may have been planted by human hand and the streams diverted out of their natural courses, but there was no appearance of artifice. That’s why, when the ancients use the term “natural” I have my doubts about what they really meant. For example, when they speak of a “natural painting”, I can’t help wondering if they are not referring to precisely that forcible interference with the landscape to which I object: putting hills where they are not meant to be, and that sort of thing. However great the skill with which this is done, the results are never quite…’ His discourse was cut short by an outburst of rage from Jia Zheng. ‘Take that boy out of here!’ Bao-yu fled. ‘Come back!’ He returned. ‘You still have to make a couplet on this place. If it isn’t satisfactory, you will find yourself reciting it to the tune of a slapped face!’ Bao-yu stood quivering with fright and for some moments was unable to say anything. At last he recited the following couplet: ‘Emergent buds swell where the washerwoman soaks her cloth. A fresh tang rises where the cress-gatherer fills his pannier.’"
到了第四日早晨，賈母等正圍著寶玉哭時，只見寶玉睜開眼說道：「從今以後，我可不在你家了！快收拾了，打發我走罷。」賈母聽了這話，如同摘心去肝一般。,"On the morning of the fourth day, when Mother Jia was crying around Baoyu, she saw Baoyu open her eyes and said, ""From now on, I'm not at your house! I'm about to pack up, send me away."" Mother Jia heard this. Words are like picking the heart and removing the liver.","The fourth day arrived. At an early hour Pao-yue suddenly opened his eyes and addressed himself to his grandmother Chia. “From this day forward,” he said, “I may no longer abide in your house, so you had better send me off at once!” These words made dowager lady Chia feel as if her very heart had been wrenched out of her.","Early on the fourth day Bao-yu suddenly opened his eyes wide and spoke to Grandmother Jia: ‘From now on I can no longer stay in this family. You must get my things ready and let me go.’ To the old lady the words were a tearing of heart from body; but Aunt Zhao, who also heard them, had the temerity to urge their acceptance:"
一夜中燈明火彩，客送官迎，那百般熱鬧，自不用說的。,"In the night, the lights were bright, and the guests were greeted by the officials. It was all lively, needless to say.","The whole night, the lanterns emitted a bright light and the fires brilliant rays; while guests were escorted on their way out and officials greeted on their way in; but of this hundredfold bustle and stir nothing need, of course, be said.",Throughout the whole of that night the Ning-guo mansion was ablaze with lights. There was a constant bustle of guests being welcomed or seen off the premises and all the liveliness and excitement that is customary on occasions of this sort.
第八回,the eighth,"if you do, the next chapter will unfold it. CHAPTER VIII.",Chapter 8
花自芳忙去雇了一頂小轎來，眾人也不敢相留，只得送寶玉出去。襲人又抓菓子與茗煙，又把些錢與他買花炮放，教他「不可告訴人，連你也有不是。」一直送寶玉至門前，看著上轎，放下轎簾。花、茗二人牽馬跟隨。來至寧府街，茗煙命住轎，向花自芳道：「須等我同二爺還到東府裏混一混，纔好過去的，不然人家就疑惑了。」花自芳聽說有理，忙將寶玉抱出轎來，送上馬去。寶玉笑說：「倒難為你了。」於是仍進後門來。俱不在話下。,"Hua Zifang hurriedly hired a small sedan chair, and everyone did not dare to stay with each other, so they had to send Baoyu out. Xiren grabbed the fruit and cigarettes, gave him some money to buy fireworks, and taught him, ""Don't tell anyone, not even you."" Hua and Ming led a horse to follow. Arriving at Ningfu Street, Mingyan ordered her to live in a sedan chair, and said to Hua Zifang, ""I have to wait until the second master and I go to the Dongfu to hang out, and then we will pass by, otherwise people will be confused."" Hua Zifang listened. It made sense, so he hurriedly carried Baoyu out of the sedan chair and put him on the horse. Baoyu smiled and said, ""It's too hard for you."" So he still entered the back door. It's all right.","Hua Tzu-fang promptly went and bespoke a small chair; and when it came to the door, the whole party could not very well detain him, and they of course had to see Pao-yue out of the house; while Hsi Jen, on the other hand, snatched a few fruits and gave them to Ming Yen; and as she at the same time pressed in his hand several cash to buy crackers with to let off, she enjoined him not to tell any one as he himself would likewise incur blame. As she uttered these words, she straightway escorted Pao-yue as far as outside the door, from whence having seen him mount into the sedan chair, she dropped the curtain; whereupon Ming Yen and her brother, the two of them, led the horses and followed behind in his wake. Upon reaching the street where the Ning mansion was situated, Ming Yen told the chair to halt, and said to Hua Tzu-fang, “It’s advisable that I should again go, with Mr. Secundus, into the Eastern mansion, to show ourselves before we can safely betake ourselves home; for if we don’t, people will suspect!” Hua Tzu-fang, upon hearing that there was good reason in what he said, promptly clasped Pao-yue out of the chair and put him on the horse, whereupon after Pao-yue smilingly remarked: “Excuse me for the trouble I’ve surely put you to,” they forthwith entered again by the back gate; but putting aside all details, we will now confine ourselves to Pao-yue. After he had walked out of the door, the several waiting-maids in his apartments played and laughed with greater zest and with less restraint.","Hua Zi-fang hurried out to hire a cab. The rest of the company, realizing that Bao-yu had no real business to be there, made no effort to detain him and rose to see him off. Aroma snatched up a handful of sweetmeats for Tealeaf. She also gave him a few coppers to buy fireworks with. ‘Mind you don’t tell anyone about this visit!’ she said. ‘You’ll be in trouble yourself if they find out about it.’ She escorted Bao-yu to the gate and saw him into the cab, pulling the blind down on him as soon as he was inside. Tealeaf and her brother followed behind it with the horse. When they arrived outside the Ning-guo mansion, Tealeaf told the cabbie to stop. ‘We’d better go in here for a bit before going home,’ he explained to Aroma’s brother. ‘Otherwise they might get suspicious.’ Hua Zi-fang acknowledged the sense of this precaution, and lifting Bao-yu from the cab, helped him up on to his horse. ‘Thank you for your trouble,’ said Bao-yu with a winning smile as he rode into the rear gate of the Ning-guo mansion. And there, for the time being, we shall leave him. ∗"
說著，果然出去帶進一個小後生來，較寶玉略瘦巧些，清眉秀目，粉面朱唇，身材俊俏，舉止風流，似在寶玉之上，只怯怯羞羞，有女兒之態，腼腆含糊，向鳳姐作揖問好。鳳姐喜的先推寶玉，笑道：「比下去了！」便欠身一把攜了這孩子的手，就命他身旁坐了，慢慢的問他年紀、讀書等事，方知學名喚秦鍾。早有鳳姐的丫鬟媳婦們見鳳姐初會秦鍾，並未備得表禮來，遂忙過那邊去告訴平兒。平兒知道鳳姐與秦氏厚密，雖是小後生家，亦不可太儉，遂自作主意，拿了一匹尺頭、兩個「狀元及第」的小金錁子，交付與來人送過去。鳳姐猶笑說「太簡薄」等語。秦氏等謝過，一時喫畢飯，尤氏、鳳姐、秦氏等抹骨牌，不在話下。,"Saying that, he went out and brought in a young born, slightly thinner than Baoyu, with clear eyebrows, pink face and red lips, a handsome figure, and a romantic demeanor. , shy and vague, and greeted Sister Feng with a bow. Sister Feng happily pushed Baoyu first and smiled, ""Let's go on!"" She bowed and took the boy's hand, and ordered him to sit beside him, slowly asking him about his age, reading, etc., before he knew the name of the school Qin Zhong. Sister Feng's maids and daughters-in-law saw that Sister Feng was meeting Qin Zhong for the first time, but they didn't prepare the courtesy, so they hurried over there and told Ping'er. Ping'er knew that Sister Feng and the Qin family were very close, and even though they were young, they should not be too frugal, so she made up her own mind and took a chi head and two ""Zhuang Yuan and Di"" small gold coins and handed them over to someone who came to send them over. . Sister Feng still laughed and said ""too simple and thin"". Qin Shi and others thanked them, and when they finished their meal, You Shi, Sister Feng, Qin Shi and others played dominoes, no problem.","In a short while she did in fact lead in a young lad, who, compared with Pao-yue, was somewhat more slight but, from all appearances, superior to Pao-yue in eyes and eyebrows, (good looks), which were so clear and well-defined, in white complexion and in ruddy lips, as well as graceful appearance and pleasing manners. He was however bashful and timid, like a girl. In a shy and demure way, he made a bow to lady Feng and asked after her health. Lady Feng was simply delighted with him. “You take a low seat next to him!” she ventured laughingly as she first pushed Pao-yue back. Then readily stooping forward, she took this lad by the hand and asked him to take a seat next to her. Presently she inquired about his age, his studies and such matters, when she found that at school he went under the name of Ch’in Chung. The matrons and maids in attendance on lady Feng, perceiving that this was the first time their mistress met Ch’in Chung, (and knowing) that she had not at hand the usual presents, forthwith ran over to the other side and told P’ing Erh about it. P’ing Erh, aware of the close intimacy that existed between lady Feng and Mrs. Ch’in, speedily took upon herself to decide, and selecting a piece of silk, and two small gold medals, (bearing the wish that he should attain) the highest degree, the senior wranglership, she handed them to the servants who had come over, to take away. Lady Feng, however, explained that her presents were too mean by far, but Mrs. Ch’in and the others expressed their appreciation of them; and in a short time the repast was over, and Mrs. Yu, lady Feng and Mrs. Ch’in played at dominoes, but of this no details need be given; while both Pao-yue and Ch’in Chung sat down, got up and talked, as they pleased.","They both laughed, and Jia Rong disappeared for a while and presently came back leading a youth who, though somewhat thinner than Bao-yu, was more than his equal in freshness and liveliness of feature, in delicacy of complexion, handsomeness of figure, and grace of deportment, but whose painful bashfulness created a somewhat girlish impression. He approached Xi-feng and made his bow with a shy confusion which delighted her. ‘You’ve met your match!’ she said to Bao-yu with a laugh, nudging him playfully. Then, leaning forward and gripping the boy’s hand in her own, she drew him down beside her and proceeded in a very deliberate manner to ask him how old he was, what books he was reading, and various other matters -among them his name, which was Qin Zhong. When the maids and womenfolk in attendance on Xi-feng realized that she was about to meet Qin Zhong and that they had come without the requisite material for a First Meeting present, they had sent some of their number back to consult Patience in the other house. Patience had, at her own discretion, selected a suitable length of material and two little ‘Top of the List’ solid gold medallions to give the messengers. These gifts now arrived for Xi-feng (who thought them somewhat on the meagre side) to give to Qin Zhong. When he and his sister had formally thanked her, the company sat down to lunch, after which You-shi, Xi-feng and Qin-shi settled down to a game of cards, while Bao-yu and Qin Zhong left the table to converse elsewhere."
秦可卿死封龍禁尉　王熙鳳協理寧國府,"Qin Keqing deadly seals Long Jinwei, Wang Xifeng is the assistant manager of Ning Guofu","Ch’in K’o-ch’ing dies, and Chia Jung is invested with the rank of military officer to the Imperial Body-guard. Wang Hsi-feng lends her help in the management of the Jung Kuo Mansion.",Qin-shi posthumously acquires the status of a Noble Dame And Xi-feng takes on the management of a neighbouring establishment
衹是薛蟠起初之心，原不欲在賈宅居住者，但恐姨父管約拘禁，料必不自在的；無奈母親執意在此，且宅中又十分殷勤苦留，只得暫且住下，一面使人打掃出自己的房屋，再移居過去的。誰知自從在此住了不上一月的光景，賈宅族中凡有的子侄，俱已認熟了一半，凡是那些紈袴氣習者，莫不喜與他來往，今日會酒，明日觀花，甚至聚賭嫖娼，漸漸無所不至，引誘的薛蟠比當日更壞了十倍。雖然賈政訓子有方，治家有法，一則族大人多，照管不到這些；二則現任族長乃是賈珍，彼乃寧府長孫，又現襲職，凡族中事，自有他掌管；三則公私冗雜，且素性瀟灑，不以俗務為要，每公暇之時，不過看書著棋而已，餘事多不介意。況且這梨香院相隔兩層房舍，又有街門另開，任意可以出入，所以這些子弟們竟可以放意暢懷的，因此遂將移居之念漸漸打滅了。,"It's just that Xue Pan didn't want to live in Jia's house at first, but he was afraid that his uncle would be detained, and he would not be comfortable. On the one hand, people clean out their houses and move to the past. Who knows that since they lived here for less than a month, all the sons and nephews of the Jia family have already known half of them. Those who are sloppy and habitual, do not like to associate with him. They can drink today and watch tomorrow. Flowers, even gambling and whoring, gradually became omnipresent, and the seduced Xue Pan was ten times worse than that day. Although Jia Zhengxun is well-mannered and has laws in running the family, one is that there are many adults in the clan, and they cannot take care of them; the other is that the current patriarch is Jia Zhen, who is the eldest grandson of the Ningfu, and is currently holding the post. In charge; third, the public and private are redundant, and the element is unrestrained, and does not focus on common affairs. Every time in public spare time, it is just reading books and playing chess, and I don’t mind the rest. Moreover, this Lixiangyuan is separated by two floors of buildings, and the street door is opened separately, so they can come and go at will, so these children can relax, so the idea of migrating is gradually extinguished.","Hsueeh P’an however had all along from the first instance, been loth to live in the Chia mansion, as he dreaded that with the discipline enforced by his uncle, he would not be able to be his own master; but his mother had made up her mind so positively to remain there, and what was more, every one in the Chia mansion was most pressing in their efforts to keep them, that there was no alternative for him but to take up his quarters temporarily there, while he at the same time directed servants to go and sweep the apartments of their own house, with a view that they should move into them when they were ready. But, contrary to expectation, after they had been in their quarters for not over a month, Hsueeh P’an came to be on intimate relations with all the young men among the kindred of the Chia mansion, the half of whom were extravagant in their habits, so that great was, of course, his delight to frequent them. To-day, they would come together to drink wine; the next day to look at flowers. They even assembled to gamble, to dissipate and to go everywhere and anywhere; leading, with all their enticements, Hsueeh P’an so far astray, that he became far worse, by a hundred times, than he was hitherto. Although it must be conceded that Chia Cheng was in the education of his children quite correct, and in the control of his family quite systematic, yet in the first place, the clan was so large and the members so numerous, that he was unable to attend to the entire supervision; and, in the second place, the head of the family, at this period, was Chia Chen, who, as the eldest grandchild of the Ning mansion, had likewise now come into the inheritance of the official status, with the result that all matters connected with the clan devolved upon his sole and exclusive control. In the third place, public as well as private concerns were manifold and complex, and being a man of negligent disposition, he estimated ordinary affairs of so little consequence that any respite from his official duties he devoted to no more than the study of books and the playing of chess. Furthermore, this Pear Fragrance Court was separated by two rows of buildings from his quarters and was also provided with a separate door opening into the street, so that, being able at their own heart’s desire to go out and to come in, these several young fellows could well indulge their caprices, and gratify the bent of their minds. Hence it was that Hsueeh P’an, in course of time gradually extinguished from his memory every idea of shifting their quarters. But what transpired, on subsequent days, the following chapter will explain.","The only dissatisfied member of the party – to begin with, at any rate – was Xue Pan. He had not wanted to stay in the Jia household, fearing that his uncle’s control would prevent him from enjoying himself, but what with his mother’s obstinacy and the insistence of the Jias themselves, he was obliged to acquiesce in settling there for the time being, contenting himself with sending some of his people to clean up one of their houses outside so that he would be able to move there later on. But, to his pleasant surprise, he discovered that the young males of the Jia establishment, half of whom he was already on familiar terms with before he had been there a month, were of the same idle, extravagant persuasion as himself and thought him a capital fellow and boon companion. And so he found himself meeting them for a drinking-party one day, for theatre-going the next, on a third day perhaps gambling with them or visiting brothels. For there were no limits to the depravity of their pleasures, and Xue Pan, who was bad enough to start with, soon became ten times worse under their expert guidance. It was not that Jia Zheng was a slack disciplinarian, incapable of keeping his house in order; but the clan was so numerous that he simply could not keep an eye on everyone at once. And in any case the nominal head of the family was not Jia Zheng but Cousin Zhen who, as eldest grandson of the senior, Ning-guo branch, had inherited the founder’s office and emoluments and was therefore officially in charge of all the clan’s affairs. Besides, Jia Zheng was kept busy with public and private business of his own and, being by nature a quiet, retiring man who attached little importance to mundane affairs, tended to use whatever leisure time he had for reading and playing Go. Then again, the Pear Tree Court was two courtyards away from Jia Zheng’s compound and had its own private door onto the street by which Xue Pan could come and go as he pleased, so that he and his young cronies could enjoy themselves to their heart’s content with no one being any the wiser. Under these agreeable ‘circumstances Xue Pan gradually abandoned all thought of moving out. But as to the outcome of these capers: that will be told in a later chapter."
