Source,GoogleTranslate,human1,human2
"""不要紧的！""道统大声说。""我算过了，还无须乎多加广告费。但是诗题呢？""","""It doesn't matter!"" Daotong exclaimed. ""I've figured it out, and there's no need for extra advertising. But what about the poem?""",‘Don’t worry!’ Daotong brayed. ‘I’ve totted it up – doesn’t take us over the word limit. But what about the poem?’,"Isn't it a little long, though?"" ""That doesn't matter,"" answered Tao-tung loudly. ""I've worked it out, and it won't cost more to advertise. But what about the title for the poem?"""
"他的笔立刻停滞了；他仰了头，两眼瞪着房顶，正在安排那安置这""幸福的家庭""的地方。他想：""北京？不行，死气沉沉，连空气也是死的。假如在这家庭的周围筑一道高墙，难道空气也就隔断了么？简直不行！江苏浙江天天防要开仗；福建更无须说。四川，广东？都正在打。山东河南之类？——阿阿，要绑票的，倘使绑去一个，那就成为不幸的家庭了。上海天津的租界上房租贵；……假如在外国，笑话。云南贵州不知道怎样，但交通也太不便……。""他想来想去，想不出好地方，便要假定为A了，但又想，""现有不少的人是反对用西洋字母来代人地名的，说是要减少读者的兴味。我这回的投稿，似乎也不如不用，安全些。那么，在那里好呢？——湖南也打仗；大连仍然房租贵；察哈尔，吉林，黑龙江罢，——听说有马贼，也不行！……""他又想来想去，又想不出好地方，于是终于决心，假定这""幸福的家庭""所在的地方叫作A。","Immediately his pen stopped; he looked up and stared at the roof, making arrangements for the place where the ""happy family"" would be placed. He thought: ""Beijing? No, it's dead, and even the air is dead. If you build a high wall around this family, wouldn't the air be cut off? It's impossible! Jiangsu and Zhejiang are going to fight every day; not to mention Fujian. Sichuan, Guangdong? They are all fighting. Shandong, Henan, etc.?——Aah, if one is kidnapped, it will become an unfortunate family. The rent in the concession of Shanghai and Tianjin is expensive;...If it is in a foreign country, it is a joke I don't know what to do in Yunnan and Guizhou, but the traffic is too inconvenient..."" He thought about it and couldn't think of a good place, so he had to assume it was A, but he thought, ""There are many people who are against the use of Western alphabets. The name of the place to be replaced is said to reduce the interest of readers. It seems that my contribution this time is not as safe as it is. So, where is better? - Hunan is also fighting; Dalian is still expensive; Chahar, Jilin, Heilongjiang, -- I heard that there are horse thieves, but it's not good!..."" He thought about it again and again, but couldn't think of a good place, so he finally decided to assume that the place where this ""happy family"" was located was called A.","He immediately stalled and stared up at the ceiling, considering where to place this happy family of his. ‘Beijing?’ he wondered. ‘No. It’s a morgue of a city – even the air smells dead. I suppose I could put them in a high-walled compound… but the air might still get in over the top. No… Jiangsu and Zhejiang are too unstable; Fujian’s even worse. There’s already fighting in Sichuan and Guangdong. Shandong, then, or Henan? Too many bandits. Someone’s bound to get kidnapped – and there goes my happy family. The foreign concessions in Shanghai and Tianjin are too expensive… I can’t have them live abroad, ridiculous idea. All I know about Yunnan and Guizhou is there’s no decent transport there…’ And on he went, unable to think of a suitable setting. He contemplated inventing somewhere and calling it A—: ‘Too risky. They say readers don’t like you using Roman letters to stand in for names any more. Best not chance it. But where am I going to put them? There’s fighting in Hunan, too, rents are too high in Dalian, yet more bandits in the north-east…’ On he went, frustrated by the search for a place, until he settled, eventually, back on ‘A—’. ‘Fine, A— it is. Now, back to the family itself: a husband and wife – a love match, naturally.","His pen immediately came to a standstill. He raised his head, fixed his two eyes on the ceiling, and tried to decide on an environment for this Happy Family. ""Peking?"" he thought. ""That won't do; it's too dead, even the atmosphere is dead. Even if a high wall were built round this family, still the air could scarcely be kept separate. No, that would never do! Kiangsu and Chekiang may start fighting any day, and Fukien is even more out of the question. Szechuan? Kwangtung? They are in the midst of fighting.2 What about Shantung or Honan? . . . No, one of them might be kidnapped, and if that happened the happy family would become an unhappy one. The rents in the foreign concessions in Shanghai and Tientsin are too high. . . . Somewhere abroad? Ridiculous. I don't know what Yunnan and Kweichow are like, but communications are too poor. . . ."" He racked his brains but, unable to think of a good place, decided tentatively to fix on A——. Then, however, he thought: ""Nowadays many people object to the use of the Western alphabet to represent the names of people and places, saying it lessens the readers' interest. Probably, to be on the safe side, I had better not use it in my story this time. In that case what would be a good place? There is fighting in Hunan too; the rents in Dairen have gone up again. In Chahar, Kirin and Heilungkiang I have heard there are brigands, so they won't do either! . . ."" Again he racked his brains to think of a good place, but in vain; so finally he made up his mind tentatively to fix A—— as the name of the place where his Happy Family should be."
"""学程，我就要问你：恶毒妇是什么？""","""Xuecheng, I'm going to ask you: what is a vicious woman?""","‘Xuecheng, I’ve a question for you: what does e-du-fu mean?’","""Hsueh-cheng, I want to ask you the meaning of o-du-fu.""2"
"""我真傻，真的，""她说，""我单知道雪天是野兽在深山里没有食吃，会到村里来；我不知道春天也会有。我一大早起来就开了门，拿小篮盛了一篮豆，叫我们的阿毛坐在门槛上剥豆去。他是很听话的孩子，我的话句句听；他就出去了。我就在屋后劈柴，淘米，米下了锅，打算蒸豆。我叫，阿毛！没有应。出去一看，只见豆撒得满地，没有我们的阿毛了。各处去一向，都没有。我急了，央人去寻去。直到下半天，几个人寻到山坳里，看见刺柴上挂着一只他的小鞋。大家都说，完了，怕是遭了狼了；再进去；果然，他躺在草窠里，肚里的五脏已经都给吃空了，可怜他手里还紧紧的捏着那只小篮呢。……""她于是淌下眼泪来，声音也呜咽了。","""I'm so stupid, really,"" she said, ""I only know that snow is a beast that has no food in the mountains and will come to the village; I don't know that there will be spring. I open the door early in the morning, He took a small basket with a basket of beans, and told our Ah Mao to sit on the threshold and peel the beans. He is a very obedient child, and I listened to every word I said; he went out. I chopped wood behind the house, washed rice, The rice got out of the pot and was going to steam the beans. I called, Ah Mao! I didn't respond. When I went out, I saw the beans were scattered all over the floor, and our Ah Mao was gone. Everywhere I went, there was none. I was in a hurry, Yang People went to look for it. Until the second half of the day, a few people found in the mountain col, and saw a small shoe of his hanging on the thorn wood. Everyone said, it is over, I am afraid that a wolf has been encountered; go in again; sure enough, he is lying on In the grass nest, the five internal organs in the stomach have been eaten up, and he is still holding the small basket tightly in his hand..."" She shed tears and sobbed.","‘I was so stupid,’ she said. ‘I knew wolves came down into the villages when it snowed, because there was nothing to eat in the mountains. But I didn’t know they came in spring, too. As soon as it was light, I got up, opened the door, and put some beans in a little basket, then told Ah-mao to sit on the doorstep to shell them. Such a good little boy, he was, you know, always doing whatever I told him, so out he went. I was out back chopping wood and washing rice. After I’d got the rice in the pot, I wanted to steam the beans, too. But when I called out Ah-mao! he didn’t reply, and when I went out to look, all I could see was the beans, scattered all over the ground – but no Ah-mao. I asked everywhere – no sign of him. Then I started to get worried, and begged my neighbours to go out looking for him. That afternoon, they got as far as the valley, where someone spotted one of his little shoes caught on a bramble. He’s done for, they all said – he must have been taken by a wolf. A bit further in, there they found him, in the lair, his guts eaten away, his poor little hand still holding tight on to that basket…’ She broke down into sobs.","""I was really stupid, really,"" she would say. ""I only knew that when it snows the wild beasts in the glen have nothing to eat and may come to the villages; I didn't know that in spring they came too. I got up at dawn and opened the door, filled a small basket with beans and called our Ah Mao to go and sit on the threshold and shell them. He was very obedient and always did as I told him: he went out. Then I chopped wood at the back of the house and washed the rice, and when the rice was in the pan and I wanted to boil the beans I called Ah Mao, but there was no answer; and when I went out to look, all I could see was beans scattered on the ground, but no Ah Mao. He never went to other families to play; and in fact at each place where I went to ask, there was no sign of him. I became desperate, and begged people to go to look for him. Only in the afternoon, after looking everywhere else, did they go to look in the glen and see one of his little shoes caught on a bramble. ' That's bad,' they said, 'he must have met a wolf.' And sure enough when they went further in there he was, lying in the wolf's lair, with all his entrails eaten away, his hand still tightly clutching that small basket. . . ."" At this point she would start crying and her voice would trail away."
"全客厅里是""鸦雀无声""。她的话虽然微细得如丝，慰老爷却像听到霹雳似的了；他跳了起来。","The whole living room was ""silent"". Although her words were as subtle as silk, Master Wei seemed to hear a thunderbolt; he jumped up.",You would have heard a second pin drop. Then Mr Wei leapt to his feet – as if startled awake by a peal of thunder.,"There was not a cheep in the room. Although her words were as soft as strands of silk, they carried like a thunder-clap to Mr. Wei."
"""恶毒妇？……那是，很凶的女人罢？……""","""Vicious woman?... That's a very vicious woman?...""","‘Well, e-du means “poisonous”, and fu is “woman”, so I make that a… “poisonous woman”?’","""O-du-fu? . . . Isn't it a very fierce woman?"""
"""我知道那是有缘故的。这也逃不出七大人的明鉴；知书识理的人什么都知道。他就是着了那滥婊子的迷，要赶我出去。我是三茶六礼定来的，花轿抬来的呵！那么容易吗？……我一定要给他们一个颜色看，就是打官司也不要紧。县里不行，还有府里呢……。""","""I know there's a reason for that. It doesn't escape the wisdom of the Seven Great Masters; those who know the truth know everything. He is just obsessed with that slut and wants to drive me out. I'm Sancha Liu The ritual came, and the sedan chair was carried! Is it that easy? I have to give them a color, it doesn't matter if they have a lawsuit. Not in the county, and in the mansion...""","‘And I know full why. And so does Mr Qi – people who can read know everything. It was that wicked whore who seduced him into throwing me out. I’m his wife – carried in on a bridal chair, with all the proper ceremonies! And you don’t get rid of me that easily. Oh, they won’t forget me in a hurry: I’ll fight them all the way, through the county courts, up to the prefecture if I have to – ’","""I knew there must be a reason. This is something Seventh Master will not fail to notice, for scholars .who know the truth know everything. He was bewitched by that bitch, and wanted to drive me away! I married him with the proper ceremonies—three lots of tea and six presents—and was carried to his house in a bridal sedan! Is it so easy for him to toss me aside? . . . I mean to show them, I don't mind going to court. If it can't be settled at the district court, we'll go to the prefecture. . . ."""
堂倌搬上新添的酒菜来，排满了一桌，楼上又添了烟气和油豆腐的热气，仿佛热闹起来了；楼外的雪也越加纷纷的下。,"The waiter brought the newly added food and drinks, and the table filled up. The upstairs was filled with the heat of smoke and oily tofu, which seemed to be lively; the snow outside the building was also falling more and more.","Returning, the waiter covered the table with fresh food and wine. Our small party seemed to bring a little life to the room – or at least the warmth of cigarette smoke and fried bean-curd. Outside, the snow began to fall more heavily.","The waiter brought up the freshly heated wine and dishes, and set them on the table. The smoke and the fragrance of fried beancurd seemed to make the upstairs room more cheerful, while outside the snow fell still more thickly."
"""连我的东西也不要吃了。""他低声，嘲笑似的说。","""Don't even eat my stuff,"" he whispered, mockingly.","‘They won’t even eat my food,’ he muttered, softly self-mocking.","""They don't even want to eat anything I give them,"" he said sarcastically, in a low voice."
"""不见得。只要再去买一块，给她咯支咯支的遍身洗一洗，供起来，天下也就太平了。""","""Not really. As long as you buy another piece, wash her all over her body, and make offerings, the world will be at peace.""","‘But you were thinking it! Give her a good scrubbing, and there’s your tasty morsel – happy families all round.’","""I'm not so sure. If you buy another cake and give her a good scrubbing, then worship her, the whole world will be at peace."""
