Source,GoogleTranslate,human1,human2
「うん、そのほうがいい」,"""Yeah, that's better""","""An excellent idea,"" said Flatfish still continuing his inane laughter.","“Yes indeed, a fine idea,” Flounder said."
とすぐに切り出し、,"Cut out immediately,",I came to the point at once.,"I said, getting straight to the point."
自分は若い医師のいやに物やわらかな、鄭重ていちょうな診察を受け、それから医師は、,"I had a soft, heavy and sloppy medical examination by a young doctor, and then the doctor said,",""" I was given a careful, almost unpleasantly considerate examination by a young doctor.","A young doctor subjected me to a disconcertingly courteous, tender examination."
冗談ではないのだ、本当なんだ、ああ、あの絵を見せてやりたい、と空転の煩悶はんもんをして、ふいと気をかえ、あきらめて、,"It's not a joke, it's true, oh, I want to show you that picture.",But it was no joke. It was true. I wished I could have shown her those pictures. I felt an empty chagrin which suddenly gave way to resignation.,"I’m not joking! It’s true! Oh, I wish I could show you. After a moment’s idle anguish, however, I gave up and changed tack."
自分は立って、袂たもとからがま口を出し、ひらくと、銅銭が三枚、羞恥しゅうちよりも凄惨せいさんの思いに襲われ、たちまち脳裡のうりに浮ぶものは、仙遊館の自分の部屋、制服と蒲団だけが残されてあるきりで、あとはもう、質草になりそうなものの一つも無い荒涼たる部屋、他には自分のいま着て歩いている絣の着物と、マント、これが自分の現実なのだ、生きて行けない、とはっきり思い知りました。,"I stood up and put out a cloak from the beginning, and when I opened it, I was attacked by three bronze coins, the thoughts of a terrible person rather than a shame, and what immediately came to my mind was my room and uniform in the Senyukan. There is only a futon left, and there is no other thing that could be a pawnbroker, a desolate room, and the other Kasuri kimono and cloak that I am wearing now, this is my reality. I knew clearly that I couldn't live.","I stood up , took out my wallet and opened it. Three copper coins. It was less shame than horror that assaulted me at that moment. I suddenly saw before my eyes my room in the lodging house, absolutely empty save for my school uniform and the bedding—a bleak cell devoid of any object which might be pawned. My only other possessions were the kimono and coat I was wearing. These were the hard facts. I perceived with clarity that I could not go on living.","I stood and, taking my coin purse from the sleeve of my kimono, I discovered that I had only three copper coins. I was assailed not so much by shame as by horror. Instantly the desolate scene of my room at the boarding house appeared before my eyes, nothing but a bed and my school uniform. Not a single item left to be pawned, my only other possessions the clothes on my back. This is my life. The realization forced itself on me. I could not go on."
神に問う。無抵抗は罪なりや？,Ask God. Is non-resistance a sin?,"God, I ask you, is non-resistance a sin?","I ask you, God. Is it a crime not to resist?"
蟾蜍。,toad.,The toad.,A toad.
その社では、子供相手のあまり名前を知られていない月刊の雑誌を発行していたのでした。,The company published a lesser-known monthly magazine for children.,"Her company published a monthly magazine, not an especially notable one, for children.",Her company published an obscure monthly magazine for children.
自分は漱石の「吾輩は猫である」という本を、本棚から選んであげました。,"I chose Soseki's book ""I am a cat"" from the bookshelf.",I chose Sôseki's I am a Cat from my bookshelf and handed it to her.,I Am a Cat and passed it to her.
「そうね。私も、実は感心していたの。シゲ子にいつもかいてやっている漫画、つい私まで噴き出してしまう。やってみたら、どう？　私の社の編輯長へんしゅうちょうに、たのんでみてあげてもいいわ」,"""Yeah. I was really impressed. The manga I always write to Shigeko spouts out to me. Why don't you try it? You can see it. ""","""Yes, that's so. I've really been struck by those cartoons you're always drawing for Shigeko. I've burst out laughing over them myself. How would you like to draw for our magazine? I can easily ask the editor.""","I was impressed, to be honest. I’ve seen the ones you’re always drawing for Shigeko and they even make me laugh. How about it? Want to give it a try? I can talk to the editor at work.”"
「ヨシちゃん、ごめんね。飲んじゃった」,"""I'm sorry Yoshi-chan. I drank it.""","Yoshiko, I'm sorry. I got drunk.","“Yoshi-chan, sorry! I got drunk again.”"
生身いきみの喜びを禁じたり　酒を止めたり,Forbid the joy of living and stop drinking,There was at this period in my life a maiden who pleaded with me to give up drink.,"To forbid the wine, to forgo the pleasures of living flesh, Do as you will, Mustafa."
竹一は眼を丸くして感嘆しました。,Takeichi admired with his eyes rounded.,""" Takeichi widened his eyes in admiration.","Takeichi exclaimed, his eyes wide and round."
「耳が痛い」,"""My ears hurt""","Takeichi, standing haplessly in my room, said, ""My ears hurt.","“My ears hurt,” Takeichi said, standing in the middle of my room."
と言い、,And say,I went through the motions of making a speech.,"“Ladies and gentleman,” I began, “I would like to take this opportunity to tell all my fans in Japan . . .”"
故郷の山河が眼前に見えるような気がして来て、自分は幽かにうなずきました。,"I felt like I could see the mountains and rivers in my hometown, and I nodded in the dark.",I felt as though I could see before my eyes the mountains and rivers back borne. I nodded faintly.,I could almost see the mountains and rivers of my hometown floating before my eyes. I gave a weak nod.
