Source,GoogleTranslate,human1,human2
今川小路を通る時、末造は茶漬屋に寄って午食をした。女中の据えた黒塗の膳の向うに、紅雀の籠を置いて、目に可哀らしい小鳥を見、心に可哀らしいお玉の事を思いつつ、末造は余り御馳走でもない茶漬屋の飯を旨そうに食った。,"As he passed through Imagawakoji, Suezou stopped by a chazuke restaurant for lunch. Behind the black-painted set set by the maid, I placed a basket of red sparrows, saw a poor bird in my eyes, and thought of a poor ladle in my heart. I ate the rice deliciously.","But coming along Imagawa Lane, he stopped at the house of “Rice-in-Tea” for lunch. He put the cage behind the tray the waitress brought him and looked at the pretty birds. And thinking all the while of Otama, he ate the rather inferior meal with gusto.","When he reached Imagawa Kōji, he stopped at the restaurant he had passed earlier and had lunch. He set the bird cage down on the other side of the black lacquer lunch tray that the waitress brought, his eyes admiring the pretty little birds, his mind busy with thoughts of his pretty Otama. The meal of rice and tea and pickles was simple fare at best, but Suezō ate it with relish."
上野広小路は火事の少い所で、松源の焼けたことは記憶にないから、今もその座鋪があるかも知れない。どこか静かな、小さい一間をと誂えて置いたので、南向の玄関から上がって、真っ直に廊下を少し歩いてから、左へ這入る六畳の間に、末造は案内せられた。,"Ueno Hirokoji is a place with few fires, and I don't remember the burning of Matsugen, so I may still have that seat. I set it up as a quiet, small room, so I went up from the south-facing entrance, walked straight down the corridor, and then crawl to the left. ..","SINCE fires seldom break out in the vicinity of Ueno Square and since the Matsugen hasn't burned down as far as I can remember, I think you can still find the room where the two parties met. “I want something small and quiet,” Suezo had said when he made the reservations, and on the appointed day he was led from the south entrance through a straight corridor that turned left into a room with an area of six mats.","Few fires have broken out in the vicinity of Ueno Hirokōji and I do not recall hearing that the Matsugen burned down, so for all I know the very room where the meeting took place may still be in existence. Suezō, having requested a small quiet room, was guided down the hall from the entrance on the south and shown to a six-mat room on a corridor to the left."
「うん。非売品だ。椋鳥連中に配るのだそうだ」,"""Yeah. Not for sale. It seems to be distributed to the starlings.""","“He wrote it all right, but it's not for sale. He told me he had it printed to give to country bumpkins!”",“It’s not for sale. He says he just hands it out to yokels like me.”
こう云っているうちに、三人は四辻を通り過ぎた。巡査は我々の通る横町の左側、交番の前に立って、茅町を根津の方へ走る人力車を見ていたが、我々には只無意味な一瞥を投じたに過ぎなかった。,"While saying this, the three passed by Yotsuji. The policeman stood in front of the police box on the left side of Yokomachi, where we passed, and saw a rickshaw running through Kayamachi toward Nezu, but we only gave us a meaningless glance.","During this speech we passed the crossing. The policeman was in front of his station on the left side of the narrow street we were coming along; stationed there, he was watching a rickshaw running from Kaya-cho towards Nezu. He looked at us for only a moment.","We had passed the intersection. The policeman stood in front of the police box, which was on the left side of the street. He was looking at a rickshaw that was coming through Kayachō, headed in the direction of Nezu, and gave us no more than a meaningless glance."
岡田が手を洗っている最中に、それまで蛇の吭から鳥の死骸を引き出そうとしていた小僧が、「やあ大変」と叫んだ。,"While Okada was washing his hands, the little boy who had been trying to pull out the dead bird from the snake's snake shouted, ""Hey, it's hard.""","While Okada was washing his hands, the errand boy, who had been attempting to pull the dead bird from the snake's throat, cried out: “Hey!”","As Okada was washing his hands, the apprentice, who was still trying to pull the body of the dead bird out of the snake’s jaws, suddenly shouted, “Oops!”"
そのころから無縁坂の南側は岩崎の邸であったが、まだ今のような巍々たる土塀で囲ってはなかった。きたない石垣が築いてあって、苔蒸した石と石との間から、歯朶や杉菜が覗いていた。あの石垣の上あたりは平地だか、それとも小山のようにでもなっているか、岩崎の邸の中に這入って見たことのない僕は、今でも知らないが、とにかく当時は石垣の上の所に、雑木が生えたい程生えて、育ちたい程育っているのが、往来から根まで見えていて、その根に茂っている草もめったに苅られることがなかった。,"From that time on, the south side of Muenzaka was Iwasaki's residence, but it was not yet surrounded by the rugged earthen walls that it is today. A messy stone wall was built, and teeth and horsetail were peeping between the moss-steamed stones. Whether the area above the stone wall is flat or like a small mountain, I have never seen it in Iwasaki's house, but I still don't know, but at that time it was on the stone wall. I could see the roots of the trees growing as much as I wanted, and the grass growing on the roots was rarely sown.","EVEN IN the days I am writing about, the Iwasaki mansion was located, as it is today, on the southern side of Muenzaka, though it had not yet been fenced in with its present high wall of soil. At that time dirty stone walls had been put up, and ferns and horsetails grew among the moss-covered stones. Even now I don't know whether the land above the fence is flat or hilly, for I've never been inside the mansion. At any rate, in those days the copse grew thick and wild, and from the street we could see the roots of the trees, while the grass around them was seldom cut.","At that time the Iwasaki mansion already stood on the south side of Muenzaka, though it was not enclosed by a towering mud rampart as it is today, but by a dingy stone wall that sprouted ferns and horsetails from the crevices of its moss-covered slabs. I do not know to this day whether the area above the stone wall is flat or hilly, since I have never been on the grounds of the Iwasaki estate, but at that time one could tell it was thickly overgrown with trees because their roots were visible from the roadway. The roots were in turn overgrown with weeds that were seldom mowed."
末造は顔で笑って、叱るような物の言様をした。「なんだ。つい鼻の先の池の端に越して来ているのに、まだ行って見ないでいたのか。向いの岩崎の邸の事なんぞを思えば、同じ内にいるようなものだぜ。今からだって、行こうと思えば行けるのだが、まあ、あすの朝にするが好い」,"Suezou laughed with his face and made scolding words. ""Why. You've just come to the edge of the pond at the tip of your nose, but haven't you gone yet? Thinking about Iwasaki's house across the street, it's like being in the same place. Well, I can go if I want to go, but I prefer to do it tomorrow morning. ""","“What!” said Suezo, smiling in spite of his scolding tone. “You haven't visited him yet? His house right at Ike-no-hata? In front of your nose? Why, just think of Iwasaki's estate on the other side. It's almost as if the two of you were living in the same house. If you wish, we'll go now, though tomorrow would be better.”","Suezō laughed and spoke in a scolding voice. “What? Your father living by the pond right in front of your nose and you haven’t been to see him yet? He’s hardly any farther than the Iwasaki mansion across the way, practically in the same house with you. You can go now if you like. Or better still, tomorrow morning.”"
「こちらへもちょいちょいいらっしゃった方だもんですから」,"""I'm the one who came here a little bit.""","“Yes, only one who dares!”",“Oh yes—he comes here to eat now and then.”
「檀那にことわって来たのなら、午もこっちで食べて行けば好い」,"""If you've come to Danna, you should eat here at noon.""","“Well, if you got his permission, eat here.”","“If you got permission from him to come, why don’t you eat lunch here?” the old man asked."
西洋の子供の読む本に、釘一本と云う話がある。僕は好くは記憶していぬが、なんでも車の輪の釘が一本抜けていたために、それに乗って出た百姓の息子が種々の難儀に出会うと云う筋であった。僕のし掛けたこの話では、青魚の未醬煮が丁度釘一本と同じ効果をなすのである。,"There is a story called a nail in a book read by Western children. I don't remember what I liked, but it was a source that the son of a peasant who got on it encountered various difficulties because one nail in the wheel of the car was missing. In this story that I started, the unboiled blue-backed fish has exactly the same effect as a single nail.","IN A EUROPEAN book of children's stories, there is a tale about a peg. I can't remember it well, but it was about a farmer's son who got into a series of difficulties on his journey because the peg in his cartwheel kept coming out. In the story I'm telling now, a mackerel boiled in bean paste had the same effect as that peg.","There is a story in a Western-language children’s book called something like “Because of One Nail.” I do not recall it exactly, but it is about how, because one nail in a cartwheel is missing, a farmer’s son riding in a cart meets up with all sorts of difficulties. In my present story, it was a dish of mackerel boiled in miso sauce that played the part of the “one nail.”"
