Source,GoogleTranslate,human1,human2
Ｋに対する私の良心が復活したのは、私が宅の格子こうしを開けて、玄関から坐敷ざしきへ通る時、すなわち例のごとく彼の室へやを抜けようとした瞬間でした。彼はいつもの通り机に向って書見をしていました。彼はいつもの通り書物から眼を放して、私を見ました。しかし彼はいつもの通り今帰ったのかとはいいませんでした。彼は「病気はもう癒いいのか、医者へでも行ったのか」と聞きました。私はその刹那せつなに、彼の前に手を突いて、詫あやまりたくなったのです。しかも私の受けたその時の衝動は決して弱いものではなかったのです。もしＫと私がたった二人曠野こうやの真中にでも立っていたならば、私はきっと良心の命令に従って、その場で彼に謝罪したろうと思います。しかし奥には人がいます。私の自然はすぐそこで食い留められてしまったのです。そうして悲しい事に永久に復活しなかったのです。,"My conscience for K was revived when I opened the grid of my house and passed from the front door to Zashiki-warashi, as usual, when I tried to get out of his room. He was writing at his desk as usual. He took his eyes off the book as usual and looked at me. But he didn't say he was back now as usual. He asked, ""Is the illness healed or did I go to the doctor?"" In that moment, I poke my hand in front of him and wanted to apologize. Moreover, the urge I received at that time was not weak at all. If K and I were standing in the middle of only two people, Koya Hishino, I would probably apologize to him on the spot, following the orders of our conscience. However, there is a person in the back. My nature was stopped right there. And sadly, it didn't come back forever.","My conscience sprang to life again the moment I opened the lattice door at the entrance and stepped into the house, to follow my usual course through K’s room into mine. He was, as always, seated at his desk reading. As always, he raised his eyes from the book and looked at me. But he did not say the habitual words, “Just back, are you?” Instead he said, “Are you better now? Have you been to the doctor?” In that instant I had the urge to kneel before him and ask his pardon. Nor was this some mere feeble impulse. I believe that if K and I had been standing in the wilderness together just then, I would have followed the dictates of my conscience and begged his forgiveness. But there were others in the house. My natural instinct was quickly curbed. And to my sorrow, it never returned.","I returned to the house. As usual, I went into K’s room in order to get to mine. It was then that I felt guilty for the first time. He was of course at his desk, reading. And as always, he looked up at me. But this time, he did not give me his customary greeting—“Did you just get back?” Instead, he said: “Are you feeling better now? Have you seen the doctor?” Suddenly, I wanted to kneel before him and beg his forgiveness. It was a violent emotion that I felt then. I think that had K and I been alone in some wilderness , I would have listened to the cry of my conscience. But there were others in the house. I soon overcame the impulse of my natural self to be true to K. I only wish I had been given another such opportunity to ask K’s forgiveness."
先生は少し風邪かぜの気味で、座敷へ出るのが臆劫おっくうだといって、私をその書斎に通した。書斎の硝子戸ガラスどから冬に入いって稀まれに見るような懐かしい和やわらかな日光が机掛つくえかけの上に射さしていた。先生はこの日あたりの好いい室へやの中へ大きな火鉢を置いて、五徳ごとくの上に懸けた金盥かなだらいから立ち上あがる湯気ゆげで、呼吸いきの苦しくなるのを防いでいた。,"The teacher had a slight cold and said that going out to the tatami room was awkward, so he sent me to the study. From the glass doors of the study, the nostalgic and soft sunlight that you rarely see in winter was shining on the desk. The teacher placed a large brazier in a nice room on this day, and the steam rising from the gold basin hanging on the trivet prevented him from having difficulty breathing. ..","Sensei was suffering from a slight cold. He did not feel inclined to come to the living room, so he asked me into his study. Soft sunlight, of a kind rarely seen in winter, was shining through the study’s glass door onto the cloth draped over his desk. In this sunny room Sensei had set a metal basin containing water over the coals of a brazier, so that by inhaling the steam, he could soothe his lungs.","Sensei was suffering from a cold. As he did not wish to come out into the sitting room, I was asked to see him in his study. Soft sunlight, such as we had rarely seen that winter, filled the study. Into this sunny room, Sensei had brought a large brazier. A metal basin, filled with water, had been placed on it, so that the steam rising from it might ease Sensei’s breathing."
「それっ切りしかいえないのよ。けれどもその事があってから後のちなんです。先生の性質が段々変って来たのは。なぜその方が死んだのか、私には解らないの。先生にもおそらく解っていないでしょう。けれどもそれから先生が変って来たと思えば、そう思われない事もないのよ」,"""I can only say that. But after that happened. The nature of the teacher changed gradually. I don't understand why he died. Teacher. You probably don't know, but if you think the teacher has changed since then, it doesn't seem like that. ""","“This is as much as I can say. But that’s when it began. After that Sensei’s personality slowly changed. I don’t know why his friend died, and I don’t think Sensei does either. But seeing how he began to change afterward, somehow I can’t help feeling that perhaps he may have known something after all.”","“I can’t tell you any more about it. At any rate, it was after this friend’s death that Sensei began to change gradually. I don’t know why he died. I doubt that Sensei does either. On the other hand, when one remembers that the change came after the death, one wonders if Sensei really doesn’t know.”"
私は一言いちごんもなかった。詫あやまる以上に恐縮して俯向うつむいていた。父は平気なうちに自分の死を覚悟していたものとみえる。しかも私の卒業する前に死ぬだろうと思い定めていたとみえる。その卒業が父の心にどのくらい響くかも考えずにいた私は全く愚おろかものであった。私は鞄かばんの中から卒業証書を取り出して、それを大事そうに父と母に見せた。証書は何かに圧おし潰つぶされて、元の形を失っていた。父はそれを鄭寧ていねいに伸のした。,"I didn't have a word. I was more afraid than I apologized, and I was looking down. It seems that my father was prepared for his death while he was calm. Moreover, it seems that he had decided that he would die before I graduated. I was totally stupid without thinking about how much the graduation would affect my father's heart. I took the diploma out of my bag and showed it to my father and mother with great care. The certificate was crushed by something and lost its original shape. My father carefully extended it.","Speechless, I hung my head, overwhelmed by shame that no apology could express. I saw that my father had calmly been preparing to die and had decided it would probably happen before my graduation. I had been a complete fool not to think of how my graduation would make him feel. I took the diploma from my bag and spread it out carefully for my parents to see. Something had crushed it, and it was no longer quite the shape it had been. My father smoothed it tenderly.","I said nothing. No word of apology would have expressed how I felt. I hung my head in deep shame. Calmly, he had been waiting for his death, believing that he would die before my graduation. And I had been too stupid to realize how much it meant to my father to be alive when I graduated. I brought out my diploma from my bag, and carefully showed it to my father and mother. I had not packed it well, and it was badly creased. “You should have rolled it, and carried it in your hand,” said my father."
「よくころりと死ぬ人があるじゃありませんか。自然に。それからあっと思う間まに死ぬ人もあるでしょう。不自然な暴力で」,"""Some people die often. Naturally. Then, some people die in a blink of an eye. With unnatural violence.""","“You often hear of people keeling over and dying, don’t you? Of natural causes. And then other people die suddenly, from some unnatural act of violence.” “What’s an unnatural act of violence?”","“Surely, there are many men who die suddenly, yet quietly, from natural causes. And then there are those whose sudden, shocking deaths are brought about by unnatural violence.” “What do you mean by unnatural violence?”"
私はこの前帰った時、無理に床とこを上げさして、髭ひげを剃そった父の様子と態度とを思い出した。「もう大丈夫、お母さんがあんまり仰山ぎょうさん過ぎるからいけないんだ」といったその時の言葉を考えてみると、満更まんざら母ばかり責める気にもなれなかった。「しかし傍はたでも少しは注意しなくっちゃ」といおうとした私は、とうとう遠慮して何にも口へ出さなかった。ただ父の病やまいの性質について、私の知る限りを教えるように話して聞かせた。しかしその大部分は先生と先生の奥さんから得た材料に過ぎなかった。母は別に感動した様子も見せなかった。ただ「へえ、やっぱり同おんなじ病気でね。お気の毒だね。いくつでお亡くなりかえ、その方かたは」などと聞いた。,"When I got home the other day, I forcibly raised the floor and remembered the appearance and attitude of my father who shaved his beard. When I thought about the words at that time, such as ""It's okay, my mother is too much for me,"" I didn't feel like blaming my mother. ""But I have to be a little careful by my side,"" I finally refrained from saying anything. I just told him to teach me as far as I know about the nature of my father's illness and illness. But most of it was just the material I got from the teacher and his wife. My mother didn't seem to be impressed. However, I heard, ""Hey, I'm still sick. I'm sorry. How many people have died?""","I recalled the way my father had looked and acted on my previous visit, when he had made such an effort to be out of bed and shaved. Your mother shouldn’t go exaggerating things, he had said, but I couldn’t entirely blame her. I was about to suggest that she should at least keep an eye on him but thought better of it. I just told her everything I knew about his disease, although most of it was only what I had learned from Sensei and his wife. My mother did not seem particularly affected as she listened. She merely remarked, “Well, well, the same illness, eh? Poor thing. What age was she when she died?”","I remembered how, the last time I had come home, my father had insisted on leaving his bed. “I am all right now,” he had said, after a shave. “Your mother fusses too much.” And remembering that occasion, I thought that my mother was not entirely to blame. I had been on the verge of saying, “But you should take his illness more seriously, even if he doesn’t,” but decided to say nothing after all. It would be unjust, I thought, to chide her. Instead, I told her all I knew about my father’s disease. Of course, I knew little more than what Sensei and his wife had told me. My mother seemed not particularly impressed or interested. She made only such remarks as: “Is that so? The lady died of the same disease? That’s too bad. And how old was she, when she died?”"
「ありがとう。脂やにがこびり着いてやしませんか」,"""Thank you. Would you like to get fat and greasy?""",“Thank you. Is any resin stuck there?”,"“Thank you. You don’t see any resin marks, do you?”"
「古本屋に売るさ」,"""Sell to second-hand bookstores""",“Sell them to a secondhand dealer.”,“You can sell them to some secondhand bookshop.”
父は病気の性質として、運動を慎まなければならないので、床を上げてからも、ほとんど戸外そとへは出なかった。一度天気のごく穏やかな日の午後庭へ下りた事があるが、その時は万一を気遣きづかって、私が引き添うように傍そばに付いていた。私が心配して自分の肩へ手を掛けさせようとしても、父は笑って応じなかった。,"Due to the nature of his illness, he had to refrain from exercising, so even after raising the floor, he hardly went out to the open air. I once went down to the garden in the afternoon on a very calm day, but at that time I was careful and I was by my side to accompany me. When I was worried and tried to put my hand on my shoulder, my dad laughed and refused.","My father’s illness prevented him from being very active, even once he was up and about, and he seldom went outdoors. One unusually balmy day when he did venture out into the garden, I accompanied him just as a precaution. I offered my shoulder for him to lean on, but he brushed it off with a laugh.","My father, not being allowed to be very active, hardly ever left the house after he got up. Once, on a rather sunny day, he stepped out into the garden. I was worried, and kept close to his side. And when I tried to persuade him to lean on my shoulder, he laughed, and would not listen to me."
「先生はなぜ元のように書物に興味をもち得ないんですか」,"""Why can't the teacher be as interested in books as he was?""","My thesis momentarily forgotten, I spontaneously asked, “Why aren’t you as interested in books as you used to be, Sensei?”","“Why is it, Sensei, that you are not as interested in books as you once were?”"
